,KRP462
C1orf167,0.008815073
MTHFR,0.24966004
CLCN6,0.103624694
KIAA2013,0.074652515
PLOD1,0.063118555
MFN2,0.12885241
MIIP,0.04925703
TNFRSF1B,0.07351688
VPS13D,0.817232
DHRS3,0.3849798
PDPN,0.010633516
PRDM2,0.47212124
KAZN,1.9242532
TMEM51,0.71015805
FHAD1,0.11349906
EFHD2,0.062144224
CASP9,0.11551897
DNAJC16,0.2129451
DDI2,0.23682278
PLEKHM2,0.2227454
SLC25A34,0.023388246
FBLIM1,0.13003074
SPEN-AS1,0.05277805
SPEN,0.67597735
ZBTB17,0.094422534
SRARP,0.002057035
HSPB7,0.0059339767
EPHA2,0.20234926
CPLANE2,0.0040176203
FBXO42,0.45099655
SZRD1,0.18105362
NECAP2,0.077801496
NBPF1,0.14810048
CROCC,0.28455022
ENSG00000238142,0.016225375
MFAP2,0.0040893485
ATP13A2,0.05776509
SDHB,0.19397971
PADI2,0.032089274
PADI4,0.0034183727
RCC2,0.09869823
ARHGEF10L,0.645342
IGSF21,0.017772775
ALDH4A1,0.0
IFFO2,0.090915315
UBR4,0.48305064
EMC1,0.057845943
MRTO4,0.046510242
AKR7A3,0.017164377
AKR7A2,0.048420858
SLC66A1,0.03604795
CAPZB,0.65005684
MICOS10,0.0
NBL1,0.033006664
TMCO4,0.39378577
OTUD3,0.096730985
PLA2G5,0.0012050087
CAMK2N1,0.17001581
MUL1,0.040208332
CDA,0.023248892
PINK1,0.08477967
PINK1-AS,0.017765235
DDOST,0.087088466
KIF17,0.020457577
HP1BP3,0.5397384
EIF4G3,1.1758678
ECE1,0.38503492
NBPF3,0.074114755
ALPL,0.055767227
USP48,0.43639266
HSPG2,0.4988753
CDC42,0.4841282
WNT4,0.0061494005
ZBTB40,0.13458024
C1QA,0.0073093623
C1QC,0.0036894402
C1QB,0.00730073
EPHB2,0.2011988
KDM1A,0.25076753
LUZP1,0.51516694
HNRNPR,0.35628435
ZNF436,0.014562181
TCEA3,0.19855593
ASAP3,0.14329317
ID3,0.06722001
RPL11,0.38606438
ELOA,0.08087906
PITHD1,0.06534729
LYPLA2,0.08271509
GALE,0.090978585
HMGCL,0.11543986
FUCA1,0.108705215
PNRC2,0.15351969
SRSF10,0.46362138
STPG1,0.07007223
NIPAL3,0.18619569
RCAN3,0.113749824
SRRM1,0.43802544
CLIC4,0.71550244
RUNX3,0.03097364
SYF2,0.08653348
RSRP1,0.6956396
TMEM50A,0.13678247
MACO1,0.2681058
LDLRAP1,0.06424952
MAN1C1,0.249661
ENSG00000233478,0.017316272
SELENON,0.013097134
MTFR1L,0.1040529
PAQR7,0.2117587
STMN1,0.053631827
PAFAH2,0.069702
PDIK1L,0.027210841
FAM110D,0.012679895
ZNF593OS,0.000588901
ZNF593,0.048556447
CEP85,0.042537853
SH3BGRL3,0.10447687
UBXN11,0.08779061
CD52,0.005679408
DHDDS,0.15944162
HMGN2,0.1970008
RPS6KA1,0.14217599
ARID1A,0.586386
PIGV,0.01980919
ZDHHC18,0.04445764
SFN,0.047660224
GPN2,0.09876087
GPATCH3,0.031502686
NUDC,0.20331648
KDF1,0.020832228
TRNP1,0.07183092
SLC9A1,0.14329581
WDTC1,0.19432382
TMEM222,0.06987628
SYTL1,0.030119019
MAP3K6,0.047620624
FCN3,0.013898165
CD164L2,0.0010193314
WASF2,0.5227079
AHDC1,0.19596328
FGR,0.01905325
IFI6,0.03438511
FAM76A,0.11079515
STX12,0.33544037
PPP1R8,0.064969085
THEMIS2,0.03741382
RPA2,0.075951815
XKR8,0.009634881
EYA3,0.5144433
PTAFR,0.041852105
DNAJC8,0.130967
ATP5IF1,0.20308957
ENSG00000270605,0.03260135
MED18,0.013469793
PHACTR4,0.88381267
RCC1,0.10403367
TRNAU1AP,0.16233449
SNHG12,0.049806565
TAF12,0.1294601
RAB42,0.001417121
GMEB1,0.15495288
YTHDF2,0.2818579
EPB41,0.603007
TMEM200B,0.0063431268
SRSF4,0.8028172
MECR,0.103037685
PTPRU,0.077931434
LAPTM5,0.028046792
SDC3,0.07789891
PUM1,0.9398652
NKAIN1,0.010052131
SNRNP40,0.11820543
ZCCHC17,0.1794458
FABP3,0.02682648
SERINC2,0.29181793
TINAGL1,0.23007493
PEF1,0.0668069
COL16A1,0.027912179
PTP4A2,0.23497307
KHDRBS1,0.50567114
TMEM39B,0.07967398
KPNA6,0.4072097
TXLNA,0.12306877
CCDC28B,0.01587523
IQCC,0.0074704294
TMEM234,0.051395718
EIF3I,0.109445855
FAM167B,0.021546086
LCK,0.020165753
HDAC1,0.17344493
MARCKSL1,0.053000342
FAM229A,0.024108775
BSDC1,0.21893516
ZBTB8A,0.028741915
ZBTB8OS,0.30153137
RBBP4,0.2738073
SYNC,0.04725681
NHSL3,0.2592331
YARS1,0.15941156
S100PBP,0.27406907
TMEM54,0.04681523
RNF19B,0.1633016
AK2,0.26925594
ZNF362,0.12780452
PHC2,0.3882941
SMIM12,0.08876015
GJA4,0.016280422
ENSG00000284773,0.026036607
ZMYM6,0.0038850727
ZMYM1,0.14883316
SFPQ,0.76076835
ZMYM4,0.8148615
KIAA0319L,0.63550854
TFAP2E-AS1,0.0016910745
PSMB2,0.11940983
C1orf216,0.0049738516
CLSPN,0.0053999433
AGO4,0.2902609
AGO1,0.097106315
AGO3,0.6971821
ADPRS,0.06848099
COL8A2,0.007812618
TRAPPC3,0.07597801
MAP7D1,0.09627953
THRAP3,0.6110156
SH3D21,0.031072164
EVA1B,0.068143226
STK40,0.2400152
LSM10,0.02180588
OSCP1,0.07216097
MRPS15,0.03759099
CSF3R,0.014648716
LITATS1,0.050063025
ZC3H12A,0.092332944
MEAF6,0.11716597
SNIP1,0.081250735
DNALI1,0.07034479
GNL2,0.075207494
AIRIM,0.02011864
CDCA8,0.004643969
YRDC,0.014291813
C1orf122,0.06795121
MTF1,0.12079251
INPP5B,0.33020443
SF3A3,0.11108288
FHL3,0.014423495
UTP11,0.04032891
RRAGC,0.07850386
MYCBP,0.012991489
RHBDL2,0.060929663
AKIRIN1,0.2701106
NDUFS5,0.17057149
MACF1,1.7769597
PABPC4,0.18256739
HEYL,0.0123688765
PPIE,0.08605881
TRIT1,0.15424603
MFSD2A,0.07852125
CAP1,0.26561815
PPT1,0.068815365
RLF,0.50739837
ZMPSTE24-DT,0.010935796
ZMPSTE24,0.1581671
COL9A2,0.028475102
SMAP2,0.1430192
ZNF684,0.08467097
RIMS3,0.010853855
NFYC,0.38973424
CITED4,0.026023956
CTPS1,0.084586695
SCMH1,0.9429451
HIVEP3,0.5296793
FOXJ3,0.5836271
PPCS,0.08778719
CCDC30,0.60464704
PPIH,0.0757732
YBX1,0.21441676
P3H1,0.040132314
C1orf50,0.0001883369
SVBP,0.020793011
ERMAP,0.091814555
ZNF691,0.023608368
SLC2A1,0.13042326
CFAP144,0.013115463
EBNA1BP2,0.2671155
TMEM125,0.03510579
C1orf210,0.012708702
TIE1,0.050820917
ELOVL1,0.052309796
MED8,0.038563818
SZT2,0.20470501
HYI,0.067826435
PTPRF,0.3200813
KDM4A,0.0
ST3GAL3,0.015574124
ARTN,0.0014336472
IPO13,0.042510457
DPH2,0.0155384755
ATP6V0B,0.17416908
B4GALT2,0.039180417
CCDC24,0.12036701
SLC6A9,0.019549336
DMAP1,0.09893514
ERI3,0.42209384
RNF220,0.0765939
TMEM53,0.084951214
KIF2C,0.009361748
RPS8,0.3918384
PLK3,0.12981975
BTBD19,0.0923614
EIF2B3,0.25275832
HECTD3,0.03890887
UROD,0.0356785
MUTYH,0.061503485
TOE1,0.026502233
PRDX1,0.25260732
AKR1A1,0.1946291
NASP,0.2953365
CCDC17,0.0071833734
GPBP1L1,0.5147416
TMEM69,0.030958844
IPP,0.17570604
MAST2,0.29779625
PIK3R3,0.025845326
TSPAN1,0.24846205
POMGNT1,0.11139089
LURAP1,0.124577165
LRRC41,0.19265822
UQCRH,0.22114733
NSUN4,0.14511442
FAAH,0.13916446
MKNK1,0.17748567
MOB3C,0.0
ATPAF1,0.14093973
EFCAB14,0.22910133
CYP4B1,0.03645115
TAL1,0.022784702
CMPK1,0.21985145
TRABD2B,0.9604857
SPATA6,0.4993873
ELAVL4,0.0036284318
FAF1,1.3009259
CDKN2C,0.004601367
RNF11,0.2790956
EPS15,0.6831556
OSBPL9,0.6299535
NRDC,0.5327078
TXNDC12,0.13524994
KTI12,0.0
BTF3L4,0.20470014
ZFYVE9,0.43588325
CC2D1B,0.08703945
PRPF38A,0.085269734
TUT4,0.7230072
GPX7,0.014271507
SHISAL2A,0.010843023
COA7,0.020453982
ZYG11B,0.2823597
ECHDC2,0.7017807
SCP2,0.36188173
PODN,0.0060146376
CPT2,0.054002784
CZIB,0.048479807
MAGOH,0.08184756
LRP8,0.018481912
NDC1,0.100666784
YIPF1,0.078006335
IFT25,0.13252182
LRRC42,0.060534462
TMEM59,0.28220758
TCEANC2,0.066425435
CYB5RL,0.0
MRPL37,0.053267296
SSBP3,0.6134783
ACOT11,0.5250696
TTC4,0.0019745724
DHCR24,0.12665044
TMEM61,0.018529648
USP24,0.63201016
PLPP3,0.5672422
OMA1,0.00050455675
TACSTD2,0.30291402
MYSM1,0.3058035
JUN,0.7164049
FGGY,0.84891945
NFIA,1.1261566
NFIA-AS2,0.00010583164
TM2D1,0.29045373
PATJ,1.7843275
USP1,0.054212317
DOCK7,0.46548355
ANGPTL3,0.0053979727
ATG4C,0.13880171
ALG6,0.07937877
ITGB3BP,0.22200143
EFCAB7,0.1283427
PGM1,0.15145355
CACHD1,0.27499092
JAK1,0.70571756
AK4,0.26344463
DNAJC6,0.19533616
LEPROT,0.00052910775
LEPR,0.25802642
PDE4B,0.14169657
SGIP1,0.62963206
MIER1,0.40216598
SERBP1,0.26541525
GADD45A,0.16413538
GNG12,0.47569916
WLS,0.42872417
LRRC40,0.14537308
SRSF11,0.74018013
ANKRD13C,0.36395103
ZRANB2,0.6796173
FPGT,0.0
FPGT-TNNI3K,0.0005125829
CRYZ,0.22763148
TYW3,0.10108444
ACADM,0.26470217
RABGGTB,0.069645725
ST6GALNAC3,0.524592
PIGK,0.15330824
ZZZ3,0.6197923
USP33,0.50423425
MIGA1,0.35564616
NEXN,0.064368315
FUBP1,0.41684437
DNAJB4,0.0030608412
GIPC2,0.21148415
ENSG00000273338,0.030070312
IFI44L,0.057827447
IFI44,0.080113985
ADGRL4,0.15463075
ADGRL2,0.5162873
TTLL7,0.12477671
PRKACB,0.29892832
RPF1,0.067086995
GNG5,0.1360604
SPATA1,0.060388118
CTBS,0.11208018
SSX2IP,0.09802019
C1orf52,0.112282425
BCL10,0.102625646
DDAH1,0.5890975
CCN1,0.19283879
ZNHIT6,0.25274247
ODF2L,0.4422976
SH3GLB1,0.2978225
SELENOF,0.257639
HS2ST1,0.2945199
LMO4,0.14316651
PKN2,0.83761287
GTF2B,0.18747596
KYAT3,0.19519775
RBMXL1,0.0
GBP3,0.05725445
GBP1,0.052408624
GBP2,0.07663105
GBP4,0.048756886
GBP5,0.006135294
LRRC8B,0.19827352
LRRC8C-DT,0.029283067
LRRC8C,0.0
LRRC8D,0.03740357
ZNF326,0.2585171
ZNF644,0.73173374
TGFBR3,0.5049488
BTBD8,0.111152366
GLMN,0.17131014
RPAP2,0.45509818
EVI5,0.75842625
RPL5,0.28725344
DIPK1A,0.1491869
MTF2,0.4057992
TMED5,0.1708699
CCDC18,0.11247907
DR1,0.09160636
FNBP1L,0.8595865
BCAR3,0.40255916
DNTTIP2,0.07113454
GCLM,0.07815102
ARHGAP29,1.2334855
ABCD3,0.5588672
F3,0.1870919
CNN3,0.47103646
ALG14,0.16101679
TLCD4,0.00029629457
PTBP2,0.688848
DPYD,0.9203178
SNX7,0.16176397
PALMD,0.12612216
AGL,0.18212818
SLC35A3,0.00020929553
MFSD14A,0.0061757276
TRMT13,0.1580356
DBT,0.16049077
RTCA-AS1,0.005565947
RTCA,0.12740149
CDC14A,0.40318438
VCAM1,0.27378112
EXTL2,0.117944814
SLC30A7,0.27578813
DPH5,0.07685412
DPH5-DT,0.100965895
S1PR1,0.015923692
RNPC3,0.5830286
PRMT6,0.013719588
VAV3,0.84344745
SLC25A24,0.19780837
EEIG2,0.083679795
HENMT1,0.007055572
PRPF38B,0.32795706
STXBP3,0.24784902
GPSM2,0.059766814
CLCC1,0.0
WDR47,0.09726361
TAF13,0.08623093
TMEM167B,0.04677755
SARS1,0.16092364
CELSR2,0.062306236
PSRC1,0.0022776418
SORT1,0.28466514
PSMA5,0.15634245
CYB561D1,0.03361656
AMIGO1,0.0063747163
GNAI3,0.35489315
AMPD2,0.05181845
GSTM4,0.049701683
GSTM1,0.0
GSTM5,0.002747687
GSTM3,0.10655423
CSF1,0.04035886
AHCYL1,0.32887337
STRIP1,0.082811415
KCNC4,0.18383396
RBM15,0.09669723
SLC16A4,0.1849019
LAMTOR5,0.14439403
CD53,0.02699023
LRIF1,0.074819684
DRAM2,0.1334068
CEPT1,0.20369533
ENSG00000273221,0.016307268
DENND2D,0.090535834
WDR77,0.04096378
ATP5PB,0.1359161
C1orf162,0.010638049
TMIGD3,0.0073628635
ADORA3,0.0
RAP1A,0.56262046
DDX20,0.031988684
CTTNBP2NL,0.35971594
WNT2B,0.16427681
ST7L,0.24779755
CAPZA1,0.40501645
MOV10,0.1419022
RHOC,0.1703914
PPM1J,0.0
SLC16A1,0.024682289
SLC16A1-AS1,0.10677044
LRIG2,0.2484711
MAGI3,0.96559364
PHTF1,0.18291609
RSBN1,0.17557164
PTPN22,0.049923997
AP4B1,0.031391144
DCLRE1B,0.0036116836
HIPK1-AS1,0.0037610035
HIPK1,0.19456668
OLFML3,0.0039819065
TRIM33,0.52068144
BCAS2,0.089032054
DENND2C,0.080372356
NRAS,0.06181928
CSDE1,0.42580745
SIKE1,0.061463997
TSPAN2,0.06201557
NGF,0.02560616
VANGL1,0.042891156
CASQ2,0.0012013407
SLC22A15,0.24522436
ATP1A1,1.1202012
CD58,0.41965848
CD2,0.014008898
PTGFRN,0.08110734
TTF2,0.08939505
TRIM45,0.016401865
VTCN1,0.0886734
MAN1A2,0.56992996
TENT5C,0.04263549
GDAP2,0.19149579
WDR3,0.047167856
WARS2,0.20384543
PHGDH,0.040623218
HMGCS2,0.054734275
NOTCH2,0.24229722
SEC22B,0.19123474
LINC00623,0.52153856
FCGR1BP,0.00047933141
SRGAP2C,0.23878166
LINC02591,0.072598904
LINC02802,0.00821724
NBPF15,0.16706426
SRGAP2B,0.2616934
ENSG00000276216,0.010560906
GPR89A,0.096744694
PDZK1,0.4225127
CD160,0.005175871
RNF115,0.6114473
POLR3C,0.0782321
NUDT17,0.005937911
PIAS3,0.053309876
ITGA10,0.027400145
PEX11B,0.04468498
RBM8A,0.12309739
LIX1L,0.042106878
POLR3GL,0.018045641
TXNIP,0.68260044
NOTCH2NLA,0.00017506335
NBPF12,0.24743572
PRKAB2,0.059143826
ENSG00000237188,0.16907437
FMO5,0.15230097
CHD1L,0.13777561
BCL9,0.18553619
ACP6,0.19278987
GJA5,0.03717573
NBPF11,0.16062325
NBPF14,0.12356586
PDE4DIP,0.5875363
NBPF9,0.099820785
ENSG00000274265,0.6861002
NBPF19,0.10448207
FCGR1A,0.0005314471
H2BC18,0.008919611
H2AC19,0.00010680465
H2AC20,0.0056058797
BOLA1,0.0124483565
SF3B4,0.05156968
MTMR11,0.030196916
OTUD7B,0.3676034
VPS45,0.29530284
PLEKHO1,0.048208755
ANP32E,0.113184825
APH1A,0.10108106
C1orf54,0.053063598
MRPS21,0.17648876
PRPF3,0.24935822
RPRD2,0.71612686
TARS2,0.0750854
ECM1,0.024889251
ADAMTSL4-AS2,0.06279734
MCL1,0.45242372
ENSA,0.47909352
GOLPH3L,0.17854446
CTSS,0.05132075
CTSK,0.021985034
ARNT,0.26420504
SETDB1,0.20103455
CERS2,0.09716061
ANXA9,0.021049822
MINDY1,0.07921129
C1orf56,0.081872426
CDC42SE1,0.16855894
MLLT11,0.011095307
GABPB2,0.33679232
TNFAIP8L2,0.0
SCNM1,0.048850063
LYSMD1,0.023792371
VPS72,0.06269224
PIP5K1A,0.73380303
PSMD4,0.13553175
ZNF687,0.023834174
PI4KB,0.21294717
RFX5,0.019659013
SELENBP1,0.10594637
PSMB4,0.06424498
POGZ,0.95620275
CGN,0.10930201
TUFT1,0.2600569
SNX27,0.21927108
MRPL9,0.03074082
OAZ3,0.0046465867
TDRKH,0.028178874
TDRKH-AS1,0.0047788536
THEM4,0.22115736
S100A10,0.376803
S100A11,0.46438769
TCHH,0.0033252
S100A9,0.04778087
S100A12,0.00017200357
S100A8,0.0026345348
S100A7,0.0
S100A6,1.0350559
S100A5,0.0013287466
S100A4,0.12723646
S100A16,0.08843514
S100A14,0.021226412
S100A13,0.27436
CHTOP,0.1807831
SNAPIN,0.031512834
ILF2,0.12305936
NPR1,0.07780776
INTS3,0.24962123
SLC27A3,0.047948662
GATAD2B,0.84403056
DENND4B,0.10809701
CRTC2,0.057561107
SLC39A1,0.06794837
CREB3L4,0.029042097
JTB,0.103884004
JTB-DT,0.0031028334
RAB13,0.10352598
RPS27,0.25085396
TPM3,0.35455942
C1orf43,0.1858213
UBAP2L,0.23644719
HAX1,0.059746213
ATP8B2,0.04425248
IL6R,0.25275475
SHE,0.05900745
UBE2Q1,0.05166428
ADAR,0.28253746
KCNN3,0.11962637
PMVK,0.06784392
PBXIP1,0.11057212
PYGO2,0.029781464
SHC1,0.023648443
CKS1B,0.014981226
FLAD1,0.04865182
ZBTB7B,0.05928643
ADAM15,0.08137199
EFNA4,0.0
EFNA3,0.0008323555
EFNA1,0.14412646
SLC50A1,0.039336875
DPM3,0.08045271
KRTCAP2,0.014321966
MUC1,0.03640411
THBS3,0.08691731
MTX1,0.032812383
GBA1,0.07518343
ENTREP3,0.028247762
SCAMP3,0.10286213
CLK2,0.109996125
FDPS,0.19710636
RUSC1,0.06765436
ASH1L,1.3760823
MSTO1,0.032765694
YY1AP1,0.2925591
DAP3,0.26591215
GON4L,0.50041413
SYT11,0.020834796
RIT1,0.09874362
KHDC4,0.29118195
ARHGEF2,0.15507832
SSR2,0.11313156
UBQLN4,0.07210003
LAMTOR2,0.055281848
RAB25,0.047450546
LMNA,0.9563434
SEMA4A,0.20912199
SLC25A44,0.12477983
PMF1,0.0
SMG5,0.19319536
TMEM79,0.014791996
GLMP,0.060762215
CCT3,0.13482434
MEF2D,0.20889574
NAXE,0.037542183
GPATCH4,0.045026083
NES,0.07308622
CRABP2,0.0064471434
ISG20L2,0.05979675
METTL25B,0.07892807
MRPL24,0.040288076
HDGF,0.16144747
PRCC,0.17551586
SH2D2A,0.011875237
PEAR1,0.020516463
ARHGEF11,0.3522829
ETV3,0.08519841
CD5L,0.0009374514
KIRREL1,0.37566933
CD1D,0.000824164
CD1C,0.0003576653
MNDA,0.0032362514
PYHIN1,0.02759178
IFI16,0.25227842
ACKR1,0.0055104056
FCER1A,0.001415448
ENSG00000228560,0.0040446394
APCS,0.054417837
DUSP23,0.0895707
FCRL6,0.0050055166
TAGLN2,0.27244067
PIGM,0.0
IGSF8,0.049184147
ATP1A2,0.007621133
PEA15,0.07063237
DCAF8,0.12062275
PEX19,0.0014362666
COPA,0.42258438
NCSTN,0.0929764
SLAMF6,0.0062125223
CD84,0.01017486
SLAMF1,0.011441271
CD48,0.005774742
SLAMF7,0.0069431076
LY9,0.0048611653
CD244,0.0019403993
ITLN1,0.00020378288
F11R,0.13715707
TSTD1,0.0006609734
USF1,0.04748478
ARHGAP30,0.038518637
NECTIN4,0.06387336
KLHDC9,0.015316936
PFDN2,0.15940078
NIT1,0.12241194
DEDD,0.09556413
UFC1,0.08603794
USP21,0.017851781
PPOX,0.048533987
B4GALT3,0.0529312
ADAMTS4,0.010940189
NDUFS2,0.12990248
FCER1G,0.0048087086
APOA2,0.0
TOMM40L,0.011104046
SDHC,0.27103478
FCGR2A,0.021549277
HSPA6,0.0076238527
FCGR3A,0.0065653212
FCGR3B,0.0012383291
FCGR2B,0.003259635
FCRLB,0.003006677
DUSP12,0.043143865
ATF6-DT,0.0007201075
ATF6,0.5699338
OLFML2B,0.0152328955
SH2D1B,0.0064806524
UHMK1,0.15680045
UAP1,0.123685226
DDR2,0.0865587
HSD17B7,0.059763294
RGS4,0.0032031278
RGS5,0.0
ENSG00000232995,0.0
PBX1,1.2467146
MGST3,0.34192514
ALDH9A1,0.07512699
TMCO1,0.20633447
UCK2,0.09543541
POGK,0.09072486
TADA1,0.04857034
POU2F1,0.6051609
CD247,0.056008022
CREG1,0.07255499
RCSD1,0.060412474
MPZL1,0.24132258
MPC2,0.09709277
DCAF6,0.5717818
GPR161,0.020671548
TIPRL,0.1188223
SFT2D2,0.169085
XCL2,0.0
DPT,0.011365209
ATP1B1,1.1078503
NME7,0.47873423
BLZF1,0.16446967
SLC19A2,0.21411899
F5,0.02756077
SELP,0.031594247
SELL,0.0048451507
METTL18,0.0065680495
SCYL3,0.115998745
KIFAP3,0.27945307
GORAB,0.055474494
FMO3,0.005391179
FMO2,0.018458467
FMO4,0.20335516
PRRC2C,1.0419669
VAMP4,0.058796033
METTL13,0.02806126
DNM3,0.60518414
DNM3OS,0.0142078325
PIGC,0.12826961
SUCO,0.31923652
PRDX6-AS1,0.19334576
PRDX6,0.18690461
KLHL20,0.32371962
CENPL,0.011633732
DARS2,0.04292763
ZBTB37,0.16507919
RC3H1,0.55301404
RABGAP1L,1.5673356
CACYBP,0.040365998
MRPS14,0.045156185
KIAA0040,0.11970674
COP1,0.8634211
SEC16B,0.089704104
RASAL2,1.005672
RALGPS2,0.6512216
ANGPTL1,0.051477
FAM20B,0.17681341
TOR3A,0.038865633
ABL2,0.5091821
SOAT1,0.1566133
TOR1AIP2,0.23837847
TOR1AIP1,0.16200028
ENSG00000260360,0.0015328279
CEP350,0.6290304
QSOX1,0.17074163
ACBD6,0.6003764
XPR1,0.70890194
STX6,0.13196269
MR1,0.06741463
IER5,0.031666428
GLUL,0.14932775
RNASEL,0.033513945
RGS16,0.0331305
NPL,0.14048564
DHX9,0.39705428
LAMC1,0.55944204
SMG7,0.43731079
NCF2,0.010281646
ARPC5,0.13460314
RGL1,0.3336921
TSEN15,0.12469436
C1orf21,0.21943249
EDEM3,0.23123823
NIBAN1,0.14812462
RNF2,0.16933629
TRMT1L,0.10108843
SWT1,0.1782155
IVNS1ABP,0.5957633
ENSG00000273004,0.0011014623
HMCN1,0.19555257
TPR,0.47662312
ODR4,0.23484156
PTGS2,0.032479413
RGS18,0.0043012053
RGS1,0.018647777
RGS13,0.0065045943
RGS2,0.09531148
UCHL5,0.10375062
RO60,0.19022386
GLRX2,0.028089091
CDC73,0.44102633
KCNT2,0.1076497
CFH,0.062618844
CFHR1,0.0
ZBTB41,0.08840633
DENND1B,0.55943865
NEK7,0.6718195
PTPRC,0.10580746
MIR181A1HG,0.110223606
NR5A2,0.046956122
ZNF281,0.07646827
DDX59,0.11640815
CAMSAP2,0.51854646
KIF21B,0.010936592
TMEM9,0.08550513
PKP1,0.005187913
PHLDA3,0.024348585
CSRP1,0.154674
NAV1,0.27851316
IPO9-AS1,0.05201186
IPO9,0.24184775
SHISA4,0.009746018
ENSG00000223774,0.0043572537
LMOD1,0.024512855
TIMM17A,0.107935004
RNPEP,0.1141077
ELF3,0.6961914
ARL8A,0.10292976
PTPN7,0.025639849
LGR6,0.01128717
UBE2T,0.006665381
PPP1R12B,0.6427377
KDM5B,0.44533917
PCAT6,0.002510817
RABIF,0.032399345
KLHL12,0.08750516
ADIPOR1,0.07555189
CYB5R1,0.054563586
TMEM183A,0.051638745
LINC01353,0.0011655062
BTG2-DT,0.0018356782
BTG2,0.37515485
PRELP,0.008427223
ATP2B4,0.39077073
LAX1,0.0076487637
ZC3H11A,0.00022454248
ZBED6,0.0
SNRPE,0.052460764
SOX13,0.19034901
ETNK2,0.045123972
PLEKHA6,0.5557041
PPP1R15B,0.1163509
PIK3C2B,0.144097
MDM4,0.6841638
NFASC,0.14858465
RBBP5,0.12048494
DSTYK,0.22776875
CDK18,0.13839677
ELK4,0.20895255
SLC45A3,0.01539262
NUCKS1,0.5824984
RAB29,0.08726266
SLC41A1,0.08418237
PM20D1,0.021614887
RHEX,0.48821774
FAM72A,0.007813149
SRGAP2,0.34516522
RASSF5,0.05248917
EIF2D,0.060183045
MAPKAPK2,0.44712898
IL10,0.00064576033
IL20,0.0
FCMR,0.0070727873
PFKFB2,0.14237224
YOD1,0.056806687
CD55,0.3575034
CR1,0.07939119
CD46,0.48439282
MIR29B2CHG,0.77298427
CD34,0.084053256
PLXNA2,0.29975507
G0S2,0.06985224
TRAF3IP3,0.017943436
IRF6,0.07682595
UTP25,0.05045218
SERTAD4-AS1,0.01673392
HHAT,0.24701017
RCOR3,0.49215344
TRAF5,0.12986352
LINC00467,0.17126404
SLC30A1,0.05995195
NEK2,0.0003007318
LPGAT1,0.50247645
INTS7,0.1012338
PPP2R5A,0.43970576
PACC1,0.06629062
NENF,0.11101859
ENSG00000260805,0.0153006185
ATF3,0.7638886
BATF3,0.0071112807
NSL1,0.15827724
TATDN3,0.122826844
