,Sample1153-EO3
SPATA6,0.04806916
ELAVL4,0.0
FAF1,0.092604
CDKN2C,0.02770278
RNF11,0.25592425
EPS15,0.19338964
OSBPL9,0.24294125
NRDC,0.19613187
TXNDC12,0.1957571
KTI12,0.037060503
BTF3L4,0.39127833
ZFYVE9,0.040778548
CC2D1B,0.05396507
PRPF38A,0.1553347
TUT4,0.20140918
GPX7,0.022755232
SHISAL2A,0.011353507
COA7,0.022668162
ZYG11B,0.119849436
ECHDC2,0.3131989
SCP2,0.7143742
PODN,0.0
CPT2,0.06892616
CZIB,0.21335386
MAGOH,0.4579383
LRP8,0.0055963476
NDC1,0.02557747
YIPF1,0.054762904
IFT25,0.3392046
LRRC42,0.08465098
TMEM59,1.2123225
TCEANC2,0.014223762
CYB5RL,0.010443912
MRPL37,0.16593206
SSBP3,0.19939728
ACOT11,0.03609514
TTC4,0.020546786
DHCR24,0.104312785
TMEM61,0.1596715
USP24,0.13395372
PLPP3,0.53940487
OMA1,0.1042785
TACSTD2,0.69368863
MYSM1,0.11040321
JUN,0.9330562
FGGY,0.04492728
NFIA,0.28911453
NFIA-AS2,0.0
TM2D1,0.33781576
PATJ,0.1781031
USP1,0.10627704
DOCK7,0.0686329
ANGPTL3,0.04623742
ATG4C,0.031822104
ALG6,0.04420068
ITGB3BP,0.19438578
EFCAB7,0.020895343
PGM1,0.100691505
CACHD1,0.03179065
JAK1,0.4112659
AK4,0.22182569
DNAJC6,0.018663956
LEPROT,0.43818393
LEPR,0.018472027
PDE4B,0.04182604
SGIP1,0.059053447
MIER1,0.255984
SERBP1,0.62479645
GADD45A,0.7518366
GNG12,0.28404146
WLS,0.31319955
LRRC40,0.060818005
SRSF11,0.4906841
ANKRD13C,0.071054235
ZRANB2,0.3343304
FPGT,0.037220873
FPGT-TNNI3K,0.0016847348
CRYZ,0.4311216
TYW3,0.11035526
ACADM,0.46506914
RABGGTB,0.25073037
ST6GALNAC3,0.019056223
PIGK,0.117309704
ZZZ3,0.07391829
USP33,0.1568298
MIGA1,0.15639253
NEXN,0.064758405
FUBP1,0.2004556
DNAJB4,0.18859993
GIPC2,0.1305204
ENSG00000273338,0.06949318
IFI44L,0.08400449
IFI44,0.09247814
ADGRL4,0.16041209
ADGRL2,0.16901113
TTLL7,0.021808656
PRKACB,0.14936602
RPF1,0.13674667
GNG5,1.1880716
SPATA1,0.028076833
CTBS,0.16132864
SSX2IP,0.09016798
C1orf52,0.121996716
BCL10,0.28882155
DDAH1,0.32179743
CCN1,0.38788655
ZNHIT6,0.053610977
ODF2L,0.1671918
SH3GLB1,0.36746705
SELENOF,0.44484505
HS2ST1,0.07475866
LMO4,0.18595007
PKN2,0.25724572
GTF2B,0.17712116
KYAT3,0.10146046
RBMXL1,0.10640714
GBP3,0.07988144
GBP1,0.082232885
GBP2,0.0518546
GBP4,0.14952269
GBP5,0.015975745
LRRC8B,0.06963681
LRRC8C-DT,0.007953755
LRRC8C,0.06298936
LRRC8D,0.042790733
ZNF326,0.10048314
ZNF644,0.23177272
TGFBR3,0.13746977
BTBD8,0.015459683
GLMN,0.035219062
RPAP2,0.077487595
EVI5,0.09925573
RPL5,1.9331868
DIPK1A,0.011865336
MTF2,0.10126232
TMED5,0.21706507
CCDC18,0.0077886367
DR1,0.14098425
FNBP1L,0.23303048
BCAR3,0.03821983
DNTTIP2,0.17061275
GCLM,0.13130501
ARHGAP29,0.46168786
ABCD3,0.20825687
F3,0.07392675
CNN3,0.99039274
ALG14,0.074605055
TLCD4,0.03084535
PTBP2,0.112636596
DPYD,0.085437976
SNX7,0.07748785
PALMD,0.084707454
AGL,0.15690869
SLC35A3,0.12834376
MFSD14A,0.024986459
TRMT13,0.05484838
DBT,0.11470812
RTCA-AS1,0.015797233
RTCA,0.116917476
CDC14A,0.03291108
VCAM1,0.13625395
EXTL2,0.038473826
SLC30A7,0.12132714
DPH5,0.04687294
DPH5-DT,0.026593532
S1PR1,0.12999958
RNPC3,0.14811766
PRMT6,0.05689978
VAV3,0.20331737
SLC25A24,0.09862891
EEIG2,0.02485582
HENMT1,0.022904174
PRPF38B,0.21755247
STXBP3,0.19420114
GPSM2,0.023920184
CLCC1,0.061237182
WDR47,0.03380038
TAF13,0.13032347
TMEM167B,0.10302375
SARS1,0.27366924
CELSR2,0.054695077
PSRC1,0.0
SORT1,0.19714919
PSMA5,0.34657124
CYB561D1,0.011401448
AMIGO1,0.01387774
GNAI3,0.24072428
AMPD2,0.056227025
GSTM4,0.13437761
GSTM1,0.0
GSTM5,0.0056094853
GSTM3,0.4756348
CSF1,0.022202048
AHCYL1,0.4735959
STRIP1,0.043943096
KCNC4,0.094580136
RBM15,0.03332062
SLC16A4,0.196728
LAMTOR5,0.9901788
CD53,0.15705475
LRIF1,0.06658818
DRAM2,0.1421401
CEPT1,0.060453955
ENSG00000273221,0.009339635
DENND2D,0.06346127
WDR77,0.07553956
ATP5PB,0.5934268
C1orf162,0.09345368
TMIGD3,0.0021178077
ADORA3,0.008845223
RAP1A,0.36103308
DDX20,0.058819253
CTTNBP2NL,0.11117917
WNT2B,0.008054708
ST7L,0.073404215
CAPZA1,0.29255757
MOV10,0.06341305
RHOC,0.621812
PPM1J,0.014743147
SLC16A1,0.024125049
SLC16A1-AS1,0.009257538
LRIG2,0.030216334
MAGI3,0.047600932
PHTF1,0.038130045
RSBN1,0.12346207
PTPN22,0.062482703
AP4B1,0.023854371
DCLRE1B,0.017203275
HIPK1-AS1,0.003869876
HIPK1,0.1746133
OLFML3,0.02661573
TRIM33,0.14053236
BCAS2,0.21725565
DENND2C,0.018801738
NRAS,0.11533178
CSDE1,0.667615
SIKE1,0.13098615
TSPAN2,0.010983544
NGF,0.0034808232
VANGL1,0.028880449
CASQ2,0.0026955877
SLC22A15,0.024923854
ATP1A1,1.5502379
CD58,0.13294044
CD2,0.15650259
PTGFRN,0.019211888
TTF2,0.035953205
TRIM45,0.0066495435
VTCN1,0.07878776
MAN1A2,0.1835733
TENT5C,0.03179637
GDAP2,0.06653886
WDR3,0.03104492
WARS2,0.033828355
PHGDH,0.27092144
HMGCS2,0.12714408
NOTCH2,0.08814295
SEC22B,0.23382705
LINC00623,0.059172507
FCGR1BP,0.021158455
SRGAP2C,0.08865988
LINC02591,0.026415583
LINC02802,0.041822895
NBPF15,0.03379028
SRGAP2B,0.07019747
ENSG00000276216,0.014026303
GPR89A,0.030731753
PDZK1,0.2772639
CD160,0.01442009
RNF115,0.24418785
POLR3C,0.03347977
NUDT17,0.01018328
PIAS3,0.03338087
ITGA10,0.0030158195
PEX11B,0.06933527
RBM8A,0.6333293
LIX1L,0.05702957
POLR3GL,0.1692799
TXNIP,1.3325611
NOTCH2NLA,0.009127453
NBPF12,0.026536748
PRKAB2,0.033353113
ENSG00000237188,0.011347541
FMO5,0.021563502
CHD1L,0.054404423
BCL9,0.08554485
ACP6,0.041592557
GJA5,0.048521657
NBPF11,0.02966479
NBPF14,0.03767212
PDE4DIP,0.17392449
NBPF9,0.009790905
ENSG00000274265,0.0901688
NBPF19,0.0362944
FCGR1A,0.022958593
H2BC18,0.0068103992
H2AC19,0.0026395794
H2AC20,0.04516911
BOLA1,0.060233034
SF3B4,0.20494545
MTMR11,0.027536985
OTUD7B,0.07323073
VPS45,0.068895385
PLEKHO1,0.1410702
ANP32E,0.24868809
APH1A,0.28864577
C1orf54,0.13944137
MRPS21,0.80971855
PRPF3,0.07229336
RPRD2,0.10004138
TARS2,0.034973588
ECM1,0.019639578
ADAMTSL4-AS2,0.0
MCL1,0.74373245
ENSA,0.44730976
GOLPH3L,0.05888234
CTSS,0.15203561
CTSK,0.010073355
ARNT,0.058344606
SETDB1,0.04007564
CERS2,0.31039566
ANXA9,0.045296717
MINDY1,0.04518843
C1orf56,0.35241535
CDC42SE1,0.45775384
MLLT11,0.019680392
GABPB2,0.040863648
TNFAIP8L2,0.0044305045
SCNM1,0.08591646
LYSMD1,0.014420388
VPS72,0.12520476
PIP5K1A,0.124282666
PSMD4,0.32633564
ZNF687,0.048715204
PI4KB,0.123623244
RFX5,0.04581006
SELENBP1,0.144375
PSMB4,0.540738
POGZ,0.2032402
CGN,0.078356475
TUFT1,0.10521118
SNX27,0.16781835
MRPL9,0.11586317
OAZ3,0.004406216
TDRKH,0.0073033394
TDRKH-AS1,0.0046547083
THEM4,0.11018461
S100A10,1.9192879
S100A11,1.8432826
TCHH,0.0018369927
S100A9,0.04662602
S100A12,0.008330973
S100A8,0.029058756
S100A7,0.0
S100A6,2.9166846
S100A5,0.01329429
S100A4,0.655557
S100A16,0.53243256
S100A14,0.14036043
S100A13,0.8092269
CHTOP,0.21336687
SNAPIN,0.16467592
ILF2,0.42095804
NPR1,0.09007996
INTS3,0.120500475
SLC27A3,0.07804443
GATAD2B,0.09098411
DENND4B,0.062691726
CRTC2,0.07791831
SLC39A1,0.2184572
CREB3L4,0.019566588
JTB,0.5527258
JTB-DT,0.0026085377
RAB13,0.4446467
RPS27,3.1532836
TPM3,0.6230611
C1orf43,0.43164685
UBAP2L,0.15056773
HAX1,0.30189434
ATP8B2,0.034791354
IL6R,0.08497108
SHE,0.042224456
UBE2Q1,0.1453905
ADAR,0.24246809
KCNN3,0.025528066
PMVK,0.30753064
PBXIP1,0.20325114
PYGO2,0.053986933
SHC1,0.13926497
CKS1B,0.1040967
FLAD1,0.06887653
ZBTB7B,0.11012119
ADAM15,0.120522425
EFNA4,0.017777631
EFNA3,0.00088806427
EFNA1,0.2522561
SLC50A1,0.13066603
DPM3,0.68186027
KRTCAP2,0.5829037
MUC1,0.5943172
THBS3,0.021911647
MTX1,0.19133091
GBA1,0.09592157
ENTREP3,0.038047366
SCAMP3,0.15100707
CLK2,0.03475297
FDPS,0.34217116
RUSC1,0.05519462
ASH1L,0.25785074
MSTO1,0.018325303
YY1AP1,0.108785205
DAP3,0.1658723
GON4L,0.099692054
SYT11,0.026744165
RIT1,0.15734121
KHDC4,0.10103975
ARHGEF2,0.057472177
SSR2,0.58404094
UBQLN4,0.04983087
LAMTOR2,0.4180835
RAB25,0.18582171
LMNA,1.0249761
SEMA4A,0.038620286
SLC25A44,0.08232407
PMF1,0.2715371
SMG5,0.082997635
TMEM79,0.0027009724
GLMP,0.10745587
CCT3,0.40490288
MEF2D,0.13349432
NAXE,0.35643408
GPATCH4,0.06374068
NES,0.07436783
CRABP2,0.05867952
ISG20L2,0.10261864
METTL25B,0.061986808
MRPL24,0.1961861
HDGF,0.30497512
PRCC,0.12265486
SH2D2A,0.040461615
PEAR1,0.04259433
ARHGEF11,0.050672676
ETV3,0.06413648
CD5L,0.0
KIRREL1,0.045448594
CD1D,0.0054069054
CD1C,0.0066935825
MNDA,0.05274766
PYHIN1,0.047708824
IFI16,0.34466103
ACKR1,0.006995081
FCER1A,0.021667454
ENSG00000228560,0.0
APCS,0.0
DUSP23,0.35593846
FCRL6,0.005759094
TAGLN2,0.7935388
PIGM,0.052736502
IGSF8,0.15014216
ATP1A2,0.005110626
PEA15,0.25082797
DCAF8,0.14522511
PEX19,0.121196516
COPA,0.29410222
NCSTN,0.17634678
SLAMF6,0.011951339
CD84,0.041652564
SLAMF1,0.014514877
CD48,0.10112262
SLAMF7,0.015831064
LY9,0.00810416
CD244,0.0
ITLN1,0.029306002
F11R,0.20981024
TSTD1,0.7198865
USF1,0.03160992
ARHGAP30,0.024636282
NECTIN4,0.023889951
KLHDC9,0.05335346
PFDN2,0.7572871
NIT1,0.10969143
DEDD,0.05936718
UFC1,0.44231406
USP21,0.022681305
PPOX,0.03792297
B4GALT3,0.10619917
ADAMTS4,0.020344518
NDUFS2,0.50154054
FCER1G,0.19715248
APOA2,0.0
TOMM40L,0.029800953
SDHC,0.48909488
FCGR2A,0.0799029
HSPA6,0.022917608
FCGR3A,0.06988182
FCGR3B,0.0
FCGR2B,0.012498214
FCRLB,0.020553993
DUSP12,0.07566103
ATF6-DT,0.0
ATF6,0.19464855
OLFML2B,0.015864423
SH2D1B,0.009881092
UHMK1,0.27476963
UAP1,0.20328785
DDR2,0.029042406
HSD17B7,0.052387964
RGS4,0.0050696176
RGS5,0.0
ENSG00000232995,0.0
PBX1,0.27968898
MGST3,1.1975312
ALDH9A1,0.22361799
TMCO1,0.58470297
UCK2,0.024856888
POGK,0.10916482
TADA1,0.019762408
POU2F1,0.067741
CD247,0.08549545
CREG1,0.18193701
RCSD1,0.04954998
MPZL1,0.1309542
MPC2,0.62805915
DCAF6,0.09491006
GPR161,0.015821874
TIPRL,0.15680273
SFT2D2,0.16598704
XCL2,0.07893511
DPT,0.0051418804
ATP1B1,2.0034869
NME7,0.060676146
BLZF1,0.102389164
SLC19A2,0.061867476
F5,0.0072449087
SELP,0.03079766
SELL,0.019419083
METTL18,0.029802756
SCYL3,0.036819562
KIFAP3,0.090140946
GORAB,0.014583663
FMO3,0.0
FMO2,0.022773176
FMO4,0.07202809
PRRC2C,0.4804891
VAMP4,0.08083335
METTL13,0.037596922
DNM3,0.034649864
DNM3OS,0.033033863
PIGC,0.08964265
SUCO,0.15511408
PRDX6-AS1,0.0070356787
PRDX6,0.98529714
KLHL20,0.053453866
CENPL,0.005090086
DARS2,0.030719608
ZBTB37,0.05757821
RC3H1,0.11857835
RABGAP1L,0.12347219
CACYBP,0.2271885
MRPS14,0.15830301
KIAA0040,0.1011114
COP1,0.06702366
SEC16B,0.019108651
RASAL2,0.112131394
RALGPS2,0.109128214
ANGPTL1,0.050600633
FAM20B,0.10458429
TOR3A,0.05033536
ABL2,0.0756429
SOAT1,0.10889779
TOR1AIP2,0.2539426
TOR1AIP1,0.16219804
ENSG00000260360,0.003542585
CEP350,0.16967519
QSOX1,0.15545082
ACBD6,0.111715905
XPR1,0.082928136
STX6,0.04652848
MR1,0.07054796
IER5,0.11397254
GLUL,0.52847034
RNASEL,0.012545115
RGS16,0.024805037
NPL,0.053274963
DHX9,0.3433598
LAMC1,0.114650905
SMG7,0.11178789
NCF2,0.02671028
ARPC5,0.42692742
RGL1,0.13302045
TSEN15,0.120424986
C1orf21,0.03744498
EDEM3,0.105566755
NIBAN1,0.033553567
RNF2,0.07882234
TRMT1L,0.06199861
SWT1,0.025190765
IVNS1ABP,0.5587958
ENSG00000273004,0.0
HMCN1,0.013230487
TPR,0.31265903
ODR4,0.10987545
PTGS2,0.015982034
RGS18,0.018599205
RGS1,0.24826589
RGS13,0.0
RGS2,0.1687081
UCHL5,0.11397928
RO60,0.23110655
GLRX2,0.15383968
CDC73,0.12695019
KCNT2,0.003692749
CFH,0.06014055
CFHR1,0.004128555
ZBTB41,0.09412092
DENND1B,0.068876356
NEK7,0.13264738
PTPRC,0.2924069
MIR181A1HG,0.014003832
NR5A2,0.0026307441
ZNF281,0.10552448
DDX59,0.07158535
CAMSAP2,0.12440112
KIF21B,0.0018971888
TMEM9,0.26719153
PKP1,0.014874301
PHLDA3,0.0423813
CSRP1,0.60967004
NAV1,0.043708332
IPO9-AS1,0.0042661414
IPO9,0.07906436
SHISA4,0.028454142
ENSG00000223774,0.0
LMOD1,0.018550757
TIMM17A,0.24003597
RNPEP,0.11494412
ELF3,0.44854745
ARL8A,0.22377442
PTPN7,0.014627355
LGR6,0.0063817324
UBE2T,0.01135405
PPP1R12B,0.06461766
KDM5B,0.11734738
PCAT6,0.0055357004
RABIF,0.08867047
KLHL12,0.054066397
ADIPOR1,0.19449776
CYB5R1,0.194461
TMEM183A,0.12899336
LINC01353,0.0031669997
BTG2-DT,0.0030972238
BTG2,0.6288463
PRELP,0.008118288
ATP2B4,0.18014051
LAX1,0.0053319302
ZC3H11A,0.0051582237
ZBED6,0.0023691324
SNRPE,0.618029
SOX13,0.0630997
ETNK2,0.16872564
PLEKHA6,0.07634298
PPP1R15B,0.22517626
PIK3C2B,0.017823268
MDM4,0.2746557
NFASC,0.012793435
RBBP5,0.06709847
DSTYK,0.07312321
CDK18,0.045134272
ELK4,0.1577222
SLC45A3,0.0032533798
NUCKS1,0.76949334
RAB29,0.11035075
SLC41A1,0.048784304
PM20D1,0.010155902
RHEX,0.02628779
FAM72A,0.0040720026
SRGAP2,0.09650137
RASSF5,0.014713781
EIF2D,0.06857038
MAPKAPK2,0.3154918
IL10,0.0043873135
IL20,0.0
FCMR,0.029564349
PFKFB2,0.100688264
YOD1,0.040730022
CD55,0.14141779
CR1,0.0039084875
CD46,0.59527385
MIR29B2CHG,0.057630137
CD34,0.17800753
PLXNA2,0.056727752
G0S2,0.35889104
TRAF3IP3,0.041247886
IRF6,0.10843706
UTP25,0.031913914
SERTAD4-AS1,0.112799086
HHAT,0.025400713
RCOR3,0.09469438
TRAF5,0.048209954
LINC00467,0.083229974
SLC30A1,0.19472703
NEK2,0.0
LPGAT1,0.107154936
INTS7,0.018734153
PPP2R5A,0.25751087
PACC1,0.008966785
NENF,0.6438607
ENSG00000260805,0.020397123
ATF3,0.7593139
BATF3,0.048104562
NSL1,0.12633541
TATDN3,0.06684286
FLVCR1,0.025433313
ANGEL2,0.064951345
RPS6KC1,0.040684473
SMYD2,0.07541771
