,Sample1157-EO2
HMGCL,0.35833132
FUCA1,0.20120151
PNRC2,0.31236428
SRSF10,0.34835845
STPG1,0.029985368
NIPAL3,0.062233318
RCAN3,0.030540159
SRRM1,0.41143668
CLIC4,0.53039426
RUNX3,0.013182062
SYF2,0.55205214
RSRP1,0.37458038
TMEM50A,0.41947475
MACO1,0.1042851
LDLRAP1,0.04810421
MAN1C1,0.07646175
ENSG00000233478,0.0
SELENON,0.17582688
MTFR1L,0.20374373
PAQR7,0.17737056
STMN1,0.3230547
PAFAH2,0.059501667
PDIK1L,0.03921097
FAM110D,0.019371925
ZNF593OS,0.0033601872
ZNF593,0.2512866
CEP85,0.010185519
SH3BGRL3,0.5700299
UBXN11,0.06845836
CD52,0.0618619
DHDDS,0.07434367
HMGN2,0.7408157
RPS6KA1,0.09225887
ARID1A,0.19627894
PIGV,0.05850573
ZDHHC18,0.026135916
SFN,0.0020510291
GPN2,0.039392482
GPATCH3,0.019602705
NUDC,0.39381742
KDF1,0.04900424
TRNP1,0.05174443
SLC9A1,0.047986556
WDTC1,0.08534347
TMEM222,0.13513246
SYTL1,0.02145912
MAP3K6,0.039915822
FCN3,0.029027516
CD164L2,0.00785484
WASF2,0.30852088
AHDC1,0.07827618
FGR,0.014421554
IFI6,0.13625796
FAM76A,0.09981385
STX12,0.1403708
PPP1R8,0.059392802
THEMIS2,0.016785633
RPA2,0.11888437
XKR8,0.017708888
EYA3,0.098847486
PTAFR,0.0029385556
DNAJC8,0.35419303
ATP5IF1,1.5655638
ENSG00000270605,0.023690633
MED18,0.024577098
PHACTR4,0.19881776
RCC1,0.015216704
TRNAU1AP,0.0530608
SNHG12,0.043128174
TAF12,0.097379364
RAB42,0.0
GMEB1,0.027876955
YTHDF2,0.16340664
EPB41,0.116180055
TMEM200B,0.009717044
SRSF4,0.17942072
MECR,0.07838165
PTPRU,0.011930579
LAPTM5,0.044830702
SDC3,0.033570167
PUM1,0.2839922
NKAIN1,0.0
SNRNP40,0.1187853
ZCCHC17,0.0995555
FABP3,0.35224324
SERINC2,0.30534434
TINAGL1,0.31498238
PEF1,0.18157314
COL16A1,0.0072052237
PTP4A2,0.39256543
KHDRBS1,0.3669878
TMEM39B,0.03915726
KPNA6,0.14508398
TXLNA,0.09889855
CCDC28B,0.037733603
IQCC,0.008808745
TMEM234,0.054934744
EIF3I,0.34268782
FAM167B,0.06307961
LCK,0.015979366
HDAC1,0.2000056
MARCKSL1,0.117735505
FAM229A,0.05584166
BSDC1,0.11890602
ZBTB8A,0.021277195
ZBTB8OS,0.20057975
RBBP4,0.3205794
SYNC,0.033193313
NHSL3,0.1809883
YARS1,0.050000582
S100PBP,0.069164865
TMEM54,0.080713965
RNF19B,0.059898637
AK2,0.46876633
ZNF362,0.07990562
PHC2,0.28324872
SMIM12,0.16301681
GJA4,0.039253943
ENSG00000284773,0.0098187355
ZMYM6,0.069873065
ZMYM1,0.056208614
SFPQ,0.46871686
ZMYM4,0.120273136
KIAA0319L,0.17100842
TFAP2E-AS1,0.0024447415
PSMB2,0.41440496
C1orf216,0.0027831157
CLSPN,0.0
AGO4,0.03330551
AGO1,0.06944193
AGO3,0.09105739
ADPRS,0.067203045
COL8A2,0.0
TRAPPC3,0.15893611
MAP7D1,0.08948224
THRAP3,0.291083
SH3D21,0.010868813
EVA1B,0.22561818
STK40,0.06354882
LSM10,0.17695262
OSCP1,0.04753261
MRPS15,0.3536782
CSF3R,0.0046592155
LITATS1,0.032748375
ZC3H12A,0.022539496
MEAF6,0.23987089
SNIP1,0.050340056
DNALI1,0.100378975
GNL2,0.0426963
AIRIM,0.034303125
CDCA8,0.0
YRDC,0.06670074
C1orf122,0.3601343
MTF1,0.03157687
INPP5B,0.029107083
SF3A3,0.16035055
FHL3,0.015224236
UTP11,0.08647285
RRAGC,0.107149385
MYCBP,0.05720079
RHBDL2,0.00040139334
AKIRIN1,0.18423125
NDUFS5,1.4839542
MACF1,0.36619386
PABPC4,0.21336801
HEYL,0.003329181
PPIE,0.17439602
TRIT1,0.03683944
MFSD2A,0.002254018
CAP1,0.3222148
PPT1,0.24678296
RLF,0.0778968
ZMPSTE24-DT,0.06454693
ZMPSTE24,0.15455915
COL9A2,0.044735663
SMAP2,0.04903859
ZNF684,0.035897486
RIMS3,0.0055031106
NFYC,0.1492668
CITED4,0.17250544
CTPS1,0.022681775
SCMH1,0.047028072
HIVEP3,0.0077851345
FOXJ3,0.08275256
PPCS,0.3433185
CCDC30,0.051496215
PPIH,0.107594624
YBX1,1.0584967
P3H1,0.0260668
C1orf50,0.03920945
SVBP,0.1131288
ERMAP,0.01857427
ZNF691,0.024981227
SLC2A1,0.057974435
CFAP144,0.0036546974
EBNA1BP2,0.21400703
TMEM125,0.05331171
C1orf210,0.10653615
TIE1,0.06971385
ELOVL1,0.09882891
MED8,0.10708874
SZT2,0.029466378
HYI,0.2704471
PTPRF,0.27081016
KDM4A,0.027163442
ST3GAL3,0.027699975
ARTN,0.017479343
IPO13,0.078009866
DPH2,0.029498115
ATP6V0B,0.9297015
B4GALT2,0.0646857
CCDC24,0.091148704
SLC6A9,0.010697488
DMAP1,0.15953586
ERI3,0.24804106
RNF220,0.07036172
TMEM53,0.100507565
KIF2C,0.0
RPS8,2.267118
PLK3,0.011186838
BTBD19,0.004848041
EIF2B3,0.06742389
HECTD3,0.05135951
UROD,0.1833293
MUTYH,0.04231522
TOE1,0.04093506
PRDX1,1.5954242
AKR1A1,0.7364619
NASP,0.18580776
CCDC17,0.008593469
GPBP1L1,0.23676689
TMEM69,0.07910277
IPP,0.046489313
MAST2,0.027455375
PIK3R3,0.04018864
TSPAN1,0.40047592
POMGNT1,0.12670432
LURAP1,0.021194836
LRRC41,0.1201459
UQCRH,1.4326432
NSUN4,0.047072973
FAAH,0.12389671
MKNK1,0.05041606
MOB3C,0.02472482
ATPAF1,0.20199278
EFCAB14,0.40168503
CYP4B1,0.0010878003
TAL1,0.021514187
CMPK1,0.31862924
TRABD2B,0.09300974
SPATA6,0.08812125
ELAVL4,0.0
FAF1,0.12214939
CDKN2C,0.047005348
RNF11,0.18368906
EPS15,0.16923755
OSBPL9,0.29729745
NRDC,0.17378587
TXNDC12,0.1727009
KTI12,0.023467002
BTF3L4,0.24819264
ZFYVE9,0.058240756
CC2D1B,0.030992296
PRPF38A,0.122241996
TUT4,0.23774023
GPX7,0.035346445
SHISAL2A,0.0045661367
COA7,0.025610305
ZYG11B,0.16904439
ECHDC2,0.5492744
SCP2,0.8660798
PODN,0.0
CPT2,0.12901668
CZIB,0.24506393
MAGOH,0.33982143
LRP8,0.002307426
NDC1,0.04477998
YIPF1,0.046696626
IFT25,0.24639738
LRRC42,0.04494596
TMEM59,0.9901076
TCEANC2,0.027201822
CYB5RL,0.016360747
MRPL37,0.2077816
SSBP3,0.18726592
ACOT11,0.1039809
TTC4,0.01314907
DHCR24,0.10943191
TMEM61,0.15319294
USP24,0.14555885
PLPP3,0.37462935
OMA1,0.13685134
TACSTD2,0.2617123
MYSM1,0.1248872
JUN,0.6668275
FGGY,0.071467526
NFIA,0.3597371
NFIA-AS2,0.0
TM2D1,0.25257766
PATJ,0.32863185
USP1,0.11354859
DOCK7,0.07494404
ANGPTL3,0.22213073
ATG4C,0.06182887
ALG6,0.041178815
ITGB3BP,0.17895965
EFCAB7,0.045444746
PGM1,0.13458113
CACHD1,0.02766316
JAK1,0.35014904
AK4,0.6090028
DNAJC6,0.036809467
LEPROT,0.49081123
LEPR,0.04753017
PDE4B,0.015806172
SGIP1,0.13927639
MIER1,0.2132039
SERBP1,0.6596567
GADD45A,0.52553415
GNG12,0.2610898
WLS,0.35090712
LRRC40,0.055697978
SRSF11,0.39961937
ANKRD13C,0.04901898
ZRANB2,0.38927376
FPGT,0.049021583
FPGT-TNNI3K,0.005551676
CRYZ,0.5496588
TYW3,0.15187934
ACADM,0.9356255
RABGGTB,0.27801618
ST6GALNAC3,0.017320856
PIGK,0.12987646
ZZZ3,0.09989089
USP33,0.18905592
MIGA1,0.18749218
NEXN,0.015781548
FUBP1,0.16394843
DNAJB4,0.12856671
GIPC2,0.31817648
ENSG00000273338,0.014524751
IFI44L,0.037516978
IFI44,0.04625999
ADGRL4,0.09980748
ADGRL2,0.11316138
TTLL7,0.01851696
PRKACB,0.14592417
RPF1,0.11259369
GNG5,1.0850073
SPATA1,0.008506993
CTBS,0.17120989
SSX2IP,0.10194067
C1orf52,0.07853884
BCL10,0.122522734
DDAH1,0.41482556
CCN1,0.13874145
ZNHIT6,0.037109036
ODF2L,0.14668204
SH3GLB1,0.28548518
SELENOF,0.41964865
HS2ST1,0.097443394
LMO4,0.19973126
PKN2,0.34028968
GTF2B,0.13447395
KYAT3,0.07736859
RBMXL1,0.05839576
GBP3,0.093112916
GBP1,0.04109341
GBP2,0.026564296
GBP4,0.089397445
GBP5,0.020050941
LRRC8B,0.0331417
LRRC8C-DT,0.012106178
LRRC8C,0.046508692
LRRC8D,0.10409886
ZNF326,0.12736484
ZNF644,0.1679931
TGFBR3,0.16232224
BTBD8,0.02094242
GLMN,0.028187301
RPAP2,0.09740169
EVI5,0.09608216
RPL5,1.9339799
DIPK1A,0.012625003
MTF2,0.09118156
TMED5,0.22725116
CCDC18,0.005125769
DR1,0.11537269
FNBP1L,0.27935046
BCAR3,0.08224362
DNTTIP2,0.13513488
GCLM,0.094242565
ARHGAP29,0.33278632
ABCD3,0.33513874
F3,0.013574241
CNN3,0.5208951
ALG14,0.06272649
TLCD4,0.030828558
PTBP2,0.095851354
DPYD,0.06698756
SNX7,0.10899517
PALMD,0.050323725
AGL,0.19844876
SLC35A3,0.13434067
MFSD14A,0.016035667
TRMT13,0.08495803
DBT,0.22224817
RTCA-AS1,0.008573881
RTCA,0.1457531
CDC14A,0.029184325
VCAM1,0.19896255
EXTL2,0.07164818
SLC30A7,0.097556256
DPH5,0.059707772
DPH5-DT,0.02300075
S1PR1,0.035245482
RNPC3,0.24413186
PRMT6,0.063237965
VAV3,0.3528763
SLC25A24,0.08779643
EEIG2,0.007745679
HENMT1,0.009221054
PRPF38B,0.15314513
STXBP3,0.19243073
GPSM2,0.0069965124
CLCC1,0.061250906
WDR47,0.034216557
TAF13,0.08546515
TMEM167B,0.11465158
SARS1,0.23324166
CELSR2,0.06975913
PSRC1,0.003575191
SORT1,0.16407405
PSMA5,0.37775478
CYB561D1,0.026426766
AMIGO1,0.024095403
GNAI3,0.17770499
AMPD2,0.07936976
GSTM4,0.1619547
GSTM1,0.007283417
GSTM5,0.00055356824
GSTM3,0.81356835
CSF1,0.021504985
AHCYL1,0.5407943
STRIP1,0.04792876
KCNC4,0.08921189
RBM15,0.033879515
SLC16A4,0.3742656
LAMTOR5,1.2389485
CD53,0.03911327
LRIF1,0.058332264
DRAM2,0.10300044
CEPT1,0.085579015
ENSG00000273221,0.010050106
DENND2D,0.060416624
WDR77,0.054717544
ATP5PB,0.58737206
C1orf162,0.027525237
TMIGD3,0.0
ADORA3,0.0
RAP1A,0.28256068
DDX20,0.03702117
CTTNBP2NL,0.067071594
WNT2B,0.011716302
ST7L,0.07511676
CAPZA1,0.17958102
MOV10,0.07470905
RHOC,0.48600113
PPM1J,0.007995199
SLC16A1,0.0136397
SLC16A1-AS1,0.014840046
LRIG2,0.065843545
MAGI3,0.060950525
PHTF1,0.02956764
RSBN1,0.13913475
PTPN22,0.010954026
AP4B1,0.02265496
DCLRE1B,0.005439046
HIPK1-AS1,0.008739683
HIPK1,0.15576555
OLFML3,0.0
TRIM33,0.1469007
BCAS2,0.1781174
DENND2C,0.010709162
NRAS,0.08537579
CSDE1,0.72060543
SIKE1,0.15614542
TSPAN2,0.019039335
NGF,0.0
VANGL1,0.049288515
CASQ2,0.0034981645
SLC22A15,0.034218803
ATP1A1,1.8131583
CD58,0.08661246
CD2,0.045804203
PTGFRN,0.021634737
TTF2,0.039948072
TRIM45,0.02183565
VTCN1,0.04227423
MAN1A2,0.19472542
TENT5C,0.07438506
GDAP2,0.06976824
WDR3,0.03766704
WARS2,0.054210152
PHGDH,0.19059122
HMGCS2,0.1231809
NOTCH2,0.07095385
SEC22B,0.24300079
LINC00623,0.06834468
FCGR1BP,0.0
SRGAP2C,0.04209504
LINC02591,0.02128749
LINC02802,0.014820529
NBPF15,0.028664669
SRGAP2B,0.025980577
ENSG00000276216,0.0011539854
GPR89A,0.042703398
PDZK1,0.6709381
CD160,0.008022923
RNF115,0.16988732
POLR3C,0.038204975
NUDT17,0.011479092
PIAS3,0.042949967
ITGA10,0.0
PEX11B,0.07257166
RBM8A,0.44901648
LIX1L,0.036783252
POLR3GL,0.14181231
TXNIP,1.3223503
NOTCH2NLA,0.013763197
NBPF12,0.037633933
PRKAB2,0.05650584
ENSG00000237188,0.017419731
FMO5,0.13160394
CHD1L,0.045354217
BCL9,0.039554764
ACP6,0.07362202
GJA5,0.037215706
NBPF11,0.031691242
NBPF14,0.015952017
PDE4DIP,0.20221604
NBPF9,0.011936198
ENSG00000274265,0.09079803
NBPF19,0.03852953
FCGR1A,0.0
H2BC18,0.0028177507
H2AC19,0.0
H2AC20,0.08375881
BOLA1,0.13401331
SF3B4,0.13373636
MTMR11,0.036840774
OTUD7B,0.065433964
VPS45,0.07097499
PLEKHO1,0.04456014
ANP32E,0.24835478
APH1A,0.31060126
C1orf54,0.12040408
MRPS21,0.7821055
PRPF3,0.06612764
RPRD2,0.1613924
TARS2,0.05318098
ECM1,0.005949041
ADAMTSL4-AS2,0.0
MCL1,0.29297966
ENSA,0.40430278
GOLPH3L,0.07723393
CTSS,0.050200034
CTSK,0.017379193
ARNT,0.06110829
SETDB1,0.051171027
CERS2,0.34891093
ANXA9,0.083797954
MINDY1,0.05538445
C1orf56,0.1264007
CDC42SE1,0.16551743
MLLT11,0.017598918
GABPB2,0.048502073
TNFAIP8L2,0.0036539757
SCNM1,0.088371895
LYSMD1,0.03443892
VPS72,0.09638063
PIP5K1A,0.10450307
PSMD4,0.33020353
ZNF687,0.048193403
PI4KB,0.12742189
RFX5,0.05501684
SELENBP1,0.2717023
PSMB4,0.4966618
POGZ,0.23185512
CGN,0.076570444
TUFT1,0.03439188
SNX27,0.20836966
MRPL9,0.14853324
OAZ3,0.0059396727
TDRKH,0.0045151506
TDRKH-AS1,0.003432109
THEM4,0.13179132
S100A10,1.2246224
S100A11,1.036942
TCHH,0.0
S100A9,0.018377097
S100A12,0.0
S100A8,0.010948206
S100A7,0.0
S100A6,2.1634417
S100A5,0.005449385
S100A4,0.33276045
S100A16,0.24288514
S100A14,0.07980881
S100A13,0.50303
CHTOP,0.14880566
SNAPIN,0.13161483
ILF2,0.32398644
NPR1,0.077866316
INTS3,0.1183911
SLC27A3,0.03779606
GATAD2B,0.120335706
DENND4B,0.04866979
CRTC2,0.07534331
SLC39A1,0.16481575
CREB3L4,0.04502589
JTB,0.50763685
JTB-DT,0.0052894033
RAB13,0.42392972
RPS27,2.8529
TPM3,0.40139005
C1orf43,0.4565862
UBAP2L,0.11808308
HAX1,0.3248833
ATP8B2,0.026891652
IL6R,0.10426955
SHE,0.030667176
UBE2Q1,0.1703183
ADAR,0.2552126
KCNN3,0.03614043
PMVK,0.3348923
PBXIP1,0.20837125
PYGO2,0.07451794
SHC1,0.090039834
CKS1B,0.14792801
FLAD1,0.058057338
ZBTB7B,0.060687143
ADAM15,0.065228574
EFNA4,0.020701217
EFNA3,0.002935729
EFNA1,0.13501567
SLC50A1,0.11193662
DPM3,0.64744097
KRTCAP2,0.44795832
MUC1,0.7062698
THBS3,0.03636949
MTX1,0.21206832
GBA1,0.10700111
ENTREP3,0.048373893
SCAMP3,0.11087441
CLK2,0.048513643
FDPS,0.3406245
RUSC1,0.067572206
ASH1L,0.3485853
MSTO1,0.027623218
YY1AP1,0.09575647
DAP3,0.15496199
GON4L,0.10644796
SYT11,0.02591849
RIT1,0.09627915
KHDC4,0.07588428
ARHGEF2,0.05082416
SSR2,0.5489716
UBQLN4,0.032612544
LAMTOR2,0.4720803
RAB25,0.16585508
LMNA,0.3928657
SEMA4A,0.03350056
SLC25A44,0.06078766
PMF1,0.2764857
SMG5,0.08070805
TMEM79,0.014648524
GLMP,0.1272578
CCT3,0.4288877
MEF2D,0.08299998
NAXE,0.3105865
GPATCH4,0.04379556
NES,0.046238225
CRABP2,0.019804206
ISG20L2,0.059849545
METTL25B,0.07289028
MRPL24,0.24285203
HDGF,0.3458598
PRCC,0.105015025
SH2D2A,0.0
PEAR1,0.028417839
ARHGEF11,0.050378393
ETV3,0.04175735
CD5L,0.0
KIRREL1,0.03346841
CD1D,0.0052734185
CD1C,0.0
MNDA,0.016325772
PYHIN1,0.018601956
IFI16,0.09881164
ACKR1,0.0032907326
FCER1A,0.0
ENSG00000228560,0.0
APCS,0.0
DUSP23,0.42142853
FCRL6,0.00794002
TAGLN2,0.36121535
PIGM,0.075886026
IGSF8,0.13594237
ATP1A2,0.0059612636
PEA15,0.086130895
DCAF8,0.19886792
PEX19,0.14032094
COPA,0.28356364
NCSTN,0.19258013
SLAMF6,0.0
CD84,0.0072263796
SLAMF1,0.0
CD48,0.025953
SLAMF7,0.007351509
LY9,0.0
CD244,0.0014621184
ITLN1,0.020041967
F11R,0.18299979
TSTD1,0.9602546
USF1,0.039010614
ARHGAP30,0.014031944
NECTIN4,0.009855683
KLHDC9,0.10280002
PFDN2,0.5404685
NIT1,0.17285128
DEDD,0.041293517
UFC1,0.46583846
USP21,0.022554541
PPOX,0.05736868
B4GALT3,0.06409312
ADAMTS4,0.0
NDUFS2,0.61198914
FCER1G,0.039403435
APOA2,0.0018721294
TOMM40L,0.026808226
SDHC,0.6409729
FCGR2A,0.02029254
HSPA6,0.0024372633
FCGR3A,0.03329635
FCGR3B,0.0
FCGR2B,0.0
FCRLB,0.022379152
DUSP12,0.048684333
ATF6-DT,0.0010211195
ATF6,0.1757404
OLFML2B,0.0045616576
SH2D1B,0.0013175095
UHMK1,0.27966005
UAP1,0.08598151
DDR2,0.010763197
HSD17B7,0.03791229
RGS4,0.0
RGS5,0.0
ENSG00000232995,0.0
PBX1,0.40280196
MGST3,1.5270388
ALDH9A1,0.46296188
TMCO1,0.5347578
UCK2,0.026092354
POGK,0.0835502
TADA1,0.026504872
POU2F1,0.09380196
CD247,0.02682401
CREG1,0.22249895
RCSD1,0.015652435
MPZL1,0.102681085
MPC2,0.9935872
DCAF6,0.10547558
GPR161,0.0095698815
TIPRL,0.1661077
SFT2D2,0.14833702
XCL2,0.017766967
DPT,0.004803828
ATP1B1,2.1243863
NME7,0.073016465
BLZF1,0.0715512
SLC19A2,0.065102845
F5,0.006367796
SELP,0.017340109
SELL,0.008696497
METTL18,0.032629196
SCYL3,0.045301277
KIFAP3,0.11720209
GORAB,0.023516119
FMO3,0.0
FMO2,0.031196909
FMO4,0.09780451
PRRC2C,0.36938703
VAMP4,0.060765006
METTL13,0.059877254
DNM3,0.035561986
DNM3OS,0.028132401
PIGC,0.08749362
SUCO,0.10466283
PRDX6-AS1,0.0059378953
PRDX6,1.1844704
KLHL20,0.051146723
CENPL,0.006070913
DARS2,0.039796542
ZBTB37,0.085031725
RC3H1,0.12072225
RABGAP1L,0.10768286
CACYBP,0.26287323
MRPS14,0.15936373
KIAA0040,0.046232343
COP1,0.059557173
SEC16B,0.025627695
RASAL2,0.087326095
RALGPS2,0.10971556
ANGPTL1,0.099044286
FAM20B,0.08969025
TOR3A,0.06498737
ABL2,0.051328354
SOAT1,0.07885164
TOR1AIP2,0.21294671
TOR1AIP1,0.14152601
ENSG00000260360,0.0036743113
CEP350,0.19273138
QSOX1,0.11987576
ACBD6,0.1352415
XPR1,0.104718864
STX6,0.061751973
MR1,0.042655446
IER5,0.027698616
GLUL,0.37528378
RNASEL,0.027737191
RGS16,0.014038084
NPL,0.09185087
DHX9,0.27952865
LAMC1,0.10105651
SMG7,0.13686194
NCF2,0.0054100356
ARPC5,0.27800083
RGL1,0.102141224
TSEN15,0.1342028
C1orf21,0.036403097
EDEM3,0.09436038
NIBAN1,0.016779784
RNF2,0.032770753
TRMT1L,0.10212557
SWT1,0.038686715
IVNS1ABP,0.53483605
ENSG00000273004,0.0
HMCN1,0.010631269
TPR,0.33062592
ODR4,0.08800015
PTGS2,0.002847942
RGS18,0.011847768
RGS1,0.012627572
RGS13,0.0
RGS2,0.06947397
UCHL5,0.13691825
RO60,0.2312674
GLRX2,0.10271559
CDC73,0.12308037
KCNT2,0.007931555
CFH,0.03680459
CFHR1,0.0
ZBTB41,0.100927405
DENND1B,0.103792794
NEK7,0.09809139
PTPRC,0.061130375
MIR181A1HG,0.0028916085
NR5A2,0.0
ZNF281,0.085252784
DDX59,0.07155239
CAMSAP2,0.08251057
KIF21B,0.0049381894
TMEM9,0.33664745
PKP1,0.012116367
PHLDA3,0.04371554
CSRP1,0.2707487
NAV1,0.041704092
IPO9-AS1,0.00399089
IPO9,0.08498208
SHISA4,0.036410943
ENSG00000223774,0.0
LMOD1,0.015630355
TIMM17A,0.1161822
RNPEP,0.15676865
ELF3,0.15291288
ARL8A,0.15924783
PTPN7,0.0063367193
LGR6,0.0
UBE2T,0.011611687
PPP1R12B,0.05614398
KDM5B,0.0795576
PCAT6,0.011677209
RABIF,0.04796986
KLHL12,0.05012128
ADIPOR1,0.21142
CYB5R1,0.18343027
TMEM183A,0.15956274
LINC01353,0.0
BTG2-DT,0.0
BTG2,0.36619443
PRELP,0.006990809
ATP2B4,0.08339626
LAX1,0.0
ZC3H11A,0.0020551644
ZBED6,0.003719544
SNRPE,0.5124773
SOX13,0.089489214
ETNK2,0.27351785
PLEKHA6,0.09961995
PPP1R15B,0.11079239
PIK3C2B,0.021429902
MDM4,0.2555422
NFASC,0.026484355
RBBP5,0.06405953
DSTYK,0.084631935
CDK18,0.10803832
ELK4,0.113999404
SLC45A3,0.0113065345
NUCKS1,0.8243052
RAB29,0.21462695
SLC41A1,0.05558231
PM20D1,0.0102447
RHEX,0.026316317
FAM72A,0.0020311794
SRGAP2,0.034730546
RASSF5,0.013006269
EIF2D,0.08756488
MAPKAPK2,0.19189566
IL10,0.0
IL20,0.0
FCMR,0.009361328
PFKFB2,0.084212124
YOD1,0.043942723
CD55,0.07847798
CR1,0.0060812808
CD46,0.6471981
MIR29B2CHG,0.16307306
CD34,0.13210855
PLXNA2,0.041738354
G0S2,0.44892016
TRAF3IP3,0.03147869
IRF6,0.07914289
UTP25,0.036207598
SERTAD4-AS1,0.12919153
HHAT,0.028255414
RCOR3,0.132651
TRAF5,0.037405904
LINC00467,0.14094754
SLC30A1,0.123106755
NEK2,0.0
LPGAT1,0.09595167
INTS7,0.011683284
PPP2R5A,0.16103965
PACC1,0.025084104
NENF,0.58805406
ENSG00000260805,0.029634148
ATF3,0.15327112
BATF3,0.00807077
NSL1,0.11717966
TATDN3,0.09353903
FLVCR1,0.020367343
ANGEL2,0.060784984
RPS6KC1,0.032436125
SMYD2,0.063438654
PTPN14,0.117751785
CENPF,0.0015043427
KCTD3,0.1307914
GPATCH2,0.067206204
