,Sample1158-EO1
PIK3CD,0.021229232
CLSTN1,0.4561804
CTNNBIP1,0.10559931
LZIC,0.10722554
NMNAT1,0.034886997
RBP7,0.31628984
UBE4B,0.11041925
KIF1B,0.15270898
PGD,0.092281036
CENPS,0.051500466
DFFA,0.11611255
PEX14,0.042285617
CASZ1,0.09744757
TARDBP,0.24171232
SRM,0.11855219
EXOSC10,0.10421839
MTOR,0.093742706
UBIAD1,0.07963255
FBXO2,0.123479255
FBXO44,0.18316476
FBXO6,0.018780217
MAD2L2,0.0660439
AGTRAP,0.1632
C1orf167,0.010036706
MTHFR,0.04080205
CLCN6,0.049159456
KIAA2013,0.18119535
PLOD1,0.084949106
MFN2,0.1904336
MIIP,0.074266315
TNFRSF1B,0.07333271
VPS13D,0.23927483
DHRS3,0.24986552
PDPN,0.0
PRDM2,0.14788817
KAZN,0.18509637
TMEM51,0.1406285
FHAD1,0.0
EFHD2,0.1361994
CASP9,0.08709322
DNAJC16,0.083744705
DDI2,0.06041936
PLEKHM2,0.112633616
SLC25A34,0.014568165
FBLIM1,0.06001916
SPEN-AS1,0.08270119
SPEN,0.23384811
ZBTB17,0.06922781
SRARP,0.003051777
HSPB7,0.04465098
EPHA2,0.124696486
CPLANE2,0.0093453135
FBXO42,0.06217156
SZRD1,0.23003863
NECAP2,0.15794729
NBPF1,0.05221407
CROCC,0.043917976
ENSG00000238142,0.04196056
MFAP2,0.0
ATP13A2,0.06591269
SDHB,0.3651598
PADI2,0.06109006
PADI4,0.0
RCC2,0.12599815
ARHGEF10L,0.15472296
IGSF21,0.0
ALDH4A1,0.11331649
IFFO2,0.018144429
UBR4,0.22242792
EMC1,0.08148147
MRTO4,0.08489048
AKR7A3,0.08332275
AKR7A2,0.31080285
SLC66A1,0.04133806
CAPZB,0.5550748
MICOS10,1.0896927
NBL1,0.12273169
TMCO4,0.062295668
OTUD3,0.040210743
PLA2G5,0.0
CAMK2N1,0.4122952
MUL1,0.14300978
CDA,0.10240563
PINK1,0.37365362
PINK1-AS,0.0023019204
DDOST,0.27435908
KIF17,0.014351985
HP1BP3,0.5901626
EIF4G3,0.19411229
ECE1,0.32480276
NBPF3,0.016236532
ALPL,0.036837865
USP48,0.16849145
HSPG2,0.49266487
CDC42,0.7746395
WNT4,0.0
ZBTB40,0.04325794
C1QA,0.0
C1QC,0.0
C1QB,0.0
EPHB2,0.026504701
KDM1A,0.12873316
LUZP1,0.16027033
HNRNPR,0.38255504
ZNF436,0.01685877
TCEA3,0.39864656
ASAP3,0.059739146
ID3,1.1594775
RPL11,2.540612
ELOA,0.09570173
PITHD1,0.169621
LYPLA2,0.21123444
GALE,0.07175073
HMGCL,0.18161744
FUCA1,0.2551261
PNRC2,0.458626
SRSF10,0.5582048
STPG1,0.035688307
NIPAL3,0.09902771
RCAN3,0.05853968
SRRM1,0.60553813
CLIC4,0.21174778
RUNX3,0.013327692
SYF2,0.49621883
RSRP1,0.5979211
TMEM50A,0.48440978
MACO1,0.12965584
LDLRAP1,0.081339225
MAN1C1,0.077293895
ENSG00000233478,0.0
SELENON,0.22853947
MTFR1L,0.27805865
PAQR7,0.10592211
STMN1,0.3991047
PAFAH2,0.053128947
PDIK1L,0.034971748
FAM110D,0.10858593
ZNF593OS,0.00476417
ZNF593,0.29249898
CEP85,0.009906864
SH3BGRL3,0.58988637
UBXN11,0.074871406
CD52,0.051525112
DHDDS,0.10396579
HMGN2,0.72023183
RPS6KA1,0.06260235
ARID1A,0.23317523
PIGV,0.0708247
ZDHHC18,0.031371213
SFN,0.004438143
GPN2,0.052826613
GPATCH3,0.014524802
NUDC,0.47444755
KDF1,0.052706342
TRNP1,0.16705938
SLC9A1,0.0720238
WDTC1,0.11703968
TMEM222,0.12707123
SYTL1,0.025707679
MAP3K6,0.06877927
FCN3,0.033446603
CD164L2,0.0
WASF2,0.5591744
AHDC1,0.17768316
FGR,0.04070377
IFI6,0.20662878
FAM76A,0.09581219
STX12,0.24523878
PPP1R8,0.044710536
THEMIS2,0.011821217
RPA2,0.15393062
XKR8,0.026724359
EYA3,0.09303714
PTAFR,0.007520955
DNAJC8,0.4303829
ATP5IF1,1.3317134
ENSG00000270605,0.028530544
MED18,0.028328221
PHACTR4,0.18369126
RCC1,0.007838149
TRNAU1AP,0.08096712
SNHG12,0.09187863
TAF12,0.12387529
RAB42,0.0
GMEB1,0.07030282
YTHDF2,0.21088459
EPB41,0.1311974
TMEM200B,0.0060793725
SRSF4,0.32517835
MECR,0.05476719
PTPRU,0.032290116
LAPTM5,0.05228113
SDC3,0.0482855
PUM1,0.2767831
NKAIN1,0.0
SNRNP40,0.17723231
ZCCHC17,0.17659082
FABP3,0.46460617
SERINC2,0.34661472
TINAGL1,0.5837281
PEF1,0.23480354
COL16A1,0.025975483
PTP4A2,0.45747864
KHDRBS1,0.49969095
TMEM39B,0.056299858
KPNA6,0.16459268
TXLNA,0.10734932
CCDC28B,0.057892222
IQCC,0.00776631
TMEM234,0.073995106
EIF3I,0.43111598
FAM167B,0.18455157
LCK,0.009505239
HDAC1,0.26787484
MARCKSL1,0.15795287
FAM229A,0.040285844
BSDC1,0.20209366
ZBTB8A,0.047859386
ZBTB8OS,0.19730867
RBBP4,0.33388847
SYNC,0.034485545
NHSL3,0.20900166
YARS1,0.064043045
S100PBP,0.08135806
TMEM54,0.1093067
RNF19B,0.062318157
AK2,0.36534667
ZNF362,0.1174744
PHC2,0.3532486
SMIM12,0.17690368
GJA4,0.24317388
ENSG00000284773,0.018838724
ZMYM6,0.07715548
ZMYM1,0.059449527
SFPQ,0.8157117
ZMYM4,0.19955389
KIAA0319L,0.21533367
TFAP2E-AS1,0.0
PSMB2,0.37019402
C1orf216,0.010755947
CLSPN,0.0
AGO4,0.023107523
AGO1,0.0809958
AGO3,0.12978701
ADPRS,0.1069173
COL8A2,0.0019708741
TRAPPC3,0.17871752
MAP7D1,0.15388478
THRAP3,0.43256924
SH3D21,0.035904225
EVA1B,0.31433633
STK40,0.11061432
LSM10,0.1572646
OSCP1,0.036552135
MRPS15,0.25785908
CSF3R,0.008266908
LITATS1,0.017604424
ZC3H12A,0.13954048
MEAF6,0.26571336
SNIP1,0.08183512
DNALI1,0.082065865
GNL2,0.08064139
AIRIM,0.0597886
CDCA8,0.008330637
YRDC,0.109462164
C1orf122,0.31692934
MTF1,0.066944055
INPP5B,0.042172696
SF3A3,0.17301704
FHL3,0.036206517
UTP11,0.11095699
RRAGC,0.058422074
MYCBP,0.046828527
RHBDL2,0.0021917962
AKIRIN1,0.29181635
NDUFS5,1.2945747
MACF1,0.52021396
PABPC4,0.2679951
HEYL,0.05488445
PPIE,0.16890661
TRIT1,0.03974181
MFSD2A,0.00571543
CAP1,0.42473745
PPT1,0.28702062
RLF,0.115200706
ZMPSTE24-DT,0.055518184
ZMPSTE24,0.16980423
COL9A2,0.11364502
SMAP2,0.11457307
ZNF684,0.046137873
RIMS3,0.002820874
NFYC,0.13805756
CITED4,0.21509041
CTPS1,0.032102685
SCMH1,0.06482472
HIVEP3,0.030859828
FOXJ3,0.081217915
PPCS,0.30243045
CCDC30,0.066074185
PPIH,0.14106198
YBX1,1.2628853
P3H1,0.05573495
C1orf50,0.058372933
SVBP,0.18421985
ERMAP,0.027717495
ZNF691,0.02141603
SLC2A1,0.13602355
CFAP144,0.005401823
EBNA1BP2,0.1791035
TMEM125,0.061699964
C1orf210,0.08011775
TIE1,0.16557567
ELOVL1,0.12285477
MED8,0.11981286
SZT2,0.053922266
HYI,0.23106596
PTPRF,0.30099863
KDM4A,0.056451768
ST3GAL3,0.049049165
ARTN,0.012898258
IPO13,0.07054852
DPH2,0.037055396
ATP6V0B,0.93171126
B4GALT2,0.09296514
CCDC24,0.102680415
SLC6A9,0.008905315
DMAP1,0.21079811
ERI3,0.18193518
RNF220,0.06685677
TMEM53,0.08963088
KIF2C,0.0018369403
RPS8,2.4183347
PLK3,0.07877169
BTBD19,0.016165545
EIF2B3,0.09720908
HECTD3,0.051435973
UROD,0.20262562
MUTYH,0.07290371
TOE1,0.040328775
PRDX1,1.2626479
AKR1A1,0.26183656
NASP,0.29412928
CCDC17,0.0077140806
GPBP1L1,0.2182022
TMEM69,0.08570708
IPP,0.052964676
MAST2,0.024775084
PIK3R3,0.13244824
TSPAN1,0.20283179
POMGNT1,0.14925428
LURAP1,0.02880436
LRRC41,0.15267229
UQCRH,1.3707703
NSUN4,0.045524057
FAAH,0.064153396
MKNK1,0.05865341
MOB3C,0.041971825
ATPAF1,0.20681599
EFCAB14,0.37549075
CYP4B1,0.008607931
TAL1,0.06652964
CMPK1,0.24112067
TRABD2B,0.030291913
SPATA6,0.11550214
ELAVL4,0.0
FAF1,0.15885629
CDKN2C,0.059880864
RNF11,0.20309223
EPS15,0.18262875
OSBPL9,0.40195745
NRDC,0.23327434
TXNDC12,0.22044091
KTI12,0.041636653
BTF3L4,0.2904316
ZFYVE9,0.067968555
CC2D1B,0.072070666
PRPF38A,0.18246765
TUT4,0.3308671
GPX7,0.02970417
SHISAL2A,0.0
COA7,0.045029163
ZYG11B,0.13162193
ECHDC2,0.42114425
SCP2,0.5882908
PODN,0.0035201837
CPT2,0.09173495
CZIB,0.2911639
MAGOH,0.358
LRP8,0.008672737
NDC1,0.03451212
YIPF1,0.040887628
IFT25,0.22491159
LRRC42,0.061646115
TMEM59,1.1672136
TCEANC2,0.032445062
CYB5RL,0.03206533
MRPL37,0.12793045
SSBP3,0.23257594
ACOT11,0.13328782
TTC4,0.011663122
DHCR24,0.07640386
TMEM61,0.23256168
USP24,0.1724838
PLPP3,0.4364107
OMA1,0.15242337
TACSTD2,0.7041796
MYSM1,0.17599754
JUN,2.2042365
FGGY,0.047152717
NFIA,0.36875364
NFIA-AS2,0.0
TM2D1,0.29848227
PATJ,0.22277501
USP1,0.13622697
DOCK7,0.108338214
ANGPTL3,0.16345787
ATG4C,0.05924371
ALG6,0.05226186
ITGB3BP,0.17204635
EFCAB7,0.043647446
PGM1,0.12556325
CACHD1,0.041797575
JAK1,0.46376938
AK4,0.092158936
DNAJC6,0.037234228
LEPROT,0.6528398
LEPR,0.16660564
PDE4B,0.038653713
SGIP1,0.29011917
MIER1,0.2785195
SERBP1,0.6936364
GADD45A,0.87433314
GNG12,0.2189121
WLS,0.41940176
LRRC40,0.06918925
SRSF11,0.56303775
ANKRD13C,0.05827954
ZRANB2,0.49977678
FPGT,0.081181765
FPGT-TNNI3K,0.01108995
CRYZ,0.32350054
TYW3,0.16952398
ACADM,0.46991605
RABGGTB,0.2295325
ST6GALNAC3,0.037774663
PIGK,0.16792636
ZZZ3,0.11007824
USP33,0.20653535
MIGA1,0.19764625
NEXN,0.103536114
FUBP1,0.20572275
DNAJB4,0.29051182
GIPC2,0.060585856
ENSG00000273338,0.046267945
IFI44L,0.076405875
IFI44,0.09800044
ADGRL4,0.29627255
ADGRL2,0.13460808
TTLL7,0.055820506
PRKACB,0.15065499
RPF1,0.089627676
GNG5,1.0553288
SPATA1,0.015789416
CTBS,0.21814588
SSX2IP,0.05464851
C1orf52,0.139337
BCL10,0.19947529
DDAH1,0.18123364
CCN1,1.3180875
ZNHIT6,0.095138274
ODF2L,0.24865484
SH3GLB1,0.36288995
SELENOF,0.36730412
HS2ST1,0.06903071
LMO4,0.3226811
PKN2,0.38896915
GTF2B,0.19905004
KYAT3,0.083795
RBMXL1,0.10196123
GBP3,0.0911053
GBP1,0.272467
GBP2,0.06723559
GBP4,0.20438488
GBP5,0.011676094
LRRC8B,0.044355627
LRRC8C-DT,0.017390216
LRRC8C,0.074103884
LRRC8D,0.080714144
ZNF326,0.1764788
ZNF644,0.26005742
TGFBR3,0.17853382
BTBD8,0.023647264
GLMN,0.03324577
RPAP2,0.16978638
EVI5,0.13110602
RPL5,1.9087384
DIPK1A,0.005996352
MTF2,0.12648329
TMED5,0.20035528
CCDC18,0.0065212757
DR1,0.13351396
FNBP1L,0.3251331
BCAR3,0.08228499
DNTTIP2,0.21599533
GCLM,0.076139614
ARHGAP29,0.5834194
ABCD3,0.19166996
F3,0.009122383
CNN3,0.7331141
ALG14,0.077830896
TLCD4,0.054518674
PTBP2,0.12656558
DPYD,0.10806385
SNX7,0.096323945
PALMD,0.1986056
AGL,0.21580392
SLC35A3,0.15279837
MFSD14A,0.036859795
TRMT13,0.0935633
DBT,0.23547177
RTCA-AS1,0.008916975
RTCA,0.09280723
CDC14A,0.042978324
VCAM1,0.13499704
EXTL2,0.07602968
SLC30A7,0.09113415
DPH5,0.069021605
DPH5-DT,0.044140365
S1PR1,0.17923288
RNPC3,0.34294784
PRMT6,0.05063615
VAV3,0.27443773
SLC25A24,0.1420127
EEIG2,0.011291295
HENMT1,0.017833663
PRPF38B,0.28000858
STXBP3,0.22555608
GPSM2,0.015898593
CLCC1,0.09832542
WDR47,0.0579636
TAF13,0.11689586
TMEM167B,0.12157059
SARS1,0.26350155
CELSR2,0.14682545
PSRC1,0.011488497
SORT1,0.30743468
PSMA5,0.3526006
CYB561D1,0.013651121
AMIGO1,0.025615238
GNAI3,0.2531807
AMPD2,0.06592816
GSTM4,0.14270069
GSTM1,0.029610222
GSTM5,0.02378661
GSTM3,0.8404277
CSF1,0.085462764
AHCYL1,0.59613246
STRIP1,0.059615925
KCNC4,0.072984464
RBM15,0.046907775
SLC16A4,0.09663795
LAMTOR5,0.7208254
CD53,0.06016298
LRIF1,0.092310466
DRAM2,0.12950245
CEPT1,0.073276505
ENSG00000273221,0.0075064017
DENND2D,0.059251107
WDR77,0.0797322
ATP5PB,0.5506219
C1orf162,0.026023796
TMIGD3,0.0
ADORA3,0.0
RAP1A,0.3158613
DDX20,0.06824109
CTTNBP2NL,0.12967104
WNT2B,0.019690858
ST7L,0.07588461
CAPZA1,0.20343573
MOV10,0.07946607
RHOC,0.49826884
PPM1J,0.005299104
SLC16A1,0.014089001
SLC16A1-AS1,0.011505376
LRIG2,0.07225843
MAGI3,0.109624684
PHTF1,0.053045794
RSBN1,0.18132156
PTPN22,0.00666325
AP4B1,0.039942376
DCLRE1B,0.016266122
HIPK1-AS1,0.003016715
HIPK1,0.19158258
OLFML3,0.030360155
TRIM33,0.17250945
BCAS2,0.24127989
DENND2C,0.031936016
NRAS,0.07505441
CSDE1,0.7736904
SIKE1,0.11905802
TSPAN2,0.04290133
NGF,0.023131533
VANGL1,0.058953013
CASQ2,0.048076756
SLC22A15,0.02652861
ATP1A1,1.9395815
CD58,0.099197745
CD2,0.022970593
PTGFRN,0.041104034
TTF2,0.05166764
TRIM45,0.025876475
VTCN1,0.061424278
MAN1A2,0.23106514
TENT5C,0.073432915
GDAP2,0.07694362
WDR3,0.038317587
WARS2,0.044107046
PHGDH,0.2068484
HMGCS2,0.11274531
NOTCH2,0.100328505
SEC22B,0.23361091
LINC00623,0.047832888
FCGR1BP,0.0
SRGAP2C,0.09768367
LINC02591,0.024466619
LINC02802,0.061353106
NBPF15,0.052785274
SRGAP2B,0.050842833
ENSG00000276216,0.0
GPR89A,0.049942233
PDZK1,0.14530058
CD160,0.0
RNF115,0.32353008
POLR3C,0.042199757
NUDT17,0.012246738
PIAS3,0.06652972
ITGA10,0.020679755
PEX11B,0.059411608
RBM8A,0.5789421
LIX1L,0.08695914
POLR3GL,0.19997495
TXNIP,2.1727862
NOTCH2NLA,0.02256338
NBPF12,0.068426795
PRKAB2,0.044060018
ENSG00000237188,0.023539348
FMO5,0.035851236
CHD1L,0.084850416
BCL9,0.037282854
ACP6,0.08355087
GJA5,0.083042406
NBPF11,0.033713605
NBPF14,0.042568322
PDE4DIP,0.29393652
NBPF9,0.016572408
ENSG00000274265,0.14316782
NBPF19,0.016186642
FCGR1A,0.0
H2BC18,0.0057018977
H2AC19,0.0
H2AC20,0.13221061
BOLA1,0.13021104
SF3B4,0.18877365
MTMR11,0.031020096
OTUD7B,0.0770992
VPS45,0.102168284
PLEKHO1,0.077626735
ANP32E,0.31902635
APH1A,0.34102756
C1orf54,0.071684636
MRPS21,0.8073495
PRPF3,0.12472984
RPRD2,0.1808836
TARS2,0.06057314
ECM1,0.024087328
ADAMTSL4-AS2,0.0
MCL1,0.9182511
ENSA,0.5163733
GOLPH3L,0.11215799
CTSS,0.08800517
CTSK,0.015757782
ARNT,0.0857502
SETDB1,0.056984257
CERS2,0.3662148
ANXA9,0.061781358
MINDY1,0.07288558
C1orf56,0.1650226
CDC42SE1,0.22854677
MLLT11,0.024234945
GABPB2,0.08757455
TNFAIP8L2,0.0
SCNM1,0.09184145
LYSMD1,0.03099068
VPS72,0.13838668
PIP5K1A,0.109985314
PSMD4,0.3584608
ZNF687,0.05461777
PI4KB,0.16024102
RFX5,0.06014846
SELENBP1,0.3491628
PSMB4,0.46513993
POGZ,0.35695198
CGN,0.10894138
TUFT1,0.26148698
SNX27,0.18462622
MRPL9,0.13639429
OAZ3,0.011450027
TDRKH,0.008231196
TDRKH-AS1,0.0
THEM4,0.13181688
S100A10,1.48848
S100A11,1.2225933
TCHH,0.0
S100A9,0.027409721
S100A12,0.0
S100A8,0.023740133
S100A7,0.0
S100A6,2.9180446
S100A5,0.006781164
S100A4,0.507984
S100A16,0.2771816
S100A14,0.13858439
S100A13,0.4484601
CHTOP,0.21015048
SNAPIN,0.18309812
ILF2,0.39879936
NPR1,0.10270583
INTS3,0.18895055
SLC27A3,0.07407601
GATAD2B,0.13060723
DENND4B,0.0783305
CRTC2,0.07762839
SLC39A1,0.25249717
CREB3L4,0.06657132
JTB,0.56964463
JTB-DT,0.00433659
RAB13,0.49616373
RPS27,2.5501943
TPM3,0.5404542
C1orf43,0.4559248
UBAP2L,0.16474725
HAX1,0.3558734
ATP8B2,0.06814445
IL6R,0.025537953
SHE,0.080063984
UBE2Q1,0.16057205
ADAR,0.30415872
KCNN3,0.11304063
PMVK,0.29556417
PBXIP1,0.24053304
PYGO2,0.08689928
SHC1,0.15474601
CKS1B,0.12747654
FLAD1,0.0753821
ZBTB7B,0.08620839
ADAM15,0.23625405
EFNA4,0.035154678
EFNA3,0.002193834
EFNA1,0.10559494
SLC50A1,0.12919097
DPM3,0.6000838
KRTCAP2,0.6122055
MUC1,0.6659741
THBS3,0.039354738
MTX1,0.1582088
GBA1,0.11942128
ENTREP3,0.04175511
SCAMP3,0.14293036
CLK2,0.07179464
FDPS,0.39351872
RUSC1,0.09164066
ASH1L,0.4220445
MSTO1,0.02513669
YY1AP1,0.1142604
DAP3,0.16623807
GON4L,0.20226343
SYT11,0.070147134
RIT1,0.11707972
KHDC4,0.14591256
ARHGEF2,0.12470185
SSR2,0.6028768
UBQLN4,0.054362465
LAMTOR2,0.3513246
RAB25,0.19695772
LMNA,0.73200035
SEMA4A,0.04707229
SLC25A44,0.060478784
PMF1,0.25422457
SMG5,0.075254835
TMEM79,0.018946249
GLMP,0.1168377
CCT3,0.48760843
MEF2D,0.19373898
NAXE,0.34802148
GPATCH4,0.06357946
NES,0.21310733
CRABP2,0.023416398
ISG20L2,0.102771044
METTL25B,0.10335912
MRPL24,0.2041251
HDGF,0.33329868
PRCC,0.12594363
SH2D2A,0.012948683
PEAR1,0.10999528
ARHGEF11,0.07982381
ETV3,0.06757393
CD5L,0.0
KIRREL1,0.057678126
CD1D,0.010804065
CD1C,0.0
MNDA,0.014158203
PYHIN1,0.0
IFI16,0.22698395
ACKR1,0.08579752
FCER1A,0.0
ENSG00000228560,0.0
APCS,0.0
DUSP23,0.27917007
FCRL6,0.0
TAGLN2,0.5594629
PIGM,0.07708149
IGSF8,0.19769873
ATP1A2,0.062826306
PEA15,0.18134122
DCAF8,0.20355327
PEX19,0.14455795
COPA,0.34503183
NCSTN,0.21078442
SLAMF6,0.0
CD84,0.00701492
SLAMF1,0.0
CD48,0.026556483
SLAMF7,0.0
LY9,0.0
CD244,0.0
ITLN1,0.040241376
F11R,0.17846622
TSTD1,0.7060585
USF1,0.06079709
ARHGAP30,0.0057774703
NECTIN4,0.027288929
KLHDC9,0.089019835
PFDN2,0.48337564
NIT1,0.16312933
DEDD,0.052284904
UFC1,0.49470416
USP21,0.032482523
PPOX,0.057182476
B4GALT3,0.093334466
ADAMTS4,0.0066351066
NDUFS2,0.48534784
FCER1G,0.03738276
APOA2,0.0008362239
TOMM40L,0.029158523
SDHC,0.49991438
FCGR2A,0.012008805
HSPA6,0.0
FCGR3A,0.018871147
FCGR3B,0.0
FCGR2B,0.0
FCRLB,0.008798252
DUSP12,0.09060343
ATF6-DT,0.0
ATF6,0.24257353
OLFML2B,0.0010639224
SH2D1B,0.0025318712
UHMK1,0.23595406
UAP1,0.10806192
DDR2,0.044708222
HSD17B7,0.06377104
RGS4,0.0
RGS5,0.0
ENSG00000232995,0.0
PBX1,0.43382052
MGST3,1.4335817
ALDH9A1,0.30215368
TMCO1,0.5844563
UCK2,0.053692084
POGK,0.09117238
TADA1,0.020845208
POU2F1,0.11200905
CD247,0.016863363
CREG1,0.22982378
RCSD1,0.06397685
MPZL1,0.14385724
MPC2,0.67957443
DCAF6,0.09460702
GPR161,0.024642767
TIPRL,0.1577722
SFT2D2,0.1548853
XCL2,0.015379613
DPT,0.011162113
ATP1B1,2.0180237
NME7,0.09018833
BLZF1,0.15224719
SLC19A2,0.12679482
F5,0.0
SELP,0.09908523
SELL,0.017402811
METTL18,0.0494491
SCYL3,0.07160731
KIFAP3,0.14863493
GORAB,0.042720143
FMO3,0.0
FMO2,0.052522253
FMO4,0.056605
PRRC2C,0.637884
VAMP4,0.11036913
METTL13,0.052444473
DNM3,0.09562689
DNM3OS,0.034217827
PIGC,0.09124687
SUCO,0.19017082
PRDX6-AS1,0.01820025
PRDX6,0.9865267
KLHL20,0.09276941
CENPL,0.0063593406
DARS2,0.03728505
ZBTB37,0.097249225
RC3H1,0.15962757
RABGAP1L,0.089572676
CACYBP,0.20784405
MRPS14,0.16512509
KIAA0040,0.13916112
COP1,0.075177655
SEC16B,0.04980306
RASAL2,0.22483763
RALGPS2,0.08960197
ANGPTL1,0.13953546
FAM20B,0.13747525
TOR3A,0.07364454
ABL2,0.04328921
SOAT1,0.07915427
TOR1AIP2,0.23566242
TOR1AIP1,0.18508805
ENSG00000260360,0.0
CEP350,0.27471808
QSOX1,0.20684466
ACBD6,0.16927749
XPR1,0.11396442
STX6,0.070323125
MR1,0.05901632
IER5,0.114864826
GLUL,0.63388664
RNASEL,0.036562398
RGS16,0.049683083
NPL,0.02642899
DHX9,0.36035886
LAMC1,0.17474417
SMG7,0.15806447
NCF2,0.01214618
ARPC5,0.4730441
RGL1,0.02964712
TSEN15,0.0959622
C1orf21,0.0700848
EDEM3,0.13650504
NIBAN1,0.088370316
RNF2,0.036184777
TRMT1L,0.09686042
SWT1,0.03152954
IVNS1ABP,0.7713156
ENSG00000273004,0.006596748
HMCN1,0.038784306
TPR,0.4528764
ODR4,0.13761915
PTGS2,0.023381041
RGS18,0.013063536
RGS1,0.016576447
RGS13,0.0
RGS2,0.07836779
UCHL5,0.16177413
RO60,0.25165415
GLRX2,0.08427512
CDC73,0.19154175
KCNT2,0.013921678
CFH,0.11567201
CFHR1,0.0
ZBTB41,0.12346602
DENND1B,0.12046525
NEK7,0.10984472
PTPRC,0.053707734
MIR181A1HG,0.011232194
NR5A2,0.018101433
ZNF281,0.094310634
DDX59,0.1123222
CAMSAP2,0.13721855
KIF21B,0.0069581824
TMEM9,0.29508802
PKP1,0.0
PHLDA3,0.081811816
CSRP1,0.5547225
NAV1,0.05842407
IPO9-AS1,0.0061356085
IPO9,0.11073288
SHISA4,0.07898467
ENSG00000223774,0.011448339
LMOD1,0.05356466
TIMM17A,0.17554371
RNPEP,0.10253526
ELF3,0.40873498
ARL8A,0.28372833
PTPN7,0.013616439
LGR6,0.0034067093
UBE2T,0.008158207
PPP1R12B,0.11435926
KDM5B,0.091659285
PCAT6,0.007987115
RABIF,0.051310115
KLHL12,0.069407225
ADIPOR1,0.22325753
CYB5R1,0.20341773
TMEM183A,0.16359672
LINC01353,0.0017199059
BTG2-DT,0.0015001849
BTG2,1.5453157
PRELP,0.04262977
ATP2B4,0.13548774
LAX1,0.0
ZC3H11A,0.016807426
ZBED6,0.0067456877
SNRPE,0.52074945
SOX13,0.13732666
ETNK2,0.10629539
PLEKHA6,0.120783634
PPP1R15B,0.19568379
PIK3C2B,0.045412213
MDM4,0.3810734
NFASC,0.049709212
RBBP5,0.05925146
DSTYK,0.1332507
CDK18,0.05111842
ELK4,0.14814137
SLC45A3,0.027184146
NUCKS1,1.1031063
RAB29,0.07437106
SLC41A1,0.035133757
PM20D1,0.0
RHEX,0.025433358
FAM72A,0.0052116737
SRGAP2,0.0765515
RASSF5,0.008899645
EIF2D,0.14116466
MAPKAPK2,0.19050306
IL10,0.0
IL20,0.0
FCMR,0.005428239
PFKFB2,0.07275736
YOD1,0.033226945
CD55,0.19315195
CR1,0.0
CD46,0.89039826
MIR29B2CHG,0.27025366
CD34,0.28581953
PLXNA2,0.13108915
G0S2,0.37345827
TRAF3IP3,0.019886648
IRF6,0.09493917
UTP25,0.047423054
SERTAD4-AS1,0.23290408
HHAT,0.035801094
RCOR3,0.19222422
TRAF5,0.061574053
LINC00467,0.114573464
SLC30A1,0.12700316
NEK2,0.0
LPGAT1,0.13389538
INTS7,0.019186579
PPP2R5A,0.16268064
PACC1,0.030274922
NENF,0.6139965
ENSG00000260805,0.056420114
ATF3,1.1901126
BATF3,0.011828308
NSL1,0.141894
TATDN3,0.10662276
FLVCR1,0.03234148
ANGEL2,0.09422918
RPS6KC1,0.059032768
SMYD2,0.05028998
PTPN14,0.22298329
CENPF,0.0
KCTD3,0.1740574
GPATCH2,0.13425748
RRP15,0.12856409
TGFB2,0.03336904
LYPLAL1,0.2872368
EPRS1,0.3178628
