,KRP461
HECTD3,0.032928936
UROD,0.035363186
MUTYH,0.051405597
TOE1,0.019307006
PRDX1,0.14411747
AKR1A1,0.27953938
NASP,0.1907517
CCDC17,0.016591793
GPBP1L1,0.65621334
TMEM69,0.036904335
IPP,0.14882714
MAST2,0.37320587
PIK3R3,0.013318246
TSPAN1,0.1676521
POMGNT1,0.1545091
LURAP1,0.10804435
LRRC41,0.1702627
UQCRH,0.2699189
NSUN4,0.10838439
FAAH,0.23619585
MKNK1,0.21019182
MOB3C,0.0
ATPAF1,0.182643
EFCAB14,0.21605517
CYP4B1,0.012099828
TAL1,0.007959443
CMPK1,0.12873723
TRABD2B,1.1155155
SPATA6,0.5791576
ELAVL4,0.004000431
FAF1,1.3968554
CDKN2C,0.0070360564
RNF11,0.23692255
EPS15,0.680517
OSBPL9,0.74962676
NRDC,0.53239584
TXNDC12,0.11264823
KTI12,0.0
BTF3L4,0.1718722
ZFYVE9,0.45825678
CC2D1B,0.10136507
PRPF38A,0.07537639
TUT4,0.7672829
GPX7,0.005733951
SHISAL2A,0.00807454
COA7,0.011629254
ZYG11B,0.32705823
ECHDC2,0.8674279
SCP2,0.46329463
PODN,0.003518332
CPT2,0.043836396
CZIB,0.03486825
MAGOH,0.06553192
LRP8,0.012676399
NDC1,0.06799063
YIPF1,0.070243254
IFT25,0.11518935
LRRC42,0.04774176
TMEM59,0.29845577
TCEANC2,0.07719448
CYB5RL,0.0
MRPL37,0.053051766
SSBP3,0.53895825
ACOT11,0.5709208
TTC4,0.0028553118
DHCR24,0.08241201
TMEM61,0.039552953
USP24,0.79609686
PLPP3,0.5552047
OMA1,0.00024056685
TACSTD2,0.11810292
MYSM1,0.30544552
JUN,0.63243294
FGGY,1.4920095
NFIA,0.92180306
NFIA-AS2,0.0
TM2D1,0.2572304
PATJ,2.2845461
USP1,0.046029985
DOCK7,0.5023589
ANGPTL3,0.024219481
ATG4C,0.1329837
ALG6,0.07651658
ITGB3BP,0.15829252
EFCAB7,0.09050791
PGM1,0.19228145
CACHD1,0.6369231
JAK1,0.4143497
AK4,0.49404502
DNAJC6,0.16370739
LEPROT,0.00016660076
LEPR,0.16372097
PDE4B,0.031576462
SGIP1,0.32043874
MIER1,0.26493257
SERBP1,0.2270631
GADD45A,0.32559404
GNG12,0.54804
WLS,0.6476431
LRRC40,0.15833244
SRSF11,0.8202169
ANKRD13C,0.33701685
ZRANB2,0.6563869
FPGT,0.0
FPGT-TNNI3K,0.0
CRYZ,0.26629266
TYW3,0.086043335
ACADM,0.41560292
RABGGTB,0.062402595
ST6GALNAC3,0.13239416
PIGK,0.13353081
ZZZ3,0.6423478
USP33,0.5624546
MIGA1,0.3912172
NEXN,0.09951016
FUBP1,0.37236822
DNAJB4,0.0040804152
GIPC2,0.4361956
ENSG00000273338,0.011454728
IFI44L,0.042065218
IFI44,0.049810547
ADGRL4,0.0483862
ADGRL2,0.7020029
TTLL7,0.064459614
PRKACB,0.3029328
RPF1,0.05980216
GNG5,0.099161476
SPATA1,0.06811818
CTBS,0.0955779
SSX2IP,0.10088779
C1orf52,0.09658081
BCL10,0.08842689
DDAH1,0.70429194
CCN1,0.08487455
ZNHIT6,0.13879016
ODF2L,0.3231293
SH3GLB1,0.22897163
SELENOF,0.21102245
HS2ST1,0.29809713
LMO4,0.08526221
PKN2,0.9225701
GTF2B,0.10259819
KYAT3,0.18668881
RBMXL1,0.0
GBP3,0.034527883
GBP1,0.04097692
GBP2,0.04025686
GBP4,0.030550422
GBP5,0.00088988716
LRRC8B,0.14330852
LRRC8C-DT,0.03156385
LRRC8C,0.0
LRRC8D,0.058893275
ZNF326,0.26533425
ZNF644,0.7008936
TGFBR3,0.44630405
BTBD8,0.13224357
GLMN,0.18658943
RPAP2,0.5291974
EVI5,0.72597444
RPL5,0.25374302
DIPK1A,0.24234632
MTF2,0.3783294
TMED5,0.18984257
CCDC18,0.10507551
DR1,0.07508378
FNBP1L,0.8221634
BCAR3,0.31265023
DNTTIP2,0.05772192
GCLM,0.055669997
ARHGAP29,0.71048164
ABCD3,0.5624899
F3,0.015120576
CNN3,0.48739117
ALG14,0.16585256
TLCD4,0.0
PTBP2,0.5646051
DPYD,0.71804017
SNX7,0.12488398
PALMD,0.07307938
AGL,0.2792974
SLC35A3,0.0
MFSD14A,0.0037645686
TRMT13,0.18612295
DBT,0.18532404
RTCA-AS1,0.011098539
RTCA,0.14594744
CDC14A,0.23764917
VCAM1,0.086961225
EXTL2,0.18191315
SLC30A7,0.19648805
DPH5,0.06898105
DPH5-DT,0.05757631
S1PR1,0.0025614193
RNPC3,0.7609874
PRMT6,0.0044525648
VAV3,1.1664166
SLC25A24,0.15906917
EEIG2,0.04238389
HENMT1,0.0030493846
PRPF38B,0.31636125
STXBP3,0.21508574
GPSM2,0.05321325
CLCC1,0.0
WDR47,0.056310136
TAF13,0.0344454
TMEM167B,0.045862753
SARS1,0.12330883
CELSR2,0.03865226
PSRC1,0.0019113115
SORT1,0.23605649
PSMA5,0.1268308
CYB561D1,0.031037629
AMIGO1,0.008853391
GNAI3,0.24845092
AMPD2,0.07499824
GSTM4,0.06491463
GSTM1,0.0
GSTM5,0.0040901406
GSTM3,0.113268726
CSF1,0.00937129
AHCYL1,0.34448534
STRIP1,0.088954635
KCNC4,0.15942788
RBM15,0.067472376
SLC16A4,0.2698706
LAMTOR5,0.17311266
CD53,0.0065778173
LRIF1,0.04950554
DRAM2,0.10618088
CEPT1,0.23319368
ENSG00000273221,0.009598371
DENND2D,0.07280013
WDR77,0.038173243
ATP5PB,0.16775052
C1orf162,0.0053323116
TMIGD3,0.0056144255
ADORA3,0.0
RAP1A,0.39718518
DDX20,0.029886847
CTTNBP2NL,0.16912222
WNT2B,0.108849734
ST7L,0.24423978
CAPZA1,0.31589463
MOV10,0.15112674
RHOC,0.087288365
PPM1J,0.0009830899
SLC16A1,0.037691556
SLC16A1-AS1,0.16633467
LRIG2,0.29077962
MAGI3,1.1987283
PHTF1,0.1540062
RSBN1,0.16808107
PTPN22,0.013032576
AP4B1,0.022920243
DCLRE1B,0.0038771955
HIPK1-AS1,0.0026598228
HIPK1,0.12652302
OLFML3,0.0026238677
TRIM33,0.5373907
BCAS2,0.06947572
DENND2C,0.038590413
NRAS,0.03991032
CSDE1,0.34403357
SIKE1,0.07863417
TSPAN2,0.016597351
NGF,0.00478126
VANGL1,0.052863937
CASQ2,0.0012028826
SLC22A15,0.28857762
ATP1A1,1.2629348
CD58,0.2516703
CD2,0.0
PTGFRN,0.06349019
TTF2,0.091935955
TRIM45,0.010144208
VTCN1,0.021666203
MAN1A2,0.5626722
TENT5C,0.032290015
GDAP2,0.17818911
WDR3,0.038295273
WARS2,0.18231532
PHGDH,0.04684282
HMGCS2,0.06504409
NOTCH2,0.13371253
SEC22B,0.17425576
LINC00623,0.33455342
FCGR1BP,0.0
SRGAP2C,0.123659685
LINC02591,0.037871346
LINC02802,0.0076416126
NBPF15,0.06520221
SRGAP2B,0.13965793
ENSG00000276216,0.0043558595
GPR89A,0.14721209
PDZK1,0.5981396
CD160,0.0027858552
RNF115,0.47412533
POLR3C,0.0631099
NUDT17,0.007707157
PIAS3,0.025416192
ITGA10,0.0048879203
PEX11B,0.037248787
RBM8A,0.08499316
LIX1L,0.02032572
POLR3GL,0.019795597
TXNIP,0.8349286
NOTCH2NLA,0.0
NBPF12,0.29814267
PRKAB2,0.09477705
ENSG00000237188,0.17267728
FMO5,0.2101078
CHD1L,0.13444157
BCL9,0.2762661
ACP6,0.16431531
GJA5,0.0077816243
NBPF11,0.19978611
NBPF14,0.107076295
PDE4DIP,0.44403788
NBPF9,0.0866546
ENSG00000274265,0.5960204
NBPF19,0.05646646
FCGR1A,0.0015535072
H2BC18,0.0028987979
H2AC19,0.0
H2AC20,0.003493408
BOLA1,0.015902359
SF3B4,0.05897476
MTMR11,0.04413548
OTUD7B,0.43779776
VPS45,0.32128185
PLEKHO1,0.017541626
ANP32E,0.06286999
APH1A,0.07172364
C1orf54,0.10177139
MRPS21,0.13475546
PRPF3,0.19476405
RPRD2,0.76446223
TARS2,0.062143367
ECM1,0.010917277
ADAMTSL4-AS2,0.022943893
MCL1,0.23501459
ENSA,0.3958753
GOLPH3L,0.13172671
CTSS,0.01534777
CTSK,0.023656493
ARNT,0.25183997
SETDB1,0.17121054
CERS2,0.07741849
ANXA9,0.020040289
MINDY1,0.108896956
C1orf56,0.100557074
CDC42SE1,0.15302707
MLLT11,0.0074467487
GABPB2,0.33310872
TNFAIP8L2,0.0
SCNM1,0.05061066
LYSMD1,0.025412144
VPS72,0.038115755
PIP5K1A,0.58692724
PSMD4,0.09829853
ZNF687,0.03099362
PI4KB,0.17614202
RFX5,0.014610376
SELENBP1,0.1873932
PSMB4,0.05682388
POGZ,0.85275507
CGN,0.118613295
TUFT1,0.2886941
SNX27,0.25972834
MRPL9,0.027329452
OAZ3,0.000532478
TDRKH,0.010667957
TDRKH-AS1,0.0049202368
THEM4,0.20344105
S100A10,0.14280662
S100A11,0.13473871
TCHH,0.0
S100A9,0.00076130446
S100A12,0.0
S100A8,0.0
S100A7,0.0
S100A6,0.45574257
S100A5,0.00083275547
S100A4,0.028579365
S100A16,0.018724188
S100A14,0.013927127
S100A13,0.08232159
CHTOP,0.15632185
SNAPIN,0.023371376
ILF2,0.09170739
NPR1,0.016080793
INTS3,0.21821761
SLC27A3,0.019408092
GATAD2B,0.75048643
DENND4B,0.097724535
CRTC2,0.056525197
SLC39A1,0.03670108
CREB3L4,0.02302732
JTB,0.07364646
JTB-DT,0.0009017293
RAB13,0.05192992
RPS27,0.19270957
TPM3,0.17272222
C1orf43,0.1707452
UBAP2L,0.24075507
HAX1,0.05462056
ATP8B2,0.023628797
IL6R,0.21829839
SHE,0.016718108
UBE2Q1,0.045146298
ADAR,0.222494
KCNN3,0.2106644
PMVK,0.0684578
PBXIP1,0.09856313
PYGO2,0.020875556
SHC1,0.01427116
CKS1B,0.011310616
FLAD1,0.04480564
ZBTB7B,0.06400631
ADAM15,0.014679554
EFNA4,0.0
EFNA3,0.0
EFNA1,0.1008635
SLC50A1,0.03293896
DPM3,0.07389661
KRTCAP2,0.012537454
MUC1,0.019460807
THBS3,0.08824648
MTX1,0.031507567
GBA1,0.08613801
ENTREP3,0.037455954
SCAMP3,0.069135785
CLK2,0.1076583
FDPS,0.27335793
RUSC1,0.06125138
ASH1L,1.43773
MSTO1,0.029248776
YY1AP1,0.2708738
DAP3,0.22085693
GON4L,0.49882278
SYT11,0.009610463
RIT1,0.0912385
KHDC4,0.25052345
ARHGEF2,0.074641936
SSR2,0.08280319
UBQLN4,0.062037267
LAMTOR2,0.038651135
RAB25,0.029568776
LMNA,0.21354178
SEMA4A,0.023537586
SLC25A44,0.17572527
PMF1,0.0
SMG5,0.1512669
TMEM79,0.020421976
GLMP,0.074092865
CCT3,0.120539166
MEF2D,0.16300231
NAXE,0.043886688
GPATCH4,0.031909812
NES,0.009158613
CRABP2,0.0060103815
ISG20L2,0.0528307
METTL25B,0.07551054
MRPL24,0.038697734
HDGF,0.101303875
PRCC,0.17954239
SH2D2A,0.0014952287
PEAR1,0.002834901
ARHGEF11,0.3218905
ETV3,0.029935472
CD5L,0.0016418619
KIRREL1,0.1385755
CD1D,0.0011491678
CD1C,0.0
MNDA,0.003644475
PYHIN1,0.028847208
IFI16,0.06514534
ACKR1,0.0
FCER1A,0.001256059
ENSG00000228560,0.008231132
APCS,0.0
DUSP23,0.041654628
FCRL6,0.0010810586
TAGLN2,0.048428826
PIGM,0.0
IGSF8,0.055194113
ATP1A2,0.0
PEA15,0.024247032
DCAF8,0.1408525
PEX19,0.00072853337
COPA,0.34947214
NCSTN,0.07279683
SLAMF6,0.0012492596
CD84,0.0011567909
SLAMF1,0.0
CD48,0.0018926647
SLAMF7,0.0016901382
LY9,0.0015810245
CD244,0.00052720174
ITLN1,0.0
F11R,0.0861338
TSTD1,0.0
USF1,0.05042593
ARHGAP30,0.011580043
NECTIN4,0.019064661
KLHDC9,0.014342686
PFDN2,0.119693235
NIT1,0.1435922
DEDD,0.08159869
UFC1,0.072306395
USP21,0.031011568
PPOX,0.04374627
B4GALT3,0.05603209
ADAMTS4,0.0014378092
NDUFS2,0.15166451
FCER1G,0.0075134216
APOA2,0.0
TOMM40L,0.015552496
SDHC,0.2679906
FCGR2A,0.0047316127
HSPA6,0.0033891054
FCGR3A,0.0023334255
FCGR3B,0.0
FCGR2B,0.0011622859
FCRLB,0.0026201138
DUSP12,0.040942874
ATF6-DT,0.0036507035
ATF6,0.4787636
OLFML2B,0.010827884
SH2D1B,0.00968399
UHMK1,0.20556378
UAP1,0.20123878
DDR2,0.067040555
HSD17B7,0.116384245
RGS4,0.0
RGS5,0.0
ENSG00000232995,0.0
PBX1,1.3869168
MGST3,0.31243148
ALDH9A1,0.07674698
TMCO1,0.17353244
UCK2,0.09801619
POGK,0.12881523
TADA1,0.062241413
POU2F1,0.57419705
CD247,0.011512535
CREG1,0.07092159
RCSD1,0.011058491
MPZL1,0.13780373
MPC2,0.12019257
DCAF6,0.6218329
GPR161,0.011851913
TIPRL,0.08348532
SFT2D2,0.13969508
XCL2,0.0
DPT,0.016515516
ATP1B1,1.851702
NME7,0.6427617
BLZF1,0.11081821
SLC19A2,0.36143687
F5,0.0066908374
SELP,0.022358224
SELL,0.0005566571
METTL18,0.0021340991
SCYL3,0.11426208
KIFAP3,0.26768768
GORAB,0.03390248
FMO3,0.0056534684
FMO2,0.021314193
FMO4,0.39900345
PRRC2C,0.88309777
VAMP4,0.04141358
METTL13,0.022032674
DNM3,0.4272074
DNM3OS,0.0053488268
PIGC,0.08521781
SUCO,0.24808106
PRDX6-AS1,0.1622346
PRDX6,0.20340696
KLHL20,0.4557655
CENPL,0.014215901
DARS2,0.05473976
ZBTB37,0.1636184
RC3H1,0.48015663
RABGAP1L,1.9010415
CACYBP,0.03783505
MRPS14,0.04753895
KIAA0040,0.10847375
COP1,0.8361245
SEC16B,0.1124982
RASAL2,0.561186
RALGPS2,0.6197497
ANGPTL1,0.0726077
FAM20B,0.13111378
TOR3A,0.024617936
ABL2,0.37445953
SOAT1,0.15932484
TOR1AIP2,0.20579049
TOR1AIP1,0.11589579
ENSG00000260360,0.0
CEP350,0.65126103
QSOX1,0.08958002
ACBD6,0.6330712
XPR1,0.7077738
STX6,0.11848336
MR1,0.07217265
IER5,0.0007040749
GLUL,0.07269382
RNASEL,0.020361224
RGS16,0.015755158
NPL,0.48660478
DHX9,0.32962197
LAMC1,0.22385494
SMG7,0.33640802
NCF2,0.0077164914
ARPC5,0.060233474
RGL1,0.43103737
TSEN15,0.14019573
C1orf21,0.08216621
EDEM3,0.17329273
NIBAN1,0.025324246
RNF2,0.1168635
TRMT1L,0.08497877
SWT1,0.22458132
IVNS1ABP,0.5508998
ENSG00000273004,0.0005253972
HMCN1,0.21768546
TPR,0.4170924
ODR4,0.21835285
PTGS2,0.0031871083
RGS18,0.001963841
RGS1,0.0012169266
RGS13,0.0016680025
RGS2,0.0072543263
UCHL5,0.097969115
RO60,0.15165496
GLRX2,0.026702572
CDC73,0.3333144
KCNT2,0.06705255
CFH,0.032653164
CFHR1,0.0
ZBTB41,0.0838856
DENND1B,0.5634794
NEK7,0.64525956
PTPRC,0.03793288
MIR181A1HG,0.08546681
NR5A2,0.0048563792
ZNF281,0.092057616
DDX59,0.10746196
CAMSAP2,0.46810013
KIF21B,0.0042885127
TMEM9,0.075368844
PKP1,0.0018558641
PHLDA3,0.007927834
CSRP1,0.08441175
NAV1,0.09915641
IPO9-AS1,0.019835355
IPO9,0.21966441
SHISA4,0.0043094587
ENSG00000223774,0.0011000616
LMOD1,0.012344698
TIMM17A,0.10381987
RNPEP,0.07903529
ELF3,0.63379174
ARL8A,0.066598415
PTPN7,0.0048213936
LGR6,0.0007416829
UBE2T,0.0034737745
PPP1R12B,0.78614664
KDM5B,0.3359226
PCAT6,0.0038792198
RABIF,0.017618729
KLHL12,0.08691683
ADIPOR1,0.061943263
CYB5R1,0.06478878
TMEM183A,0.049252655
LINC01353,0.0010927841
BTG2-DT,0.00496924
BTG2,0.48620725
PRELP,0.004874086
ATP2B4,0.32436678
LAX1,0.0020004895
ZC3H11A,0.002340607
ZBED6,0.0
SNRPE,0.036616784
SOX13,0.14299332
ETNK2,0.08766314
PLEKHA6,0.6100036
PPP1R15B,0.08929918
PIK3C2B,0.07365458
MDM4,0.664231
NFASC,0.03233923
RBBP5,0.13183215
DSTYK,0.22394331
CDK18,0.192055
ELK4,0.18160196
SLC45A3,0.007975257
NUCKS1,0.4424694
RAB29,0.12664796
SLC41A1,0.11353676
PM20D1,0.024279548
RHEX,0.23015288
FAM72A,0.0014318193
SRGAP2,0.18220906
RASSF5,0.012890956
EIF2D,0.05720853
MAPKAPK2,0.34414738
IL10,0.0002919777
IL20,0.0
FCMR,0.0
PFKFB2,0.2143731
YOD1,0.050001238
CD55,0.08076614
CR1,0.010675085
CD46,0.48680073
MIR29B2CHG,0.7070477
CD34,0.017771848
PLXNA2,0.20826903
G0S2,0.1669206
TRAF3IP3,0.017084189
IRF6,0.077154234
UTP25,0.023414543
SERTAD4-AS1,0.021259183
HHAT,0.17526034
RCOR3,0.52231413
TRAF5,0.056942694
LINC00467,0.122892104
SLC30A1,0.02117457
NEK2,0.0
LPGAT1,0.27297586
INTS7,0.0979631
PPP2R5A,0.47249535
PACC1,0.09088289
NENF,0.076762326
ENSG00000260805,0.0048886067
ATF3,0.38126653
BATF3,0.0019366972
NSL1,0.16360646
TATDN3,0.10661731
FLVCR1,0.09269381
ANGEL2,0.15582807
RPS6KC1,0.54346377
