,3504
FHAD1,0.084479444
EFHD2,0.045071293
CASP9,0.23315988
DNAJC16,0.2733865
DDI2,0.3203825
PLEKHM2,0.24312313
SLC25A34,0.027570765
FBLIM1,0.12900554
SPEN-AS1,0.05263071
SPEN,0.70551014
ZBTB17,0.09084946
SRARP,0.0024034744
HSPB7,0.04601207
EPHA2,0.1758784
CPLANE2,0.0073627993
FBXO42,0.56331515
SZRD1,0.22473283
NECAP2,0.112183325
NBPF1,0.26675725
CROCC,0.46010348
ENSG00000238142,0.012452646
MFAP2,0.0039673285
ATP13A2,0.086247854
SDHB,0.2316727
PADI2,0.102577336
PADI4,0.0028854432
RCC2,0.12649013
ARHGEF10L,0.78660226
IGSF21,0.010833369
ALDH4A1,0.0
IFFO2,0.093679
UBR4,0.572273
EMC1,0.07867989
MRTO4,0.04351193
AKR7A3,0.019705381
AKR7A2,0.04482519
SLC66A1,0.0311324
CAPZB,0.67249817
MICOS10,0.0
NBL1,0.024042172
TMCO4,0.48250824
OTUD3,0.12973292
PLA2G5,0.0008464426
CAMK2N1,0.26329687
MUL1,0.0427566
CDA,0.070916235
PINK1,0.15240227
PINK1-AS,0.020837253
DDOST,0.06768935
KIF17,0.019537473
HP1BP3,0.676924
EIF4G3,1.3363254
ECE1,0.47359133
NBPF3,0.10787908
ALPL,0.04337974
USP48,0.5230478
HSPG2,0.70230436
CDC42,0.47916704
WNT4,0.007725442
ZBTB40,0.20560811
C1QA,0.0024778747
C1QC,0.0013321295
C1QB,0.0036571126
EPHB2,0.11572832
KDM1A,0.3434798
LUZP1,0.48097092
HNRNPR,0.44961885
ZNF436,0.019115292
TCEA3,0.25609013
ASAP3,0.17500651
ID3,0.14962721
RPL11,0.15944937
ELOA,0.101801515
PITHD1,0.07900435
LYPLA2,0.0674354
GALE,0.046661396
HMGCL,0.18903828
FUCA1,0.14712279
PNRC2,0.17034031
SRSF10,0.48049688
STPG1,0.14459579
NIPAL3,0.38559997
RCAN3,0.13102505
SRRM1,0.38335466
CLIC4,0.8230691
RUNX3,0.006161479
SYF2,0.08907407
RSRP1,0.7999392
TMEM50A,0.11171951
MACO1,0.29023594
LDLRAP1,0.14136533
MAN1C1,0.49259856
ENSG00000233478,0.05399258
SELENON,0.036592018
MTFR1L,0.13393894
PAQR7,0.09037659
STMN1,0.05436037
PAFAH2,0.1003732
PDIK1L,0.060366336
FAM110D,0.018811721
ZNF593OS,0.00025976181
ZNF593,0.017016022
CEP85,0.09956202
SH3BGRL3,0.025516756
UBXN11,0.06593418
CD52,0.00085170486
DHDDS,0.17911991
HMGN2,0.1586121
RPS6KA1,0.10733647
ARID1A,0.66181636
PIGV,0.02771227
ZDHHC18,0.06502381
SFN,0.0011524939
GPN2,0.09571152
GPATCH3,0.03752907
NUDC,0.18142141
KDF1,0.029474376
TRNP1,0.039569173
SLC9A1,0.22264016
WDTC1,0.24473524
TMEM222,0.09226672
SYTL1,0.0057772477
MAP3K6,0.019615524
FCN3,0.006247206
CD164L2,0.0
WASF2,0.62271595
AHDC1,0.35531342
FGR,0.027338257
IFI6,0.031794257
FAM76A,0.17044824
STX12,0.4911808
PPP1R8,0.12978207
THEMIS2,0.013958488
RPA2,0.109839566
XKR8,0.017490463
EYA3,0.6514281
PTAFR,0.015364476
DNAJC8,0.110784024
ATP5IF1,0.16288242
ENSG00000270605,0.05061118
MED18,0.014396154
PHACTR4,0.7625603
RCC1,0.114031464
TRNAU1AP,0.16951682
SNHG12,0.024849677
TAF12,0.18281798
RAB42,0.0006729914
GMEB1,0.13234405
YTHDF2,0.21014649
EPB41,0.5100989
TMEM200B,0.008072923
SRSF4,0.77469224
MECR,0.15753071
PTPRU,0.07650054
LAPTM5,0.010949127
SDC3,0.041832253
PUM1,0.9277839
NKAIN1,0.0070250593
SNRNP40,0.16530664
ZCCHC17,0.2885949
FABP3,0.03313461
SERINC2,0.25515914
TINAGL1,0.36151055
PEF1,0.10264858
COL16A1,0.046144813
PTP4A2,0.19854818
KHDRBS1,0.44128674
TMEM39B,0.09132422
KPNA6,0.38641804
TXLNA,0.1607779
CCDC28B,0.0115838675
IQCC,0.010045086
TMEM234,0.047165427
EIF3I,0.0559198
FAM167B,0.030765047
LCK,0.0047744922
HDAC1,0.20930721
MARCKSL1,0.029457169
FAM229A,0.03527383
BSDC1,0.32245505
ZBTB8A,0.034999736
ZBTB8OS,0.32207105
RBBP4,0.31950817
SYNC,0.044417437
NHSL3,0.3717234
YARS1,0.1608385
S100PBP,0.30840594
TMEM54,0.026743485
RNF19B,0.17402555
AK2,0.3115022
ZNF362,0.2562787
PHC2,0.60784495
SMIM12,0.1816508
GJA4,0.019087808
ENSG00000284773,0.04653281
ZMYM6,0.0028217856
ZMYM1,0.2352176
SFPQ,0.700311
ZMYM4,0.76131946
KIAA0319L,0.72908807
TFAP2E-AS1,0.0024844431
PSMB2,0.1478873
C1orf216,0.00894856
CLSPN,0.009107181
AGO4,0.35564378
AGO1,0.16265303
AGO3,0.82896286
ADPRS,0.052655384
COL8A2,0.007945662
TRAPPC3,0.069131926
MAP7D1,0.07560145
THRAP3,0.5523309
SH3D21,0.042666618
EVA1B,0.048820116
STK40,0.23199917
LSM10,0.030376345
OSCP1,0.069087446
MRPS15,0.036343507
CSF3R,0.0064576287
LITATS1,0.062076177
ZC3H12A,0.037992787
MEAF6,0.15668301
SNIP1,0.106587626
DNALI1,0.049043797
GNL2,0.09836188
AIRIM,0.043515638
CDCA8,0.00810008
YRDC,0.030870738
C1orf122,0.04066944
MTF1,0.18697104
INPP5B,0.31475446
SF3A3,0.13027191
FHL3,0.031286146
UTP11,0.04738212
RRAGC,0.07936494
MYCBP,0.010617157
RHBDL2,0.02961381
AKIRIN1,0.3268221
NDUFS5,0.08824995
MACF1,1.6708895
PABPC4,0.16176046
HEYL,0.051093113
PPIE,0.07790646
TRIT1,0.17335717
MFSD2A,0.0209573
CAP1,0.24550927
PPT1,0.08540793
RLF,0.5120988
ZMPSTE24-DT,0.022724016
ZMPSTE24,0.21670723
COL9A2,0.049278855
SMAP2,0.17021617
ZNF684,0.09729324
RIMS3,0.008561257
NFYC,0.57225144
CITED4,0.01873168
CTPS1,0.08030378
SCMH1,0.9168248
HIVEP3,0.57415944
FOXJ3,0.6990381
PPCS,0.08739321
CCDC30,0.5880061
PPIH,0.09344617
YBX1,0.19659846
P3H1,0.04230264
C1orf50,0.0
SVBP,0.040427085
ERMAP,0.11988232
ZNF691,0.028787078
SLC2A1,0.07202513
CFAP144,0.013260871
EBNA1BP2,0.2002495
TMEM125,0.028870886
C1orf210,0.017598925
TIE1,0.17292385
ELOVL1,0.048377145
MED8,0.053773977
SZT2,0.28231508
HYI,0.044418205
PTPRF,0.33224437
KDM4A,0.0
ST3GAL3,0.011025881
ARTN,0.0051854574
IPO13,0.047884
DPH2,0.016686872
ATP6V0B,0.21067981
B4GALT2,0.052400846
CCDC24,0.0873806
SLC6A9,0.022231678
DMAP1,0.07346378
ERI3,0.54071164
RNF220,0.120861754
TMEM53,0.10925153
KIF2C,0.0071491254
RPS8,0.14622143
PLK3,0.049249638
BTBD19,0.041386835
EIF2B3,0.28112757
HECTD3,0.04181431
UROD,0.03785855
MUTYH,0.046571434
TOE1,0.017428104
PRDX1,0.15075588
AKR1A1,0.08884806
NASP,0.3384371
CCDC17,0.004684967
GPBP1L1,0.72987777
TMEM69,0.069253944
IPP,0.20123377
MAST2,0.26908323
PIK3R3,0.039165076
TSPAN1,0.082541205
POMGNT1,0.11784265
LURAP1,0.15935302
LRRC41,0.22990118
UQCRH,0.21410945
NSUN4,0.1805162
FAAH,0.07829453
MKNK1,0.24223249
MOB3C,0.0
ATPAF1,0.22917561
EFCAB14,0.33155516
CYP4B1,0.016364465
TAL1,0.057674475
CMPK1,0.21703997
TRABD2B,0.55364496
SPATA6,0.5878931
ELAVL4,0.005632756
FAF1,1.3531494
CDKN2C,0.006403838
RNF11,0.3485269
EPS15,0.76912767
OSBPL9,0.81254697
NRDC,0.71575195
TXNDC12,0.1516674
KTI12,0.0
BTF3L4,0.2082178
ZFYVE9,0.5228778
CC2D1B,0.12636234
PRPF38A,0.1449349
TUT4,0.7861431
GPX7,0.020897886
SHISAL2A,0.01663731
COA7,0.028944312
ZYG11B,0.38947904
ECHDC2,0.69262207
SCP2,0.45129237
PODN,0.0067278077
CPT2,0.097898565
CZIB,0.04545495
MAGOH,0.10194411
LRP8,0.015012254
NDC1,0.1379403
YIPF1,0.10012216
IFT25,0.18297815
LRRC42,0.053069122
TMEM59,0.3311857
TCEANC2,0.0904589
CYB5RL,0.0
MRPL37,0.06116927
SSBP3,0.82678264
ACOT11,0.4976332
TTC4,0.002826475
DHCR24,0.12212497
TMEM61,0.052387666
USP24,0.7953568
PLPP3,0.62246144
OMA1,0.0
TACSTD2,0.35903576
MYSM1,0.40151203
JUN,0.59887475
FGGY,0.9050152
NFIA,1.3643439
NFIA-AS2,0.00082953245
TM2D1,0.377498
PATJ,1.720033
USP1,0.08422911
DOCK7,0.5556942
ANGPTL3,0.026223615
ATG4C,0.26899683
ALG6,0.120033175
ITGB3BP,0.30956665
EFCAB7,0.1655692
PGM1,0.1951977
CACHD1,0.2677942
JAK1,0.7178666
AK4,0.24662653
DNAJC6,0.28759846
LEPROT,0.00038686
LEPR,0.5019754
PDE4B,0.1967742
SGIP1,0.97411525
MIER1,0.4755833
SERBP1,0.31945977
GADD45A,0.13743955
GNG12,0.59376436
WLS,0.6822061
LRRC40,0.2133882
SRSF11,0.7506357
ANKRD13C,0.44182804
ZRANB2,0.7190337
FPGT,0.00017866358
FPGT-TNNI3K,0.0011855101
CRYZ,0.34562036
TYW3,0.13277136
ACADM,0.3475254
RABGGTB,0.06828074
ST6GALNAC3,0.6242425
PIGK,0.23577176
ZZZ3,0.78912526
USP33,0.5948452
MIGA1,0.46468905
NEXN,0.12546511
FUBP1,0.4985691
DNAJB4,0.008020149
GIPC2,0.21262276
ENSG00000273338,0.0039174394
IFI44L,0.07575522
IFI44,0.14367947
ADGRL4,0.37945434
ADGRL2,0.7678861
TTLL7,0.092018254
PRKACB,0.5101924
RPF1,0.07311041
GNG5,0.10512953
SPATA1,0.13313681
CTBS,0.28912055
SSX2IP,0.16390933
C1orf52,0.13789238
BCL10,0.110514365
DDAH1,0.7663444
CCN1,0.27895647
ZNHIT6,0.3247983
ODF2L,0.53005666
SH3GLB1,0.36399186
SELENOF,0.36367854
HS2ST1,0.33100316
LMO4,0.21486992
PKN2,0.86903733
GTF2B,0.20376039
KYAT3,0.25482637
RBMXL1,0.0
GBP3,0.035113495
GBP1,0.06595447
GBP2,0.08487999
GBP4,0.11241313
GBP5,0.0075618066
LRRC8B,0.28990957
LRRC8C-DT,0.06430644
LRRC8C,0.0
LRRC8D,0.03562888
ZNF326,0.31042472
ZNF644,0.84404105
TGFBR3,0.67363036
BTBD8,0.19615334
GLMN,0.21650204
RPAP2,0.6158705
EVI5,0.90183234
RPL5,0.20525044
DIPK1A,0.18192255
MTF2,0.44517392
TMED5,0.24663025
CCDC18,0.1313879
DR1,0.17830278
FNBP1L,0.88807064
BCAR3,0.55656624
DNTTIP2,0.072863944
GCLM,0.10731431
ARHGAP29,1.422449
ABCD3,0.6033789
F3,0.06588719
CNN3,0.8043994
ALG14,0.1704551
TLCD4,0.0020474452
PTBP2,0.81097454
DPYD,0.9583232
SNX7,0.16333349
PALMD,0.2024725
AGL,0.2931275
SLC35A3,0.0019455255
MFSD14A,0.013185368
TRMT13,0.22206093
DBT,0.28191027
RTCA-AS1,0.016051028
RTCA,0.17564026
CDC14A,0.3101758
VCAM1,0.07764336
EXTL2,0.1883509
SLC30A7,0.3325169
DPH5,0.15146357
DPH5-DT,0.17584899
S1PR1,0.065912135
RNPC3,0.37978747
PRMT6,0.016115589
VAV3,0.94877875
SLC25A24,0.24666984
EEIG2,0.1685191
HENMT1,0.011347243
PRPF38B,0.3165008
STXBP3,0.3900349
GPSM2,0.07668725
CLCC1,0.0
WDR47,0.13757163
TAF13,0.10475374
TMEM167B,0.073186405
SARS1,0.1562695
CELSR2,0.079410836
PSRC1,0.004892258
SORT1,0.5523331
PSMA5,0.11582576
CYB561D1,0.06434794
AMIGO1,0.011659926
GNAI3,0.3913482
AMPD2,0.059246305
GSTM4,0.05786813
GSTM1,0.0
GSTM5,0.008215186
GSTM3,0.2002933
CSF1,0.07469181
AHCYL1,0.43516257
STRIP1,0.13436264
KCNC4,0.17520083
RBM15,0.10768962
SLC16A4,0.2370529
LAMTOR5,0.09596708
CD53,0.05918274
LRIF1,0.16869695
DRAM2,0.15508783
CEPT1,0.29084253
ENSG00000273221,0.015154431
DENND2D,0.099948496
WDR77,0.047221884
ATP5PB,0.173483
C1orf162,0.012823336
TMIGD3,0.005897997
ADORA3,0.0
RAP1A,0.709755
DDX20,0.03921024
CTTNBP2NL,0.38180912
WNT2B,0.13698211
ST7L,0.37162834
CAPZA1,0.43726304
MOV10,0.1881911
RHOC,0.081966124
PPM1J,0.00025016553
SLC16A1,0.04070466
SLC16A1-AS1,0.10369668
LRIG2,0.32104164
MAGI3,1.2194438
PHTF1,0.18141206
RSBN1,0.2507066
PTPN22,0.016732635
AP4B1,0.056244038
DCLRE1B,0.003950295
HIPK1-AS1,0.015342558
HIPK1,0.27241716
OLFML3,0.011962961
TRIM33,0.592701
BCAS2,0.14895682
DENND2C,0.09083479
NRAS,0.07879079
CSDE1,0.52092177
SIKE1,0.10057356
TSPAN2,0.0739173
NGF,0.061639104
VANGL1,0.09354032
CASQ2,0.018263662
SLC22A15,0.26435557
ATP1A1,1.406645
CD58,0.2477487
CD2,0.0050847232
PTGFRN,0.11022149
TTF2,0.115142934
TRIM45,0.02264543
VTCN1,0.080901355
MAN1A2,0.6736469
TENT5C,0.08617519
GDAP2,0.30820736
WDR3,0.08503633
WARS2,0.27772835
PHGDH,0.063591294
HMGCS2,0.4105734
NOTCH2,0.2590758
SEC22B,0.2954464
LINC00623,0.4875244
FCGR1BP,0.00087539793
SRGAP2C,0.22540763
LINC02591,0.09945974
LINC02802,0.0035145348
NBPF15,0.17576845
SRGAP2B,0.23775543
ENSG00000276216,0.0016160806
GPR89A,0.11448057
PDZK1,0.24786077
CD160,0.0072354767
RNF115,0.6644076
POLR3C,0.11012615
NUDT17,0.011253777
PIAS3,0.05608936
ITGA10,0.061270308
PEX11B,0.055589624
RBM8A,0.08537209
LIX1L,0.06768695
POLR3GL,0.01396024
TXNIP,1.2440585
NOTCH2NLA,0.0012758633
NBPF12,0.20598559
PRKAB2,0.13083336
ENSG00000237188,0.2831652
FMO5,0.1317749
CHD1L,0.17268577
BCL9,0.27449033
ACP6,0.25673527
GJA5,0.06471832
NBPF11,0.21525341
NBPF14,0.10277955
PDE4DIP,0.93922275
NBPF9,0.122891
ENSG00000274265,0.7548342
NBPF19,0.15230395
FCGR1A,0.0021774587
H2BC18,0.08500584
H2AC19,0.0
H2AC20,0.013071013
BOLA1,0.020795504
SF3B4,0.027804354
MTMR11,0.018488176
OTUD7B,0.4171374
VPS45,0.43354103
PLEKHO1,0.05247853
ANP32E,0.12532288
APH1A,0.106340185
C1orf54,0.03762021
MRPS21,0.13907877
PRPF3,0.32357955
RPRD2,0.75958896
TARS2,0.08726387
ECM1,0.011497389
ADAMTSL4-AS2,0.025466945
MCL1,0.37405086
ENSA,0.71035266
GOLPH3L,0.27045286
CTSS,0.03279993
CTSK,0.026190957
ARNT,0.35302454
SETDB1,0.24248603
CERS2,0.11157599
ANXA9,0.017803397
MINDY1,0.10370264
C1orf56,0.033049267
CDC42SE1,0.22270308
MLLT11,0.015004435
GABPB2,0.3971804
TNFAIP8L2,0.0
SCNM1,0.027654188
LYSMD1,0.027936911
VPS72,0.06846268
PIP5K1A,0.567751
PSMD4,0.13719442
ZNF687,0.033388972
PI4KB,0.2361338
RFX5,0.023733005
SELENBP1,0.09267362
PSMB4,0.037786152
POGZ,1.0200282
CGN,0.17007285
TUFT1,0.42413306
SNX27,0.28758517
MRPL9,0.022891913
OAZ3,0.0014581343
TDRKH,0.043243945
TDRKH-AS1,0.0058288723
THEM4,0.24903573
S100A10,0.24171396
S100A11,0.16782887
TCHH,0.0021927122
S100A9,0.0008269162
S100A12,0.0
S100A8,0.00066827703
S100A7,0.0
S100A6,0.5681503
S100A5,0.0015371894
S100A4,0.12840924
S100A16,0.055596408
S100A14,0.007361104
S100A13,0.090083376
CHTOP,0.25281596
SNAPIN,0.020560216
ILF2,0.095277205
NPR1,0.08514666
INTS3,0.30818328
SLC27A3,0.024003439
GATAD2B,0.6958777
DENND4B,0.13922115
CRTC2,0.039501693
SLC39A1,0.06957861
CREB3L4,0.035194695
JTB,0.09017246
JTB-DT,0.0033807615
RAB13,0.044508718
RPS27,0.051358704
TPM3,0.2706932
C1orf43,0.22945969
UBAP2L,0.2959245
HAX1,0.078685164
ATP8B2,0.06141863
IL6R,0.14187638
SHE,0.12977447
UBE2Q1,0.07659539
ADAR,0.43811366
KCNN3,0.29660794
PMVK,0.096845806
PBXIP1,0.116970055
PYGO2,0.043926626
SHC1,0.022340251
CKS1B,0.013129009
FLAD1,0.053966455
ZBTB7B,0.06676569
ADAM15,0.09077832
EFNA4,0.0
EFNA3,0.0026852991
EFNA1,0.06854883
SLC50A1,0.041902162
DPM3,0.046764776
KRTCAP2,0.0036672947
MUC1,0.015884902
THBS3,0.069695815
MTX1,0.0201799
GBA1,0.054049555
ENTREP3,0.04174837
SCAMP3,0.09851834
CLK2,0.15435292
FDPS,0.20477863
RUSC1,0.05615017
ASH1L,1.27252
MSTO1,0.02746074
YY1AP1,0.28406528
DAP3,0.30222946
GON4L,0.46302456
SYT11,0.06496205
RIT1,0.10602326
KHDC4,0.41753706
ARHGEF2,0.23207931
SSR2,0.08495712
UBQLN4,0.07959985
LAMTOR2,0.01710969
RAB25,0.031131595
LMNA,0.4715597
SEMA4A,0.13876766
SLC25A44,0.11342386
PMF1,0.0
SMG5,0.18644182
TMEM79,0.022934534
GLMP,0.033664413
CCT3,0.13485998
MEF2D,0.30514577
NAXE,0.039081436
GPATCH4,0.03740138
NES,0.11055225
CRABP2,0.0026693402
ISG20L2,0.08846571
METTL25B,0.10877376
MRPL24,0.034140572
HDGF,0.12903269
PRCC,0.17618082
SH2D2A,0.0020073245
PEAR1,0.07906943
ARHGEF11,0.46153614
ETV3,0.10730659
CD5L,0.0
KIRREL1,0.38687333
CD1D,0.0021433888
CD1C,0.0
MNDA,0.0032956963
PYHIN1,0.008539681
IFI16,0.22650836
ACKR1,0.00439847
FCER1A,0.00062537583
ENSG00000228560,0.0017272402
APCS,0.0008488072
DUSP23,0.02282116
FCRL6,0.0018283776
TAGLN2,0.11738662
PIGM,0.0
IGSF8,0.05061156
ATP1A2,0.010891858
PEA15,0.086344205
DCAF8,0.11014274
PEX19,0.005491679
COPA,0.48833665
NCSTN,0.0778647
SLAMF6,0.0028613745
CD84,0.010942104
SLAMF1,0.0039648595
CD48,0.0026520325
SLAMF7,0.0023014785
LY9,0.002269806
CD244,0.0024860748
ITLN1,0.0015805842
F11R,0.10641497
TSTD1,0.00021477834
USF1,0.05161773
ARHGAP30,0.020050077
NECTIN4,0.022370502
KLHDC9,0.02147695
PFDN2,0.12445359
NIT1,0.09642237
DEDD,0.07364464
UFC1,0.03877535
USP21,0.026452625
PPOX,0.04652685
B4GALT3,0.03979842
ADAMTS4,0.012208466
NDUFS2,0.12849219
FCER1G,0.0047005387
APOA2,0.0
TOMM40L,0.023088101
SDHC,0.3601719
FCGR2A,0.02044331
HSPA6,0.0046831304
FCGR3A,0.0018040434
FCGR3B,0.00035347062
FCGR2B,0.0034769806
FCRLB,0.003193422
DUSP12,0.051984493
ATF6-DT,0.0022618766
ATF6,0.6738614
OLFML2B,0.023458418
SH2D1B,0.004234916
UHMK1,0.36304793
UAP1,0.26144794
DDR2,0.17387089
HSD17B7,0.09446428
RGS4,0.0011714469
RGS5,0.0
ENSG00000232995,0.0
PBX1,1.7297726
MGST3,0.45411646
ALDH9A1,0.11021107
TMCO1,0.24058263
UCK2,0.14409618
POGK,0.14631337
TADA1,0.083583206
POU2F1,0.70894337
CD247,0.020950785
CREG1,0.15489006
RCSD1,0.1824339
MPZL1,0.3700814
MPC2,0.11577904
DCAF6,0.70711654
GPR161,0.05339291
TIPRL,0.15404037
SFT2D2,0.28579903
XCL2,0.0
DPT,0.0369494
ATP1B1,1.9091158
NME7,0.61911416
BLZF1,0.2717593
SLC19A2,0.35857266
F5,0.021052176
SELP,0.060558844
SELL,0.0037156236
METTL18,0.01083213
SCYL3,0.18881004
KIFAP3,0.4259232
GORAB,0.09490542
FMO3,0.004146741
FMO2,0.07351062
FMO4,0.28935978
PRRC2C,0.95699394
VAMP4,0.12314439
METTL13,0.03861167
DNM3,0.9585968
DNM3OS,0.045236155
PIGC,0.20697942
SUCO,0.40049255
PRDX6-AS1,0.30233425
PRDX6,0.25363478
KLHL20,0.40625528
CENPL,0.016002104
DARS2,0.06523408
ZBTB37,0.2724669
RC3H1,0.5983971
RABGAP1L,1.5926149
CACYBP,0.07703011
MRPS14,0.080838785
KIAA0040,0.354258
COP1,0.8645408
SEC16B,0.15347889
RASAL2,1.1062025
RALGPS2,0.6864165
ANGPTL1,0.09621074
FAM20B,0.2342683
TOR3A,0.058494035
ABL2,0.53841746
SOAT1,0.21121481
TOR1AIP2,0.43270013
TOR1AIP1,0.24342173
ENSG00000260360,0.0012775783
CEP350,0.775574
QSOX1,0.20898674
ACBD6,0.6594731
XPR1,0.79792595
STX6,0.22690512
MR1,0.16146019
IER5,0.03006846
GLUL,0.17722964
RNASEL,0.06186276
RGS16,0.035880912
NPL,0.11496388
DHX9,0.43115228
LAMC1,0.6456713
SMG7,0.53868014
NCF2,0.0051219654
ARPC5,0.14502229
RGL1,0.4036781
TSEN15,0.20534912
C1orf21,0.47028494
EDEM3,0.28991392
NIBAN1,0.10574172
RNF2,0.19385909
TRMT1L,0.16281277
SWT1,0.24239333
IVNS1ABP,0.8560607
ENSG00000273004,0.0035297272
HMCN1,0.35427633
TPR,0.4537373
ODR4,0.29850754
PTGS2,0.06438862
RGS18,0.002979147
RGS1,0.003373095
RGS13,0.0024330465
RGS2,0.090196945
UCHL5,0.17611217
RO60,0.33058494
GLRX2,0.033462625
CDC73,0.5743919
KCNT2,0.11890134
CFH,0.10612437
CFHR1,0.0
ZBTB41,0.16736396
DENND1B,0.7822206
NEK7,0.8442992
PTPRC,0.043912336
MIR181A1HG,0.21571676
NR5A2,0.10545207
ZNF281,0.049986172
DDX59,0.1656617
CAMSAP2,0.6801892
KIF21B,0.013500458
TMEM9,0.09115721
PKP1,0.0022262754
PHLDA3,0.0126346145
CSRP1,0.23711693
NAV1,0.3579391
IPO9-AS1,0.069822006
IPO9,0.36882278
SHISA4,0.010210662
ENSG00000223774,0.0036607697
LMOD1,0.103501014
TIMM17A,0.11586604
RNPEP,0.115083344
ELF3,0.28029862
ARL8A,0.09529955
PTPN7,0.011722081
LGR6,0.018270861
UBE2T,0.006087266
PPP1R12B,0.8651865
KDM5B,0.43188176
PCAT6,0.0024771274
RABIF,0.031688884
KLHL12,0.14006656
ADIPOR1,0.093282625
CYB5R1,0.05162796
TMEM183A,0.0819886
LINC01353,0.002026254
BTG2-DT,0.0020578345
BTG2,0.43172318
PRELP,0.0701607
ATP2B4,0.34292674
LAX1,0.0066514025
ZC3H11A,0.00028490476
ZBED6,0.0
SNRPE,0.041018512
SOX13,0.388782
ETNK2,0.06692151
PLEKHA6,0.5324074
PPP1R15B,0.13735363
PIK3C2B,0.30742902
MDM4,0.56235486
NFASC,0.24561532
RBBP5,0.19492522
DSTYK,0.3488013
CDK18,0.24548955
ELK4,0.32860905
SLC45A3,0.02660474
NUCKS1,0.65527815
RAB29,0.10301394
SLC41A1,0.097047344
PM20D1,0.01820612
RHEX,0.39590868
FAM72A,0.0024157753
SRGAP2,0.3569309
RASSF5,0.024073979
EIF2D,0.12710758
MAPKAPK2,0.49025798
IL10,0.0010424913
IL20,0.0
FCMR,0.0024797278
PFKFB2,0.16370429
YOD1,0.035956506
CD55,0.35962838
CR1,0.024880359
CD46,0.7470311
MIR29B2CHG,1.263017
CD34,0.23020124
PLXNA2,0.44559136
G0S2,0.08876636
TRAF3IP3,0.013473536
IRF6,0.12685013
UTP25,0.06817636
SERTAD4-AS1,0.0202126
HHAT,0.2523103
RCOR3,0.64982635
TRAF5,0.1825288
LINC00467,0.29354885
SLC30A1,0.08529742
NEK2,0.0
LPGAT1,0.44056052
INTS7,0.16653529
PPP2R5A,0.63114315
PACC1,0.07960458
NENF,0.10738738
ENSG00000260805,0.009074718
ATF3,0.33194363
BATF3,0.007332638
NSL1,0.26236796
TATDN3,0.23285916
FLVCR1,0.16274598
ANGEL2,0.20992762
