,PRE018-1
ARSB,0.035037495
DMGDH,0.10593995
BHMT,0.2787264
JMY,0.065044545
TENT2,0.09581176
CMYA5,0.15779255
MTX3,0.051010713
SERINC5,0.06946892
ZFYVE16,0.24964574
FAM151B-DT,0.043799154
DHFR,0.044727676
MSH3,0.10580029
RASGRF2,0.028499873
CKMT2-AS1,0.020915147
ZCCHC9,0.07308293
SSBP2,0.08536055
ATG10,0.06253322
RPS23,2.7071033
ATP6AP1L,0.010847392
TMEM167A,0.36312968
XRCC4,0.056398638
VCAN,0.09394796
EDIL3,0.03411797
COX7C,2.2970245
RASA1,0.07782471
CCNH,0.20736854
TMEM161B,0.069354706
TMEM161B-DT,0.11644145
MEF2C,0.19040821
CETN3,0.0896242
POLR3G,0.0068974835
LYSMD3,0.10063924
ARRDC3,0.1458472
NR2F1-AS1,0.042393647
NR2F1,0.11402122
ARB2A,0.13456193
POU5F2,0.006616454
KIAA0825,0.0127029335
SLF1,0.041574154
MCTP1,0.016188964
SKIC3,0.28546634
ARSK,0.033886578
RHOBTB3,0.5391945
GLRX,0.67105794
ELL2,0.22823098
CAST,0.38930014
ERAP1,0.04553756
ENSG00000248734,0.0027632872
ERAP2,0.0740506
LNPEP,0.21360242
RIOK2,0.05255881
CHD1,0.21400635
FAM174A,0.18123668
ST8SIA4,0.018549072
PAM,0.20647553
GIN1,0.043258168
PPIP5K2,0.18979865
MACIR,0.026454395
NUDT12,0.09004146
FBXL17,0.093154356
LINC01023,0.073875755
FER,0.06181656
ENSG00000249476,0.00078755425
PJA2,0.36738506
MAN2A1,0.17297883
SLC25A46,0.12243911
TSLP,0.004976012
WDR36,0.075165644
CAMK4,0.0060502253
STARD4,0.08576939
STARD4-AS1,0.0014855075
NREP,0.11124625
EPB41L4A,0.069404155
EPB41L4A-AS1,0.22955546
APC,0.13712314
SRP19,0.27672836
REEP5,0.69702613
DCP2,0.12184807
MCC,0.060345605
YTHDC2,0.10945435
PGGT1B,0.12246017
CCDC112,0.02968492
FEM1C,0.08000548
TMED7,0.26031354
ATG12,0.15620916
AP3S1,0.22039518
COMMD10,0.15240228
SEMA6A,0.08661934
DMXL1,0.14903817
TNFAIP8,0.06502682
HSD17B4,0.25716487
PRR16,0.0039841617
ENSG00000248927,0.0
SRFBP1,0.15006551
SNCAIP,0.008941265
SNX2,0.3093585
SNX24,0.11095883
PPIC,0.23761638
CEP120,0.047308736
CSNK1G3,0.107773684
ZNF608,0.026339538
GRAMD2B,0.095198855
ALDH7A1,0.18511795
PHAX,0.1677293
LMNB1,0.016457044
MARCHF3,0.012897948
C5orf63,0.034673054
PRRC1,0.110854045
SLC12A2-DT,0.08561047
SLC12A2,0.14095566
ISOC1,0.17899665
HINT1,1.6911695
LYRM7,0.08761844
CDC42SE2,0.2514822
FNIP1,0.11517325
ACSL6,0.025330123
P4HA2,0.042540435
PDLIM4,0.12763925
SLC22A5,0.12566717
ENSG00000283782,0.0045589684
IRF1,0.17493467
RAD50,0.016790142
KIF3A,0.09200875
CCNI2,0.008820005
SEPTIN8,0.08767497
SHROOM1,0.031791102
UQCRQ,1.5015063
LEAP2,0.020219235
AFF4,0.33061993
ZCCHC10,0.15134138
HSPA4,0.22116841
ENSG00000250244,0.016726188
C5orf15,0.2284413
VDAC1,0.9233194
ENSG00000271737,0.029616533
TCF7,0.009266266
SKP1,1.4145168
PPP2CA,0.25928575
CDKL3,0.01646005
UBE2B,0.660192
ENSG00000248559,0.0018874744
CDKN2AIPNL,0.1135007
JADE2,0.055517405
SAR1B,0.3156337
SEC24A,0.071591966
CAMLG,0.24503537
DDX46,0.25787598
C5orf24,0.27729216
TXNDC15,0.16672437
PCBD2,0.07026095
PITX1,0.0
MACROH2A1,0.32063124
TGFBI,0.038562126
SMAD5-AS1,0.004836673
SMAD5,0.24476632
KLHL3,0.10676077
HNRNPA0,0.48672873
FAM13B,0.119653
NME5,0.122866444
BRD8,0.0865933
CDC23,0.10698966
FAM53C,0.12052235
KDM3B,0.09934445
REEP2,0.00578511
EGR1,0.7886873
ETF1,0.28188467
HSPA9,0.5838161
CTNNA1,0.44792682
SIL1,0.19840506
MATR3,0.0
PAIP2,0.47777626
PROB1,0.008453063
DNAJC18,0.02862109
ECSCR,0.07003054
STING1,0.11750907
UBE2D2,0.44553962
CXXC5,0.31282815
NRG2,0.024790794
MALINC1,0.015132825
PURA,0.30216676
IGIP,0.04193376
CYSTM1,1.5123128
PFDN1,0.29548654
HBEGF,0.16022165
ANKHD1,0.039096713
SRA1,0.230538
EIF4EBP3,0.0024948067
APBB3,0.03766065
SLC35A4,0.110531025
CD14,0.102069736
NDUFA2,1.0675889
TMCO6,0.00860592
IK,0.23086947
WDR55,0.054739706
HARS1,0.11514024
HARS2,0.028571323
ZMAT2,0.19365185
TAF7,0.33515635
PCDHGA5,0.0043612104
PCDHGA6,0.002504061
PCDHGA8,0.001157851
PCDHGA10,0.015481917
PCDHGA12,0.0
DIAPH1,0.21727683
HDAC3,0.08266777
RELL2,0.00877283
FCHSD1,0.006939606
ARAP3,0.04421039
PCDH1,0.11312676
DELE1,0.10587922
PCDH12,0.044510487
RNF14,0.12283297
GNPDA1,0.1201859
NDFIP1,0.67430484
SPRY4,0.06053783
ARHGAP26,0.051489893
NR3C1,0.16582109
YIPF5,0.19292054
LARS1,0.30016142
RBM27,0.061441418
TCERG1,0.11766548
DPYSL3,0.042257354
JAKMIP2,0.0
FBXO38,0.05211738
ADRB2,0.018992415
AFAP1L1,0.022934197
GRPEL2,0.039432492
PCYOX1L,0.01291605
IL17B,0.011025211
CARMN,0.017956298
LNPPS,0.0
CSNK1A1,0.22191353
ARHGEF37,0.037642848
PPARGC1B,0.0034255893
SLC26A2,0.07685435
TIGD6,0.013131613
HMGXB3,0.09053232
CSF1R,0.01603269
PDGFRB,0.06480563
TCOF1,0.051061958
CD74,0.7851864
RPS14,2.5616057
NDST1,0.037922543
SYNPO,0.082901664
RBM22,0.1353632
DCTN4,0.11698128
SMIM3,0.06897605
ZNF300,0.020599745
GPX3,0.9949059
TNIP1,0.18863481
ANXA6,0.17352815
CCDC69,0.04227008
GM2A,0.0418742
SLC36A1,0.014379954
SPARC,0.40562135
ATOX1,1.0051202
G3BP1,0.28293338
FAM114A2,0.06721096
MFAP3,0.010163633
GALNT10,0.090535365
SAP30L,0.08406004
LARP1,0.22644308
FAXDC2,0.06413192
CNOT8,0.110512495
GEMIN5,0.035276562
MRPL22,0.33534136
HAVCR2,0.0471865
MED7,0.16366166
CYFIP2,0.5035858
ADAM19,0.007801395
THG1L,0.023657324
LSM11,0.010094344
CLINT1,0.3339694
EBF1,0.060510915
RNF145,0.20227419
UBLCP1,0.118435636
TTC1,0.22852968
PWWP2A,0.08330666
C1QTNF2,0.006903237
FAM200C,0.014307716
SLU7,0.1083846
PTTG1,0.02091992
CCNG1,0.2685888
NUDCD2,0.24967654
MAT2B,0.1674207
WWC1,0.17172605
RARS1,0.13431805
PANK3,0.15814826
SLIT3,0.05897301
SPDL1,0.011014291
DOCK2,0.013471245
LCP2,0.0213923
KCNMB1,0.015842639
RANBP17,0.025047673
NPM1,1.2434082
FBXW11,0.18834502
STK10,0.044749018
UBTD2,0.058426194
SH3PXD2B,0.014766796
NEURL1B,0.021696826
DUSP1,1.0136011
ERGIC1,0.23438105
RPL26L1,0.22975677
ATP6V0E1,1.3152508
CREBRF,0.21494699
BNIP1,0.055558585
STC2,0.0051091025
BOD1,0.15269876
CPEB4,0.37882793
DRD1,0.001415406
SFXN1,0.17578411
HRH2,0.02581731
THOC3,0.027847528
SIMC1,0.021215415
KIAA1191,0.2944734
ARL10,0.011416648
NOP16,0.08816549
HIGD2A,0.7516323
CLTB,0.5047778
FAF2,0.112526596
RNF44,0.07924908
EIF4E1B,0.0
TSPAN17,0.045732543
HK3,0.005126265
UIMC1,0.047246076
ZNF346,0.03180981
NSD1,0.21785295
MXD3,0.010730399
PRELID1,0.74165016
LMAN2,0.40957898
RGS14,0.05177817
F12,0.0010253838
GRK6,0.053909183
PRR7,0.0314857
DBN1,0.11188619
PDLIM7,0.08311768
DOK3,0.0051560295
DDX41,0.06278044
FAM193B,0.046639238
TMED9,0.4286476
B4GALT7,0.09790459
N4BP3,0.017110355
RMND5B,0.09749715
NHP2,0.436683
HNRNPAB,0.27312884
PHYKPL,0.10181461
CLK4,0.14333779
ZNF354A,0.03535935
ZNF354B,0.031250853
ZNF354C,0.018893128
ADAMTS2,0.0045524607
RUFY1,0.08430563
HNRNPH1,1.011469
CANX,0.8175922
MAML1,0.055442326
LTC4S,0.10209397
MGAT4B,0.20213766
SQSTM1,0.68472
MRNIP,0.058963627
MRNIP-DT,0.0034439734
TBC1D9B,0.13285935
RNF130,0.23026171
MAPK9,0.08686843
CNOT6,0.07648632
FLT4,0.021735337
MGAT1,0.17312826
LINC00847,0.009271298
ZFP62,0.037155792
BTNL9,0.04984909
TRIM7-AS2,0.03798897
TRIM7,0.017102618
TRIM41,0.047787484
RACK1,1.7772131
TRIM52,0.06612667
DUSP22,0.082415745
IRF4,0.0031528613
EXOC2,0.059216604
ENSG00000272463,0.0
FOXC1,0.081902005
GMDS,0.09539966
GMDS-DT,0.03201795
WRNIP1,0.073946126
SERPINB1,0.26772204
SERPINB9,0.06488862
SERPINB6,0.38009137
LINC01011,0.0060246396
NQO2,0.3839068
RIPK1,0.057067297
BPHL,0.20014764
TUBB2A,0.21207447
TUBB2B,0.13919425
PSMG4,0.22722214
SLC22A23,0.052412566
PXDC1,0.17873922
FAM50B,0.038173933
PRP4K,0.3734152
ECI2,0.38862896
CDYL,0.07907416
PPP1R3G,0.0
LYRM4,0.07430604
FARS2,0.05508642
NRN1,0.02707324
F13A1,0.039538443
LY86,0.02266845
RREB1,0.1244319
SSR1,0.2817873
RIOK1,0.05003418
DSP,0.26039413
SNRNP48,0.06564957
BLOC1S5,0.08089473
EEF1E1,0.40432408
SLC35B3,0.059931837
TFAP2A,0.07412721
GCNT2,0.111765884
PAK1IP1,0.071851805
TMEM14C,0.68559325
TMEM14B,0.62744206
SYCP2L,0.012277774
ELOVL2,0.0
SMIM13,0.03540722
NEDD9,0.27737445
TMEM170B,0.024425011
HIVEP1,0.08432831
EDN1,0.042824417
PHACTR1,0.10194349
TBC1D7,0.10256771
GFOD1,0.03319605
SIRT5,0.07136184
NOL7,0.3309507
RANBP9,0.10446493
MCUR1,0.21630906
CD83,0.1295012
JARID2,0.06079073
DTNBP1,0.07320833
MYLIP,0.08515617
GMPR,0.10115993
ATXN1,0.10945352
RBM24,0.0066458504
CAP2,0.030726166
FAM8A1,0.0817841
NUP153,0.1313382
NUP153-AS1,0.010243912
KIF13A,0.06868466
TPMT,0.2349071
KDM1B,0.023122746
DEK,0.37665066
RNF144B,0.08531247
ID4,0.14141825
E2F3,0.031736538
CDKAL1,0.04740332
SOX4,0.4799893
MRS2,0.11129575
TDP2,0.11274731
ACOT13,0.20468825
ENSG00000272345,0.0034712672
C6orf62,0.40522987
GMNN,0.16186178
RIPOR2,0.026167532
CARMIL1,0.19270469
TRIM38,0.17659444
H1-2,0.17241973
HFE,0.012520706
H4C3,0.5346801
H2BC4,0.014020579
H2AC6,0.082466885
H1-4,0.02153752
H2BC5,0.027483271
ENSG00000282988,0.009012567
H4C5,0.0009946636
H1-3,0.014959911
H4C8,0.013091477
BTN3A2,0.06446141
BTN2A2,0.013980658
BTN3A1,0.028149297
BTN3A3,0.020686485
BTN2A1,0.051706344
HCG11,0.036755152
HMGN4,0.010200732
ABT1,0.099043265
ZNF322,0.10218526
ZNF391,0.009872732
H4C11,0.0025477645
H2BC15,0.0038282352
ZSCAN16-AS1,0.36382192
ZKSCAN8,0.03006231
ZSCAN9,0.019593237
ZKSCAN4,0.003308831
ZSCAN26,0.02241345
PGBD1,0.022249367
ZKSCAN3,0.008192124
ZSCAN12,0.008755044
TRIM27,0.09012958
UBD,0.0051812287
GABBR1,0.041792154
HLA-F,0.15458421
HLA-A,1.2608174
POLR1H,0.20989591
PPP1R11,0.15998384
TRIM26,0.09013428
HCG18,0.11460533
TRIM39,0.039182335
RPP21,0.042763315
HLA-E,0.87275183
GNL1,0.19661218
PRR3,0.015724428
ABCF1,0.1500126
PPP1R10,0.314213
MRPS18B,0.29169512
ATAT1,0.03569802
C6orf136,0.09529078
DHX16,0.05052556
PPP1R18,0.06779159
NRM,0.01307431
MDC1,0.049207214
TUBB,0.51633686
FLOT1,0.29656142
IER3,1.2820005
DDR1,0.29394552
VARS2,0.0454168
PSORS1C1,0.007191969
CCHCR1,0.04255725
TCF19,0.012425178
ENSG00000272501,0.005910008
HCG27,0.0030634503
HLA-C,1.224806
HLA-B,1.1649656
MICA,0.043379243
DDX39B,0.04999923
NFKBIL1,0.06332294
TNF,0.01011402
LTB,0.055348795
LST1,0.04138382
NCR3,0.018983519
AIF1,0.08984057
PRRC2A,0.24618004
BAG6,0.23493455
C6orf47,0.060405485
GPANK1,0.067459285
CSNK2B,0.43591374
LY6G5C,0.0164085
ABHD16A,0.0019295369
LY6G6C,0.0012989393
DDAH2,0.39715183
CLIC1,1.1901516
VARS1,0.07434439
LSM2,0.3287055
HSPA1A,1.0546212
HSPA1B,0.66089565
SNHG32,0.20510596
NEU1,0.22531445
SLC44A4,0.042238016
EHMT2,0.04499468
C2,0.008739192
NELFE,0.23229434
SKIC2,0.036184516
DXO,0.07802556
STK19,0.08559259
TNXB,0.035392266
ATF6B,0.13498145
FKBPL,0.01851471
PRRT1,0.008232373
PPT2,0.01551416
AGPAT1,0.13699901
RNF5,0.25409853
AGER,0.014994062
PBX2,0.08982071
GPSM3,0.06323839
NOTCH4,0.069621146
HLA-DRA,0.514543
HLA-DRB5,0.0741011
HLA-DRB1,0.6370931
HLA-DQA1,0.18930405
HLA-DQB1,0.17674695
HLA-DQA2,0.0063798293
TAP2,0.064659506
PSMB8,0.26397952
PSMB8-AS1,0.04202326
PSMB9,0.21108101
TAP1,0.11893472
HLA-DMB,0.078751974
HLA-DMA,0.23420766
BRD2,0.49780643
HLA-DOA,0.035321858
HLA-DPA1,0.38526157
HLA-DPB1,0.32866582
RXRB,0.0910942
SLC39A7,0.16202305
HSD17B8,0.19777071
RING1,0.13119671
VPS52,0.04498965
RPS18,2.9043956
B3GALT4,0.033034507
WDR46,0.08145369
PFDN6,0.13616782
RGL2,0.11499659
TAPBP,0.31924525
ZBTB22,0.046914853
DAXX,0.060387768
PHF1,0.19525029
CUTA,0.8479815
SYNGAP1,0.014563356
BAK1,0.08490408
UQCC2,0.5116743
LEMD2,0.06658378
HMGA1,0.27426264
SMIM29,0.057566267
NUDT3,0.21882878
RPS10,1.3733122
SPDEF,0.0
ILRUN,0.08811633
ILRUN-AS1,0.08802214
SNRPC,0.21401142
BLTP3A,0.025366504
TAF11,0.11543839
ANKS1A,0.1267631
SCUBE3,0.040455054
ZNF76,0.077968
DEF6,0.025404373
PPARD,0.047822822
RPL10A,1.6320122
TEAD3,0.06669616
FKBP5,0.37282935
SRPK1,0.08188972
MAPK14,0.062120337
MAPK13,0.054398075
BRPF3,0.08234071
ETV7,0.009182898
KCTD20,0.10452155
STK38,0.05875826
SRSF3,0.8875088
CDKN1A,0.48339275
PPIL1,0.06469505
C6orf89,0.12522253
MTCH1,0.5037044
FGD2,0.008781862
PIM1,0.13268073
TBC1D22B,0.024286883
RNF8,0.09953593
CMTR1,0.050300274
CCDC167,0.12836182
ZFAND3,0.17402595
BTBD9,0.04244244
GLO1,0.40008184
SAYSD1,0.09525562
KCNK17,0.0
DAAM2,0.0108661475
MOCS1,0.035242565
OARD1,0.21814539
NFYA,0.030667802
TREM2,0.01006432
TREM1,0.007885349
FOXP4-AS1,0.0067801666
FOXP4,0.048597287
TFEB,0.1094831
FRS3,0.006380035
MED20,0.034540806
BYSL,0.043310486
CCND3,0.1178468
TAF8,0.06232163
C6orf132,0.026621249
MRPS10,0.21059345
TRERF1,0.025047686
UBR2,0.16391882
TBCC,0.08847568
BICRAL,0.040741585
RPL7L1,0.21152708
C6orf226,0.09345799
PTCRA,0.0
CNPY3,0.09673332
LINC02976,0.00096628314
GNMT,0.005168609
PPP2R5D,0.038903173
MEA1,0.1978623
KLHDC3,0.12898242
RRP36,0.15814069
CUL7,0.0455187
KLC4,0.058539793
MRPL2,0.2573289
PTK7,0.059929498
SRF,0.12823553
CUL9,0.02894688
DNPH1,0.68187207
ZNF318,0.033765566
ABCC10,0.0153811835
TJAP1,0.054078672
POLR1C,0.052331336
YIPF3,0.29020393
XPO5,0.034528162
GTPBP2,0.027605759
MAD2L1BP,0.0798831
MRPS18A,0.16440438
VEGFA,0.35532552
MRPL14,0.36606583
TMEM63B,0.08894858
SLC29A1,0.08417956
HSP90AB1,1.3154997
SLC35B2,0.07845909
NFKBIE,0.04470842
CDC5L,0.147602
SUPT3H,0.031612124
RUNX2,0.016496496
CLIC5,0.024906483
ENPP4,0.10816489
ENPP5,0.054977432
RCAN2,0.1557467
SLC25A27,0.03983338
PLA2G7,0.0074388846
ADGRF5,0.3183918
TNFRSF21,0.07029514
CD2AP,0.27551252
MMUT,0.18276091
CENPQ,0.02448103
MCM3,0.0698564
PAQR8,0.012464955
EFHC1,0.09886603
TRAM2,0.032036826
TRAM2-AS1,0.028915798
TMEM14A,0.1623292
GSTA2,0.43287024
GSTA1,0.32537687
GSTA4,0.11858764
CILK1,0.02747599
FBXO9,0.19993483
ELOVL5,0.1307068
GCLC,0.0699408
LRRC1,0.037170574
HMGCLL1,0.005495432
BMP5,0.0032075334
COL21A1,0.0072501046
DST,0.36417413
KIAA1586,0.04500842
ZNF451,0.14820097
BAG2,0.0326864
RAB23,0.014069328
PTP4A1,0.4857915
PHF3,0.32937956
ADGRB3,0.0021896039
LMBRD1,0.38139233
FAM135A,0.102569155
SDHAF4,0.05273675
SMAP1,0.108887896
B3GAT2,0.01100057
OGFRL1,0.06512329
LINC00472,0.0687528
CGAS,0.011439008
MTO1,0.06788195
EEF1A1,3.3821838
SLC17A5,0.070639916
CD109,0.107381135
COL12A1,0.07182689
COX7A2,1.5755739
TMEM30A,0.2642258
FILIP1,0.063973926
SENP6,0.2949204
MYO6,0.49991795
IRAK1BP1,0.016824609
PHIP,0.25465453
HMGN3,1.0128376
LCA5,0.02672218
SH3BGRL2,0.05758741
BCKDHB,0.1386281
TENT5A,0.088647425
IBTK,0.16828363
TPBG,0.03772109
UBE3D,0.020620005
DOP1A,0.08007017
PGM3,0.08441036
RWDD2A,0.028067416
ME1,0.023912573
CYB5R4,0.043449067
CEP162,0.053170633
NT5E,0.025092088
SNX14,0.17125075
SYNCRIP,0.40417066
CGA,0.060348924
ZNF292,0.21230818
SMIM8,0.1256017
SLC35A1,0.07616096
RARS2,0.08056265
ORC3,0.099609226
AKIRIN2,0.10284697
RNGTT,0.032140046
PNRC1,0.8391956
PM20D2,0.07986367
UBE2J1,0.24568175
RRAGD,0.23677655
ANKRD6,0.037911713
LYRM2,0.22552943
MDN1,0.058096696
CASP8AP2,0.0722201
MAP3K7,0.082036085
MANEA,0.08532185
UFL1,0.15786001
FHL5,0.012272008
NDUFAF4,0.3145876
MMS22L,0.01686078
FBXL4,0.10115979
COQ3,0.04032485
PNISR,0.72911173
USP45,0.038699895
CCNC,0.28752246
ASCC3,0.10838417
HACE1,0.039833102
PREP,0.017559513
ATG5,0.1156893
PRDM1,0.07105571
CRYBG1,0.10411564
RTN4IP1,0.015496791
QRSL1,0.052584335
CD24,1.1815585
MTRES1,0.15640107
SOBP,0.038474176
SCML4,0.012897964
SEC63,0.16819872
OSTM1,0.08376121
SNX3,0.8363365
AFG1L,0.020918805
FOXO3,0.21318427
ARMC2,0.014009243
SESN1,0.061611723
CEP57L1,0.038768552
CD164,0.5721744
SMPD2,0.041173734
MICAL1,0.02740614
ZBTB24,0.049947903
AK9,0.047445733
FIG4,0.027505625
WASF1,0.009532415
CDC40,0.12216391
CDK19,0.05091133
AMD1,0.61454964
GTF3C6,0.48835427
RPF2,0.120114714
MFSD4B,0.034827128
REV3L,0.11568172
ENSG00000272356,0.011021998
TRAF3IP2-AS1,0.01919791
TRAF3IP2,0.016231714
FYN,0.09047544
TUBE1,0.07907613
FAM229B,0.1734469
LAMA4,0.04590813
MARCKS,0.31534955
MROCKI,0.002284503
HDAC2,0.18662222
NT5DC1,0.16127092
COL10A1,0.0052963574
TSPYL4,0.06445052
DSE,0.07371581
TSPYL1,0.46379304
CALHM6,0.008333825
RWDD1,0.37676418
ZUP1,0.04971774
KPNA5,0.07200491
FAM162B,0.014097491
DCBLD1,0.014326763
GOPC,0.115154125
NUS1,0.13092771
CEP85L,0.036980473
PLN,0.06354837
MCM9,0.026401766
ASF1A,0.059632327
MAN1A1,0.31212577
GJA1,0.116185494
HSF2,0.03224667
SERINC1,0.5240249
PKIB,0.02851041
SMPDL3A,0.08974422
RNF217,0.025147893
TPD52L1,0.21820201
HDDC2,0.41266027
HEY2,0.013714857
NCOA7,0.4744598
HINT3,0.14549647
TRMT11,0.07244721
CENPW,0.023998693
RSPO3,0.0070835673
RNF146,0.12524073
ECHDC1,0.2439308
THEMIS,0.004964917
PTPRK,0.08524326
LAMA2,0.016834656
ARHGAP18,0.23128286
L3MBTL3,0.022454524
SAMD3,0.020463292
EPB41L2,0.07452165
AKAP7,0.03493681
ARG1,0.0
MED23,0.07345263
CCN2,0.29911914
STX7,0.20950289
VNN1,0.040725794
VNN2,0.0
SLC18B1,0.080755666
RPS12,3.0130467
TCF21,0.0053619
TBPL1,0.08677722
SGK1,0.94763595
LINC03002,0.015672259
HBS1L,0.11356017
AHI1,0.28829715
PDE7B,0.058451135
BCLAF1,0.2868757
MAP3K5,0.044235993
PEX7,0.073463514
IFNGR1,0.27904704
WAKMAR2,0.010157864
TNFAIP3,0.12106772
PERP,0.2689775
HEBP2,0.3669074
NHSL1,0.07479616
NHSL1-AS1,0.018311474
CCDC28A,0.15699469
REPS1,0.054016
ABRACL,0.19077249
HECA,0.06100391
CITED2,0.23028229
ENSG00000234147,0.0037480271
VTA1,0.087712154
ADGRG6,0.048831087
HIVEP2,0.092126116
AIG1,0.35687926
ADAT2,0.025899444
PEX3,0.09095704
FUCA2,0.18911134
PHACTR2,0.15342247
LTV1,0.05950356
PLAGL1,0.11281286
SF3B5,0.5939583
STX11,0.015172918
UTRN,0.23162672
EPM2A,0.036546722
FBXO30,0.06328017
SHPRH,0.17443174
RAB32,0.091412336
STXBP5,0.04294648
SAMD5,0.06576641
SASH1,0.10149608
TAB2,0.15080291
PPIL4,0.2030608
GINM1,0.38034824
KATNA1,0.08996397
LATS1,0.09021609
ENSG00000278899,0.0036978314
NUP43,0.034806367
PCMT1,0.22220401
LRP11,0.099456094
ULBP2,0.0053606746
PLEKHG1,0.047418285
MTHFD1L,0.040332578
AKAP12,0.3347811
ZBTB2,0.030990984
RMND1,0.062353972
ARMT1,0.109138265
ESR1,0.017593317
SYNE1,0.39363903
MYCT1,0.07317981
FBXO5,0.016618466
MTRF1L,0.10201148
IPCEF1,0.05415895
CNKSR3,0.19080521
SCAF8,0.09567051
TIAM2,0.01877811
TFB1M,0.046629976
ARID1B,0.24781616
TMEM242,0.107057825
ZDHHC14,0.06506088
SNX9,0.1884173
SYNJ2,0.04893668
SERAC1,0.02548109
GTF2H5,0.54247504
TULP4,0.13504519
TMEM181,0.06254762
DYNLT1,0.78955054
SYTL3,0.053842165
EZR,0.7828142
LINC02901,0.0025108284
TAGAP,0.016683364
SOD2,0.0
WTAP,0.4254892
ACAT2,0.11249337
TCP1,0.37588972
MRPL18,0.31599796
IGF2R,0.18620136
MAP3K4,0.079209454
AGPAT4,0.030807978
CAHM,0.019915462
QKI,0.31681138
PDE10A,0.085191935
SFT2D1,0.42886811
MPC1,0.97874063
RPS6KA2,0.07423842
ENSG00000249141,0.0
RNASET2,0.18979205
CEP43,0.040688578
CCR6,0.0
AFDN,0.31140828
SMOC2,0.027473763
THBS2,0.020636095
WDR27,0.038889073
C6orf120,0.07168917
PHF10,0.15978368
ERMARD,0.033325307
ENSG00000273100,0.012073553
DLL1,0.038722154
FAM120B,0.073571175
PSMB1,0.8212464
TBP,0.03758811
PDCD2,0.20852861
LINC03014,0.014322097
FAM20C,0.14804745
PDGFA,0.11780913
PRKAR1B,0.071426466
DNAAF5,0.03212793
SUN1,0.25605714
ADAP1,0.09561078
COX19,0.116836645
C7orf50,0.48100343
GPR146,0.018732531
ZFAND2A,0.10577963
ZFAND2A-DT,0.014637049
MICALL2,0.03609657
INTS1,0.11510477
MAFK,0.17956388
PSMG3,0.13815837
PSMG3-AS1,0.027812272
MAD1L1,0.037943106
MRM2,0.055691916
NUDT1,0.0771476
SNX8,0.03702723
EIF3B,0.22455911
CHST12,0.09123952
LFNG,0.007248275
BRAT1,0.06033455
IQCE,0.037515976
TTYH3,0.06767144
AMZ1,0.0021490005
GNA12,0.07465491
CARD11,0.0060368283
FOXK1,0.075074546
AP5Z1,0.03954177
RADIL,0.0
RBAK-RBAKDN,0.0
RBAK,0.050200123
WIPI2,0.18006177
TNRC18,0.17903893
ACTB,2.8251722
FSCN1,0.051166214
RNF216,0.07114703
CCZ1,0.071912184
PMS2,0.022411512
AIMP2,0.07575987
EIF2AK1,0.17807336
USP42,0.058839835
CYTH3,0.04441296
FAM220A,0.015897322
RAC1,0.925888
DAGLB,0.01925422
KDELR2,0.41204447
ZDHHC4,0.1459902
INTS15,0.0534728
ZNF853,0.014522034
ZNF316,0.060570415
ZNF12,0.092659354
CCZ1B,0.09486338
C1GALT1,0.18353397
MIOS,0.09641644
RPA3,0.46054113
UMAD1,0.062257905
GLCCI1,0.04363124
ICA1,0.124263234
NDUFA4,2.2202463
PHF14,0.19277893
THSD7A,0.17843866
TMEM106B,0.29105252
ARL4A,0.18866728
ETV1,0.018194165
MEOX2,0.0
ANKMY2,0.03562121
BZW2,0.08693181
TSPAN13,0.07053661
AGR2,0.07110304
AGR3,0.008194866
AHR,0.08780596
ENSG00000237773,0.014560351
SNX13,0.16904435
HDAC9,0.015817452
POLR1F,0.14992666
MACC1,0.1678143
SP4,0.029995587
CDCA7L,0.0137172
RAPGEF5,0.070338525
STEAP1B-AS1,0.0
TOMM7,1.539214
HYCC1,0.042962056
KLHL7,0.06180516
NUP42,0.09460336
GPNMB,0.1287175
MALSU1,0.27037224
TRA2A,0.26784736
CCDC126,0.051033232
GSDME,0.0514566
OSBPL3,0.09639164
CYCS,1.1954398
NFE2L3,0.015697626
HNRNPA2B1,1.3672312
CBX3,0.46452612
SNX10,0.17809683
SKAP2,0.22657424
HOTAIRM1,0.17630084
HOXA-AS2,0.036953304
HOXA4,0.008401203
HOXA5,0.048821945
HIBADH,0.40054712
TAX1BP1,0.560086
JAZF1,0.017263023
CREB5,0.07954833
TRIL,0.0062399395
CPVL,0.3354308
CHN2,0.0074939253
PRR15,0.11854787
SCRN1,0.10208745
FKBP14,0.06842447
PLEKHA8,0.03921406
MTURN,0.46137083
ZNRF2,0.12258846
NOD1,0.015377254
GGCT,0.22495592
GARS1,0.09740188
INMT,0.036770903
MINDY4,0.023355193
AQP1,0.3466216
PDE1C,0.046675984
LSM5,0.48903638
AVL9,0.05511805
KBTBD2,0.18977703
FKBP9,0.1555663
NT5C3A,0.105301596
RP9,0.045512408
BBS9,0.032906976
BMPER,0.0043988866
DPY19L1,0.0450436
HERPUD2,0.07669787
HERPUD2-AS1,0.033725973
SEPTIN7,0.56144375
EEPD1,0.013032652
AOAH,0.010885943
ELMO1,0.031120453
NME8,0.0
STARD3NL,0.12704673
TRGC2,0.013136035
TRG-AS1,0.00796672
AMPH,0.0031546627
VPS41,0.09645956
YAE1,0.044322383
RALA,0.12798508
CDK13,0.13622469
MPLKIP,0.35672042
SUGCT,0.055718444
INHBA,0.03087128
