,KRP460
FPGT-TNNI3K,0.00083482364
CRYZ,0.3761345
TYW3,0.11935935
ACADM,0.2806296
RABGGTB,0.075334944
ST6GALNAC3,0.267454
PIGK,0.21959454
ZZZ3,0.6884772
USP33,0.5289513
MIGA1,0.37514982
NEXN,0.10804939
FUBP1,0.40774927
DNAJB4,0.005312783
GIPC2,0.15597937
ENSG00000273338,0.012189505
IFI44L,0.16828364
IFI44,0.1594485
ADGRL4,0.1111142
ADGRL2,0.41599664
TTLL7,0.07322904
PRKACB,0.30960858
RPF1,0.08577728
GNG5,0.33152464
SPATA1,0.09849248
CTBS,0.1264301
SSX2IP,0.14515886
C1orf52,0.14383622
BCL10,0.06825339
DDAH1,0.6070094
CCN1,0.075979754
ZNHIT6,0.27457112
ODF2L,0.48300272
SH3GLB1,0.3653628
SELENOF,0.45173135
HS2ST1,0.30166346
LMO4,0.2505296
PKN2,0.9134191
GTF2B,0.1623198
KYAT3,0.19369781
RBMXL1,0.0
GBP3,0.04745512
GBP1,0.036169622
GBP2,0.07074505
GBP4,0.058715988
GBP5,0.010246519
LRRC8B,0.17629798
LRRC8C-DT,0.0386495
LRRC8C,0.0
LRRC8D,0.04046773
ZNF326,0.2536311
ZNF644,0.66541046
TGFBR3,0.6994522
BTBD8,0.15256014
GLMN,0.18142697
RPAP2,0.41389975
EVI5,0.6717623
RPL5,0.5233499
DIPK1A,0.17993355
MTF2,0.4491035
TMED5,0.4135814
CCDC18,0.16838047
DR1,0.12973644
FNBP1L,0.7815838
BCAR3,0.38252136
DNTTIP2,0.072288774
GCLM,0.1275298
ARHGAP29,0.80912864
ABCD3,0.55246824
F3,0.093099356
CNN3,0.39348537
ALG14,0.15153326
TLCD4,0.0003865357
PTBP2,0.7170237
DPYD,0.7901426
SNX7,0.17859332
PALMD,0.0421778
AGL,0.2255348
SLC35A3,0.00050856464
MFSD14A,0.006805568
TRMT13,0.18912965
DBT,0.16681796
RTCA-AS1,0.010575984
RTCA,0.17082858
CDC14A,0.23863629
VCAM1,0.07452661
EXTL2,0.1114936
SLC30A7,0.29530466
DPH5,0.10932376
DPH5-DT,0.09005798
S1PR1,0.022037039
RNPC3,0.47824183
PRMT6,0.02623542
VAV3,0.9473053
SLC25A24,0.20585968
EEIG2,0.06335286
HENMT1,0.009759137
PRPF38B,0.3427484
STXBP3,0.28475773
GPSM2,0.11354625
CLCC1,0.0
WDR47,0.112025306
TAF13,0.06269668
TMEM167B,0.081285335
SARS1,0.20996107
CELSR2,0.1264899
PSRC1,0.00965191
SORT1,0.60794145
PSMA5,0.20557769
CYB561D1,0.049723756
AMIGO1,0.007526594
GNAI3,0.24714522
AMPD2,0.07023217
GSTM4,0.046574663
GSTM1,0.0
GSTM5,0.004530627
GSTM3,0.2679164
CSF1,0.023938669
AHCYL1,0.36373028
STRIP1,0.0829698
KCNC4,0.12234238
RBM15,0.07115363
SLC16A4,0.36561483
LAMTOR5,0.3100723
CD53,0.06950482
LRIF1,0.0988079
DRAM2,0.20690583
CEPT1,0.2694836
ENSG00000273221,0.01815518
DENND2D,0.088659585
WDR77,0.06497806
ATP5PB,0.23541705
C1orf162,0.01898834
TMIGD3,0.005754604
ADORA3,0.0
RAP1A,0.57764316
DDX20,0.04159939
CTTNBP2NL,0.3117773
WNT2B,0.10652223
ST7L,0.27696365
CAPZA1,0.50940114
MOV10,0.15053849
RHOC,0.33485687
PPM1J,0.0
SLC16A1,0.022713121
SLC16A1-AS1,0.09771057
LRIG2,0.27724478
MAGI3,0.92944074
PHTF1,0.1872755
RSBN1,0.20932396
PTPN22,0.049265955
AP4B1,0.046226356
DCLRE1B,0.009034965
HIPK1-AS1,0.00629468
HIPK1,0.19642183
OLFML3,0.03463815
TRIM33,0.5910116
BCAS2,0.10309262
DENND2C,0.05798542
NRAS,0.059413977
CSDE1,0.5096696
SIKE1,0.08811982
TSPAN2,0.044331007
NGF,0.008052013
VANGL1,0.0643719
CASQ2,0.0016418832
SLC22A15,0.17773513
ATP1A1,1.6455759
CD58,0.24899258
CD2,0.034922194
PTGFRN,0.08740133
TTF2,0.09812781
TRIM45,0.015223833
VTCN1,0.059816606
MAN1A2,0.5469387
TENT5C,0.024539812
GDAP2,0.2126108
WDR3,0.060617544
WARS2,0.17675897
PHGDH,0.07442802
HMGCS2,0.032419454
NOTCH2,0.24563159
SEC22B,0.26038727
LINC00623,0.5855137
FCGR1BP,0.00243775
SRGAP2C,0.20415439
LINC02591,0.07806579
LINC02802,0.00503228
NBPF15,0.15885454
SRGAP2B,0.23277988
ENSG00000276216,0.0023414928
GPR89A,0.09165687
PDZK1,0.35651633
CD160,0.005185052
RNF115,0.6622213
POLR3C,0.09388251
NUDT17,0.010014406
PIAS3,0.06208611
ITGA10,0.0516137
PEX11B,0.083569825
RBM8A,0.17018075
LIX1L,0.06434287
POLR3GL,0.046430767
TXNIP,0.98225653
NOTCH2NLA,0.00094918103
NBPF12,0.16665596
PRKAB2,0.12788509
ENSG00000237188,0.20695266
FMO5,0.15589973
CHD1L,0.1952594
BCL9,0.16490398
ACP6,0.27021208
GJA5,0.025520924
NBPF11,0.19064145
NBPF14,0.1259682
PDE4DIP,0.90747446
NBPF9,0.1051301
ENSG00000274265,0.7630541
NBPF19,0.17773789
FCGR1A,0.0030382595
H2BC18,0.00860698
H2AC19,0.0005692983
H2AC20,0.0060380935
BOLA1,0.035954025
SF3B4,0.06672164
MTMR11,0.037595805
OTUD7B,0.30801457
VPS45,0.33884847
PLEKHO1,0.034660548
ANP32E,0.17676064
APH1A,0.17227651
C1orf54,0.047286145
MRPS21,0.32747573
PRPF3,0.19663937
RPRD2,0.744871
TARS2,0.07146137
ECM1,0.02072707
ADAMTSL4-AS2,0.017298948
MCL1,0.16126275
ENSA,0.45203534
GOLPH3L,0.21506277
CTSS,0.12979516
CTSK,0.036889434
ARNT,0.27337083
SETDB1,0.20582
CERS2,0.15285434
ANXA9,0.058620814
MINDY1,0.08940701
C1orf56,0.18594447
CDC42SE1,0.21570788
MLLT11,0.016155401
GABPB2,0.25096905
TNFAIP8L2,0.0
SCNM1,0.07709829
LYSMD1,0.023892665
VPS72,0.06947057
PIP5K1A,0.56913924
PSMD4,0.17364113
ZNF687,0.03258865
PI4KB,0.18614161
RFX5,0.03090113
SELENBP1,0.09259992
PSMB4,0.11471376
POGZ,0.8842482
CGN,0.11610301
TUFT1,0.108613774
SNX27,0.32464838
MRPL9,0.07307639
OAZ3,0.0049438295
TDRKH,0.031426623
TDRKH-AS1,0.014873141
THEM4,0.29416066
S100A10,0.92656296
S100A11,1.3880504
TCHH,0.0026206244
S100A9,0.052491307
S100A12,0.0007288471
S100A8,0.0017942977
S100A7,0.0
S100A6,2.1497078
S100A5,0.006507973
S100A4,0.84258604
S100A16,0.11846756
S100A14,0.08266021
S100A13,0.51489747
CHTOP,0.16852166
SNAPIN,0.05927749
ILF2,0.16531613
NPR1,0.14209351
INTS3,0.26949424
SLC27A3,0.05093601
GATAD2B,0.6991998
DENND4B,0.107188284
CRTC2,0.063481174
SLC39A1,0.120597705
CREB3L4,0.039792147
JTB,0.22430211
JTB-DT,0.0037979137
RAB13,0.21859275
RPS27,0.43963513
TPM3,0.2880044
C1orf43,0.22660355
UBAP2L,0.23348178
HAX1,0.13039006
ATP8B2,0.03693116
IL6R,0.21207319
SHE,0.035573173
UBE2Q1,0.08033999
ADAR,0.33603442
KCNN3,0.06286779
PMVK,0.09635984
PBXIP1,0.12188157
PYGO2,0.037478466
SHC1,0.011584822
CKS1B,0.039050285
FLAD1,0.07052452
ZBTB7B,0.06531963
ADAM15,0.090823986
EFNA4,0.0
EFNA3,0.003333552
EFNA1,0.09649533
SLC50A1,0.059493277
DPM3,0.23874484
KRTCAP2,0.03118798
MUC1,0.08549603
THBS3,0.07438845
MTX1,0.0582287
GBA1,0.089158446
ENTREP3,0.048770603
SCAMP3,0.14311245
CLK2,0.121110916
FDPS,0.23592919
RUSC1,0.084758185
ASH1L,1.1485729
MSTO1,0.041754518
YY1AP1,0.25452593
DAP3,0.27796558
GON4L,0.38078052
SYT11,0.033604864
RIT1,0.098851055
KHDC4,0.35371208
ARHGEF2,0.15223742
SSR2,0.2134514
UBQLN4,0.10737956
LAMTOR2,0.11019697
RAB25,0.14853977
LMNA,0.3301411
SEMA4A,0.13368405
SLC25A44,0.08601561
PMF1,0.0
SMG5,0.17740509
TMEM79,0.023111073
GLMP,0.088102885
CCT3,0.23121233
MEF2D,0.11516912
NAXE,0.08528375
GPATCH4,0.048463598
NES,0.03215691
CRABP2,0.012096261
ISG20L2,0.057455935
METTL25B,0.09835219
MRPL24,0.06802387
HDGF,0.21663202
PRCC,0.2059903
SH2D2A,0.006710725
PEAR1,0.03771609
ARHGEF11,0.3394648
ETV3,0.067146994
CD5L,0.0010492593
KIRREL1,0.11594598
CD1D,0.0035740703
CD1C,0.0015471347
MNDA,0.0060150777
PYHIN1,0.02498041
IFI16,0.20164369
ACKR1,0.0038696036
FCER1A,0.000554507
ENSG00000228560,0.0032530928
APCS,0.058680177
DUSP23,0.094918214
FCRL6,0.001746332
TAGLN2,0.29099494
PIGM,0.0
IGSF8,0.094097435
ATP1A2,0.000760875
PEA15,0.055172443
DCAF8,0.13224825
PEX19,0.00070127024
COPA,0.39032915
NCSTN,0.12746231
SLAMF6,0.029466359
CD84,0.021548716
SLAMF1,0.021069681
CD48,0.011309125
SLAMF7,0.0068577654
LY9,0.0081381425
CD244,0.0025029706
ITLN1,0.0003092876
F11R,0.20722246
TSTD1,0.0071811765
USF1,0.046213526
ARHGAP30,0.04056475
NECTIN4,0.05002856
KLHDC9,0.05666013
PFDN2,0.1817
NIT1,0.14687333
DEDD,0.070374474
UFC1,0.16409034
USP21,0.026996493
PPOX,0.05380647
B4GALT3,0.07196797
ADAMTS4,0.001214725
NDUFS2,0.15520433
FCER1G,0.009766767
APOA2,0.0
TOMM40L,0.018485323
SDHC,0.32451102
FCGR2A,0.020767868
HSPA6,0.005818982
FCGR3A,0.0049794214
FCGR3B,0.0
FCGR2B,0.0057975114
FCRLB,0.021023713
DUSP12,0.06352909
ATF6-DT,0.00085016683
ATF6,0.6449223
OLFML2B,0.015966581
SH2D1B,0.0044431193
UHMK1,0.23330654
UAP1,0.09813746
DDR2,0.079817094
HSD17B7,0.08556099
RGS4,0.0024436587
RGS5,0.0
ENSG00000232995,0.0
PBX1,0.8816726
MGST3,0.5547738
ALDH9A1,0.120116904
TMCO1,0.32586074
UCK2,0.12387262
POGK,0.12370669
TADA1,0.05962894
POU2F1,0.5942214
CD247,0.060602725
CREG1,0.17734289
RCSD1,0.099128954
MPZL1,0.28220075
MPC2,0.18342026
DCAF6,0.6200755
GPR161,0.014268401
TIPRL,0.12050071
SFT2D2,0.19394408
XCL2,0.0009402823
DPT,0.011504895
ATP1B1,1.9196295
NME7,0.51202077
BLZF1,0.15872137
SLC19A2,0.18305632
F5,0.020035647
SELP,0.025986414
SELL,0.020779787
METTL18,0.02069911
SCYL3,0.16800219
KIFAP3,0.36023882
GORAB,0.06097552
FMO3,0.0061483756
FMO2,0.01527419
FMO4,0.17368731
PRRC2C,0.8396341
VAMP4,0.10702296
METTL13,0.042794153
DNM3,0.60057
DNM3OS,0.04830433
PIGC,0.19721109
SUCO,0.3975982
PRDX6-AS1,0.19869335
PRDX6,0.3807487
KLHL20,0.3301084
CENPL,0.01507451
DARS2,0.058313057
ZBTB37,0.15517876
RC3H1,0.56988597
RABGAP1L,1.5773301
CACYBP,0.075435475
MRPS14,0.08342382
KIAA0040,0.07697687
COP1,0.8841995
SEC16B,0.086136654
RASAL2,0.78781295
RALGPS2,0.5398113
ANGPTL1,0.10913278
FAM20B,0.16374971
TOR3A,0.05638981
ABL2,0.4316569
SOAT1,0.17261298
TOR1AIP2,0.47793543
TOR1AIP1,0.19664767
ENSG00000260360,0.00039844564
CEP350,0.61425817
QSOX1,0.18252987
ACBD6,0.5416707
XPR1,0.521477
STX6,0.123572044
MR1,0.10318163
IER5,0.018994337
GLUL,0.28048256
RNASEL,0.05501651
RGS16,0.03309967
NPL,0.10028403
DHX9,0.43426853
LAMC1,0.5312412
SMG7,0.46054596
NCF2,0.011653148
ARPC5,0.21483126
RGL1,0.30047515
TSEN15,0.13741572
C1orf21,0.2084873
EDEM3,0.23059589
NIBAN1,0.07110249
RNF2,0.14797132
TRMT1L,0.13805062
SWT1,0.18490161
IVNS1ABP,0.4833257
ENSG00000273004,0.0013913835
HMCN1,0.09133371
TPR,0.43001652
ODR4,0.21854061
PTGS2,0.028394742
RGS18,0.0067497143
RGS1,0.017522557
RGS13,0.0034321477
RGS2,0.13631304
UCHL5,0.13760962
RO60,0.2578964
GLRX2,0.0528421
CDC73,0.41423303
KCNT2,0.10074875
CFH,0.13327836
CFHR1,0.0
ZBTB41,0.10264706
DENND1B,0.62935907
NEK7,0.649239
PTPRC,0.13555096
MIR181A1HG,0.124669746
NR5A2,0.02461694
ZNF281,0.073316604
DDX59,0.10069162
CAMSAP2,0.493278
KIF21B,0.012562728
TMEM9,0.1376559
PKP1,0.00094713725
PHLDA3,0.09693219
CSRP1,0.13744797
NAV1,0.4044267
IPO9-AS1,0.14403918
IPO9,0.26156932
SHISA4,0.02526618
ENSG00000223774,0.0034258517
LMOD1,0.022840284
TIMM17A,0.11450873
RNPEP,0.18353766
ELF3,0.644604
ARL8A,0.095368735
PTPN7,0.024648216
LGR6,0.035224073
UBE2T,0.024354903
PPP1R12B,0.6205479
KDM5B,0.44777668
PCAT6,0.009012307
RABIF,0.038600553
KLHL12,0.11138978
ADIPOR1,0.11940749
CYB5R1,0.094678566
TMEM183A,0.08614585
LINC01353,0.0028113937
BTG2-DT,0.002545871
BTG2,0.39309382
PRELP,0.029320328
ATP2B4,0.25172272
LAX1,0.0062527503
ZC3H11A,0.00022599119
ZBED6,0.0
SNRPE,0.10255714
SOX13,0.20624731
ETNK2,0.06646144
PLEKHA6,0.5294567
PPP1R15B,0.07513742
PIK3C2B,0.1216415
MDM4,0.6334255
NFASC,0.08391116
RBBP5,0.12507139
DSTYK,0.21418063
CDK18,0.2470441
ELK4,0.20226489
SLC45A3,0.014463056
NUCKS1,0.7271535
RAB29,0.09242544
SLC41A1,0.04664788
PM20D1,0.01626189
RHEX,0.97893655
FAM72A,0.0031683007
SRGAP2,0.31417692
RASSF5,0.032304533
EIF2D,0.08084615
MAPKAPK2,0.24743848
IL10,0.00034821808
IL20,0.0
FCMR,0.008821784
PFKFB2,0.14724277
YOD1,0.03829421
CD55,0.16929932
CR1,0.031587724
CD46,0.72719127
MIR29B2CHG,0.68766576
CD34,0.09679263
PLXNA2,0.1925131
G0S2,0.03736749
TRAF3IP3,0.04435228
IRF6,0.06360086
UTP25,0.05717476
SERTAD4-AS1,0.06487762
HHAT,0.23329888
RCOR3,0.6154375
TRAF5,0.12888649
LINC00467,0.20398621
SLC30A1,0.07955622
NEK2,0.0009333178
LPGAT1,0.38235006
INTS7,0.09660384
PPP2R5A,0.4318313
PACC1,0.058618356
NENF,0.19760077
ENSG00000260805,0.010705498
ATF3,0.092831075
BATF3,0.0064009298
NSL1,0.23133439
TATDN3,0.11387903
FLVCR1,0.10490609
ANGEL2,0.18891227
