,3487
SNRNP40,0.12396225
ZCCHC17,0.11969749
FABP3,0.010953877
SERINC2,0.15408087
TINAGL1,0.15259154
PEF1,0.04685149
COL16A1,0.049083393
PTP4A2,0.19095124
KHDRBS1,0.4591983
TMEM39B,0.046457957
KPNA6,0.34133253
TXLNA,0.12536946
CCDC28B,0.006990393
IQCC,0.00096575974
TMEM234,0.015923554
EIF3I,0.039054014
FAM167B,0.009038745
LCK,0.023227684
HDAC1,0.094856046
MARCKSL1,0.010119262
FAM229A,0.0059668333
BSDC1,0.16256635
ZBTB8A,0.034129117
ZBTB8OS,0.20291449
RBBP4,0.19103208
SYNC,0.035138085
NHSL3,0.21271856
YARS1,0.21668227
S100PBP,0.17478596
TMEM54,0.0087245535
RNF19B,0.10859116
AK2,0.1436518
ZNF362,0.081996724
PHC2,0.5866676
SMIM12,0.060948197
GJA4,0.005127714
ENSG00000284773,0.009831927
ZMYM6,0.0
ZMYM1,0.06354713
SFPQ,0.5645422
ZMYM4,0.6429907
KIAA0319L,0.5021672
TFAP2E-AS1,0.0015745715
PSMB2,0.0587981
C1orf216,0.008793594
CLSPN,0.002283643
AGO4,0.19038443
AGO1,0.05120139
AGO3,0.7855851
ADPRS,0.048457067
COL8A2,0.005213302
TRAPPC3,0.034417033
MAP7D1,0.08513242
THRAP3,0.46857998
SH3D21,0.020693531
EVA1B,0.019172952
STK40,0.35080168
LSM10,0.010314034
OSCP1,0.019129604
MRPS15,0.023711892
CSF3R,0.06127125
LITATS1,0.019400505
ZC3H12A,0.03085324
MEAF6,0.08055307
SNIP1,0.03349677
DNALI1,0.023429472
GNL2,0.07676952
AIRIM,0.033520035
CDCA8,0.0037279264
YRDC,0.01738131
C1orf122,0.03489893
MTF1,0.08914746
INPP5B,0.20853527
SF3A3,0.1060342
FHL3,0.023565525
UTP11,0.017493142
RRAGC,0.041444965
MYCBP,0.0025034961
RHBDL2,0.033836685
AKIRIN1,0.1504886
NDUFS5,0.038108025
MACF1,2.1663454
PABPC4,0.0908676
HEYL,0.027004441
PPIE,0.039254867
TRIT1,0.13865839
MFSD2A,0.028513383
CAP1,0.18656725
PPT1,0.03714261
RLF,0.39605707
ZMPSTE24-DT,0.0063892244
ZMPSTE24,0.110475205
COL9A2,0.013067693
SMAP2,0.21366277
ZNF684,0.05293123
RIMS3,0.0065866555
NFYC,0.30551305
CITED4,0.035891965
CTPS1,0.14779246
SCMH1,1.3630744
HIVEP3,0.55691093
FOXJ3,0.61723244
PPCS,0.024446063
CCDC30,0.2661692
PPIH,0.038030546
YBX1,0.16409141
P3H1,0.027196664
C1orf50,0.0
SVBP,0.0051461146
ERMAP,0.048482943
ZNF691,0.012459052
SLC2A1,0.042474005
CFAP144,0.004089534
EBNA1BP2,0.1169508
TMEM125,0.006097355
C1orf210,0.002525634
TIE1,0.024665736
ELOVL1,0.019147584
MED8,0.023961788
SZT2,0.14192335
HYI,0.022342488
PTPRF,0.2559173
KDM4A,0.0
ST3GAL3,0.0024488154
ARTN,0.0038879684
IPO13,0.023616023
DPH2,0.014045103
ATP6V0B,0.07257533
B4GALT2,0.036944035
CCDC24,0.036774114
SLC6A9,0.0060170824
DMAP1,0.02761781
ERI3,0.3121571
RNF220,0.045613363
TMEM53,0.03561269
KIF2C,0.0033593366
RPS8,0.11653358
PLK3,0.110252105
BTBD19,0.121815875
EIF2B3,0.2555172
HECTD3,0.034807127
UROD,0.010254411
MUTYH,0.026618797
TOE1,0.0151482085
PRDX1,0.05433777
AKR1A1,0.16686612
NASP,0.14397553
CCDC17,0.003134136
GPBP1L1,0.4264535
TMEM69,0.02814397
IPP,0.06641747
MAST2,0.463096
PIK3R3,0.010604415
TSPAN1,0.15859926
POMGNT1,0.09865812
LURAP1,0.09053095
LRRC41,0.15073507
UQCRH,0.18653801
NSUN4,0.10985628
FAAH,0.051028825
MKNK1,0.16839415
MOB3C,0.0
ATPAF1,0.07257716
EFCAB14,0.122300714
CYP4B1,0.0022058473
TAL1,0.0075919777
CMPK1,0.1738237
TRABD2B,1.1474061
SPATA6,0.21692719
ELAVL4,0.0018486034
FAF1,1.0561247
CDKN2C,0.0009589471
RNF11,0.15982606
EPS15,0.6515286
OSBPL9,0.46902534
NRDC,0.48195335
TXNDC12,0.078156985
KTI12,0.0
BTF3L4,0.13400911
ZFYVE9,0.26951897
CC2D1B,0.07611972
PRPF38A,0.039280724
TUT4,0.41578227
GPX7,0.0033952978
SHISAL2A,0.022095323
COA7,0.020418657
ZYG11B,0.19779626
ECHDC2,0.48914608
SCP2,0.13361236
PODN,0.0025484655
CPT2,0.020777697
CZIB,0.017481642
MAGOH,0.04458144
LRP8,0.019596294
NDC1,0.10952581
YIPF1,0.045623697
IFT25,0.06883228
LRRC42,0.035403688
TMEM59,0.10416957
TCEANC2,0.03249036
CYB5RL,0.0
MRPL37,0.030657988
SSBP3,0.3384811
ACOT11,0.16527964
TTC4,0.0
DHCR24,0.028172096
TMEM61,0.003881547
USP24,0.55018395
PLPP3,0.7716312
OMA1,0.0
TACSTD2,0.04030639
MYSM1,0.21760805
JUN,0.12848896
FGGY,0.428761
NFIA,0.7947393
NFIA-AS2,0.0012229322
TM2D1,0.228216
PATJ,1.4257567
USP1,0.024369616
DOCK7,0.41347688
ANGPTL3,0.0005873404
ATG4C,0.06145022
ALG6,0.035713628
ITGB3BP,0.044614933
EFCAB7,0.034289066
PGM1,0.10439145
CACHD1,0.1378013
JAK1,0.7416071
AK4,0.26645815
DNAJC6,0.14148931
LEPROT,0.0
LEPR,0.1482027
PDE4B,0.22846569
SGIP1,0.3549614
MIER1,0.28645012
SERBP1,0.2181447
GADD45A,0.15663728
GNG12,0.65358466
WLS,0.2744219
LRRC40,0.09865231
SRSF11,0.5872139
ANKRD13C,0.25393143
ZRANB2,0.46974996
FPGT,0.0
FPGT-TNNI3K,0.0
CRYZ,0.13232893
TYW3,0.063210055
ACADM,0.10631876
RABGGTB,0.042287145
ST6GALNAC3,0.52359706
PIGK,0.06319841
ZZZ3,0.5525173
USP33,0.30747107
MIGA1,0.22653608
NEXN,0.14425327
FUBP1,0.31792286
DNAJB4,0.0008227949
GIPC2,0.13092515
ENSG00000273338,0.0008727789
IFI44L,0.03976833
IFI44,0.028633835
ADGRL4,0.0852129
ADGRL2,0.33017108
TTLL7,0.18190673
PRKACB,0.23272873
RPF1,0.043348946
GNG5,0.06796207
SPATA1,0.044804264
CTBS,0.027580386
SSX2IP,0.12717737
C1orf52,0.062876344
BCL10,0.040992614
DDAH1,1.1721748
CCN1,0.25171608
ZNHIT6,0.27319577
ODF2L,0.22772272
SH3GLB1,0.23102362
SELENOF,0.18927741
HS2ST1,0.3045639
LMO4,0.09049048
PKN2,0.5794106
GTF2B,0.08160488
KYAT3,0.1376967
RBMXL1,0.0
GBP3,0.03007998
GBP1,0.032964174
GBP2,0.05814639
GBP4,0.009929319
GBP5,0.006180469
LRRC8B,0.21523754
LRRC8C-DT,0.0170172
LRRC8C,0.0
LRRC8D,0.007751892
ZNF326,0.15667386
ZNF644,0.6221863
TGFBR3,0.35293266
BTBD8,0.030932
GLMN,0.13562106
RPAP2,0.29416367
EVI5,0.616945
RPL5,0.16240995
DIPK1A,0.17553525
MTF2,0.25829938
TMED5,0.12771153
CCDC18,0.07895031
DR1,0.033137143
FNBP1L,0.8302885
BCAR3,0.39528114
DNTTIP2,0.034995895
GCLM,0.09642102
ARHGAP29,1.105714
ABCD3,0.28216758
F3,0.0543303
CNN3,0.47868124
ALG14,0.08607406
TLCD4,0.0
PTBP2,0.62867
DPYD,0.801044
SNX7,0.12726845
PALMD,0.030515505
AGL,0.09112035
SLC35A3,0.0
MFSD14A,0.0005732418
TRMT13,0.108938225
DBT,0.05663496
RTCA-AS1,0.0018783893
RTCA,0.09221765
CDC14A,0.32508054
VCAM1,0.19592641
EXTL2,0.042736173
SLC30A7,0.26696882
DPH5,0.04745513
DPH5-DT,0.06635966
S1PR1,0.010324637
RNPC3,0.21673113
PRMT6,0.001855569
VAV3,0.31162256
SLC25A24,0.19879697
EEIG2,0.1693846
HENMT1,0.0034024613
PRPF38B,0.21073799
STXBP3,0.1314955
GPSM2,0.0383522
CLCC1,0.0
WDR47,0.056499094
TAF13,0.030420745
TMEM167B,0.020197548
SARS1,0.10604957
CELSR2,0.015385938
PSRC1,0.0008886208
SORT1,0.17044236
PSMA5,0.1507509
CYB561D1,0.031891033
AMIGO1,0.001084854
GNAI3,0.23671132
AMPD2,0.03295159
GSTM4,0.0054591615
GSTM1,0.0
GSTM5,0.0
GSTM3,0.0046882685
CSF1,0.06142381
AHCYL1,0.264321
STRIP1,0.09039454
KCNC4,0.12538262
RBM15,0.0453498
SLC16A4,0.21246493
LAMTOR5,0.050400186
CD53,0.12093633
LRIF1,0.021393647
DRAM2,0.091091394
CEPT1,0.153572
ENSG00000273221,0.0025307413
DENND2D,0.05730427
WDR77,0.040446658
ATP5PB,0.07960751
C1orf162,0.014024846
TMIGD3,0.0075284056
ADORA3,0.0
RAP1A,0.6596295
DDX20,0.026353449
CTTNBP2NL,0.34384236
WNT2B,0.12449965
ST7L,0.22481024
CAPZA1,0.36295465
MOV10,0.0603592
RHOC,0.05926005
PPM1J,0.0
SLC16A1,0.04685417
SLC16A1-AS1,0.18973297
LRIG2,0.14715575
MAGI3,0.5997521
PHTF1,0.10593795
RSBN1,0.11686151
PTPN22,0.051687267
AP4B1,0.015371516
DCLRE1B,0.0017392036
HIPK1-AS1,0.0005036073
HIPK1,0.098588996
OLFML3,0.004549682
TRIM33,0.44522378
BCAS2,0.036703855
DENND2C,0.043425817
NRAS,0.030906666
CSDE1,0.27906746
SIKE1,0.03772877
TSPAN2,0.066131786
NGF,0.05178906
VANGL1,0.039872296
CASQ2,0.0
SLC22A15,0.087560125
ATP1A1,0.80776966
CD58,0.39798886
CD2,0.022989254
PTGFRN,0.070294864
TTF2,0.065199845
TRIM45,0.0035474366
VTCN1,0.014171687
MAN1A2,0.52994335
TENT5C,0.033159606
GDAP2,0.15747645
WDR3,0.07118775
WARS2,0.15062508
PHGDH,0.018583516
HMGCS2,0.017381188
NOTCH2,0.33508554
SEC22B,0.09569152
LINC00623,0.19827285
FCGR1BP,0.001613458
SRGAP2C,0.12823991
LINC02591,0.024151556
LINC02802,0.0055794073
NBPF15,0.11473413
SRGAP2B,0.13607915
ENSG00000276216,0.0
GPR89A,0.04751827
PDZK1,0.39922267
CD160,0.004452461
RNF115,0.533052
POLR3C,0.08065566
NUDT17,0.002737004
PIAS3,0.017915318
ITGA10,0.023282584
PEX11B,0.02535395
RBM8A,0.03003913
LIX1L,0.027186943
POLR3GL,0.0035468207
TXNIP,0.29309264
NOTCH2NLA,0.0
NBPF12,0.14311877
PRKAB2,0.04751306
ENSG00000237188,0.061983753
FMO5,0.040577997
CHD1L,0.19903034
BCL9,0.1037728
ACP6,0.080937654
GJA5,0.03267829
NBPF11,0.08354372
NBPF14,0.093538694
PDE4DIP,0.27396348
NBPF9,0.07232857
ENSG00000274265,0.46195897
NBPF19,0.05934196
FCGR1A,0.0028145139
H2BC18,0.0049581025
H2AC19,0.0
H2AC20,0.0
BOLA1,0.0060325037
SF3B4,0.016905086
MTMR11,0.024418581
OTUD7B,0.31570235
VPS45,0.20124438
PLEKHO1,0.063212305
ANP32E,0.034660272
APH1A,0.02584008
C1orf54,0.041120052
MRPS21,0.09297011
PRPF3,0.15654013
RPRD2,0.53204536
TARS2,0.026205424
ECM1,0.0040595294
ADAMTSL4-AS2,0.047315806
MCL1,0.25818166
ENSA,0.31769142
GOLPH3L,0.0735998
CTSS,0.07669463
CTSK,0.008035114
ARNT,0.20028043
SETDB1,0.1451826
CERS2,0.05108888
ANXA9,0.004937347
MINDY1,0.03284242
C1orf56,0.02114156
CDC42SE1,0.10637301
MLLT11,0.0051293247
GABPB2,0.13833824
TNFAIP8L2,0.0
SCNM1,0.031920422
LYSMD1,0.0059834276
VPS72,0.053600207
PIP5K1A,0.7406533
PSMD4,0.09220212
ZNF687,0.012464338
PI4KB,0.1638524
RFX5,0.009289986
SELENBP1,0.009425608
PSMB4,0.015870893
POGZ,0.6812036
CGN,0.060496744
TUFT1,0.111006014
SNX27,0.14537008
MRPL9,0.007934071
OAZ3,0.00037933193
TDRKH,0.013065623
TDRKH-AS1,0.0010400813
THEM4,0.08599934
S100A10,0.16619505
S100A11,0.0960448
TCHH,0.0
S100A9,0.051369026
S100A12,0.0077913236
S100A8,0.025135376
S100A7,0.0
S100A6,0.32891694
S100A5,0.0
S100A4,0.04724243
S100A16,0.073939815
S100A14,0.012931493
S100A13,0.049586933
CHTOP,0.07826498
SNAPIN,0.0042854864
ILF2,0.06310408
NPR1,0.08322835
INTS3,0.17858596
SLC27A3,0.021476923
GATAD2B,0.58134884
DENND4B,0.16119827
CRTC2,0.02255847
SLC39A1,0.01628451
CREB3L4,0.0040717134
JTB,0.043687288
JTB-DT,0.0004847413
RAB13,0.028224854
RPS27,0.032860566
TPM3,0.29098767
C1orf43,0.14085476
UBAP2L,0.19782291
HAX1,0.024247855
ATP8B2,0.040902894
IL6R,0.44393337
SHE,0.01662117
UBE2Q1,0.023881244
ADAR,0.25176457
KCNN3,0.05051423
PMVK,0.027627995
PBXIP1,0.031775318
PYGO2,0.0085481545
SHC1,0.00966288
CKS1B,0.00041032356
FLAD1,0.024552768
ZBTB7B,0.040565822
ADAM15,0.035527337
EFNA4,0.0
EFNA3,0.0
EFNA1,0.048152547
SLC50A1,0.021556366
DPM3,0.012967509
KRTCAP2,0.00054670544
MUC1,0.005358094
THBS3,0.044208504
MTX1,0.009807271
GBA1,0.020048443
ENTREP3,0.011700282
SCAMP3,0.07538947
CLK2,0.06920231
FDPS,0.16358908
RUSC1,0.0171323
ASH1L,1.3258525
MSTO1,0.021896781
YY1AP1,0.24661143
DAP3,0.33356002
GON4L,0.4637142
SYT11,0.0142621435
RIT1,0.042388774
KHDC4,0.2444591
ARHGEF2,0.14748879
SSR2,0.05807502
UBQLN4,0.060441405
LAMTOR2,0.01259998
RAB25,0.0066096555
LMNA,0.63482213
SEMA4A,0.14730072
SLC25A44,0.1111938
PMF1,0.0
SMG5,0.2174924
TMEM79,0.009809772
GLMP,0.012071496
CCT3,0.13948365
MEF2D,0.122504115
NAXE,0.012509451
GPATCH4,0.059920114
NES,0.040601663
CRABP2,0.0028278008
ISG20L2,0.049635313
METTL25B,0.027506093
MRPL24,0.021511583
HDGF,0.11289525
PRCC,0.13400954
SH2D2A,0.007690949
PEAR1,0.009182541
ARHGEF11,0.26360992
ETV3,0.041982096
CD5L,0.0006833157
KIRREL1,0.40173027
CD1D,0.0049049836
CD1C,0.0041624317
MNDA,0.020684503
PYHIN1,0.025057873
IFI16,0.28521234
ACKR1,0.021916585
FCER1A,0.002311701
ENSG00000228560,0.0011586485
APCS,0.0
DUSP23,0.034335867
FCRL6,0.0024810568
TAGLN2,0.09427356
PIGM,0.0
IGSF8,0.01582194
ATP1A2,0.009101555
PEA15,0.050590165
DCAF8,0.051249277
PEX19,0.00063117157
COPA,0.3376444
NCSTN,0.036117103
SLAMF6,0.015588022
CD84,0.04335537
SLAMF1,0.014277173
CD48,0.016963316
SLAMF7,0.021517618
LY9,0.014585854
CD244,0.00718558
ITLN1,0.0
F11R,0.050104797
TSTD1,0.0
USF1,0.019145397
ARHGAP30,0.05120572
NECTIN4,0.017373791
KLHDC9,0.00418564
PFDN2,0.0838221
NIT1,0.0708347
DEDD,0.062647425
UFC1,0.034157824
USP21,0.0051103923
PPOX,0.021134214
B4GALT3,0.025216442
ADAMTS4,0.09031771
NDUFS2,0.08823766
FCER1G,0.014931669
APOA2,0.0
TOMM40L,0.01431831
SDHC,0.14538722
FCGR2A,0.05617168
HSPA6,0.015958538
FCGR3A,0.004972542
FCGR3B,0.004681725
FCGR2B,0.012047353
FCRLB,0.0010179454
DUSP12,0.029872568
ATF6-DT,0.0
ATF6,0.4522837
OLFML2B,0.020602698
SH2D1B,0.0020061377
UHMK1,0.1072651
UAP1,0.110399984
DDR2,0.122344755
HSD17B7,0.03221004
RGS4,0.00569848
RGS5,0.0
ENSG00000232995,0.0
PBX1,0.5817008
MGST3,0.36362717
ALDH9A1,0.034454018
TMCO1,0.08206952
UCK2,0.26608986
POGK,0.08405745
TADA1,0.021633014
POU2F1,0.4535934
CD247,0.10620696
CREG1,0.022278888
RCSD1,0.1414832
MPZL1,0.3239913
MPC2,0.026896449
DCAF6,0.47545856
GPR161,0.018129842
TIPRL,0.093303815
SFT2D2,0.14031592
XCL2,0.0
DPT,0.0008727789
ATP1B1,0.51819247
NME7,0.3578854
BLZF1,0.11749639
SLC19A2,0.087183245
F5,0.040789384
SELP,0.01466305
SELL,0.017491218
METTL18,0.003856445
SCYL3,0.06832005
KIFAP3,0.18326886
GORAB,0.023229364
FMO3,0.014525773
FMO2,0.005174262
FMO4,0.060580846
PRRC2C,0.74028414
VAMP4,0.036350258
METTL13,0.02748183
DNM3,0.16242565
DNM3OS,0.011688349
PIGC,0.06938099
SUCO,0.2528215
PRDX6-AS1,0.058731433
PRDX6,0.09438834
KLHL20,0.2056379
CENPL,0.005961778
DARS2,0.03000158
ZBTB37,0.07243728
RC3H1,0.41826972
RABGAP1L,1.4274453
CACYBP,0.02692705
MRPS14,0.023039514
KIAA0040,0.098860085
COP1,0.91674155
SEC16B,0.059640054
RASAL2,1.4011445
RALGPS2,0.4241584
ANGPTL1,0.029292136
FAM20B,0.15139663
TOR3A,0.03433605
ABL2,0.6184785
SOAT1,0.16211031
TOR1AIP2,0.13429032
TOR1AIP1,0.08853516
ENSG00000260360,0.0009110383
CEP350,0.48004526
QSOX1,0.10186189
ACBD6,0.4840224
XPR1,0.6172575
STX6,0.11788298
MR1,0.06851001
IER5,0.02306924
GLUL,0.08183651
RNASEL,0.01917461
RGS16,0.054215144
NPL,0.18346928
DHX9,0.31984454
LAMC1,0.6530538
SMG7,0.3943161
NCF2,0.046967536
ARPC5,0.094172336
RGL1,0.4026383
TSEN15,0.07649701
C1orf21,0.17527546
EDEM3,0.18418741
NIBAN1,0.18679059
RNF2,0.12352722
TRMT1L,0.03466794
SWT1,0.08294096
IVNS1ABP,0.22362661
ENSG00000273004,0.0
HMCN1,0.08979748
TPR,0.2673589
ODR4,0.1467623
PTGS2,0.012715938
RGS18,0.006040522
RGS1,0.02973499
RGS13,0.0047257296
RGS2,0.05269002
UCHL5,0.06439458
RO60,0.113219164
GLRX2,0.023722984
CDC73,0.4548502
KCNT2,0.24078354
CFH,0.10340838
CFHR1,0.0
ZBTB41,0.03846636
DENND1B,0.42751586
NEK7,0.39106834
PTPRC,0.31654936
MIR181A1HG,0.20436789
NR5A2,0.022657556
ZNF281,0.03247886
DDX59,0.04723733
CAMSAP2,0.562484
KIF21B,0.013340097
TMEM9,0.016886782
PKP1,0.0004643139
PHLDA3,0.012134151
CSRP1,0.075497165
NAV1,0.22334181
IPO9-AS1,0.0505258
IPO9,0.26566935
SHISA4,0.0015516707
ENSG00000223774,0.0006904295
LMOD1,0.032530006
TIMM17A,0.06332115
RNPEP,0.058628187
ELF3,0.34680077
ARL8A,0.072284944
PTPN7,0.054743122
LGR6,0.015991978
UBE2T,0.0014139063
PPP1R12B,0.7203754
KDM5B,0.29772907
PCAT6,0.0010912595
RABIF,0.015760047
KLHL12,0.043518838
ADIPOR1,0.014964002
CYB5R1,0.020064259
TMEM183A,0.021572264
LINC01353,0.0
BTG2-DT,0.0
BTG2,0.055623457
PRELP,0.006443342
ATP2B4,0.43351576
LAX1,0.009000248
ZC3H11A,0.0
ZBED6,0.0
SNRPE,0.023135208
SOX13,0.12652166
ETNK2,0.056933038
PLEKHA6,0.56077766
PPP1R15B,0.053011756
PIK3C2B,0.06595242
MDM4,0.3809129
NFASC,0.22984535
RBBP5,0.095944755
DSTYK,0.17851946
CDK18,0.082755946
ELK4,0.12654394
SLC45A3,0.007483288
NUCKS1,0.27221805
RAB29,0.0968709
SLC41A1,0.061571397
PM20D1,0.011756348
RHEX,0.6181438
FAM72A,0.0006881847
SRGAP2,0.2796125
RASSF5,0.048972297
EIF2D,0.034578484
MAPKAPK2,0.37418076
IL10,0.0008288516
IL20,0.0
FCMR,0.021765448
PFKFB2,0.14214462
YOD1,0.017683886
CD55,0.120118245
CR1,0.07945653
CD46,0.24451482
MIR29B2CHG,0.30701613
CD34,0.029999984
PLXNA2,0.5291842
G0S2,0.06176988
TRAF3IP3,0.033576213
IRF6,0.019295715
UTP25,0.051807363
SERTAD4-AS1,0.002928312
HHAT,0.10253907
RCOR3,0.24100696
TRAF5,0.09881407
LINC00467,0.03852978
SLC30A1,0.019104103
NEK2,0.0
LPGAT1,0.5939311
INTS7,0.10380975
PPP2R5A,0.3598863
PACC1,0.07399193
NENF,0.03826568
ENSG00000260805,0.0014312344
ATF3,0.06866229
BATF3,0.027482253
NSL1,0.09899779
TATDN3,0.043977994
FLVCR1,0.1039215
ANGEL2,0.08867358
RPS6KC1,0.49761903
SMYD2,0.11221923
PTPN14,0.60973763
