,PRE027
SLC66A1,0.04073871
CAPZB,0.45912412
MICOS10,1.1212803
NBL1,0.11522564
TMCO4,0.06774432
OTUD3,0.04189271
PLA2G5,0.0
CAMK2N1,0.8811482
MUL1,0.11680434
CDA,0.2618154
PINK1,0.31996432
PINK1-AS,0.0059945504
DDOST,0.24101217
KIF17,0.010747533
HP1BP3,0.5136163
EIF4G3,0.11936124
ECE1,0.18239477
NBPF3,0.004185619
ALPL,0.055879045
USP48,0.13638377
HSPG2,0.2832361
CDC42,0.95506406
WNT4,0.003948453
ZBTB40,0.0467672
C1QA,0.02835158
C1QC,0.020823617
C1QB,0.024010353
EPHB2,0.006987189
KDM1A,0.11120125
LUZP1,0.12563883
HNRNPR,0.35321605
ZNF436,0.021386458
TCEA3,0.3164543
ASAP3,0.04437196
ID3,0.4602404
RPL11,2.783054
ELOA,0.09269143
PITHD1,0.15152495
LYPLA2,0.20188712
GALE,0.09192585
HMGCL,0.25759703
FUCA1,0.2058863
PNRC2,0.36805862
SRSF10,0.43390015
STPG1,0.035879146
NIPAL3,0.07097405
RCAN3,0.057826493
SRRM1,0.47473133
CLIC4,0.3313206
RUNX3,0.0025655325
SYF2,0.45610374
RSRP1,0.5299572
TMEM50A,0.50968504
MACO1,0.11913956
LDLRAP1,0.06665748
MAN1C1,0.09344923
ENSG00000233478,0.0008996917
SELENON,0.15505588
MTFR1L,0.20650223
PAQR7,0.18465602
STMN1,0.39751622
PAFAH2,0.040029187
PDIK1L,0.058545705
FAM110D,0.036477778
ZNF593OS,0.002219541
ZNF593,0.37017542
CEP85,0.030238733
SH3BGRL3,0.5480882
UBXN11,0.07083899
CD52,0.0068265693
DHDDS,0.08244584
HMGN2,0.8473966
RPS6KA1,0.07177885
ARID1A,0.1837958
PIGV,0.042868786
ZDHHC18,0.022162199
SFN,0.0031792365
GPN2,0.04290193
GPATCH3,0.025904134
NUDC,0.40846
KDF1,0.06780505
TRNP1,0.056160767
SLC9A1,0.045342766
WDTC1,0.0827314
TMEM222,0.15338732
SYTL1,0.011572007
MAP3K6,0.058831315
FCN3,0.13648982
CD164L2,0.0
WASF2,0.27266398
AHDC1,0.07884259
FGR,0.008148645
IFI6,0.15087615
FAM76A,0.094515204
STX12,0.18606098
PPP1R8,0.081956014
THEMIS2,0.01118874
RPA2,0.11901324
XKR8,0.019543538
EYA3,0.15314497
PTAFR,0.015167842
DNAJC8,0.34200576
ATP5IF1,1.3959649
ENSG00000270605,0.027776824
MED18,0.010691834
PHACTR4,0.17314233
RCC1,0.009954383
TRNAU1AP,0.088160194
SNHG12,0.05191735
TAF12,0.11710259
RAB42,0.0044703796
GMEB1,0.043574326
YTHDF2,0.21161681
EPB41,0.095488586
TMEM200B,0.015999813
SRSF4,0.21108826
MECR,0.07429499
PTPRU,0.02010746
LAPTM5,0.03907105
SDC3,0.0378749
PUM1,0.27588215
NKAIN1,0.0
SNRNP40,0.16945322
ZCCHC17,0.12399939
FABP3,0.41086066
SERINC2,0.41400072
TINAGL1,0.3643086
PEF1,0.19353276
COL16A1,0.009021421
PTP4A2,0.5545541
KHDRBS1,0.4012688
TMEM39B,0.027068418
KPNA6,0.13611214
TXLNA,0.096867435
CCDC28B,0.067471206
IQCC,0.006881983
TMEM234,0.058236778
EIF3I,0.30997354
FAM167B,0.08310899
LCK,0.0019293068
HDAC1,0.19583632
MARCKSL1,0.20097323
FAM229A,0.103244066
BSDC1,0.11261527
ZBTB8A,0.033909343
ZBTB8OS,0.21281421
RBBP4,0.29586133
SYNC,0.048869718
NHSL3,0.18013656
YARS1,0.047972202
S100PBP,0.07024555
TMEM54,0.085547395
RNF19B,0.05220782
AK2,0.3966351
ZNF362,0.0719219
PHC2,0.316092
SMIM12,0.21142155
GJA4,0.059106898
ENSG00000284773,0.008646356
ZMYM6,0.09238018
ZMYM1,0.061276533
SFPQ,0.73738354
ZMYM4,0.11304534
KIAA0319L,0.16588794
TFAP2E-AS1,0.0003635296
PSMB2,0.37372226
C1orf216,0.0074619465
CLSPN,0.0012758332
AGO4,0.051465277
AGO1,0.0695858
AGO3,0.10843023
ADPRS,0.11937685
COL8A2,0.0020498221
TRAPPC3,0.1862668
MAP7D1,0.09813452
THRAP3,0.31069645
SH3D21,0.03314258
EVA1B,0.23394285
STK40,0.07810494
LSM10,0.20489803
OSCP1,0.04424176
MRPS15,0.37777174
CSF3R,0.0032219337
LITATS1,0.017514173
ZC3H12A,0.038712963
MEAF6,0.35945925
SNIP1,0.050014436
DNALI1,0.06899764
GNL2,0.04292446
AIRIM,0.05622076
CDCA8,0.0
YRDC,0.08751013
C1orf122,0.35818797
MTF1,0.03333149
INPP5B,0.032293428
SF3A3,0.13135175
FHL3,0.02453936
UTP11,0.0970185
RRAGC,0.046993326
MYCBP,0.063867845
RHBDL2,0.002995867
AKIRIN1,0.32564706
NDUFS5,1.2868469
MACF1,0.42402795
PABPC4,0.2341648
HEYL,0.012217533
PPIE,0.16562866
TRIT1,0.04946318
MFSD2A,0.007110572
CAP1,0.3014408
PPT1,0.2860612
RLF,0.10107026
ZMPSTE24-DT,0.075344086
ZMPSTE24,0.2612431
COL9A2,0.06907203
SMAP2,0.054711193
ZNF684,0.056389093
RIMS3,0.006338893
NFYC,0.15170918
CITED4,0.34310165
CTPS1,0.026797608
SCMH1,0.067684025
HIVEP3,0.017203866
FOXJ3,0.09733365
PPCS,0.3614929
CCDC30,0.042596344
PPIH,0.12778969
YBX1,1.0056174
P3H1,0.024582416
C1orf50,0.05582212
SVBP,0.13307315
ERMAP,0.019617513
ZNF691,0.02973619
SLC2A1,0.0545782
CFAP144,0.0041475142
EBNA1BP2,0.17707917
TMEM125,0.07229427
C1orf210,0.094042785
TIE1,0.06400015
ELOVL1,0.12157241
MED8,0.1051455
SZT2,0.051587105
HYI,0.29464564
PTPRF,0.2586073
KDM4A,0.02704884
ST3GAL3,0.025944004
ARTN,0.015721565
IPO13,0.06452535
DPH2,0.028680958
ATP6V0B,1.3597422
B4GALT2,0.053411532
CCDC24,0.07142171
SLC6A9,0.0024001573
DMAP1,0.14444062
ERI3,0.22836334
RNF220,0.09778743
TMEM53,0.110518485
KIF2C,0.0010299976
RPS8,2.2310205
PLK3,0.026616462
BTBD19,0.007272215
EIF2B3,0.053645764
HECTD3,0.035816822
UROD,0.17351045
MUTYH,0.050591122
TOE1,0.031970043
PRDX1,1.5612285
AKR1A1,0.5273082
NASP,0.20057864
CCDC17,0.0027118714
GPBP1L1,0.2582386
TMEM69,0.07970895
IPP,0.067437455
MAST2,0.015146118
PIK3R3,0.052437026
TSPAN1,0.3369915
POMGNT1,0.15700951
LURAP1,0.04818534
LRRC41,0.13310012
UQCRH,1.519628
NSUN4,0.049326632
FAAH,0.07901333
MKNK1,0.10134609
MOB3C,0.031313512
ATPAF1,0.20530704
EFCAB14,0.48463073
CYP4B1,0.0067543844
TAL1,0.026024636
CMPK1,0.3188755
TRABD2B,0.12181483
SPATA6,0.0831609
ELAVL4,0.0012371211
FAF1,0.09973572
CDKN2C,0.052158065
RNF11,0.23385735
EPS15,0.19452095
OSBPL9,0.26571912
NRDC,0.24723381
TXNDC12,0.19074933
KTI12,0.03378555
BTF3L4,0.38151422
ZFYVE9,0.058998927
CC2D1B,0.05241301
PRPF38A,0.16875893
TUT4,0.19919321
GPX7,0.026632
SHISAL2A,0.002056506
COA7,0.04287963
ZYG11B,0.15902916
ECHDC2,0.52151346
SCP2,0.91041595
PODN,0.001957301
CPT2,0.090084024
CZIB,0.26721212
MAGOH,0.3752969
LRP8,0.003937754
NDC1,0.03299518
YIPF1,0.057027
IFT25,0.33981156
LRRC42,0.06299768
TMEM59,1.3979242
TCEANC2,0.019771658
CYB5RL,0.01577264
MRPL37,0.1817886
SSBP3,0.24150556
ACOT11,0.1055191
TTC4,0.012172757
DHCR24,0.04996915
TMEM61,0.20936774
USP24,0.17610218
PLPP3,0.42305037
OMA1,0.14101927
TACSTD2,0.5036345
MYSM1,0.14347707
JUN,0.99555844
FGGY,0.07519078
NFIA,0.30360284
NFIA-AS2,0.0
TM2D1,0.42209294
PATJ,0.28591207
USP1,0.11720494
DOCK7,0.12735155
ANGPTL3,0.1357928
ATG4C,0.060192354
ALG6,0.040120237
ITGB3BP,0.2565866
EFCAB7,0.0321566
PGM1,0.11129028
CACHD1,0.06318045
JAK1,0.34466916
AK4,0.32390606
DNAJC6,0.013547505
LEPROT,0.47690997
LEPR,0.025798602
PDE4B,0.0049821506
SGIP1,0.059307493
MIER1,0.18454932
SERBP1,0.5150092
GADD45A,0.5177842
GNG12,0.42908028
WLS,0.30147636
LRRC40,0.059537392
SRSF11,0.471581
ANKRD13C,0.06851869
ZRANB2,0.3455021
FPGT,0.05580198
FPGT-TNNI3K,0.004232062
CRYZ,0.48627326
TYW3,0.13918322
ACADM,0.56868774
RABGGTB,0.31520987
ST6GALNAC3,0.029781375
PIGK,0.12571315
ZZZ3,0.122291364
USP33,0.21051678
MIGA1,0.19845347
NEXN,0.039577097
FUBP1,0.15911698
DNAJB4,0.13302457
GIPC2,0.24386834
ENSG00000273338,0.032259263
IFI44L,0.06622703
IFI44,0.077846825
ADGRL4,0.121137634
ADGRL2,0.20082493
TTLL7,0.032837693
PRKACB,0.14430481
RPF1,0.11671032
GNG5,0.9460795
SPATA1,0.016295552
CTBS,0.18085068
SSX2IP,0.098923795
C1orf52,0.12456879
BCL10,0.16511488
DDAH1,0.3688978
CCN1,0.26570103
ZNHIT6,0.048893046
ODF2L,0.19792517
SH3GLB1,0.26883098
SELENOF,0.542024
HS2ST1,0.08466543
LMO4,0.11115069
PKN2,0.27334183
GTF2B,0.114865616
KYAT3,0.10792118
RBMXL1,0.065263145
GBP3,0.05021199
GBP1,0.03152524
GBP2,0.02766395
GBP4,0.09107169
GBP5,0.0027735871
LRRC8B,0.052230988
LRRC8C-DT,0.009519405
LRRC8C,0.034473993
LRRC8D,0.060633194
ZNF326,0.13104267
ZNF644,0.27892563
TGFBR3,0.13823527
BTBD8,0.02796906
GLMN,0.04895018
RPAP2,0.117883705
EVI5,0.12430245
RPL5,1.9595073
DIPK1A,0.0110752415
MTF2,0.11044298
TMED5,0.22320388
CCDC18,0.007118505
DR1,0.1580708
FNBP1L,0.27364752
BCAR3,0.09057389
DNTTIP2,0.14038034
GCLM,0.116627455
ARHGAP29,0.44722196
ABCD3,0.27597296
F3,0.048880856
CNN3,0.75955456
ALG14,0.0974411
TLCD4,0.04204537
PTBP2,0.1106683
DPYD,0.056891922
SNX7,0.11766269
PALMD,0.041827947
AGL,0.21487601
SLC35A3,0.15949528
MFSD14A,0.0121390615
TRMT13,0.10129326
DBT,0.1752276
RTCA-AS1,0.014978298
RTCA,0.14170258
CDC14A,0.03773725
VCAM1,0.16156606
EXTL2,0.090953
SLC30A7,0.1100954
DPH5,0.05551319
DPH5-DT,0.02609759
S1PR1,0.07311888
RNPC3,0.26967183
PRMT6,0.07333561
VAV3,0.33488894
SLC25A24,0.09923977
EEIG2,0.009702967
HENMT1,0.01698684
PRPF38B,0.24753687
STXBP3,0.24331869
GPSM2,0.02817604
CLCC1,0.06335672
WDR47,0.033500016
TAF13,0.104061745
TMEM167B,0.14099348
SARS1,0.19058855
CELSR2,0.05569873
PSRC1,0.003794995
SORT1,0.15779808
PSMA5,0.30315414
CYB561D1,0.014541489
AMIGO1,0.022601936
GNAI3,0.2117012
AMPD2,0.053809997
GSTM4,0.18604597
GSTM1,0.0029831107
GSTM5,0.007312837
GSTM3,0.6772182
CSF1,0.021945192
AHCYL1,0.50986
STRIP1,0.045619667
KCNC4,0.1064532
RBM15,0.030817045
SLC16A4,0.34289125
LAMTOR5,1.1371772
CD53,0.017824467
LRIF1,0.054566197
DRAM2,0.1970446
CEPT1,0.1003382
ENSG00000273221,0.009272206
DENND2D,0.0662521
WDR77,0.042592295
ATP5PB,0.555783
C1orf162,0.027156021
TMIGD3,0.0
ADORA3,0.0026136509
RAP1A,0.3034931
DDX20,0.05775873
CTTNBP2NL,0.08441903
WNT2B,0.013940653
ST7L,0.10443016
CAPZA1,0.239712
MOV10,0.06453439
RHOC,0.5082344
PPM1J,0.012447476
SLC16A1,0.017861253
SLC16A1-AS1,0.010768089
LRIG2,0.0629451
MAGI3,0.11247836
PHTF1,0.038727652
RSBN1,0.1312622
PTPN22,0.0047755665
AP4B1,0.020734953
DCLRE1B,0.0063632173
HIPK1-AS1,0.0108375335
HIPK1,0.17227744
OLFML3,0.0018331817
TRIM33,0.17270686
BCAS2,0.25401542
DENND2C,0.022355184
NRAS,0.08065665
CSDE1,0.7453497
SIKE1,0.18755364
TSPAN2,0.036249332
NGF,0.00072387024
VANGL1,0.03340691
CASQ2,0.004247216
SLC22A15,0.052898306
ATP1A1,1.661452
CD58,0.12337125
CD2,0.007905767
PTGFRN,0.030412337
TTF2,0.026288353
TRIM45,0.018387126
VTCN1,0.034520622
MAN1A2,0.23723555
TENT5C,0.028202033
GDAP2,0.0708665
WDR3,0.04770232
WARS2,0.051641107
PHGDH,0.20780379
HMGCS2,0.25086737
NOTCH2,0.078328125
SEC22B,0.27895197
LINC00623,0.0047794087
FCGR1BP,0.0021284649
SRGAP2C,0.054347638
LINC02591,0.0
LINC02802,0.01141909
NBPF15,0.0049296496
SRGAP2B,0.031444483
ENSG00000276216,0.002411073
GPR89A,0.0375323
PDZK1,0.33562315
CD160,0.0038233886
RNF115,0.22800913
POLR3C,0.024200367
NUDT17,0.014838659
PIAS3,0.04040284
ITGA10,0.009649403
PEX11B,0.073280305
RBM8A,0.4618788
LIX1L,0.051962923
POLR3GL,0.17201053
TXNIP,1.3449305
NOTCH2NLA,0.012840032
NBPF12,0.021903753
PRKAB2,0.09016915
ENSG00000237188,0.01238609
FMO5,0.038376253
CHD1L,0.051833592
BCL9,0.05493142
ACP6,0.034497682
GJA5,0.049764585
NBPF11,0.030518783
NBPF14,0.01683304
PDE4DIP,0.1737564
NBPF9,0.010272276
ENSG00000274265,0.06934669
NBPF19,0.017750926
FCGR1A,0.0
H2BC18,0.0050448608
H2AC19,0.0061246725
H2AC20,0.027683588
BOLA1,0.12759492
SF3B4,0.17161886
MTMR11,0.033794694
OTUD7B,0.07917679
VPS45,0.12026685
PLEKHO1,0.041771263
ANP32E,0.2116714
APH1A,0.29842478
C1orf54,0.16735029
MRPS21,0.835869
PRPF3,0.07248921
RPRD2,0.1487586
TARS2,0.044163935
ECM1,0.021739012
ADAMTSL4-AS2,0.0
MCL1,0.31289124
ENSA,0.478233
GOLPH3L,0.07636681
CTSS,0.031167699
CTSK,0.007565994
ARNT,0.06847315
SETDB1,0.0409034
CERS2,0.32517517
ANXA9,0.054448865
MINDY1,0.084244
C1orf56,0.20998715
CDC42SE1,0.2505214
MLLT11,0.02018895
GABPB2,0.056325555
TNFAIP8L2,0.003950703
SCNM1,0.07681761
LYSMD1,0.032173116
VPS72,0.10588776
PIP5K1A,0.1036347
PSMD4,0.2788093
ZNF687,0.0567446
PI4KB,0.13058227
RFX5,0.047200076
SELENBP1,0.17070758
PSMB4,0.40637276
POGZ,0.2610619
CGN,0.08288034
TUFT1,0.05487326
SNX27,0.17275262
MRPL9,0.12758751
OAZ3,0.008294151
TDRKH,0.0065916413
TDRKH-AS1,0.005421567
THEM4,0.16439494
S100A10,1.3971068
S100A11,1.3140894
TCHH,0.0
S100A9,0.0
S100A12,0.0
S100A8,0.0
S100A7,0.0
S100A6,2.3270702
S100A5,0.0048917183
S100A4,0.4303203
S100A16,0.27126372
S100A14,0.07082716
S100A13,0.6883088
CHTOP,0.17315395
SNAPIN,0.13766873
ILF2,0.28314367
NPR1,0.08297872
INTS3,0.11407821
SLC27A3,0.050183296
GATAD2B,0.081089295
DENND4B,0.0635808
CRTC2,0.074721806
SLC39A1,0.20221947
CREB3L4,0.02872585
JTB,0.52523047
JTB-DT,0.005109186
RAB13,0.49752417
RPS27,2.770865
TPM3,0.3771601
C1orf43,0.54759634
UBAP2L,0.12379682
HAX1,0.36251
ATP8B2,0.022577252
IL6R,0.07156929
SHE,0.047385156
UBE2Q1,0.16895923
ADAR,0.26252988
KCNN3,0.06009361
PMVK,0.35328484
PBXIP1,0.22486228
PYGO2,0.077357255
SHC1,0.08844689
CKS1B,0.11279633
FLAD1,0.061984647
ZBTB7B,0.080222264
ADAM15,0.076196656
EFNA4,0.022982176
EFNA3,0.0026382874
EFNA1,0.14696188
SLC50A1,0.13545997
DPM3,0.65197164
KRTCAP2,0.389486
MUC1,0.6634121
THBS3,0.025003048
MTX1,0.13481753
GBA1,0.0117590595
ENTREP3,0.042419124
SCAMP3,0.098162755
CLK2,0.049181547
FDPS,0.31465366
RUSC1,0.04858658
ASH1L,0.39012793
MSTO1,0.022077005
YY1AP1,0.08484681
DAP3,0.14062664
GON4L,0.12009842
SYT11,0.028292669
RIT1,0.12365352
KHDC4,0.14934409
ARHGEF2,0.049948916
SSR2,0.53753483
UBQLN4,0.039476432
LAMTOR2,0.50072145
RAB25,0.22758529
LMNA,0.44917685
SEMA4A,0.034196313
SLC25A44,0.06377439
PMF1,0.2652835
SMG5,0.08343104
TMEM79,0.008386743
GLMP,0.10292892
CCT3,0.35490334
MEF2D,0.11562672
NAXE,0.33105382
GPATCH4,0.05573457
NES,0.07407945
CRABP2,0.025801705
ISG20L2,0.07380394
METTL25B,0.053034533
MRPL24,0.1617469
HDGF,0.25000277
PRCC,0.10919723
SH2D2A,0.0037651218
PEAR1,0.029981581
ARHGEF11,0.059474844
ETV3,0.049863767
CD5L,0.0
KIRREL1,0.03838548
CD1D,0.006880639
CD1C,0.0065991855
MNDA,0.023938011
PYHIN1,0.004683023
IFI16,0.10739615
ACKR1,0.020377902
FCER1A,0.01759278
ENSG00000228560,0.0
APCS,0.0
DUSP23,0.39161107
FCRL6,0.0
TAGLN2,0.48074865
PIGM,0.0755114
IGSF8,0.1568348
ATP1A2,0.012658666
PEA15,0.112601876
DCAF8,0.19180615
PEX19,0.1563129
COPA,0.25258538
NCSTN,0.20328344
SLAMF6,0.0018581412
CD84,0.0061503733
SLAMF1,0.0
CD48,0.008622427
SLAMF7,0.0023145173
LY9,0.0
CD244,0.0
ITLN1,0.006848681
F11R,0.16240664
TSTD1,0.9085334
USF1,0.081248544
ARHGAP30,0.003996312
NECTIN4,0.03455297
KLHDC9,0.0985611
PFDN2,0.6300409
NIT1,0.1668194
DEDD,0.05183797
UFC1,0.50265855
USP21,0.019942073
PPOX,0.058391817
B4GALT3,0.09491255
ADAMTS4,0.0
NDUFS2,0.4450271
FCER1G,0.032192003
APOA2,0.0
TOMM40L,0.019572524
SDHC,0.54644537
FCGR2A,0.033537064
HSPA6,0.007864489
FCGR3A,0.017649032
FCGR3B,0.0
FCGR2B,0.016710522
FCRLB,0.02086827
DUSP12,0.07711057
ATF6-DT,0.0018715848
ATF6,0.17673726
OLFML2B,0.0037210893
SH2D1B,0.0027399005
UHMK1,0.3763627
UAP1,0.28929758
DDR2,0.022255033
HSD17B7,0.035843212
RGS4,0.0015553378
RGS5,0.0
ENSG00000232995,0.0
PBX1,0.29853505
MGST3,1.4249469
ALDH9A1,0.3748999
TMCO1,0.5561635
UCK2,0.024261061
POGK,0.13115509
TADA1,0.02481657
POU2F1,0.08462531
CD247,0.0065478235
CREG1,0.26457864
RCSD1,0.016653188
MPZL1,0.10555896
MPC2,0.85853547
DCAF6,0.1172825
GPR161,0.007369815
TIPRL,0.14985146
SFT2D2,0.16208689
XCL2,0.007247678
DPT,0.006184766
ATP1B1,2.4907236
NME7,0.09666954
BLZF1,0.11129048
SLC19A2,0.08250184
F5,0.013175974
SELP,0.027247166
SELL,0.0077367853
METTL18,0.033350427
SCYL3,0.062906004
KIFAP3,0.08239326
GORAB,0.03157721
FMO3,0.0
FMO2,0.03736601
FMO4,0.12347318
PRRC2C,0.3955207
VAMP4,0.08756012
METTL13,0.043651044
DNM3,0.040647928
DNM3OS,0.027919365
PIGC,0.0902587
SUCO,0.15557538
PRDX6-AS1,0.0057513015
PRDX6,1.1184617
KLHL20,0.0689688
CENPL,0.0076101497
DARS2,0.039488543
ZBTB37,0.07222573
RC3H1,0.090403385
RABGAP1L,0.10819917
CACYBP,0.2367741
MRPS14,0.17324802
KIAA0040,0.065680645
COP1,0.05601072
SEC16B,0.0035062965
RASAL2,0.09720046
RALGPS2,0.08331485
ANGPTL1,0.1473815
FAM20B,0.0982122
TOR3A,0.06758327
ABL2,0.058021966
SOAT1,0.10772558
TOR1AIP2,0.25469017
TOR1AIP1,0.14861985
ENSG00000260360,0.0024840012
CEP350,0.19555695
QSOX1,0.1560324
ACBD6,0.11654757
XPR1,0.09195919
STX6,0.053223632
MR1,0.09540295
IER5,0.05478074
GLUL,0.5040445
RNASEL,0.032676242
RGS16,0.05310326
NPL,0.083963946
DHX9,0.2700596
LAMC1,0.10728056
SMG7,0.14198047
NCF2,0.004845849
ARPC5,0.29271278
RGL1,0.08536384
TSEN15,0.13853869
C1orf21,0.046332594
EDEM3,0.11000617
NIBAN1,0.02032485
RNF2,0.06433505
TRMT1L,0.081648536
SWT1,0.02892283
IVNS1ABP,0.7589887
ENSG00000273004,0.0
HMCN1,0.024258692
TPR,0.24612127
ODR4,0.12163743
PTGS2,0.0051086433
RGS18,0.011839603
RGS1,0.039962903
RGS13,0.0
RGS2,0.067497626
UCHL5,0.1282321
RO60,0.22480154
GLRX2,0.122215845
CDC73,0.13808419
KCNT2,0.0031278292
CFH,0.043403704
CFHR1,0.0
ZBTB41,0.10845592
DENND1B,0.11189746
NEK7,0.106079236
PTPRC,0.047276698
MIR181A1HG,0.007944669
NR5A2,0.00036088636
ZNF281,0.09971061
DDX59,0.07544563
CAMSAP2,0.14649218
KIF21B,0.0015591192
TMEM9,0.29427394
PKP1,0.012166432
PHLDA3,0.043205723
CSRP1,0.406803
NAV1,0.039854933
IPO9-AS1,0.0089784125
IPO9,0.08980409
SHISA4,0.043448336
ENSG00000223774,0.0012245221
LMOD1,0.014657371
TIMM17A,0.16541728
RNPEP,0.1298922
ELF3,0.17312515
ARL8A,0.18281351
PTPN7,0.0017032673
LGR6,0.0012266492
UBE2T,0.017260652
PPP1R12B,0.15262415
KDM5B,0.07079821
PCAT6,0.008986589
RABIF,0.06286915
KLHL12,0.076336436
ADIPOR1,0.20131129
CYB5R1,0.22442698
TMEM183A,0.1576355
LINC01353,0.0034912103
BTG2-DT,0.001889425
BTG2,0.6960587
PRELP,0.0048970887
ATP2B4,0.13917334
LAX1,0.0
ZC3H11A,0.003226062
ZBED6,0.0016758643
SNRPE,0.6024438
SOX13,0.05902917
ETNK2,0.23581937
PLEKHA6,0.07631698
PPP1R15B,0.15432458
PIK3C2B,0.016183838
MDM4,0.31716955
NFASC,0.03436971
RBBP5,0.07709271
DSTYK,0.10952669
CDK18,0.08957238
ELK4,0.16936919
SLC45A3,0.008645219
NUCKS1,0.77165204
RAB29,0.16835916
SLC41A1,0.035202343
PM20D1,0.008248652
RHEX,0.038952988
FAM72A,0.0026537483
SRGAP2,0.05259452
RASSF5,0.008175945
EIF2D,0.113070406
MAPKAPK2,0.22207013
IL10,0.0
IL20,0.0
FCMR,0.0044478234
PFKFB2,0.11451443
YOD1,0.036408283
CD55,0.14849009
CR1,0.0071557886
CD46,0.79405624
MIR29B2CHG,0.18962772
CD34,0.14533988
PLXNA2,0.055161163
G0S2,0.38187703
TRAF3IP3,0.04095778
IRF6,0.09751584
UTP25,0.034683518
SERTAD4-AS1,0.13512564
HHAT,0.025035437
RCOR3,0.146753
TRAF5,0.04129373
LINC00467,0.12787437
SLC30A1,0.1580329
NEK2,0.0
LPGAT1,0.12937376
INTS7,0.017653255
PPP2R5A,0.2019463
PACC1,0.02928939
NENF,0.72733337
ENSG00000260805,0.024403306
ATF3,0.18432449
BATF3,0.002923633
NSL1,0.15769055
TATDN3,0.09018153
FLVCR1,0.0437283
ANGEL2,0.07500264
RPS6KC1,0.035858404
SMYD2,0.069223896
