,Sample1157-EO1
ALDH4A1,0.45583043
IFFO2,0.0087676095
UBR4,0.16084702
EMC1,0.06669999
MRTO4,0.08509517
AKR7A3,0.189351
AKR7A2,0.4989699
SLC66A1,0.038183443
CAPZB,0.507838
MICOS10,1.5322592
NBL1,0.090328455
TMCO4,0.07009013
OTUD3,0.025920048
PLA2G5,0.0
CAMK2N1,0.8190784
MUL1,0.11003705
CDA,0.33595377
PINK1,0.3382792
PINK1-AS,0.0052749207
DDOST,0.23368485
KIF17,0.0052586216
HP1BP3,0.4820537
EIF4G3,0.13310437
ECE1,0.17397803
NBPF3,0.004366061
ALPL,0.05944535
USP48,0.10809928
HSPG2,0.2824472
CDC42,0.9260817
WNT4,0.0019035843
ZBTB40,0.03459669
C1QA,0.057565223
C1QC,0.04147575
C1QB,0.052336894
EPHB2,0.0040032417
KDM1A,0.10223397
LUZP1,0.087084815
HNRNPR,0.29487434
ZNF436,0.017250765
TCEA3,0.31452537
ASAP3,0.04668711
ID3,0.53612
RPL11,2.9812741
ELOA,0.07447846
PITHD1,0.170137
LYPLA2,0.21379839
GALE,0.096262015
HMGCL,0.3285378
FUCA1,0.1946415
PNRC2,0.40666148
SRSF10,0.3298673
STPG1,0.031169929
NIPAL3,0.06789041
RCAN3,0.056973618
SRRM1,0.4718869
CLIC4,0.3637842
RUNX3,0.027144255
SYF2,0.5564575
RSRP1,0.38115236
TMEM50A,0.54785585
MACO1,0.093049325
LDLRAP1,0.050756417
MAN1C1,0.09495146
ENSG00000233478,0.0
SELENON,0.20596209
MTFR1L,0.16796508
PAQR7,0.14213453
STMN1,0.39640385
PAFAH2,0.068875
PDIK1L,0.0405154
FAM110D,0.017821452
ZNF593OS,0.0018320662
ZNF593,0.45282933
CEP85,0.025234288
SH3BGRL3,0.7904035
UBXN11,0.050080735
CD52,0.09439776
DHDDS,0.111308254
HMGN2,0.7840688
RPS6KA1,0.07607894
ARID1A,0.15468839
PIGV,0.03875214
ZDHHC18,0.028385004
SFN,0.004072359
GPN2,0.045026947
GPATCH3,0.026152126
NUDC,0.42913473
KDF1,0.056275465
TRNP1,0.06513397
SLC9A1,0.046826046
WDTC1,0.08191803
TMEM222,0.14862621
SYTL1,0.014215467
MAP3K6,0.067282915
FCN3,0.1277751
CD164L2,0.0023418278
WASF2,0.30857816
AHDC1,0.06178502
FGR,0.0290251
IFI6,0.1781697
FAM76A,0.074056216
STX12,0.15958978
PPP1R8,0.06591641
THEMIS2,0.026518043
RPA2,0.14898455
XKR8,0.026443351
EYA3,0.091313176
PTAFR,0.0071986225
DNAJC8,0.421795
ATP5IF1,1.6428367
ENSG00000270605,0.01426567
MED18,0.014720035
PHACTR4,0.17131776
RCC1,0.012936903
TRNAU1AP,0.087314345
SNHG12,0.048906267
TAF12,0.12035254
RAB42,0.0
GMEB1,0.038215794
YTHDF2,0.2037386
EPB41,0.094346315
TMEM200B,0.00965724
SRSF4,0.16467744
MECR,0.09657464
PTPRU,0.027456034
LAPTM5,0.07795303
SDC3,0.027665285
PUM1,0.24360833
NKAIN1,0.0
SNRNP40,0.1650541
ZCCHC17,0.12110158
FABP3,0.43655813
SERINC2,0.30307785
TINAGL1,0.38325673
PEF1,0.22161391
COL16A1,0.0061790845
PTP4A2,0.4755613
KHDRBS1,0.40507978
TMEM39B,0.039185006
KPNA6,0.147236
TXLNA,0.10612621
CCDC28B,0.076931745
IQCC,0.004579135
TMEM234,0.05077635
EIF3I,0.409242
FAM167B,0.088100635
LCK,0.029495701
HDAC1,0.21798678
MARCKSL1,0.22794951
FAM229A,0.21830101
BSDC1,0.13875434
ZBTB8A,0.025116755
ZBTB8OS,0.2590425
RBBP4,0.34060255
SYNC,0.039563894
NHSL3,0.16785848
YARS1,0.036989268
S100PBP,0.050995015
TMEM54,0.1024812
RNF19B,0.051130373
AK2,0.49302277
ZNF362,0.06071241
PHC2,0.27136588
SMIM12,0.24066538
GJA4,0.09470431
ENSG00000284773,0.0043120347
ZMYM6,0.056619532
ZMYM1,0.03813271
SFPQ,0.5535885
ZMYM4,0.10194552
KIAA0319L,0.1466026
TFAP2E-AS1,0.0
PSMB2,0.5069864
C1orf216,0.009654489
CLSPN,0.0
AGO4,0.034269337
AGO1,0.05721353
AGO3,0.07180717
ADPRS,0.1122583
COL8A2,0.0
TRAPPC3,0.24932088
MAP7D1,0.08832204
THRAP3,0.29635465
SH3D21,0.0146563165
EVA1B,0.26596323
STK40,0.08202726
LSM10,0.20992509
OSCP1,0.031260792
MRPS15,0.42554817
CSF3R,0.008306244
LITATS1,0.019004583
ZC3H12A,0.046060737
MEAF6,0.3418163
SNIP1,0.04188243
DNALI1,0.06840612
GNL2,0.046921648
AIRIM,0.04463064
CDCA8,0.0017438844
YRDC,0.089548424
C1orf122,0.49063283
MTF1,0.0372917
INPP5B,0.013834831
SF3A3,0.13338904
FHL3,0.05471683
UTP11,0.1480937
RRAGC,0.09253345
MYCBP,0.08058626
RHBDL2,0.0
AKIRIN1,0.23054571
NDUFS5,1.6961551
MACF1,0.3927102
PABPC4,0.2609804
HEYL,0.045909993
PPIE,0.1873248
TRIT1,0.033190165
MFSD2A,0.0048796693
CAP1,0.36036995
PPT1,0.26204908
RLF,0.0843031
ZMPSTE24-DT,0.068184264
ZMPSTE24,0.23307523
COL9A2,0.06749284
SMAP2,0.08848637
ZNF684,0.058222998
RIMS3,0.0012102237
NFYC,0.1478166
CITED4,0.3175913
CTPS1,0.024611235
SCMH1,0.04886075
HIVEP3,0.015074048
FOXJ3,0.086200505
PPCS,0.43146765
CCDC30,0.021628525
PPIH,0.18131945
YBX1,1.1098325
P3H1,0.022884522
C1orf50,0.048335165
SVBP,0.23805936
ERMAP,0.027822755
ZNF691,0.02467605
SLC2A1,0.03970234
CFAP144,0.0063801045
EBNA1BP2,0.18501112
TMEM125,0.03772794
C1orf210,0.0835154
TIE1,0.046626672
ELOVL1,0.14547093
MED8,0.1048647
SZT2,0.027356483
HYI,0.24514233
PTPRF,0.22557995
KDM4A,0.03264738
ST3GAL3,0.033103388
ARTN,0.019464726
IPO13,0.08909717
DPH2,0.029939711
ATP6V0B,1.4475675
B4GALT2,0.06438512
CCDC24,0.051509425
SLC6A9,0.0049018585
DMAP1,0.15192746
ERI3,0.29345557
RNF220,0.10168158
TMEM53,0.19164243
KIF2C,0.0
RPS8,2.6295097
PLK3,0.019916447
BTBD19,0.0065887035
EIF2B3,0.07488801
HECTD3,0.04038596
UROD,0.18665026
MUTYH,0.05052432
TOE1,0.02647471
PRDX1,1.7271439
AKR1A1,0.5531665
NASP,0.19994871
CCDC17,0.0055793975
GPBP1L1,0.217915
TMEM69,0.076589406
IPP,0.051229004
MAST2,0.024699725
PIK3R3,0.045448057
TSPAN1,0.29440233
POMGNT1,0.11823081
LURAP1,0.05013202
LRRC41,0.12338929
UQCRH,1.695176
NSUN4,0.024757612
FAAH,0.09987793
MKNK1,0.09186039
MOB3C,0.040301148
ATPAF1,0.24779834
EFCAB14,0.4427551
CYP4B1,0.0
TAL1,0.01952505
CMPK1,0.29951996
TRABD2B,0.091030836
SPATA6,0.06058994
ELAVL4,0.0
FAF1,0.10673622
CDKN2C,0.062289305
RNF11,0.25982577
EPS15,0.19583502
OSBPL9,0.2741512
NRDC,0.25681883
TXNDC12,0.19568084
KTI12,0.032597616
BTF3L4,0.41401383
ZFYVE9,0.038227268
CC2D1B,0.048705347
PRPF38A,0.12090229
TUT4,0.15674065
GPX7,0.036531538
SHISAL2A,0.0
COA7,0.021326672
ZYG11B,0.14520665
ECHDC2,0.5138061
SCP2,0.8845468
PODN,0.0041719074
CPT2,0.096586965
CZIB,0.31242973
MAGOH,0.48724598
LRP8,0.0015437556
NDC1,0.023222355
YIPF1,0.07570837
IFT25,0.42370683
LRRC42,0.07555364
TMEM59,1.3925673
TCEANC2,0.018835315
CYB5RL,0.019517576
MRPL37,0.26309666
SSBP3,0.196339
ACOT11,0.05746529
TTC4,0.01176657
DHCR24,0.12513311
TMEM61,0.3134094
USP24,0.10683705
PLPP3,0.38540396
OMA1,0.11053438
TACSTD2,0.36825636
MYSM1,0.10976512
JUN,0.83191234
FGGY,0.060086403
NFIA,0.25308114
NFIA-AS2,0.0
TM2D1,0.38019192
PATJ,0.21332633
USP1,0.10371715
DOCK7,0.077798985
ANGPTL3,0.18831344
ATG4C,0.04469003
ALG6,0.041579884
ITGB3BP,0.12733035
EFCAB7,0.027929435
PGM1,0.14971764
CACHD1,0.044021625
JAK1,0.37193948
AK4,0.33988377
DNAJC6,0.027152268
LEPROT,0.49320507
LEPR,0.027642334
PDE4B,0.027156534
SGIP1,0.0381241
MIER1,0.21904938
SERBP1,0.5684243
GADD45A,0.51411074
GNG12,0.36915234
WLS,0.34118602
LRRC40,0.059163723
SRSF11,0.39510804
ANKRD13C,0.06490002
ZRANB2,0.29552534
FPGT,0.06269579
FPGT-TNNI3K,0.003114935
CRYZ,0.51851666
TYW3,0.16366242
ACADM,0.66359335
RABGGTB,0.2849624
ST6GALNAC3,0.009243198
PIGK,0.15606084
ZZZ3,0.091983415
USP33,0.1592934
MIGA1,0.18224266
NEXN,0.07054681
FUBP1,0.15714133
DNAJB4,0.18291439
GIPC2,0.19329174
ENSG00000273338,0.039002176
IFI44L,0.060144432
IFI44,0.05565555
ADGRL4,0.1048283
ADGRL2,0.13017936
TTLL7,0.04954365
PRKACB,0.19438072
RPF1,0.13367869
GNG5,1.2342677
SPATA1,0.024801375
CTBS,0.17927124
SSX2IP,0.060878884
C1orf52,0.11689215
BCL10,0.15257522
DDAH1,0.3431747
CCN1,0.22387914
ZNHIT6,0.04022116
ODF2L,0.11072984
SH3GLB1,0.30419686
SELENOF,0.51009655
HS2ST1,0.07193707
LMO4,0.17900348
PKN2,0.24310939
GTF2B,0.13601139
KYAT3,0.09770407
RBMXL1,0.060040012
GBP3,0.046260573
GBP1,0.03661003
GBP2,0.075958855
GBP4,0.1095424
GBP5,0.007874838
LRRC8B,0.03531452
LRRC8C-DT,0.013548141
LRRC8C,0.04542272
LRRC8D,0.07159085
ZNF326,0.10037928
ZNF644,0.19665413
TGFBR3,0.12374388
BTBD8,0.022606403
GLMN,0.022767847
RPAP2,0.084601276
EVI5,0.10770665
RPL5,2.1669328
DIPK1A,0.020840133
MTF2,0.068060145
TMED5,0.22591944
CCDC18,0.007048215
DR1,0.14918756
FNBP1L,0.24446355
BCAR3,0.081161074
DNTTIP2,0.1328792
GCLM,0.12641408
ARHGAP29,0.3088358
ABCD3,0.2246216
F3,0.019343998
CNN3,0.76704127
ALG14,0.11529589
TLCD4,0.036365703
PTBP2,0.121105276
DPYD,0.07898835
SNX7,0.12761283
PALMD,0.03315507
AGL,0.18767904
SLC35A3,0.12538576
MFSD14A,0.017751453
TRMT13,0.06994297
DBT,0.17230257
RTCA-AS1,0.007855491
RTCA,0.12798235
CDC14A,0.026276419
VCAM1,0.12611146
EXTL2,0.06605384
SLC30A7,0.10011533
DPH5,0.08080247
DPH5-DT,0.024405314
S1PR1,0.07241384
RNPC3,0.15792696
PRMT6,0.05638864
VAV3,0.28069428
SLC25A24,0.08737199
EEIG2,0.014119731
HENMT1,0.013389446
PRPF38B,0.17186375
STXBP3,0.20898128
GPSM2,0.025353128
CLCC1,0.06100294
WDR47,0.03426513
TAF13,0.10471873
TMEM167B,0.12923497
SARS1,0.27080548
CELSR2,0.047387093
PSRC1,0.0045542163
SORT1,0.2423561
PSMA5,0.43211
CYB561D1,0.01028328
AMIGO1,0.023978092
GNAI3,0.19834743
AMPD2,0.044284374
GSTM4,0.16190413
GSTM1,0.0
GSTM5,0.0
GSTM3,0.7095138
CSF1,0.0213957
AHCYL1,0.46080354
STRIP1,0.04716861
KCNC4,0.11061441
RBM15,0.028647317
SLC16A4,0.26986033
LAMTOR5,1.1736912
CD53,0.05789224
LRIF1,0.058209576
DRAM2,0.19528705
CEPT1,0.085775115
ENSG00000273221,0.0013833684
DENND2D,0.06591291
WDR77,0.089425966
ATP5PB,0.73126346
C1orf162,0.041477457
TMIGD3,0.0
ADORA3,0.004547164
RAP1A,0.2803565
DDX20,0.03368891
CTTNBP2NL,0.059288185
WNT2B,0.0048253573
ST7L,0.07908372
CAPZA1,0.24382816
MOV10,0.06688196
RHOC,0.585473
PPM1J,0.0052569835
SLC16A1,0.037979357
SLC16A1-AS1,0.009857787
LRIG2,0.042780574
MAGI3,0.06845829
PHTF1,0.033592984
RSBN1,0.09452692
PTPN22,0.022905812
AP4B1,0.020158716
DCLRE1B,0.0059034973
HIPK1-AS1,0.0042828694
HIPK1,0.1465707
OLFML3,0.0029511873
TRIM33,0.10533583
BCAS2,0.23947819
DENND2C,0.012171442
NRAS,0.091974065
CSDE1,0.645479
SIKE1,0.1559416
TSPAN2,0.04089917
NGF,0.0
VANGL1,0.03730355
CASQ2,0.036132175
SLC22A15,0.028423779
ATP1A1,1.4758621
CD58,0.08511076
CD2,0.06780255
PTGFRN,0.034789182
TTF2,0.022980453
TRIM45,0.007661554
VTCN1,0.049660478
MAN1A2,0.15152353
TENT5C,0.0647126
GDAP2,0.06096031
WDR3,0.03611115
WARS2,0.06575871
PHGDH,0.26419115
HMGCS2,0.10113702
NOTCH2,0.05768327
SEC22B,0.25129125
LINC00623,0.08767981
FCGR1BP,0.0
SRGAP2C,0.043250874
LINC02591,0.009380957
LINC02802,0.07040472
NBPF15,0.027446615
SRGAP2B,0.041664753
ENSG00000276216,0.010667956
GPR89A,0.04923433
PDZK1,0.41084453
CD160,0.008183968
RNF115,0.20175605
POLR3C,0.036764
NUDT17,0.008766019
PIAS3,0.038114432
ITGA10,0.0030369167
PEX11B,0.10192991
RBM8A,0.6245444
LIX1L,0.051875107
POLR3GL,0.20465893
TXNIP,1.5913324
NOTCH2NLA,0.01582499
NBPF12,0.025831917
PRKAB2,0.055685267
ENSG00000237188,0.0066414042
FMO5,0.042893462
CHD1L,0.055823028
BCL9,0.049895693
ACP6,0.051272504
GJA5,0.043293837
NBPF11,0.036087923
NBPF14,0.024864241
PDE4DIP,0.14602341
NBPF9,0.0017155297
ENSG00000274265,0.09398807
NBPF19,0.015835337
FCGR1A,0.0023670027
H2BC18,0.003932918
H2AC19,0.0
H2AC20,0.07531549
BOLA1,0.11558234
SF3B4,0.22027057
MTMR11,0.030063616
OTUD7B,0.06286869
VPS45,0.09258471
PLEKHO1,0.0601344
ANP32E,0.22677298
APH1A,0.297432
C1orf54,0.16060163
MRPS21,0.88261056
PRPF3,0.056087933
RPRD2,0.10494507
TARS2,0.056876633
ECM1,0.0076722875
ADAMTSL4-AS2,0.0
MCL1,0.34315637
ENSA,0.4427657
GOLPH3L,0.08580106
CTSS,0.085410774
CTSK,0.008286717
ARNT,0.06436308
SETDB1,0.03758278
CERS2,0.31027746
ANXA9,0.03912657
MINDY1,0.12109579
C1orf56,0.23477437
CDC42SE1,0.29837817
MLLT11,0.008373158
GABPB2,0.05394184
TNFAIP8L2,0.0047230283
SCNM1,0.12923403
LYSMD1,0.025273792
VPS72,0.15469694
PIP5K1A,0.08091992
PSMD4,0.3544318
ZNF687,0.04862631
PI4KB,0.123252824
RFX5,0.05301948
SELENBP1,0.30271924
PSMB4,0.5187634
POGZ,0.17593785
CGN,0.060242884
TUFT1,0.046924938
SNX27,0.17926474
MRPL9,0.13989738
OAZ3,0.008700139
TDRKH,0.01459911
TDRKH-AS1,0.0044109602
THEM4,0.13418306
S100A10,1.5568515
S100A11,1.4924222
TCHH,0.0
S100A9,0.028897116
S100A12,0.0
S100A8,0.02244799
S100A7,0.0
S100A6,2.5103636
S100A5,0.011191474
S100A4,0.43005407
S100A16,0.23282422
S100A14,0.071638644
S100A13,0.7324076
CHTOP,0.18724753
SNAPIN,0.18700045
ILF2,0.3707996
NPR1,0.10179234
INTS3,0.09841949
SLC27A3,0.050870053
GATAD2B,0.08727674
DENND4B,0.034768376
CRTC2,0.07633316
SLC39A1,0.18970633
CREB3L4,0.031417735
JTB,0.619401
JTB-DT,0.009521026
RAB13,0.5673548
RPS27,3.2375505
TPM3,0.41683638
C1orf43,0.5266836
UBAP2L,0.14316268
HAX1,0.42465436
ATP8B2,0.016364032
IL6R,0.08315966
SHE,0.03661715
UBE2Q1,0.16916068
ADAR,0.2279763
KCNN3,0.04966077
PMVK,0.42814714
PBXIP1,0.23615617
PYGO2,0.06780232
SHC1,0.09791569
CKS1B,0.15882373
FLAD1,0.09928488
ZBTB7B,0.061427116
ADAM15,0.06547851
EFNA4,0.021501653
EFNA3,0.0019853462
EFNA1,0.14018968
SLC50A1,0.13450518
DPM3,0.9252542
KRTCAP2,0.64809966
MUC1,0.8483949
THBS3,0.01632063
MTX1,0.27549863
GBA1,0.09675926
ENTREP3,0.03694538
SCAMP3,0.13130488
CLK2,0.03308776
FDPS,0.37765974
RUSC1,0.0782293
ASH1L,0.24704908
MSTO1,0.014397595
YY1AP1,0.10714529
DAP3,0.17274946
GON4L,0.08413387
SYT11,0.026516905
RIT1,0.11037963
KHDC4,0.07168768
ARHGEF2,0.07001773
SSR2,0.6204274
UBQLN4,0.039736517
LAMTOR2,0.5990746
RAB25,0.27281466
LMNA,0.49838832
SEMA4A,0.041585095
SLC25A44,0.071185276
PMF1,0.3242244
SMG5,0.08654546
TMEM79,0.009079181
GLMP,0.12913142
CCT3,0.4135934
MEF2D,0.12519945
NAXE,0.47567666
GPATCH4,0.047143646
NES,0.080943204
CRABP2,0.04231103
ISG20L2,0.092639126
METTL25B,0.077884406
MRPL24,0.27716443
HDGF,0.24176282
PRCC,0.08478338
SH2D2A,0.0129978005
PEAR1,0.038806655
ARHGEF11,0.04564112
ETV3,0.04109004
CD5L,0.0
KIRREL1,0.043117855
CD1D,0.0071290773
CD1C,0.0064944057
MNDA,0.041906927
PYHIN1,0.016143225
IFI16,0.15497108
ACKR1,0.0062517454
FCER1A,0.014342636
ENSG00000228560,0.0
APCS,0.0
DUSP23,0.4304171
FCRL6,0.004413203
TAGLN2,0.482605
PIGM,0.051073033
IGSF8,0.12774448
ATP1A2,0.031165197
PEA15,0.12739493
DCAF8,0.13125849
PEX19,0.15404387
COPA,0.24144119
NCSTN,0.20378372
SLAMF6,0.007928018
CD84,0.022213085
SLAMF1,0.004608545
CD48,0.058895297
SLAMF7,0.0035790564
LY9,0.0062283864
CD244,0.0
ITLN1,0.010666715
F11R,0.13736455
TSTD1,0.9245573
USF1,0.050192643
ARHGAP30,0.014900184
NECTIN4,0.017422816
KLHDC9,0.0993973
PFDN2,0.7759052
NIT1,0.17099175
DEDD,0.06382106
UFC1,0.5903901
USP21,0.017461566
PPOX,0.050788138
B4GALT3,0.09551321
ADAMTS4,0.0
NDUFS2,0.68075645
FCER1G,0.0982878
APOA2,0.028283164
TOMM40L,0.024348054
SDHC,0.6503882
FCGR2A,0.045479394
HSPA6,0.0053061815
FCGR3A,0.041622438
FCGR3B,0.0
FCGR2B,0.014478243
FCRLB,0.02822298
DUSP12,0.06629409
ATF6-DT,0.0
ATF6,0.18286927
OLFML2B,0.009623701
SH2D1B,0.013815602
UHMK1,0.3712264
UAP1,0.33353728
DDR2,0.034161326
HSD17B7,0.059670277
RGS4,0.0067303246
RGS5,0.0
ENSG00000232995,0.0
PBX1,0.3411671
MGST3,1.6031864
ALDH9A1,0.31921494
TMCO1,0.6642259
UCK2,0.017939802
POGK,0.0977601
TADA1,0.020466585
POU2F1,0.087086245
CD247,0.04759846
CREG1,0.24229439
RCSD1,0.027910063
MPZL1,0.085526906
MPC2,0.95104235
DCAF6,0.10340001
GPR161,0.013979409
TIPRL,0.16176935
SFT2D2,0.1455375
XCL2,0.023124551
DPT,0.0025313343
ATP1B1,2.1050534
NME7,0.08978767
BLZF1,0.073368914
SLC19A2,0.08287848
F5,0.00505325
SELP,0.018734843
SELL,0.014303507
METTL18,0.02971343
SCYL3,0.04714426
KIFAP3,0.099113986
GORAB,0.022658354
FMO3,0.0010306176
FMO2,0.021255886
FMO4,0.12125937
PRRC2C,0.33839756
VAMP4,0.06837334
METTL13,0.044501193
DNM3,0.021646054
DNM3OS,0.008552474
PIGC,0.0925663
SUCO,0.105668776
PRDX6-AS1,0.0037809592
PRDX6,1.2438352
KLHL20,0.05153812
CENPL,0.0032353976
DARS2,0.051458027
ZBTB37,0.03975575
RC3H1,0.08911951
RABGAP1L,0.12375506
CACYBP,0.30609736
MRPS14,0.24162868
KIAA0040,0.064823374
COP1,0.048674103
SEC16B,0.01603307
RASAL2,0.06151809
RALGPS2,0.07670183
ANGPTL1,0.10930175
FAM20B,0.09379653
TOR3A,0.0771189
ABL2,0.040840324
SOAT1,0.096034825
TOR1AIP2,0.20635246
TOR1AIP1,0.14847036
ENSG00000260360,0.0
CEP350,0.17568222
QSOX1,0.20291595
ACBD6,0.1403406
XPR1,0.092005335
STX6,0.06250165
MR1,0.10267872
IER5,0.051482107
GLUL,0.484358
RNASEL,0.03259876
RGS16,0.035671107
NPL,0.15254822
DHX9,0.2624708
LAMC1,0.10041327
SMG7,0.09691172
NCF2,0.0078600235
ARPC5,0.38291144
RGL1,0.07583815
TSEN15,0.15635239
C1orf21,0.04850597
EDEM3,0.102070965
NIBAN1,0.08476069
RNF2,0.06022594
TRMT1L,0.08091632
SWT1,0.03124777
IVNS1ABP,0.5620587
ENSG00000273004,0.0
HMCN1,0.008416963
TPR,0.27069598
ODR4,0.083799906
PTGS2,0.013072935
RGS18,0.01284221
RGS1,0.06016265
RGS13,0.0
RGS2,0.09549531
UCHL5,0.1377774
RO60,0.21885519
GLRX2,0.15323123
CDC73,0.122903466
KCNT2,0.013765824
CFH,0.035458762
CFHR1,0.0
ZBTB41,0.079353556
DENND1B,0.068354
NEK7,0.116819836
PTPRC,0.132789
MIR181A1HG,0.007596945
NR5A2,0.0
ZNF281,0.09176251
DDX59,0.069968276
CAMSAP2,0.10909355
KIF21B,0.0
TMEM9,0.3310145
PKP1,0.0
PHLDA3,0.08611456
CSRP1,0.50790006
NAV1,0.033275045
IPO9-AS1,0.009547843
IPO9,0.069546476
SHISA4,0.05039382
ENSG00000223774,0.0
LMOD1,0.06709628
TIMM17A,0.22058591
RNPEP,0.13646111
ELF3,0.11753211
ARL8A,0.20872824
PTPN7,0.0033923758
LGR6,0.0071024275
UBE2T,0.026448995
PPP1R12B,0.19960493
KDM5B,0.0692855
PCAT6,0.010350138
RABIF,0.08929051
KLHL12,0.06764721
ADIPOR1,0.22488882
CYB5R1,0.22532633
TMEM183A,0.13331558
LINC01353,0.0029478201
BTG2-DT,0.0
BTG2,0.6827501
PRELP,0.014448368
ATP2B4,0.1349357
LAX1,0.004861862
ZC3H11A,0.0033100983
ZBED6,0.0
SNRPE,0.7849514
SOX13,0.06834643
ETNK2,0.15917486
PLEKHA6,0.07435387
PPP1R15B,0.14204617
PIK3C2B,0.024817582
MDM4,0.25642717
NFASC,0.024761606
RBBP5,0.074155495
DSTYK,0.07580704
CDK18,0.0618344
ELK4,0.115546815
SLC45A3,0.0065058134
NUCKS1,0.7907874
RAB29,0.16005163
SLC41A1,0.04490365
PM20D1,0.016149284
RHEX,0.016428495
FAM72A,0.007562121
SRGAP2,0.032586172
RASSF5,0.012992129
EIF2D,0.10237247
MAPKAPK2,0.25649488
IL10,0.0065751094
IL20,0.0
FCMR,0.006753669
PFKFB2,0.12713686
YOD1,0.024136802
CD55,0.16024654
CR1,0.004276454
CD46,0.70798707
MIR29B2CHG,0.089658596
CD34,0.15072599
PLXNA2,0.049425676
G0S2,0.6545969
TRAF3IP3,0.035515692
IRF6,0.11872324
UTP25,0.043231837
SERTAD4-AS1,0.14555661
HHAT,0.015658434
RCOR3,0.12148897
TRAF5,0.04552056
LINC00467,0.14233336
SLC30A1,0.11228861
NEK2,0.0
LPGAT1,0.10547421
INTS7,0.019420166
PPP2R5A,0.2569297
PACC1,0.028607024
NENF,0.7823012
ENSG00000260805,0.0368449
ATF3,0.2795635
BATF3,0.011065464
NSL1,0.14189212
TATDN3,0.092562616
FLVCR1,0.020355383
ANGEL2,0.08031899
RPS6KC1,0.04514927
SMYD2,0.048975818
PTPN14,0.085579164
CENPF,0.0
KCTD3,0.12272576
