,KRP446
CEP20,0.069672965
XYLT1,0.13298161
RPS15A,0.019739473
ARL6IP1,0.0
SMG1,0.81253165
TMC7,0.016844735
COQ7,0.07292218
ITPRIPL2,0.0
ENSG00000261759,0.0034012445
SYT17,0.11203936
GDE1,0.042026736
CCP110,0.096752115
VPS35L,0.39940912
KNOP1,0.07430324
IQCK,0.34794644
GPRC5B,0.1677152
ACSM2A,1.6917834
ACSM3,0.1757349
THUMPD1,0.28802845
ERI2,0.07647536
DCUN1D3,0.0004956712
LYRM1,0.13164064
LDAF1,0.07481826
CRYM,0.081571884
METTL9,0.32340997
IGSF6,0.0047206045
OTOA,0.0057904758
ENSG00000274460,0.0068596657
UQCRC2,0.31797266
MOSMO,0.338159
EEF2K,0.13150014
POLR3E,0.11695429
CDR2,0.81810427
NPIPB5,0.33307874
HS3ST2,0.0010091848
USP31,0.17249887
SCNN1B,0.08413785
COG7,0.31440517
ENSG00000260136,0.009347197
GGA2,0.32069042
UBFD1,0.054048453
NDUFAB1,0.07014184
PALB2,0.081580676
DCTN5,0.13484216
PRKCB,0.04892218
RBBP6,0.360243
TNRC6A,1.7533735
ENSG00000261669,0.035083205
ARHGAP17,0.31885254
LCMT1,0.22235386
ZKSCAN2-DT,0.03383815
NSMCE1,0.10928797
NSMCE1-DT,0.039204184
IL4R,0.12684391
GTF3C1,0.22199167
XPO6,0.3037376
CLN3,0.00079317373
APOBR,0.0017579279
NUPR1,0.03650448
SGF29,0.05104282
SULT1A1,0.07071989
EIF3C,0.0040221224
ATXN2L,0.1555859
TUFM,0.11406446
SH2B1,0.2579534
RABEP2,0.122059
NFATC2IP,0.34895238
SPNS1,0.08999758
LAT,0.040278755
NPIPB11,0.026162704
BOLA2-SMG1P6,0.0
SPN,0.0
QPRT,0.079419
C16orf54,0.0
KIF22,0.044073213
MAZ,0.03426782
PRRT2,0.00015382672
PAGR1,0.0
MVP,0.19824286
CDIPT,0.065025635
SEZ6L2,0.017822163
KCTD13,0.13369575
TMEM219,0.088344835
TAOK2,0.07297471
HIRIP3,0.012417131
INO80E,0.1696637
ALDOA,0.0
PPP4C,0.07216786
TBX6,0.008021693
YPEL3,0.08683134
GDPD3,0.00748931
MAPK3,0.037187733
CORO1A,0.0033676864
BOLA2B,0.0
SULT1A3,0.0011915115
ENSG00000258130,0.0005706447
CD2BP2,0.05174761
TBC1D10B,0.06821984
ZNF48,0.021582594
SEPTIN1,0.015171134
ZNF771,0.045870177
DCTPP1,0.015883919
SEPHS2,0.04776665
ITGAL,0.021444404
ZNF768,0.053118616
ZNF747,0.0
ZNF747-DT,0.014961467
ZNF764,0.00022427767
ZNF688,0.021286793
ZNF785,0.08327792
ZNF689,0.00912636
PRR14,0.049585413
FBRS,0.089521535
ENSG00000261840,0.007632438
PHKG2,0.07433179
RNF40,0.09873081
ZNF629,0.021581301
BCL7C,0.21252224
MIR762HG,0.042798076
CTF1,0.010316813
FBXL19,0.08163096
ORAI3,0.018161263
SETD1A,0.051446073
HSD3B7,0.01629534
STX4,0.057163984
ZNF668,0.014969097
VKORC1,0.0
BCKDK,0.03708968
KAT8,0.12696339
PRSS8,0.10268982
PRSS36,0.0027751888
FUS,0.5467152
PYCARD,0.003756495
ITGAM,0.0051058363
ITGAX,0.0048182122
ENSG00000261474,0.07233644
ENSG00000260267,0.021636646
TGFB1I1,0.0046998947
RUSF1,0.08565773
KRBOX5,0.16447495
ZNF267,0.041140147
TP53TG3D,0.0
VPS35,0.16635501
C16orf87,0.1091742
GPT2,0.25656146
DNAJA2,0.06573273
NETO2,0.01363791
ITFG1,1.086021
PHKB,0.6481144
LONP2,0.56592387
SIAH1,0.13391511
N4BP1,0.39967003
CBLN1,0.0
ENSG00000279249,0.0026206947
CNEP1R1,0.035670724
HEATR3,0.064822525
TENT4B,0.28493413
ADCY7,0.016079636
BRD7,0.14472273
NKD1,0.033345357
CYLD,0.1563571
HNRNPA1L3,0.0062705083
CHD9,1.4686965
RBL2,0.4133613
AKTIP,0.0684987
FTO,0.95709234
IRX3,0.01476334
CRNDE,0.04018964
IRX5,0.0077703353
MMP2,0.0059396736
LPCAT2,0.14176437
ENSG00000261997,0.0
CES1,0.00068274705
AMFR,0.3131065
NUDT21,0.124774225
OGFOD1,0.08193331
BBS2,0.28326648
MT2A,0.16282931
MT1E,0.117790245
MT1M,0.014964592
MT1A,0.0016352864
MT1F,0.03355951
MT1G,0.12649718
MT1H,0.07625083
MT1X,0.06699046
NUP93,0.13221398
HERPUD1,0.3372536
CETP,0.0028566716
NLRC5,0.050631784
CPNE2,0.031068366
PSME3IP1,0.20580247
RSPRY1,0.26136348
ARL2BP,0.10791372
PLLP,0.1251584
CX3CL1,0.04200747
CIAPIN1,0.10821091
COQ9,0.20226058
POLR2C,0.056946155
DOK4,0.057859838
CCDC102A,0.009004807
ADGRG1,0.30475208
KATNB1,0.01577528
KIFC3,0.78845334
ZNF319,0.0029839003
USB1,0.031435765
CFAP20,0.033765808
CSNK2A2,0.15352239
NDRG4,0.006975867
SETD6,0.04860064
CNOT1,0.44341576
ENSG00000276259,0.010213061
SLC38A7,0.08728612
GOT2,0.14046043
CDH11,0.047673944
CDH5,0.017282411
LINC00920,0.0005688959
TK2,0.09062344
CKLF,0.0006249926
CMTM2,0.011911532
CMTM3,0.0088649765
CMTM4,0.6048693
DYNC1LI2,0.36853224
NAE1,0.114227705
PDP2,0.061779805
RRAD,0.04872227
CIAO2B,0.04073885
CES2,0.10629198
CES4A,0.07020714
CBFB,0.5047942
PHAF1,0.17155503
B3GNT9,0.0032930558
TRADD,0.056826264
HSF4,0.05634832
NOL3,0.08038268
MATCAP1,0.09226709
EXOC3L1,0.0060883122
E2F4,0.063765354
ELMO3,0.05823515
FBXL9P,0.0804347
TMEM208,0.039495885
FHOD1,0.030651778
TPPP3,0.00831063
ZDHHC1,0.098654844
ATP6V0D1,0.15304331
RIPOR1,0.21338902
CTCF,0.29621717
ACD,0.018098405
PARD6A,0.004787985
ENKD1,0.040380504
GFOD2,0.17634888
RANBP10,0.3672442
CENPT,0.04043032
THAP11,0.0063460437
NUTF2,0.037910707
PSKH1,0.10349263
PSMB10,0.0
LCAT,0.030336767
SLC12A4,0.02354183
DPEP2,0.009205891
DUS2,0.070686534
DDX28,0.0075717214
NFATC3,0.57342523
PLA2G15,0.16138281
SLC7A6,0.18517439
SLC7A6OS,0.087069005
PRMT7,0.16503964
ZFP90,0.16941959
CDH1,0.35181773
TANGO6,0.39718032
CHTF8,0.171923
UTP4,0.17614697
SNTB2,0.24772921
VPS4A,0.061842296
COG8,0.0
NIP7,0.018170651
TERF2,0.1274277
CYB5B,0.21817507
NFAT5,1.3126184
NQO1,0.03210042
NOB1,0.02250125
WWP2,0.61481416
PDPR,0.30110416
EXOSC6,0.059006553
AARS1,0.11634564
DDX19B,0.0009615119
DDX19A,0.030257216
ST3GAL2,0.124557115
FCSK,0.0903383
COG4,0.2131033
SF3B3,0.20355041
MTSS2,0.08283718
VAC14,0.1644948
CMTR2,0.11758319
CALB2,0.0
TAT,0.0
MARVELD3,0.11330277
PHLPP2,0.1417244
AP1G1,0.5233598
ATXN1L,0.0
IST1,0.3696693
ZNF821,0.20085736
DHODH,0.02619249
TXNL4B,0.07318076
HP,0.0005591674
HPR,0.0003712154
DHX38,0.06282095
ZFHX3,0.5554009
ENSG00000271009,0.0039237
ENSG00000261227,0.00020010529
PSMD7,0.118506126
GLG1,1.2745366
RFWD3,0.13722233
MLKL,0.020556802
WDR59,0.5846605
ZNRF1,0.20695129
ZFP1,0.03963167
BCAR1,0.19787094
CFDP1,0.6685706
TMEM170A,0.0
TMEM231,0.026020763
GABARAPL2,0.057820503
ADAT1,0.064379595
KARS1,0.052183952
TERF2IP,0.35425115
MON1B,0.025424905
SYCE1L,0.012008094
NUDT7,0.05145393
WWOX,2.4538872
MAF,0.22953299
CDYL2,0.23546259
CMC2,0.28189793
CENPN,0.018726317
ATMIN,0.040968303
GCSH,0.0
GAN,0.18915014
CMIP,0.76588553
PLCG2,0.5656004
MPHOSPH6,0.09996033
CDH13,0.07633883
HSBP1,0.078202955
MLYCD,0.0337804
NECAB2,0.006845089
MBTPS1,0.2525404
HSDL1,0.06326045
TAF1C,0.15057305
WFDC1,0.011330204
MEAK7,0.08734164
COTL1,0.14390749
KLHL36,0.22082359
USP10,0.3231128
CRISPLD2,0.04674058
ZDHHC7,0.21509789
GSE1,0.63093233
GINS2,0.0023319924
C16orf74,0.02127016
EMC8,0.064138345
COX4I1,0.19556177
IRF8,0.008501031
FENDRR,0.00046437103
FOXF1,0.00053389155
MTHFSD,0.06564968
FOXC2,0.0035569852
C16orf95,0.025047796
FBXO31,0.15420176
MAP1LC3B,0.10871306
ZCCHC14,0.4614676
KLHDC4,0.18982013
BANP,0.26698363
ZFPM1,0.063292414
ZC3H18,0.15511745
CYBA,0.12566942
MVD,0.10164319
SNAI3-AS1,0.034480114
RNF166,0.03182667
CTU2,0.008068953
PIEZO1,0.1870449
CDT1,0.0029240674
APRT,0.039826743
TRAPPC2L,0.024034282
CBFA2T3,0.0027032201
ACSF3,0.127298
ZNF778,0.045170777
ANKRD11,1.1051424
ENSG00000268218,0.022988418
SPG7,0.53368396
RPL13,0.33172777
CPNE7,0.010555407
CHMP1A,0.117234334
SPATA33,0.076606445
CDK10,0.24892513
VPS9D1,0.16963032
ZNF276,0.11239743
SPIRE2,0.059616372
TCF25,0.7386777
DEF8,0.0875538
DBNDD1,0.014011219
GAS8,0.18409283
DOC2B,0.028089583
RPH3AL,0.26011434
LIAT1,0.022928303
RFLNB,0.008440714
VPS53,0.5959578
TLCD3A,0.008389492
GEMIN4,0.013781613
GLOD4,0.06294798
MRM3,0.017364118
NXN,0.14073098
TIMM22,0.03558488
ABR,0.4021367
YWHAE,0.7048537
CRK,0.32255432
MYO1C,0.1613073
INPP5K,0.051581826
PITPNA-AS1,0.006959276
PITPNA,0.38372862
SLC43A2,0.66789895
SCARF1,0.04348548
RILP,0.05203793
PRPF8,0.21864182
TLCD2,0.015728226
MIR22HG,0.1571944
WDR81,0.09481444
SERPINF1,0.0052405703
SMYD4,0.08747124
RPA1,0.11220329
HIC1,0.0016489462
SMG6,0.709324
SRR,0.04156442
TSR1,0.05020712
SGSM2,0.20823866
MNT,0.08325361
METTL16,0.3062661
PAFAH1B1,0.91015595
CLUH,0.3113908
RAP1GAP2,0.3760405
OR3A3,0.0010897339
TRPV3,0.001724507
CTNS,0.08202643
TAX1BP3,0.016110944
EMC6,0.03015583
P2RX5,0.0
ITGAE,0.048413694
NCBP3,0.20677327
CAMKK1,0.02553054
P2RX1,0.0042499746
ATP2A3,0.019437198
ZZEF1,0.434984
CYB5D2,0.16891888
ANKFY1,0.29483384
UBE2G1,0.48442224
SPNS2,0.18541016
MYBBP1A,0.028416902
PELP1,0.06304671
ARRB2,0.028403748
MED11,0.020081367
CXCL16,0.009779592
ZMYND15,0.0061828047
VMO1,0.00082497846
PSMB6,0.017522844
PLD2,0.024000809
MINK1,0.23080179
SLC25A11,0.04618161
RNF167,0.05958335
PFN1,0.06582904
SPAG7,0.10662848
CAMTA2,0.09708512
KIF1C,0.10887047
ZNF232,0.018913003
ZNF594,0.1256051
SCIMP,0.027364664
RABEP1,0.5755035
NUP88,0.3404248
RPAIN,0.18023112
ENSG00000263272,0.007519006
C1QBP,0.03220394
DHX33,0.027292669
DERL2,0.055197235
MIS12,0.055163335
NLRP1,0.0644363
WSCD1,0.02056187
KIAA0753,0.2664544
TXNDC17,0.026335306
MED31,0.040526945
XAF1,0.085345425
RNASEK,0.0021722796
C17orf49,0.00027515108
MIR497HG,0.0
BCL6B,0.003072137
CLEC10A,0.0018873086
ASGR2,0.0028620837
ASGR1,0.0015510372
DLG4,0.018601557
ACADVL,0.29862335
DVL2,0.05773717
PHF23,0.032006204
GABARAP,0.0007181281
CTDNEP1,0.007373951
ELP5,0.03808751
CLDN7,0.017362302
SLC2A4,0.0029326698
YBX2,0.0075702746
EIF5A,0.031504046
GPS2,0.039976977
ACAP1,0.009240827
KCTD11,0.005814229
TMEM256,0.00017176254
NLGN2,0.026916964
TMEM102,0.005737196
CHRNB1,0.018333454
ZBTB4,0.2229949
POLR2A,0.23890235
TNFSF12,0.0
SENP3,0.000707696
EIF4A1,0.061455216
CD68,0.005880467
MPDU1-AS1,0.0020222212
MPDU1,0.064689115
FXR2,0.082313135
SAT2,0.30668184
ATP1B2,0.017715098
TP53,0.054686554
WRAP53,0.015700174
KDM6B,0.10019542
TMEM88,0.016702203
NAA38,0.13020743
CHD3,0.11509251
KCNAB3,0.0058409427
TRAPPC1,0.008190489
GUCY2D,0.003233239
ALOX15B,0.0008322772
PER1,0.44473642
VAMP2,0.0
TMEM107,0.03524262
BORCS6,0.008603422
LINC00324,0.0043280665
CTC1,0.09346123
PFAS,0.030110292
RANGRF,0.020199776
ARHGEF15,0.012201854
KRBA2,0.0
RPL26,9.087416e-05
NDEL1,0.32380185
MYH10,0.5156311
PIK3R5,0.038123738
STX8,0.68750405
GAS7,0.04795553
SCO1,0.06964982
ADPRM,0.02313456
TMEM220,0.18594736
TMEM220-AS1,0.12094554
MAP2K4,0.6300951
MYOCD,0.0041395854
ARHGAP44,0.20016348
ELAC2,0.06639149
HS3ST3B1,0.02032827
ENSG00000266378,0.0
PMP22,0.02561921
CDRT4,0.00078080967
TVP23C,0.0
ENSG00000266538,0.0
TRIM16,0.100664645
ZNF286A,0.0
ENSG00000276855,0.0052412925
ZSWIM7,0.17683327
TTC19,0.38443244
NCOR1,1.0542012
PIGL,0.4760492
CENPV,0.03136548
UBB,0.11835702
TRPV2,0.0031746277
LRRC75A,0.013730909
ZNF287,0.027169405
ZNF624,0.015847564
CCDC144A,0.0
ENSG00000266302,0.25404453
MPRIP,0.46014434
FLCN,0.0
COPS3,0.06677847
NT5M,0.032027002
MED9,0.10765164
RASD1,0.14192353
PEMT,0.27547348
RAI1,0.24622704
SMCR5,0.025165258
SREBF1,0.11127304
TOM1L2,0.71829903
DRC3,0.06749756
ATPAF2,0.07635272
GID4,0.04982095
DRG2,0.071833074
ALKBH5,0.13444379
LLGL1,0.004158209
FLII,0.070033595
TOP3A,0.10389625
SMCR8,0.032335587
SHMT1,0.4999657
TRIM16L,0.036635097
TVP23B,0.07577117
PRPSAP2,0.3280233
GRAP,0.0033628328
ENSG00000263394,0.0
ENSG00000262202,0.0041350797
GRAPL,0.014913642
EPN2,0.52512217
B9D1,0.10143242
MAPK7,0.013924102
MFAP4,0.0011251477
ALDH3A2,0.40150517
ULK2,0.19413564
AKAP10,0.4493879
SPECC1,0.064867474
USP22,0.3573504
DHRS7B,0.3399039
TMEM11,0.03822323
NATD1,0.009955776
MAP2K3,0.1298371
LINC02693,0.013946735
WSB1,1.423678
KSR1,0.3276548
LGALS9,0.014672907
LYRM9,0.0
NLK,0.7526806
TMEM97,0.008511888
IFT20,0.03970896
TNFAIP1,0.080545865
POLDIP2,0.07714148
TMEM199,0.020662144
VTN,0.0
SLC46A1,0.011828974
ENSG00000258472,0.22586784
UNC119,0.0
PIGS,0.0
ALDOC,0.0
SPAG5,0.0
ENSG00000265287,0.0145333
RSKR,0.0
BLTP2,0.16179551
SDF2,0.064524576
SUPT6H,0.2697864
RAB34,0.041586306
RPL23A,0.0716353
NEK8,0.061939422
TRAF4,0.12896694
FAM222B,0.5987949
ERAL1,0.02972286
FLOT2,0.19389409
PHF12,0.18961838
PIPOX,0.084611654
MYO18A,0.1208328
NUFIP2,0.3548097
TAOK1,0.7366687
ABHD15,0.034547694
TP53I13,0.0
GIT1,0.068217084
ANKRD13B,0.0
SSH2,1.0322994
NSRP1,0.5514964
BLMH,0.14139138
CPD,0.2687303
GOSR1,0.29470775
CRLF3,0.18208954
ATAD5,0.05774267
TEFM,0.1528931
ADAP2,0.101734765
RNF135,0.09262991
MIR4733HG,0.0033315152
NF1,1.1400403
EVI2B,0.0013127069
EVI2A,0.0015293327
RAB11FIP4,0.10152592
COPRS,0.058199473
UTP6,0.1359717
SUZ12,0.4082793
LRRC37B,0.16840848
RHOT1,0.341216
C17orf75,0.05198227
ZNF207,0.6043158
ENSG00000266385,0.011881109
PSMD11,0.21170226
MYO1D,0.6549922
ENSG00000266599,0.017588254
TMEM98,0.032139283
CCL2,0.0065562846
CCL7,0.0
CCL8,0.0
ZNF830,0.03821532
LIG3,0.04649719
RFFL,0.029046843
RAD51D,0.0
NLE1,0.0065913023
UNC45B,0.00017672604
SLFN5,0.028889526
ENSG00000267364,0.0
SLFN11,0.009012603
SLFN12,0.021442506
SLFN13,0.018542321
SLFN12L,0.020248126
SNHG30,0.06158818
AP2B1,0.49784946
TAF15,0.6135003
MMP28,0.020488285
ENSG00000270871,0.02591745
CCL5,0.005824985
CCL14,0.0008281583
CCL23,0.0006759262
CCL18,0.0015199875
CCL3,0.00096029043
CCL4,0.003132272
ENSG00000274767,0.0062334035
CCL3L3,0.0011663112
CCL4L2,0.0038800694
ZNHIT3,0.03566581
MYO19,0.2369777
GGNBP2,0.46508008
DHRS11,0.027047591
MRM1,0.027414499
AATF,0.3359307
ACACA,0.46415308
TADA2A,0.1374604
DUSP14,0.013958485
SYNRG,0.484035
DDX52,0.20345515
MRPL45,0.13362451
SOCS7,0.17553285
ARHGAP23,0.027213411
EPOP,0.001833157
ENSG00000277969,0.0072636856
MLLT6,0.31378672
CISD3,0.035030648
PCGF2,0.09437861
PSMB3,0.05976474
PIP4K2B,0.1372774
CWC25,0.13319224
RPL23,0.08486398
LASP1,0.19157009
LASP1NB,0.0054334463
PLXDC1,0.012291529
RPL19,0.10476804
FBXL20,0.67623794
MED1,0.1311193
CDK12,0.47672567
STARD3,0.10942455
PNMT,0.0045037386
PGAP3,0.08435406
ERBB2,0.45296478
MIEN1,0.013447921
IKZF3,0.012233811
ORMDL3,0.022265725
PSMD3,0.07666123
MED24,0.11772144
THRA,0.07838319
NR1D1,0.015330716
MSL1,0.14341792
CASC3,0.21068355
WIPF2,0.4624726
RARA,0.06387512
RARA-AS1,0.0058158035
TOP2A,0.0018463676
IGFBP4,0.18397032
CCR7,0.0013547536
SMARCE1,0.00082849397
KRT222,0.0
KRT10,0.027087014
KRT10-AS1,0.027891202
KRT23,0.00178296
KRT19,0.19558997
EIF1,0.23752356
HAP1,0.0032859538
JUP,0.39303696
P3H4,0.03909311
FKBP10,0.010664731
NT5C3B,0.0551076
KLHL11,0.010806962
ACLY,0.13096943
CNP,0.037243366
DNAJC7,0.28885788
NKIRAS2,0.027143734
DHX58,0.029716317
KAT2A,0.15278167
RAB5C,0.0
GHDC,0.041557238
STAT5B,0.48951992
STAT5A,0.07086148
STAT3,0.8661926
CAVIN1,0.024284374
ATP6V0A1,0.43224788
NAGLU,0.1257729
HSD17B1-AS1,0.008061035
COASY,0.054248102
MLX,0.041369207
RETREG3,0.1946138
TUBG1,0.018225158
TUBG2,0.10621276
PLEKHH3,0.065107256
ENSG00000267042,0.024315381
CNTNAP1,0.005738145
EZH1,0.2914442
RAMP2-AS1,0.006594671
RAMP2,0.0051850537
VPS25,0.03450908
WNK4,0.25493708
COA3,0.08232234
BECN1,0.119262084
PSME3,0.053823885
AOC3,0.0031745806
AARSD1,0.0
PTGES3L,0.0
RUNDC1,0.066594906
RPL27,0.05939668
IFI35,0.0149042625
VAT1,0.03012875
BRCA1,0.07927692
ENSG00000267002,0.0007839537
NBR1,0.26026547
TMEM106A,0.20822372
ARL4D,0.04825846
DHX8,0.09914897
DUSP3,0.12560661
TMEM101,0.40923578
LSM12,0.11016203
G6PC3,0.022832057
HDAC5,0.14054826
ASB16-AS1,0.03759306
TMUB2,0.114479534
ATXN7L3,0.032036703
UBTF,0.110950306
SLC25A39,0.09002739
GRN,0.10710699
GPATCH8,0.9579138
FZD2,0.0034958913
MEIOC,0.004288014
CCDC43,0.03137945
GJC1,0.006515434
HIGD1B,0.00080043025
EFTUD2,0.14442584
DCAKD,0.20889702
NMT1,0.28115502
ACBD4,0.11453863
ENSG00000276728,0.023714699
HEXIM1,0.033308856
HEXIM2-AS1,0.25296125
HEXIM2,0.023673315
FMNL1-DT,0.0057483357
FMNL1,0.0076026535
MAP3K14,0.24219671
ARHGAP27,0.09453609
PLEKHM1,0.103130646
ENSG00000267198,0.012470665
MAPT,0.25548223
KANSL1,1.5821351
KANSL1-AS1,0.015251569
ARL17B,0.72896314
ARL17A,0.10433293
FAM215B,0.0
NSF,0.5919889
GOSR2,0.0
CDC27,0.40115684
EFCAB13,0.108780324
NPEPPS,0.86052996
KPNB1,0.3418515
TBKBP1,0.054279797
OSBPL7,0.02349889
MRPL10,0.017914629
SCRN2,0.1383812
SP2,0.060500868
PNPO,0.032837994
CDK5RAP3,0.2055138
COPZ2,0.019344253
NFE2L1,0.36549824
CBX1,0.10741881
SNX11,0.034644686
SKAP1,0.6833208
HOXB2,0.026915831
HOXB-AS1,0.055104494
HOXB3,0.4421405
HOXB-AS3,0.08885423
HOXB4,0.0
HOXB5,0.0
HOXB6,0.0013636952
HOXB7,0.047339886
CALCOCO2,0.20114352
ATP5MC1,0.076382376
UBE2Z,0.21526359
SNF8,0.09865362
GNGT2,0.00069831574
ABI3,0.013588998
ZNF652,0.39898306
PHB1,0.06564209
NGFR,0.00028864996
SPOP,0.36017978
SLC35B1,0.041712534
FAM117A,0.06536005
KAT7,0.13122399
ITGA3,0.20959911
PDK2,0.13369688
SAMD14,0.0032271147
PPP1R9B,0.023713373
SGCA,0.0029985018
COL1A1,0.012334724
XYLT2,0.059287477
MRPL27,0.060075462
LRRC59,0.028631158
RSAD1,0.14061154
SPATA20,0.06389091
ABCC3,0.16942073
ANKRD40,0.0406739
ENSG00000262967,0.0040697632
LUC7L3,0.9695587
TOB1,0.16138975
SPAG9,0.9715783
NME1,0.00026027966
NME2,0.0
MBTD1,0.4649744
UTP18,0.09690036
TOM1L1,0.69012296
COX11,0.12275655
STXBP4,0.49590772
HLF,0.13472475
MMD,0.038395155
PCTP,0.22075477
C17orf67,0.02000801
DGKE,0.076430835
TRIM25,0.05800073
COIL,0.08468181
SCPEP1,0.15561579
AKAP1,0.23241563
ENSG00000263089,0.029638786
MSI2,1.9423568
MRPS23,0.0727257
CUEDC1,0.3271403
VEZF1,0.13387892
ENSG00000264112,0.0
SRSF1,0.030054852
DYNLL2,0.08068507
TSPOAP1-AS1,0.03775438
MIR142HG,0.0020044225
SUPT4H1,0.025801852
MTMR4,0.17492428
SEPTIN4,0.0064951824
RAD51C,0.055333428
TRIM37,0.19098681
SKA2,0.09143031
PRR11,0.0069419914
YPEL2,0.43975347
DHX40,0.1293367
ENSG00000273702,0.01781514
CLTC,0.55118126
PTRH2,0.07407785
VMP1,0.86244845
TUBD1,0.11655182
RPS6KB1,0.2356216
RNFT1,0.06404593
HEATR6,0.05279795
USP32,0.5538194
APPBP2,0.6111609
BCAS3,1.6015389
TBX2-AS1,0.003901194
TBX2,0.3259778
LINC02875,0.00075750484
INTS2,0.12108879
MED13,0.886072
METTL2A,0.05293832
TLK2,0.5187879
ENSG00000277463,0.0011666856
ENSG00000274565,0.0010070544
MRC2,0.035353974
TANC2,0.5756104
CYB561,0.06402925
ACE,0.038656518
DCAF7,0.33811805
TACO1,0.02532964
MAP3K3,0.36939314
STRADA,0.0020855975
LIMD2,0.0
CCDC47,0.09101051
DDX42,0.27127507
FTSJ3,0.0449357
PSMC5,0.029926188
SMARCD2,0.08189848
CD79B,0.0012287917
SCN4A,0.0010892475
ICAM2,0.009074383
ERN1,0.14807361
SNHG25,0.11570259
TEX2,0.25653535
PECAM1,0.09027086
MILR1,0.0017592221
POLG2,0.09983873
DDX5,0.8623918
CEP95,0.45672148
SMURF2,0.5479977
GNA13,0.30618483
RGS9,0.041924883
AXIN2,0.005438249
CEP112,0.5203347
APOH,0.008723364
PRKCA,1.245112
CACNG4,0.0011226921
HELZ,0.83820367
HELZ-AS1,0.029853933
PSMD12,0.14727166
PITPNC1,0.58174515
NOL11,0.08609867
BPTF,1.0874625
C17orf58,0.0058507067
KPNA2,0.017409313
ENSG00000278730,0.040341493
ENSG00000274561,0.007510438
AMZ2,0.031118829
ARSG,0.13722485
SLC16A6,0.0143516995
WIPI1,0.2836641
PRKAR1A,0.28065434
FAM20A,0.14705549
ABCA8,0.028158179
ABCA9,0.093657345
ABCA6,0.09749271
ABCA5,0.851752
MAP2K6,0.22493336
ENSG00000267653,0.0020031172
KCNJ16,1.6081182
KCNJ2,0.005980127
SLC39A11,0.77100694
SSTR2,0.044944145
COG1,0.060601454
VCF1,0.09110906
MTNAP1,0.068694144
CDC42EP4,0.0911765
SDK2,0.028176636
RPL38,0.05905278
GPRC5C,0.19856426
CD300A,0.0034795527
CD300C,0.0
CD300E,0.00089723995
RAB37,0.004340932
CD300LF,0.0003090453
NHERF1,0.10839555
NAT9,0.047369793
TMEM104,0.041376874
FDXR,0.011603095
HID1,0.024101641
CDR2L,0.023545928
MRPL58,0.027109036
KCTD2,0.07815735
ATP5PD,0.058553614
ARMC7,0.07371953
NT5C,0.07085045
JPT1,0.047226038
SUMO2,0.0801644
NUP85,0.11907147
GGA3,0.1446404
MRPS7,0.053484146
MIF4GD,0.015046034
MIF4GD-DT,0.000388325
SLC25A19,0.021607725
GRB2,0.32721925
TMEM94,0.12733619
CASKIN2,0.049408056
TSEN54,0.08259537
LLGL2,0.7833571
RECQL5,0.115970075
SAP30BP,0.16645975
ITGB4,0.0255639
GALK1,0.01684147
H3-3B,0.22212589
UNK,0.25474146
UNC13D,0.022374991
WBP2,0.1238617
TRIM47,0.074801855
TRIM65,0.05226706
FBF1,0.029996961
ACOX1,0.24828975
TEN1,0.02807848
CDK3,0.05720512
SRP68,0.079771124
EXOC7,0.20783074
RNF157,0.1494198
UBALD2,0.051157784
PRPSAP1,0.122783184
SPHK1,0.0034366772
UBE2O,0.24395236
RHBDF2,0.056154273
CYGB,0.0015301614
PRCD,0.003516331
ENSG00000284526,0.010426314
MXRA7,0.06000454
JMJD6,0.05350644
METTL23,0.035973478
SRSF2,0.25016353
MFSD11,0.21198976
SEC14L1,0.46482217
SEPTIN9,0.47363415
TNRC6C,0.3961283
TMC6,0.032432098
TMC8,0.009701812
SYNGR2,0.08246441
TK1,0.018390106
AFMID,0.5964773
LINC01993,0.005971428
SOCS3,0.03559955
PGS1,0.13263415
CYTH1,0.60439456
USP36,0.22191261
TIMP2,0.07196283
LGALS3BP,0.07156138
CANT1,0.034528606
C1QTNF1,0.018903932
ENGASE,0.09565601
CBX2,0.0010621282
CBX4,0.033239152
TBC1D16,0.29190546
GAA,0.08098299
EIF4A3,0.033906717
SGSH,0.037029084
SLC26A11,0.12972555
RNF213,0.6281577
RNF213-AS1,0.6690813
ENDOV,0.10475252
RPTOR,0.57557356
CHMP6,0.04666085
BAIAP2-DT,0.018330406
BAIAP2,0.6512938
AATK,0.012214556
CEP131,0.019574918
TEPSIN,0.07133559
NDUFAF8,0.054272827
SLC38A10,0.28432068
ENSG00000262877,0.062011454
BAHCC1,0.058542788
ACTG1,0.39516285
FAAP100,0.061298
NPLOC4,0.530525
OXLD1,0.03390611
CCDC137,0.060164876
ARL16,0.14348848
HGS,0.11833356
ENSG00000262049,0.021160504
MRPL12,0.0
SLC25A10,0.05956421
MCRIP1,0.08201978
P4HB,0.17749698
ARHGDIA,0.106057726
ENSG00000263731,0.0031525446
ALYREF,0.010193877
ANAPC11,0.0403099
NPB,0.0009567831
PCYT2,0.05507964
SIRT7,0.073471665
MAFG,0.07122019
PYCR1,0.0013632212
ASPSCR1,0.15178442
CENPX,0.016804582
LRRC45,0.028408634
RAC3,0.005527927
DCXR,0.057538774
RFNG,0.1208193
GPS1,0.153356
DUS1L,0.07659633
FASN,0.02323378
CCDC57,0.42085773
