,PRE038
LMF2,0.15251149
NCAPH2,0.054257847
TYMP,0.1331498
CIMAP1B,0.026510518
ARSA,0.1055168
SHANK3,0.17308418
ENSG00000225929,0.0
RABL2B,0.03792554
ENSG00000275464,0.0018983998
ENSG00000275895,0.005284752
ENSG00000280145,0.03125405
ENSG00000277991,0.0
ENSG00000278932,0.00087172445
HSPA13,0.062552825
SAMSN1,0.019451989
NRIP1,0.23258679
USP25,0.104703866
MIR99AHG,0.06105411
CXADR,0.034917414
BTG3,0.058118735
C21orf91,0.052952368
NCAM2,0.0016433771
ENSG00000226771,0.0
MRPL39,0.08205137
JAM2,0.0467169
ATP5PF,1.441712
GABPA,0.089120075
APP,0.995021
CYYR1-AS1,0.0018101779
CYYR1,0.15015073
ADAMTS1,0.052965693
ADAMTS5,0.035094224
ENSG00000232855,0.0015644275
N6AMT1,0.02760788
LTN1,0.11075815
RWDD2B,0.064910874
ENSG00000273254,0.0033325162
USP16,0.21631616
CCT8,0.31596464
MAP3K7CL,0.05984941
BACH1,0.061587766
TIAM1,0.027231237
SOD1,1.5197096
SCAF4,0.04392627
MIS18A,0.039623264
URB1,0.02341138
URB1-AS1,0.056352004
EVA1C,0.039447088
CFAP298,0.09764682
SYNJ1,0.056277458
PAXBP1,0.06841478
EPCIP-AS1,0.0055634445
IFNAR2,0.029497685
IL10RB-DT,0.0015779885
IL10RB,0.008857071
IFNAR1,0.19071223
IFNGR2,0.088573076
TMEM50B,0.23553279
DNAJC28,0.00902616
GART,0.051881082
SON,0.55844134
DONSON,0.012860313
CRYZL1,0.117017396
ITSN1,0.053524647
ATP5PO,0.7140274
ENSG00000273102,0.0008486905
MRPS6,0.3810865
SLC5A3,0.17328057
KCNE1,0.00091665273
RCAN1,0.14972201
RUNX1,0.011400759
SETD4,0.04025521
CBR1,0.32696143
CBR3,0.007324776
DOP1B,0.026080918
MORC3,0.0566592
SIM2,0.021638632
HLCS,0.028952353
PIGP,0.23135641
TTC3,0.39323974
DSCR9,0.0013820839
VPS26C,0.09867738
DYRK1A,0.11119758
ERG,0.060384795
ETS2,0.27960107
PSMG1,0.15028821
BRWD1,0.1974145
HMGN1,0.80693555
GET1,0.20390496
SH3BGR,0.0440175
B3GALT5,0.0
BACE2,0.05581414
FAM3B,0.04492243
MX2,0.015614025
MX1,0.040830564
PRDM15,0.0055549946
C2CD2,0.021863718
ZBTB21,0.038804587
ABCG1,0.02919426
TFF3,0.029510114
TFF1,0.0004709591
RSPH1,0.0042951196
SLC37A1,0.009413578
PDE9A,0.028692337
WDR4,0.013793184
NDUFV3,0.55410844
PKNOX1,0.029167965
SIK1,0.0048613898
RRP1B,0.039621983
PDXK,0.31461042
CSTB,0.85245883
RRP1,0.05261792
AGPAT3,0.41048273
TRAPPC10,0.047548715
PWP2,0.0
LINC01678,0.0013683782
ICOSLG,0.022828927
PFKL,0.53926
CFAP410,0.12090131
ENSG00000184441,0.013381608
TRPM2,0.0025473551
UBE2G2,0.15225092
SUMO3,0.27374548
PTTG1IP,0.30857646
ITGB2,0.0253867
ITGB2-AS1,0.007744677
SLX9,0.136796
ADARB1,0.07089481
POFUT2,0.034819502
COL18A1,0.43807828
SLC19A1,0.025866538
COL6A1,0.17106675
COL6A2,0.113847755
FTCD,0.7288114
SPATC1L,0.05285299
LSS,0.043606896
MCM3AP-AS1,0.0069510546
MCM3AP,0.06694781
YBEY,0.0696781
PCNT,0.0331514
DIP2A,0.08326622
PRMT2,0.1538891
MT-ND1,4.58715
MT-ND2,4.8624434
MT-CO1,6.250759
MT-CO2,6.0491242
MT-ATP8,2.560117
MT-ATP6,5.550222
MT-CO3,6.0418053
MT-ND3,6.250546
MT-ND4L,4.1438937
MT-ND4,5.6068196
MT-ND5,3.8953755
MT-ND6,1.530444
MT-CYB,5.0278044
ENSG00000273748,0.003532131
ENSG00000278817,0.036432255
ENSG00000271254,0.0032948228
TNMD,0.0017073487
FIRRM,0.0071088634
CFTR,0.00084634434
AOC1,0.91013944
WNT16,0.0
HECW1,0.087494016
KLHL13,0.059639197
MTMR7,0.0036784431
SARM1,0.023819305
CD38,0.007664202
SLC22A16,0.0
ZMYND10,0.0027985196
ABCB5,0.0
ARX,0.0
SLC4A1,0.00892846
CALCR,0.01929497
HOXA11,0.0009942108
MEOX1,0.0
REXO5,0.005442785
TSPOAP1,0.02602279
MPO,0.0
PON1,0.0021532716
ABCB4,0.001976139
SOX8,0.0
ITGA2B,0.002122653
ASB4,0.00089950993
KRT33A,0.0
ABCC8,0.001884337
CACNG3,0.0
TAC1,0.0
CACNA1G,0.0
DLX6,0.0
MAP3K9,0.006065369
BAIAP2L1,0.01561062
TTC22,0.04505746
CCL26,0.0
USH1C,0.27066267
LGALS14,0.0
COX10,0.047043405
SCIN,0.055079196
MYH13,0.0
UPP2,0.017379567
PRSS21,0.0
PROM1,0.03490728
NOS2,0.0042009596
DNAH9,0.00044505746
SLC13A2,0.18150553
CEACAM7,0.0
TKTL1,0.0
PAX6,0.0
CACNA2D2,0.0015718741
BAIAP3,0.024722716
SELE,0.002490679
NOX1,0.0
E2F2,0.0
SYN1,0.00023670506
CAMK1G,0.0041454267
TFAP2B,0.046199165
TFAP2D,0.0
DLEC1,0.0009957951
ADAM22,0.013758435
PLEKHG6,0.00093298283
PGLYRP1,0.0
MAPK8IP2,0.0029040573
TENM1,0.019728275
PAX7,0.0
MASP2,0.0
IYD,0.21387348
POMT2,0.020671498
MLXIPL,0.066030286
HHATL,0.0
GIPR,0.0
SLC6A13,0.41716087
PRSS3,0.026292741
FMO1,0.43990123
NME1-NME2,0.0
SLC6A7,0.0
MKS1,0.03837169
DPF1,0.0
ANLN,0.0022500106
QPCTL,0.004157539
ZBTB32,0.0
GABRA3,0.0
PRICKLE3,0.0037130557
LTF,0.0041644596
KDM5D,0.0
SLC7A14,0.0
DDX11,0.021531936
MAMLD1,0.0039070235
DPEP1,1.3818358
NPC1L1,0.010163065
STMN4,0.0
ISL1,0.0
IL20RA,0.0010642281
CLCA1,0.0
CLCA4,0.0
CNTN1,0.022849346
CYP24A1,0.03743351
SYT13,0.030079788
NCDN,0.038963195
ZFP64,0.008295929
CYP3A43,0.0
SLC7A9,0.28727034
NRXN3,0.0082407
C8B,0.0
GABRA1,0.0
NLRP2,0.0013678155
ABCC2,0.04047923
DEPDC1,0.0
HSD17B6,0.0
RTEL1-TNFRSF6B,0.0
FAS,0.022389702
KCNG1,0.0012653949
INSRR,0.0
BMAL2,0.0010923748
IBSP,0.0
MUSK,0.0
IKZF2,0.025271336
LRRC7,0.003998041
CLXN,0.0
MYOC,0.0
DEPDC1B,0.005888098
STAP1,0.0006775845
OTC,0.0
CYP46A1,0.0325874
SLC18A1,0.0
USP2,0.4242522
CASR,0.055048395
HOXC8,0.025613831
TLL1,0.018589118
EDC4,0.0014602336
DNAH5,0.07703387
C6,0.0009515555
SOX30,0.0
BEST2,0.0
RTN4R,0.004372656
CDH10,0.0
MYO16,0.0005716381
TDP1,0.01650914
SLC19A4P,0.0
USH2A,0.0
ZPBP,0.0018994912
TG,0.008744177
BARX2,0.00057689677
ZIC2,0.0
ADRB1,0.007860535
GUCA2B,0.0019418912
MAGEC2,0.0
KATNIP,0.016617497
XK,0.0021250967
ANO2,0.0
ROS1,0.0
TNFRSF17,0.0029555908
LMO3,0.018298704
GUCA1A,0.0
UTS2,0.0
TNFRSF9,0.0
EPN3,0.0052469852
FOXP3,0.0
PPP1R3F,0.0041971407
NEXMIF,0.009852739
ARHGEF5,0.020114802
SLC4A8,0.00947425
PTGER3,0.20830649
TNIP3,0.0
COL23A1,0.008634576
RAD51,0.0
POLQ,0.0
ALX4,0.0
FSTL4,0.0098731
METTL24,0.0027822799
NNAT,0.0
MCF2L2,0.0039660013
ENTPD2,0.016545406
PTPRN,0.0
PLEKHH1,0.008851456
SPO11,0.0
CHRDL2,0.0014568431
KCNH2,0.0004700333
MCOLN3,0.04366831
ITIH4,0.0013376
ITIH1,0.0
ZNF280C,0.014869142
NPFFR2,0.0
PHF21B,0.0030460185
TRAF1,0.003900831
IL17RB,0.04581601
GYG2,0.0059149917
SERPINB3,0.0028682626
PKP2,0.08620988
MSH4,0.0
F7,0.0020901181
LAMC2,0.0
RASGRF1,0.010235666
CAMK2B,0.010630922
PSD,0.00304169
STYK1,0.00072421174
CREB3L3,0.0010917538
RIMBP2,0.0010914598
COL11A1,0.0013418574
PRDM6,0.012461332
WNT8A,0.0
SPAG4,0.003940477
CDH3,0.010621007
ARSF,0.01083785
DGAT2,0.013784937
MRPS24,0.0012586043
SEZ6,0.0
SLC6A16,0.010894436
GSC2,0.0
ADCK1,0.013357948
DLX3,0.0
DMRT3,0.0
ATP2C2,0.0033826837
BORCS8-MEF2B,0.0
LPAR2,0.008382812
POU1F1,0.0
CHI3L2,0.0
NTN1,0.0018303375
GLP2R,0.0
MCM10,0.0
ROPN1,0.0
SNAP91,0.0
COL17A1,0.0
SEC61A2,0.018694509
SLC9A7,0.01946031
CTNNA2,0.0
ZMYND12,0.021777207
NGEF,0.028238827
ASPM,0.0025047814
MPPED2,0.03920852
CLDN18,0.0
ACSM2B,0.66967916
DDX3Y,0.0
PHKA1,0.010753726
CACNB1,0.002688531
STOML1,0.017872691
TRO,0.005758257
ZFY,0.0
ATP2B3,0.0
FGFR3,0.10622204
STON1-GTF2A1L,0.0
PYGM,0.0045890477
PAGE1,0.0
TRPC7,0.0
ADAM7,0.0
GAL,0.0
MAOB,0.43923816
DRD4,0.00029576788
PLA2G10,0.0
HES2,0.0015564698
GUCY2C,0.0
SCT,0.012209029
SPTB,0.002235959
ST6GALNAC1,0.0
FRMPD1,0.0003302569
CNGB1,0.00047531826
ST6GALNAC2,0.0
CHAT,0.0
TESK2,0.01423206
PTPN21,0.024326708
CAMK2A,0.0066602607
EPHA8,0.0
SLC12A3,0.051835384
TRPM5,0.0006421224
MS4A12,0.0
PRLH,0.0
MYO3B,0.015416168
SLC6A15,0.0
SPP2,0.0
RPS6KA6,0.05756261
ASIC4,0.0
TRPC5,0.0
HMMR,0.0080340095
TRHDE,0.11918219
CYP2W1,0.000731858
MOV10L1,0.0051913075
TP63,0.0026335598
CLCN4,0.03720419
FNDC8,0.0
GSDMB,0.004727031
ADAM11,0.0
ABCB11,0.0
DHRS9,0.0014660369
TBX21,0.009197977
GLI2,0.0023433254
CDHR2,0.091466434
SNCB,0.0
NOX3,0.0
SLC12A1,0.4065333
ANO8,0.013359638
WSCD2,0.006610547
KCNQ2,0.0
TACR2,0.001216244
SEMA3A,0.0069944896
GTSE1,0.0028276881
WNT8B,0.0
ADD2,0.0
FGF4,0.0
CACNG5,0.0
ATP12A,0.0025002058
WDR62,0.0038637663
SEC31B,0.022670984
TUBA3D,0.0
PAX2,0.1151006
CAMSAP3,0.08011346
RAP1GAP,0.09040236
NMRK2,0.011817901
ACTL6B,0.0
PAK3,0.0045751985
CAPN6,0.0018258687
DCX,0.00043285504
SPAG6,0.00031862577
TYR,0.0
ACTN2,0.007247119
FKBP6,0.0012404909
SMC1B,0.0
LAMP3,0.0
ADCY2,0.0015980888
RBFOX1,0.0052122413
HOXA9,0.1390768
ZCWPW1,0.014535319
ADCYAP1R1,0.0
FGF20,0.0
BRINP1,0.0
PKD2L2,0.0
MYH7B,0.0070567597
BPIFB2,0.0
TP73,0.0005849886
CLUL1,0.0026772455
CDH17,0.00046556504
OSBPL6,0.022519369
AFM,0.28722194
SCGN,0.0012001424
RIMS1,0.0
MOXD1,0.0075368653
DDX43,0.00060979347
PTPRH,0.0
DCT,0.0010279581
EPHA6,0.0
SCTR,0.046059567
SLC4A4,1.0132453
RDH8,0.0
MID2,0.0039195362
DNAAF6,0.0
COL5A3,0.0
SRCAP,0.008125979
CPB2,0.0
CHRNA3,0.0008449517
KCNN2,0.026985016
IGSF9B,0.0
CFHR2,0.0
CXCL2,0.006525565
COL4A4,0.069390684
CDH7,0.0
IMPG2,0.0005115748
ARG2,0.52598965
CACNA1S,0.0
LRP2,1.0500387
AACS,0.028893366
SLC13A1,0.6839469
PCDHB4,0.008482557
PCDHA6,0.0
PCDHGA2,0.0027296836
IL12RB2,0.0
MPP4,0.0016975389
PGR,0.023531683
C1QTNF3,0.014728608
COL19A1,0.009773926
KCNK2,0.00043629613
SERTAD4,0.0073571163
OPRK1,0.0
SEMA5B,0.018941201
TRPM3,0.16695583
ENSG00000083622,0.0
EPYC,0.0
ZNF671,0.0081630405
ZNF416,0.004050759
ZNF586,0.011384912
HAL,0.00033068648
SLCO1A2,0.0
APOB,0.0021042759
EFR3B,0.0013621772
GCKR,0.0
CAD,0.024206357
BCORL1,0.011091444
OVGP1,0.010053815
IGSF9,0.0014247457
WNT11,0.0
TTC39A,0.015140454
ORC1,0.002212443
RAD54L,0.00035151182
AQP6,0.002266176
EPDR1,0.059376847
HBQ1,0.0
CEACAM6,0.0
FAT2,0.0
HSD17B2,0.002615663
PPEF1,0.0
MYBPC2,0.0
ACHE,0.0
TMPRSS11E,0.0
MT3,0.020079618
GNAO1,0.0009140964
L2HGDH,0.07750749
PTHLH,0.0
PHACTR3,0.0017453253
AURKA,0.006981938
GP6,0.0
DNMT3B,0.0073676854
TPX2,0.004801011
SLC15A1,0.046157196
DOCK3,0.0032868
C3orf18,0.023168921
ARHGAP28,0.023531277
DEFB127,0.0
SLC4A11,0.014669753
ZNF343,0.009346256
CPXM1,0.007109223
F11,0.018829247
SIRPG,0.0
DZANK1,0.01164519
CFAP61,0.0041207797
LHX5,0.0
RPH3A,0.0
CHGB,0.012787399
TBX5,0.0
NOS1,0.016083252
CMTM1,0.0
KCNH4,0.0
BIRC5,0.0034043016
LAG3,0.005428968
ANKRD24,0.008204063
SI,0.0
FETUB,0.0
THPO,0.0
KIF4A,0.0
PLEKHG2,0.014790043
PITPNM2,0.031358413
POU4F3,0.00029954442
NLRC4,0.0050590336
LAMB4,0.009546511
NRCAM,0.02196443
SLC26A4,0.0034981987
SLC26A3,0.0011095976
IL5RA,0.0
ABCC6,0.14066783
SMPX,0.0
MYO15A,0.0
PITPNM3,0.007712069
ORC6,0.0030606494
ZFHX4,0.0
SLC17A6,0.0
CPA1,0.0022191228
RGS17,0.0
CMA1,0.0
JPH4,0.011154412
MYH7,0.0
CEBPE,0.0
RNF31,0.0
RPGRIP1,0.0
TGM1,0.009153558
DAZL,0.0
TBL1Y,0.0
TYRO3,0.007824942
CAPN3,0.018548638
TBX15,0.0016088818
COL9A3,0.0
TEKT2,0.0015589695
VNN3P,0.0
OR1I1,0.0
GABRP,0.0
KRT31,0.0
CDC6,0.00072421174
NXPE1,0.0
EPB41L4B,0.0050968006
WHRN,0.0069004507
PDE6C,0.0
SEMA4G,0.030968724
TLL2,0.0014572075
CYP26A1,0.0
TDRD1,0.0016789252
IL11,0.0
MYO3A,0.009340076
TPSD1,0.0
SMIM24,1.0365845
KCNK16,0.0
CRISP3,0.0
PGC,0.0
NCR2,0.0
MLN,0.0
ITPR3,0.029494114
ZNF184,0.036900666
CDC7,0.0028479872
SYDE2,0.034510866
CATSPERG,0.0038087845
STX1B,0.0006382339
MAGEB2,0.0
EFNA2,0.0
CBARP,0.0122211855
PCDH11Y,0.0
AMELY,0.0
CEP170B,0.03424502
HCN2,0.0
CDHR5,0.4715903
IZUMO4,0.031643696
MADCAM1,0.009933299
IGF2-AS,0.0
SERPIND1,0.0
CECR2,0.008483756
P2RX6,0.0
DERL3,0.0076298034
SLC7A4,0.0
DDTL,0.0
SEC14L2,0.007929911
SEC14L3,0.0
PRODH,0.0023949398
TOP3B,0.017510192
CRYBB3,0.06823418
PLA2G3,0.0
SEZ6L,0.0
ENSG00000100101,0.0
GGTLC2,0.0
SOX10,0.0
SLC16A8,0.006310702
CENPM,0.0041575143
SEPTIN3,0.0
SLC5A1,0.0035026327
TPTEP1,0.007908333
SLC5A4,0.0020992763
KDELR3,0.020555625
CYP2D6,0.0014463315
DMC1,0.0048585883
RSPH14,0.013520685
RAB36,0.028199466
C22orf31,0.00046678758
MIOX,1.9645048
NEFH,0.02992263
CHKB,0.024317442
APOBEC3H,0.008287377
RASD2,0.001765007
ACR,0.0047139823
CABP7,0.0
PNPLA5,0.0
PNPLA3,0.016530197
CACNA1I,0.0
UPK3A,0.0
MLC1,0.0
KCNK10,0.0042663976
CTSG,0.0
PRMT5,0.050188076
CDKL1,0.08269739
TRIM9,0.001161289
CCDC198,0.32396835
PLEK2,0.007833786
LRRC74A,0.0
SAMD15,0.003455561
ISM2,0.0013394695
CHGA,0.0
SIX4,0.001775078
ASB2,0.011002774
CEP128,0.006861758
SLC10A1,0.0
SERPINA4,0.019056436
SLC8A3,0.0
TCL1A,0.0
BDKRB1,0.0029071595
PAPLN,0.079977475
CPNE6,0.026408646
PRORP,0.0048371665
REC8,0.04332376
VSX1,0.0
GINS1,0.009046097
NINL,0.05284161
SGK2,0.05660563
MYBL2,0.0
R3HDML,0.0
HNF4A,0.3853189
RIMS4,0.0
PABPC1L,0.0238805
SALL4,0.0
BMP7,0.015190874
TUBB1,0.0
HRH3,0.0
NTSR1,0.0
SLC17A9,0.0021539622
NKAIN4,0.06217311
AVP,0.20368244
COL20A1,0.0
CHRNA4,0.021476617
PTK6,0.0
SPEF1,0.010752912
ISM1,0.009375671
SEL1L2,0.0
SLC52A3,0.0011909938
ANGPT4,0.0
RSPO4,0.0
PROKR2,0.0
SNPH,0.0046433425
MYLK2,0.0
SIRPB1,0.00088058214
FERMT1,0.032891802
HAO1,0.010211571
PDYN,0.0
TLDC2,0.0
PAK5,0.0
MROH8,0.0042296383
OXT,0.17565686
E2F1,0.004312152
BPI,0.0017812788
CST9L,0.0
SLC32A1,0.0
CST4,0.0
SPINT3,0.0
EPPIN,0.0
SYNDIG1,0.021691246
PIGU,0.027233344
TNNC2,0.0067305
CDH20,0.0018466079
ST8SIA5,0.0012941043
LAMA1,0.012723963
NOL4,0.0
H2BW2,0.0
VSIG1,0.0
GPR143,0.0070500276
MID1,0.045421496
RHOXF1,0.0012032047
GUCY2F,0.0
ATP1B4,0.0
CHRDL1,0.023074048
SUV39H1,0.015439956
PAGE4,0.0
GLRA2,0.0024896902
MCF2,0.016589496
F9,0.0
CACNA1F,0.0
SYP,0.007067389
BMX,0.0017224799
LUZP4,0.0
MTMR8,0.0011089018
ZC3H12B,0.0046055396
PPP1R2C,0.0
KCND1,0.0016102851
OPN1LW,0.0
SLC25A14,0.01877614
SCML2,0.003017994
RS1,0.0
RAB40AL,0.0
GATA1,0.0
PHEX,0.0010389003
GPR50,0.0
JADE3,0.01398684
PCYT1B,0.0
BRS3,0.0
VGLL1,0.0
PCDH11X,0.0
FGD1,0.009493851
PORCN,0.008428573
ITIH6,0.0
SRPX2,0.0
ZDHHC15,0.013212702
CENPI,0.0
DRP2,0.0
TAF7L,0.0011070139
NALCN,0.0
FGF14,0.0059992257
HTR2A,0.0
MLNR,0.0
CDADC1,0.06788625
KLF5,0.019981537
FGF9,0.04376303
SGCG,0.0
ACOD1,0.0
MEDAG,0.0
OLFM4,0.0015909317
MSLN,0.005347214
MT4,0.0
TSNAXIP1,0.0053931186
ZNF423,0.00911369
CCL22,0.0
CCL17,0.0
MMP15,0.020048447
CFAP263,0.0048148027
PRSS54,0.0
HAS3,0.0019604159
SMPD3,0.0020772996
ESRP2,0.012783626
FA2H,0.0041863765
SEC14L5,0.0007534747
ABCC1,0.031250138
NOMO3,0.0042079296
SLC7A5,0.048677124
RHBDL1,0.042516213
ZP2,0.0058097676
MEFV,0.0
PRSS33,0.0
EARS2,0.034262355
AQP8,0.0
CORO7-PAM16,0.0
SALL1,0.17332175
TOX3,0.031203426
RPGRIP1L,0.02423305
IL21R,0.0035786345
TMC5,0.0
SLC6A2,0.0
IQCH,0.0074861757
CORO2B,0.005241399
AP3B2,0.002766509
ACSBG1,0.0
IGDCC4,0.0021343448
CEMIP,0.0
CEP152,0.021637494
OCA2,0.00436829
TGM5,0.0
ENTREP2,0.008639013
SCG3,0.0
OIP5,0.0014818147
RP1,0.028247498
INTS9,0.0074874396
EYA1,0.0015698182
TRPA1,0.0
CALB1,0.093503855
POP1,0.012178133
DKK4,0.0
CCN4,0.009351153
STMN2,0.0
GML,0.0
PYCR3,0.04100326
ANXA13,0.017475216
NEFM,0.0
ADAM2,0.0
FGL1,0.0
KCNN4,0.0006961069
TULP2,0.0
DHDH,0.14650454
CGB2,0.0
LHB,0.0008815555
CGB3,0.0
TUBB4A,0.010459838
KCNA7,0.0
CKM,0.0004307698
ARHGEF18,0.0
SLC17A7,0.0
RNASEH2A,0.0035493316
KLC3,0.0058822334
AMH,0.0021516131
DKKL1,0.0
FCER2,0.0
RSPH6A,0.0
KIR3DX1,0.0
EPHX3,0.0014324968
CASP14,0.0
SLC1A6,0.0
AURKC,0.0028997594
CCNE1,0.00062909274
LGALS13,0.0
CLC,0.0
CCNP,0.0029345404
SHD,0.0
FSD1,0.0008246132
OVOL3,0.0
ZFR2,0.0
CEACAM4,0.00088058214
CD79A,0.0011824698
LIM2,0.0
ICAM4,0.0014204774
ICAM5,0.0
CEACAM5,0.0
CRX,0.0
ATP1A3,0.0
ZNRF4,0.0
GRIN2D,0.0
SYNGR4,0.0
ODAD1,0.0003318435
SIGLEC6,0.0
SIGLEC5,0.0
CABP5,0.0
HAS1,0.0
FAM83E,0.0
SPMAP2,0.0
FGF21,0.0
CACNG7,0.0
KLF1,0.0
MAST1,0.0
SLC5A5,0.0
KCNN1,0.002450786
RAB3A,0.0280686
PDE4C,0.0
COMP,0.0
UPK1A,0.0011375076
ETV2,0.021725014
ATP4A,0.0
GAPDHS,0.0
MAG,0.0
TMEM59L,0.0023557444
GRIK5,0.020098489
PIK3CG,0.0010597428
ITGB8,0.1187709
DNAH11,0.00059797085
DLX5,0.0
STEAP1B,0.0
PALS2,0.09694441
ATP6V0A4,0.06270624
NPVF,0.0
MET,0.1309513
RNF32,0.009218298
WNT2,0.0019875148
HOXA1,0.0013735321
HOXA2,0.0019701435
HOXA3,0.039940212
HOXA6,0.0047731725
ANKRD7,0.0063981093
VIPR2,0.018612087
HOXA13,0.0
EVX1,0.0
COBL,0.067481056
STX1A,0.0035884425
CRHR2,0.0
GHRHR,0.00095855666
CCL24,0.0
NPTX2,0.0033184665
PTPRZ1,0.0
HYAL4,0.00045472244
SPAM1,0.0
TFR2,0.0
FSCN3,0.0
PAX4,0.0
FBXO24,0.0
PPP1R17,0.0
MOGAT3,0.0014247835
NOBOX,0.0
MYL10,0.0
SFRP4,0.013335912
ACTR3C,0.017819654
POU6F2,0.00082013546
MYL7,0.0033336468
GCK,0.0011383918
GALNTL5,0.0
CLIP2,0.015238908
SPATA6L,0.0044674166
SLC1A1,0.27354112
CNTNAP3,0.0067839343
PRUNE2,0.16807592
OGN,0.009956066
LHX6,0.0034862484
DNM1,0.03154737
RLN1,0.00045642047
ELAVL2,0.00045472244
NCS1,0.08685093
KCNT1,0.0
CA9,0.0003302569
TYRP1,0.038962774
LHX3,0.0
PIP5K1B,0.049845
SH3GL2,0.06010957
DNTT,0.0
CUBN,1.3200718
CDH23,0.0057323575
TLX1,0.0
KAZALD1,0.010716191
FGF8,0.002574888
PITX3,0.0
DKK1,0.0
EBF3,0.0
SORCS1,0.085647576
DNAJC12,0.23687667
LGI1,0.0
CYP2C18,0.0
CRYBA1,0.0
RUNDC3A,0.001427335
CSF3,0.0
RAPGEFL1,0.004971465
RNF43,0.026328972
WNT3,0.0026073388
ASPA,0.18170196
KRT37,0.0
ENO3,0.02021864
CHRNE,0.004789586
SLC6A4,0.0046501015
ALDH3A1,0.001987177
ASIC2,0.00655106
CCL1,0.0
PEX12,0.026039137
KRT32,0.0
HSD17B1,0.029943451
DLX4,0.0
PTGES3L-AARSD1,0.0
RND2,0.010950497
ALOX12,0.0
PPY,0.0
MPP2,0.00045472244
CACNG1,0.0
EFNB3,0.0009058426
DPH1,0.0015239298
RCVRN,0.0
MYH1,0.0
MYH3,0.005000551
FOXN1,0.0
PHOX2B,0.0
GABRA4,0.0023690825
GNRHR,0.0
UGT2B10,0.0
CWH43,0.0074100173
SULT1E1,0.0022249215
ODAM,0.0007152079
SMR3A,0.0
NMU,0.0
CRACD,0.0
PF4V1,0.0
UCP1,0.0
IL2,0.0070903464
ANXA10,0.0
AADAT,0.032066844
CPZ,0.0
SLC2A9,0.07840973
NEIL3,0.0
TBC1D19,0.057404798
CLNK,0.0037206165
NKX3-2,0.0
GLRB,0.014519469
HGFAC,0.0016769855
LRP2BP,0.006739827
FAM149A,0.0423508
NCAPG,0.00297268
PPARGC1A,0.20818658
DDX25,0.017519677
DBX1,0.0
TECTA,0.0005379234
JHY,0.03335776
B3GAT1,0.0060960706
P2RX3,0.0
NRXN2,0.071048036
CCKBR,0.0
HPX,0.0011663593
FOLR3,0.052499413
PANX1,0.01533365
APOA5,0.0
APOA4,0.0
UPK2,0.0
KIAA1549L,0.0020007873
SLC1A2,0.0
SCGB2A2,0.0
NAA40,0.027624821
SLC35F2,0.03986983
C11orf21,0.003968106
ELMOD1,0.011053511
CALCA,0.0
EXPH5,0.024377644
POU2AF1,0.0013059363
PTPN5,0.0
ASIC1,0.0
DAO,0.22800836
TSPAN11,0.009775134
IL23A,0.0
SYT10,0.0083460715
CYP27B1,0.06491741
MYF6,0.005470476
MYF5,0.0
GLI1,0.0016848113
SLC6A12,0.0230569
WNT5B,0.005140894
TRPV4,0.07391575
FOXM1,0.0
PRR4,0.0004307698
PRMT8,0.0020133825
FGF6,0.0
MYL2,0.0
RAD51AP1,0.006669837
CUX2,0.0
AKAP3,0.0035421476
KCNA1,0.0
GPRC5D,0.0
GSG1,0.0
RASAL1,0.004297701
ENDOU,0.0028997904
FZD10,0.0
ADGRD1,0.0014476886
IL26,0.0
IFNG,0.0042447643
TIMELESS,0.010538555
GNB3,0.004642354
SLCO1B3,0.0
APOBEC1,0.0
NANOG,0.0020249013
GYS2,0.0
ST8SIA1,0.0019595446
AICDA,0.0
ENSG00000111780,0.0
RFX4,0.0
FRK,0.10200859
RSPH4A,0.0029939027
MAK,0.0
ADTRP,0.0018047912
FAM184A,0.056300968
GABRR2,0.0
UST,0.0028696791
ULBP1,0.0
OPRM1,0.0
FANCE,0.0036585075
TULP1,0.0
SLC26A8,0.0
RHAG,0.0
IL17A,0.0
IL17F,0.0
MDGA1,0.0014036978
GLP1R,0.00051999214
BACH2,0.014362121
TREML2,0.0
TSPO2,0.0006968463
GPR63,0.0020818023
KHDRBS2,0.0
PRDM13,0.0
SIM1,0.0353424
HDGFL1,0.0
BVES,0.009578616
COL9A1,0.0064021456
GPLD1,0.00071276224
ALDH5A1,0.10691113
EYA4,0.009076661
NR2E1,0.0
SLC17A2,0.0
ARFGEF3,0.031974632
SLC16A10,0.15487218
OR12D3,0.0
UNC93A,0.0
SLC22A2,0.3028734
PACRG,0.017628241
C6orf118,0.0023203057
MDFI,0.0
GUCA1B,0.0
PRPH2,0.0
IMPG1,0.0011568315
TTK,0.00049560965
CCN6,0.0035291403
PRSS16,0.0036501738
MEP1A,0.0
TBX18,0.0
PCDHB2,0.0045233835
CEP72,0.0042069084
KIF20A,0.0
SLC4A9,0.0060604494
LOX,0.0
CDH9,0.016435947
HAND1,0.0
PCDHB3,0.00064218714
PCDHB5,0.0072791185
PCDHB6,0.0
PCDHB7,0.0
PCDHB15,0.015597891
HAVCR1,0.0
GRM6,0.0
ITK,0.009210312
THBS4,0.004198308
IL12B,0.0
BTNL8,0.0
GABRG2,0.0
SLC27A6,0.0
IRX4,0.0
AGXT2,0.6178301
IL4,0.0
IL5,0.0
FGF1,0.0071512465
C9,0.001987397
CDX1,0.0
UNC5A,0.0
CNTN3,0.027041992
KNG1,0.30409858
HRG,0.08002988
CLDN16,0.1715788
ARL6,0.023170184
