,PRE019
PHACTR4,0.17279953
RCC1,0.00988117
TRNAU1AP,0.09408478
SNHG12,0.06443115
TAF12,0.13281198
RAB42,0.006141393
GMEB1,0.048844256
YTHDF2,0.18840897
EPB41,0.077597134
TMEM200B,0.012285853
SRSF4,0.27647263
MECR,0.07131031
PTPRU,0.029385261
LAPTM5,0.099799275
SDC3,0.059448455
PUM1,0.2406722
NKAIN1,0.0
SNRNP40,0.16604236
ZCCHC17,0.13616478
FABP3,0.3658683
SERINC2,0.29399472
TINAGL1,0.46477848
PEF1,0.18758377
COL16A1,0.009672356
PTP4A2,0.5325626
KHDRBS1,0.42103574
TMEM39B,0.03451301
KPNA6,0.14533359
TXLNA,0.103314385
CCDC28B,0.059126783
IQCC,0.008504731
TMEM234,0.049734138
EIF3I,0.3303414
FAM167B,0.1378044
LCK,0.016963232
HDAC1,0.21708363
MARCKSL1,0.17669278
FAM229A,0.080115035
BSDC1,0.11662484
ZBTB8A,0.047055118
ZBTB8OS,0.22833124
RBBP4,0.29547366
SYNC,0.04429541
NHSL3,0.14614947
YARS1,0.03677458
S100PBP,0.0637684
TMEM54,0.06985348
RNF19B,0.060710203
AK2,0.37453297
ZNF362,0.07460625
PHC2,0.32072714
SMIM12,0.23599239
GJA4,0.09624471
ENSG00000284773,0.005004084
ZMYM6,0.075617604
ZMYM1,0.060796242
SFPQ,0.68676686
ZMYM4,0.13744174
KIAA0319L,0.15904713
TFAP2E-AS1,0.00088405935
PSMB2,0.38139886
C1orf216,0.013013479
CLSPN,0.001329688
AGO4,0.038310267
AGO1,0.058665976
AGO3,0.106446646
ADPRS,0.105144545
COL8A2,0.0028960463
TRAPPC3,0.2974255
MAP7D1,0.12059634
THRAP3,0.3146301
SH3D21,0.014861871
EVA1B,0.2770779
STK40,0.0631811
LSM10,0.18057059
OSCP1,0.039279375
MRPS15,0.35171324
CSF3R,0.005864932
LITATS1,0.01933051
ZC3H12A,0.045297086
MEAF6,0.34353682
SNIP1,0.063019395
DNALI1,0.0645909
GNL2,0.0493262
AIRIM,0.04771002
CDCA8,0.0014388281
YRDC,0.09969042
C1orf122,0.39400905
MTF1,0.04643427
INPP5B,0.024792599
SF3A3,0.13129717
FHL3,0.039571907
UTP11,0.08910712
RRAGC,0.05125022
MYCBP,0.06343876
RHBDL2,0.0006809937
AKIRIN1,0.31434837
NDUFS5,1.3353266
MACF1,0.41074452
PABPC4,0.23036894
HEYL,0.029413216
PPIE,0.16701762
TRIT1,0.020511793
MFSD2A,0.008226673
CAP1,0.3459208
PPT1,0.28198302
RLF,0.10669348
ZMPSTE24-DT,0.046398945
ZMPSTE24,0.20019174
COL9A2,0.08278338
SMAP2,0.09009298
ZNF684,0.047871422
RIMS3,0.006967785
NFYC,0.121634886
CITED4,0.18187144
CTPS1,0.026624579
SCMH1,0.06865509
HIVEP3,0.03041634
FOXJ3,0.09319516
PPCS,0.3778261
CCDC30,0.03622216
PPIH,0.13227832
YBX1,1.0980544
P3H1,0.031576406
C1orf50,0.05566833
SVBP,0.15383941
ERMAP,0.028032849
ZNF691,0.024715776
SLC2A1,0.0648525
CFAP144,0.002949749
EBNA1BP2,0.17055483
TMEM125,0.047351502
C1orf210,0.071892954
TIE1,0.10999213
ELOVL1,0.09825622
MED8,0.11585404
SZT2,0.039485358
HYI,0.25050288
PTPRF,0.19118169
KDM4A,0.022307415
ST3GAL3,0.03038265
ARTN,0.020015432
IPO13,0.055478673
DPH2,0.03185149
ATP6V0B,1.1849712
B4GALT2,0.04723628
CCDC24,0.046732966
SLC6A9,0.00394715
DMAP1,0.14379804
ERI3,0.22018123
RNF220,0.076419
TMEM53,0.10831337
KIF2C,0.0016327542
RPS8,2.314765
PLK3,0.07756678
BTBD19,0.012152683
EIF2B3,0.068386324
HECTD3,0.034249276
UROD,0.15137772
MUTYH,0.037723098
TOE1,0.033643313
PRDX1,1.5811524
AKR1A1,0.4518884
NASP,0.24660796
CCDC17,0.0066015753
GPBP1L1,0.21841311
TMEM69,0.07610086
IPP,0.0611592
MAST2,0.01715942
PIK3R3,0.07687771
TSPAN1,0.24815191
POMGNT1,0.12207395
LURAP1,0.045191754
LRRC41,0.12384329
UQCRH,1.5149541
NSUN4,0.047274437
FAAH,0.064131364
MKNK1,0.082213804
MOB3C,0.046584047
ATPAF1,0.16222225
EFCAB14,0.3801473
CYP4B1,0.011759892
TAL1,0.055994116
CMPK1,0.32179454
TRABD2B,0.09253365
SPATA6,0.08585352
ELAVL4,0.0
FAF1,0.09560882
CDKN2C,0.04970269
RNF11,0.2157653
EPS15,0.16938834
OSBPL9,0.27117193
NRDC,0.23161395
TXNDC12,0.19453953
KTI12,0.03516043
BTF3L4,0.36358547
ZFYVE9,0.05827193
CC2D1B,0.048664723
PRPF38A,0.18004075
TUT4,0.2339969
GPX7,0.029494984
SHISAL2A,0.008286259
COA7,0.0336618
ZYG11B,0.13484642
ECHDC2,0.48045745
SCP2,0.8251589
PODN,0.0
CPT2,0.08407004
CZIB,0.26017356
MAGOH,0.36522576
LRP8,0.0041537783
NDC1,0.024513192
YIPF1,0.054525603
IFT25,0.32389364
LRRC42,0.070710264
TMEM59,1.3133637
TCEANC2,0.016623406
CYB5RL,0.014379306
MRPL37,0.14956209
SSBP3,0.2432038
ACOT11,0.08126356
TTC4,0.011737761
DHCR24,0.05182569
TMEM61,0.14388114
USP24,0.1276009
PLPP3,0.4849602
OMA1,0.13380702
TACSTD2,0.383474
MYSM1,0.15315443
JUN,1.2778646
FGGY,0.05755974
NFIA,0.29560584
NFIA-AS2,0.0
TM2D1,0.4026132
PATJ,0.2373718
USP1,0.13302729
DOCK7,0.08825911
ANGPTL3,0.14812583
ATG4C,0.045556564
ALG6,0.042450372
ITGB3BP,0.15866034
EFCAB7,0.037225727
PGM1,0.10918269
CACHD1,0.047500223
JAK1,0.3829684
AK4,0.21567999
DNAJC6,0.02018632
LEPROT,0.5194996
LEPR,0.0362252
PDE4B,0.025553495
SGIP1,0.068191744
MIER1,0.23084956
SERBP1,0.5763521
GADD45A,0.548771
GNG12,0.29474944
WLS,0.32280657
LRRC40,0.06058118
SRSF11,0.52082586
ANKRD13C,0.06951254
ZRANB2,0.31311893
FPGT,0.055387203
FPGT-TNNI3K,0.0076366556
CRYZ,0.3437456
TYW3,0.14856452
ACADM,0.5251288
RABGGTB,0.2673648
ST6GALNAC3,0.02663815
PIGK,0.13938892
ZZZ3,0.109399706
USP33,0.18983296
MIGA1,0.20216978
NEXN,0.08452055
FUBP1,0.19385175
DNAJB4,0.23828126
GIPC2,0.12311125
ENSG00000273338,0.0485241
IFI44L,0.034667965
IFI44,0.068135686
ADGRL4,0.18630032
ADGRL2,0.20784205
TTLL7,0.060695224
PRKACB,0.1533808
RPF1,0.11309302
GNG5,1.0172285
SPATA1,0.022626279
CTBS,0.18718803
SSX2IP,0.06828573
C1orf52,0.11667938
BCL10,0.20049173
DDAH1,0.29253674
CCN1,0.3771082
ZNHIT6,0.05199881
ODF2L,0.21535337
SH3GLB1,0.33001325
SELENOF,0.5019603
HS2ST1,0.07185046
LMO4,0.16413443
PKN2,0.32618618
GTF2B,0.15431215
KYAT3,0.1007429
RBMXL1,0.08194409
GBP3,0.05939649
GBP1,0.053196196
GBP2,0.053859986
GBP4,0.10841809
GBP5,0.005452603
LRRC8B,0.044987336
LRRC8C-DT,0.013479304
LRRC8C,0.045690108
LRRC8D,0.054115593
ZNF326,0.12201052
ZNF644,0.2539522
TGFBR3,0.13156854
BTBD8,0.027453909
GLMN,0.045321755
RPAP2,0.09883435
EVI5,0.12771994
RPL5,1.99545
DIPK1A,0.008643291
MTF2,0.11754813
TMED5,0.20126085
CCDC18,0.0069434014
DR1,0.1439777
FNBP1L,0.27937704
BCAR3,0.06628645
DNTTIP2,0.14254418
GCLM,0.10186428
ARHGAP29,0.4570876
ABCD3,0.21465589
F3,0.034383878
CNN3,0.81271696
ALG14,0.09395128
TLCD4,0.049911883
PTBP2,0.12953046
DPYD,0.086860105
SNX7,0.10683501
PALMD,0.08383487
AGL,0.18584484
SLC35A3,0.13926265
MFSD14A,0.013712133
TRMT13,0.0858674
DBT,0.15189236
RTCA-AS1,0.013289144
RTCA,0.12476365
CDC14A,0.03459731
VCAM1,0.07277709
EXTL2,0.08453876
SLC30A7,0.104342744
DPH5,0.049759034
DPH5-DT,0.027285771
S1PR1,0.11562358
RNPC3,0.21574616
PRMT6,0.060817182
VAV3,0.29247662
SLC25A24,0.108758904
EEIG2,0.015241917
HENMT1,0.01951228
PRPF38B,0.24845876
STXBP3,0.19612612
GPSM2,0.019022001
CLCC1,0.0636254
WDR47,0.044638027
TAF13,0.10904558
TMEM167B,0.12616135
SARS1,0.22700556
CELSR2,0.05815385
PSRC1,0.0054550855
SORT1,0.19300742
PSMA5,0.34288323
CYB561D1,0.01929367
AMIGO1,0.030669153
GNAI3,0.24133337
AMPD2,0.05285016
GSTM4,0.13984098
GSTM1,0.0
GSTM5,0.0066504832
GSTM3,0.90655375
CSF1,0.027154736
AHCYL1,0.48174238
STRIP1,0.03902202
KCNC4,0.11903831
RBM15,0.041876215
SLC16A4,0.22128905
LAMTOR5,1.0459207
CD53,0.07802843
LRIF1,0.065883175
DRAM2,0.17454731
CEPT1,0.07793345
ENSG00000273221,0.005782391
DENND2D,0.06447379
WDR77,0.040515337
ATP5PB,0.53832847
C1orf162,0.029118871
TMIGD3,0.0003659945
ADORA3,0.0
RAP1A,0.34691468
DDX20,0.04350133
CTTNBP2NL,0.1291069
WNT2B,0.009408671
ST7L,0.08806133
CAPZA1,0.2361425
MOV10,0.04959409
RHOC,0.52631164
PPM1J,0.006632108
SLC16A1,0.016155077
SLC16A1-AS1,0.0143620195
LRIG2,0.0615233
MAGI3,0.06244768
PHTF1,0.04683468
RSBN1,0.14910543
PTPN22,0.011762898
AP4B1,0.022914715
DCLRE1B,0.0080192415
HIPK1-AS1,0.004969148
HIPK1,0.1375278
OLFML3,0.0049335165
TRIM33,0.15968455
BCAS2,0.24553655
DENND2C,0.020264084
NRAS,0.082190596
CSDE1,0.72489005
SIKE1,0.17239831
TSPAN2,0.045184594
NGF,0.0007926394
VANGL1,0.04221508
CASQ2,0.024266992
SLC22A15,0.0472214
ATP1A1,1.5583619
CD58,0.12796402
CD2,0.053401414
PTGFRN,0.027895642
TTF2,0.032750502
TRIM45,0.014066153
VTCN1,0.07170452
MAN1A2,0.23100531
TENT5C,0.040435024
GDAP2,0.06771195
WDR3,0.04227547
WARS2,0.037595566
PHGDH,0.23931974
HMGCS2,0.17325342
NOTCH2,0.06909443
SEC22B,0.2887063
LINC00623,0.007117151
FCGR1BP,0.001756453
SRGAP2C,0.07825459
LINC02591,0.0
LINC02802,0.0135827465
NBPF15,0.014931259
SRGAP2B,0.064270824
ENSG00000276216,0.0016406559
GPR89A,0.052267514
PDZK1,0.2426838
CD160,0.0034622978
RNF115,0.28412285
POLR3C,0.032333344
NUDT17,0.008852202
PIAS3,0.042225603
ITGA10,0.02197099
PEX11B,0.07010471
RBM8A,0.5349687
LIX1L,0.05721774
POLR3GL,0.17658043
TXNIP,1.5242348
NOTCH2NLA,0.011713457
NBPF12,0.028461821
PRKAB2,0.062592626
ENSG00000237188,0.016694704
FMO5,0.041222114
CHD1L,0.04786218
BCL9,0.045116827
ACP6,0.05705249
GJA5,0.03607703
NBPF11,0.03253468
NBPF14,0.01542532
PDE4DIP,0.2089619
NBPF9,0.008269406
ENSG00000274265,0.05319081
NBPF19,0.028003259
FCGR1A,0.002488073
H2BC18,0.005251181
H2AC19,0.006124968
H2AC20,0.044034902
BOLA1,0.099850364
SF3B4,0.165123
MTMR11,0.032824993
OTUD7B,0.07503769
VPS45,0.10400708
PLEKHO1,0.06541938
ANP32E,0.24025941
APH1A,0.3125906
C1orf54,0.18193848
MRPS21,0.7891902
PRPF3,0.077755876
RPRD2,0.13893674
TARS2,0.031610362
ECM1,0.023798537
ADAMTSL4-AS2,0.0
MCL1,0.4976734
ENSA,0.46848407
GOLPH3L,0.08122261
CTSS,0.06491716
CTSK,0.009355614
ARNT,0.060628906
SETDB1,0.04538575
CERS2,0.28182617
ANXA9,0.052142575
MINDY1,0.06205771
C1orf56,0.2550837
CDC42SE1,0.32388458
MLLT11,0.019133803
GABPB2,0.06798191
TNFAIP8L2,0.0047620856
SCNM1,0.07884349
LYSMD1,0.035014484
VPS72,0.10970253
PIP5K1A,0.109026484
PSMD4,0.31029317
ZNF687,0.041896705
PI4KB,0.12639686
RFX5,0.050272267
SELENBP1,0.1648578
PSMB4,0.41827053
POGZ,0.24460734
CGN,0.066292934
TUFT1,0.088605165
SNX27,0.15809633
MRPL9,0.13091242
OAZ3,0.0068419524
TDRKH,0.0074266726
TDRKH-AS1,0.0015434939
THEM4,0.19780795
S100A10,1.5546435
S100A11,1.3305517
TCHH,0.0012328626
S100A9,0.0107547
S100A12,0.0019002456
S100A8,0.0056665977
S100A7,0.0
S100A6,2.628718
S100A5,0.008683279
S100A4,0.59980255
S100A16,0.28956726
S100A14,0.085833125
S100A13,0.71456355
CHTOP,0.1961243
SNAPIN,0.16340418
ILF2,0.3467587
NPR1,0.1131162
INTS3,0.14122061
SLC27A3,0.060736597
GATAD2B,0.10458676
DENND4B,0.06092744
CRTC2,0.067350395
SLC39A1,0.2049875
CREB3L4,0.03229741
JTB,0.5383706
JTB-DT,0.0052579762
RAB13,0.49296921
RPS27,2.9068124
TPM3,0.47431815
C1orf43,0.5291555
UBAP2L,0.12438758
HAX1,0.4002834
ATP8B2,0.047029685
IL6R,0.07233855
SHE,0.055252038
UBE2Q1,0.15292266
ADAR,0.22017552
KCNN3,0.056446303
PMVK,0.32868585
PBXIP1,0.22415374
PYGO2,0.06627177
SHC1,0.10665845
CKS1B,0.15117437
FLAD1,0.0575615
ZBTB7B,0.073159404
ADAM15,0.098912
EFNA4,0.024153605
EFNA3,0.0008943712
EFNA1,0.13260941
SLC50A1,0.13226563
DPM3,0.6526426
KRTCAP2,0.49881908
MUC1,0.6630909
THBS3,0.028478682
MTX1,0.13104972
GBA1,0.0059498926
ENTREP3,0.03542537
SCAMP3,0.10874521
CLK2,0.044008825
FDPS,0.33986282
RUSC1,0.06376577
ASH1L,0.3654778
MSTO1,0.018029312
YY1AP1,0.08100949
DAP3,0.15399013
GON4L,0.13132441
SYT11,0.047385287
RIT1,0.13022588
KHDC4,0.11004442
ARHGEF2,0.059950795
SSR2,0.5776573
UBQLN4,0.032531835
LAMTOR2,0.4883063
RAB25,0.19247304
LMNA,0.6084397
SEMA4A,0.038118485
SLC25A44,0.052934565
PMF1,0.24642298
SMG5,0.0758005
TMEM79,0.011094521
GLMP,0.10535153
CCT3,0.387757
MEF2D,0.14177452
NAXE,0.30122244
GPATCH4,0.06073577
NES,0.11910655
CRABP2,0.025766894
ISG20L2,0.089583315
METTL25B,0.06546379
MRPL24,0.16267522
HDGF,0.22658557
PRCC,0.09474504
SH2D2A,0.0074392916
PEAR1,0.061576832
ARHGEF11,0.05419958
ETV3,0.04943522
CD5L,0.0
KIRREL1,0.02789165
CD1D,0.0069782613
CD1C,0.007998394
MNDA,0.017270517
PYHIN1,0.016094357
IFI16,0.17722274
ACKR1,0.0019319158
FCER1A,0.0063078515
ENSG00000228560,0.0
APCS,0.0
DUSP23,0.35755965
FCRL6,0.0017085514
TAGLN2,0.5641287
PIGM,0.06721753
IGSF8,0.13770182
ATP1A2,0.038021553
PEA15,0.15648504
DCAF8,0.16957018
PEX19,0.13512523
COPA,0.2739179
NCSTN,0.1795855
SLAMF6,0.0069059324
CD84,0.013492974
SLAMF1,0.007777828
CD48,0.052502304
SLAMF7,0.0032946889
LY9,0.0055251676
CD244,0.0
ITLN1,0.02221017
F11R,0.13724878
TSTD1,0.7332172
USF1,0.051385824
ARHGAP30,0.013515486
NECTIN4,0.020075515
KLHDC9,0.08878135
PFDN2,0.6572407
NIT1,0.13531661
DEDD,0.047314145
UFC1,0.5091701
USP21,0.014133533
PPOX,0.049977936
B4GALT3,0.084383205
ADAMTS4,0.001986403
NDUFS2,0.39870012
FCER1G,0.037294444
APOA2,0.0016590698
TOMM40L,0.024196971
SDHC,0.5127923
FCGR2A,0.020752782
HSPA6,0.008218387
FCGR3A,0.01637795
FCGR3B,0.0
FCGR2B,0.020442672
FCRLB,0.020398557
DUSP12,0.07388815
ATF6-DT,0.0041519213
ATF6,0.18881166
OLFML2B,0.0041867523
SH2D1B,0.0050217607
UHMK1,0.28539103
UAP1,0.18818618
DDR2,0.03650291
HSD17B7,0.04672641
RGS4,0.0025747642
RGS5,0.0
ENSG00000232995,0.0
PBX1,0.32326138
MGST3,1.3627434
ALDH9A1,0.300374
TMCO1,0.5753835
UCK2,0.02396669
POGK,0.107830636
TADA1,0.02287401
POU2F1,0.07681706
CD247,0.02527715
CREG1,0.21763451
RCSD1,0.06247871
MPZL1,0.11117625
MPC2,0.8368805
DCAF6,0.1021497
GPR161,0.010748141
TIPRL,0.17584874
SFT2D2,0.13285212
XCL2,0.014737216
DPT,0.0032743388
ATP1B1,2.0945897
NME7,0.109908506
BLZF1,0.10411427
SLC19A2,0.1101077
F5,0.0060027568
SELP,0.03339696
SELL,0.014407011
METTL18,0.026511852
SCYL3,0.039099526
KIFAP3,0.086551405
GORAB,0.03037455
FMO3,0.0017711215
FMO2,0.014551352
FMO4,0.06604474
PRRC2C,0.4148565
VAMP4,0.08404893
METTL13,0.035896227
DNM3,0.034429327
DNM3OS,0.032888606
PIGC,0.08296161
SUCO,0.1280806
PRDX6-AS1,0.009506665
PRDX6,1.0470777
KLHL20,0.070639946
CENPL,0.009051777
DARS2,0.030660704
ZBTB37,0.06159157
RC3H1,0.09632158
RABGAP1L,0.13254194
CACYBP,0.24187951
MRPS14,0.19177689
KIAA0040,0.060746904
COP1,0.057228357
SEC16B,0.0015954621
RASAL2,0.1451638
RALGPS2,0.090698905
ANGPTL1,0.08354725
FAM20B,0.10972016
TOR3A,0.05708493
ABL2,0.053566687
SOAT1,0.08797976
TOR1AIP2,0.22571747
TOR1AIP1,0.16350655
ENSG00000260360,0.00055131945
CEP350,0.21472561
QSOX1,0.15973045
ACBD6,0.1210393
XPR1,0.08519689
STX6,0.054317955
MR1,0.07042802
IER5,0.10990831
GLUL,0.6064826
RNASEL,0.024836127
RGS16,0.026752023
NPL,0.09297238
DHX9,0.282832
LAMC1,0.09394023
SMG7,0.12486568
NCF2,0.0061302558
ARPC5,0.36251423
RGL1,0.07191931
TSEN15,0.12652361
C1orf21,0.057233267
EDEM3,0.105182625
NIBAN1,0.06856913
RNF2,0.065149836
TRMT1L,0.09059757
SWT1,0.03147485
IVNS1ABP,0.60392874
ENSG00000273004,0.000108296976
HMCN1,0.025713112
TPR,0.28937182
ODR4,0.118273675
PTGS2,0.004195963
RGS18,0.0063911453
RGS1,0.05434714
RGS13,0.0
RGS2,0.080050714
UCHL5,0.12852418
RO60,0.24148622
GLRX2,0.11067739
CDC73,0.13621195
KCNT2,0.011349332
CFH,0.027693335
CFHR1,0.0
ZBTB41,0.113559835
DENND1B,0.088288024
NEK7,0.113496296
PTPRC,0.09665423
MIR181A1HG,0.0046184976
NR5A2,0.0047066915
ZNF281,0.08999844
DDX59,0.06454692
CAMSAP2,0.12944195
KIF21B,0.004441081
TMEM9,0.30642334
PKP1,0.00945589
PHLDA3,0.09767792
CSRP1,0.5632489
NAV1,0.054727465
IPO9-AS1,0.0060403263
IPO9,0.082856074
SHISA4,0.045249537
ENSG00000223774,0.002883778
LMOD1,0.06379487
TIMM17A,0.18066691
RNPEP,0.117084876
ELF3,0.2480893
ARL8A,0.18772991
PTPN7,0.0050379843
LGR6,0.012162264
UBE2T,0.0134720635
PPP1R12B,0.15937854
KDM5B,0.078365214
PCAT6,0.008868984
RABIF,0.06260556
KLHL12,0.0601996
ADIPOR1,0.20858702
CYB5R1,0.19551024
TMEM183A,0.14368434
LINC01353,0.005950172
BTG2-DT,0.001780354
BTG2,0.8298903
PRELP,0.013482076
ATP2B4,0.1712642
LAX1,0.0026233082
ZC3H11A,0.0055615557
ZBED6,0.0025397646
SNRPE,0.58505124
SOX13,0.08236807
ETNK2,0.18818025
PLEKHA6,0.063806094
PPP1R15B,0.1683771
PIK3C2B,0.01860691
MDM4,0.32512334
NFASC,0.052519336
RBBP5,0.07754828
DSTYK,0.09066194
CDK18,0.05207388
ELK4,0.14994395
SLC45A3,0.0064343777
NUCKS1,0.7922293
RAB29,0.12722398
SLC41A1,0.046785556
PM20D1,0.0011633956
RHEX,0.025062732
FAM72A,0.007044297
SRGAP2,0.08034216
RASSF5,0.01190335
EIF2D,0.087608844
MAPKAPK2,0.20534378
IL10,0.0
IL20,0.00030074397
FCMR,0.012996724
PFKFB2,0.09540046
YOD1,0.036219418
CD55,0.16713044
CR1,0.0066749384
CD46,0.7231687
MIR29B2CHG,0.16399765
CD34,0.19465935
PLXNA2,0.06295086
G0S2,0.5269537
TRAF3IP3,0.056202773
IRF6,0.09106949
UTP25,0.03604659
SERTAD4-AS1,0.19783792
HHAT,0.026074387
RCOR3,0.13912377
TRAF5,0.05793804
LINC00467,0.112433515
SLC30A1,0.15327509
NEK2,0.0
LPGAT1,0.12065256
INTS7,0.017170208
PPP2R5A,0.24392374
PACC1,0.020808619
NENF,0.6541084
ENSG00000260805,0.031237224
ATF3,0.5484146
BATF3,0.006349562
NSL1,0.14555803
TATDN3,0.08027579
FLVCR1,0.030670995
