,Sample1158-EO3
P3H1,0.033423048
C1orf50,0.030513065
SVBP,0.19723687
ERMAP,0.029454174
ZNF691,0.042558823
SLC2A1,0.081644595
CFAP144,0.006322054
EBNA1BP2,0.2004335
TMEM125,0.07151071
C1orf210,0.09614967
TIE1,0.13240659
ELOVL1,0.14392164
MED8,0.11538877
SZT2,0.041003194
HYI,0.2992997
PTPRF,0.23730117
KDM4A,0.026395062
ST3GAL3,0.028430698
ARTN,0.037032157
IPO13,0.07629069
DPH2,0.02939277
ATP6V0B,1.2769134
B4GALT2,0.06335307
CCDC24,0.076523714
SLC6A9,0.0091500515
DMAP1,0.19555691
ERI3,0.23962077
RNF220,0.1073215
TMEM53,0.12360623
KIF2C,0.0023288042
RPS8,2.5449562
PLK3,0.040888343
BTBD19,0.0056018415
EIF2B3,0.077598155
HECTD3,0.027486501
UROD,0.18114924
MUTYH,0.06059671
TOE1,0.050956126
PRDX1,1.6386904
AKR1A1,0.4403733
NASP,0.29752237
CCDC17,0.0064402004
GPBP1L1,0.20605375
TMEM69,0.08339237
IPP,0.05259901
MAST2,0.0137065165
PIK3R3,0.06670996
TSPAN1,0.3124508
POMGNT1,0.11018563
LURAP1,0.046345145
LRRC41,0.15508859
UQCRH,1.6201966
NSUN4,0.040764727
FAAH,0.07984693
MKNK1,0.082297616
MOB3C,0.03749334
ATPAF1,0.20634496
EFCAB14,0.41674128
CYP4B1,0.010116983
TAL1,0.08154729
CMPK1,0.27963448
TRABD2B,0.09520844
SPATA6,0.073500685
ELAVL4,0.0
FAF1,0.110305354
CDKN2C,0.048518054
RNF11,0.24598935
EPS15,0.19068907
OSBPL9,0.28283566
NRDC,0.26829576
TXNDC12,0.24900499
KTI12,0.04820866
BTF3L4,0.40520537
ZFYVE9,0.049738143
CC2D1B,0.04198211
PRPF38A,0.16659759
TUT4,0.19377276
GPX7,0.031579886
SHISAL2A,0.002016726
COA7,0.037811033
ZYG11B,0.121935315
ECHDC2,0.4886627
SCP2,0.80691177
PODN,0.0
CPT2,0.09924478
CZIB,0.30635253
MAGOH,0.49489588
LRP8,0.015275791
NDC1,0.03402492
YIPF1,0.06299946
IFT25,0.3451704
LRRC42,0.08644137
TMEM59,1.3801181
TCEANC2,0.013295326
CYB5RL,0.017425006
MRPL37,0.20739864
SSBP3,0.24263424
ACOT11,0.08851995
TTC4,0.019237395
DHCR24,0.08736762
TMEM61,0.18383808
USP24,0.14949775
PLPP3,0.6258869
OMA1,0.12434587
TACSTD2,0.5744107
MYSM1,0.16016273
JUN,1.1814198
FGGY,0.05568962
NFIA,0.28465876
NFIA-AS2,0.0
TM2D1,0.35475728
PATJ,0.2010513
USP1,0.13666351
DOCK7,0.09439511
ANGPTL3,0.09998684
ATG4C,0.059620544
ALG6,0.05950428
ITGB3BP,0.18000999
EFCAB7,0.038577326
PGM1,0.11834406
CACHD1,0.04049615
JAK1,0.37570918
AK4,0.16488872
DNAJC6,0.01498502
LEPROT,0.5793123
LEPR,0.036080867
PDE4B,0.017020136
SGIP1,0.06211209
MIER1,0.23187967
SERBP1,0.61784023
GADD45A,0.54276043
GNG12,0.30634424
WLS,0.3196555
LRRC40,0.05395629
SRSF11,0.48386776
ANKRD13C,0.068021
ZRANB2,0.34092474
FPGT,0.045292314
FPGT-TNNI3K,0.0020509495
CRYZ,0.42630717
TYW3,0.16153666
ACADM,0.46594858
RABGGTB,0.25607407
ST6GALNAC3,0.063154444
PIGK,0.12315814
ZZZ3,0.10946531
USP33,0.196898
MIGA1,0.17841496
NEXN,0.07124458
FUBP1,0.19868617
DNAJB4,0.17909971
GIPC2,0.14091861
ENSG00000273338,0.015117683
IFI44L,0.087825246
IFI44,0.09075761
ADGRL4,0.23461823
ADGRL2,0.20994091
TTLL7,0.046723213
PRKACB,0.12676959
RPF1,0.110610545
GNG5,1.1602745
SPATA1,0.02003095
CTBS,0.17907289
SSX2IP,0.06989677
C1orf52,0.113348804
BCL10,0.17523973
DDAH1,0.25216132
CCN1,0.29520053
ZNHIT6,0.048865926
ODF2L,0.17742208
SH3GLB1,0.34587348
SELENOF,0.47904083
HS2ST1,0.08878869
LMO4,0.20328102
PKN2,0.2935855
GTF2B,0.19500038
KYAT3,0.0815432
RBMXL1,0.07793124
GBP3,0.09810296
GBP1,0.048235882
GBP2,0.06256932
GBP4,0.17340522
GBP5,0.008453885
LRRC8B,0.05562887
LRRC8C-DT,0.016677001
LRRC8C,0.053206116
LRRC8D,0.044593133
ZNF326,0.13267687
ZNF644,0.22793731
TGFBR3,0.15235507
BTBD8,0.01917799
GLMN,0.024861563
RPAP2,0.09801777
EVI5,0.12770048
RPL5,2.1214292
DIPK1A,0.0048492546
MTF2,0.09401171
TMED5,0.22141972
CCDC18,0.005348402
DR1,0.12960368
FNBP1L,0.31387252
BCAR3,0.063859075
DNTTIP2,0.16443166
GCLM,0.10488943
ARHGAP29,0.50856876
ABCD3,0.18003936
F3,0.03341416
CNN3,0.8169828
ALG14,0.07768561
TLCD4,0.04170139
PTBP2,0.09251829
DPYD,0.09596035
SNX7,0.118723385
PALMD,0.07425694
AGL,0.1656615
SLC35A3,0.13228928
MFSD14A,0.034424342
TRMT13,0.08174918
DBT,0.177558
RTCA-AS1,0.010815082
RTCA,0.12102628
CDC14A,0.026525747
VCAM1,0.09718159
EXTL2,0.072874
SLC30A7,0.10962262
DPH5,0.06063165
DPH5-DT,0.018198857
S1PR1,0.14807448
RNPC3,0.21696743
PRMT6,0.08503828
VAV3,0.2754018
SLC25A24,0.10056059
EEIG2,0.016914953
HENMT1,0.017787546
PRPF38B,0.22571886
STXBP3,0.22376314
GPSM2,0.01428856
CLCC1,0.07876145
WDR47,0.04025461
TAF13,0.119254224
TMEM167B,0.11753921
SARS1,0.27949342
CELSR2,0.07265776
PSRC1,0.0053400663
SORT1,0.23246771
PSMA5,0.37807283
CYB561D1,0.01395776
AMIGO1,0.02616032
GNAI3,0.25015134
AMPD2,0.048597936
GSTM4,0.22198655
GSTM1,0.008896525
GSTM5,0.010019318
GSTM3,1.1456183
CSF1,0.047236506
AHCYL1,0.5320216
STRIP1,0.046783794
KCNC4,0.093666494
RBM15,0.03143315
SLC16A4,0.22954953
LAMTOR5,1.1055437
CD53,0.036031865
LRIF1,0.066851735
DRAM2,0.20983265
CEPT1,0.0881057
ENSG00000273221,0.004556367
DENND2D,0.054214265
WDR77,0.08466479
ATP5PB,0.5586805
C1orf162,0.03323861
TMIGD3,0.0
ADORA3,0.0
RAP1A,0.33382615
DDX20,0.0499248
CTTNBP2NL,0.12469886
WNT2B,0.013535666
ST7L,0.08343345
CAPZA1,0.22997633
MOV10,0.07259534
RHOC,0.5594995
PPM1J,0.005846113
SLC16A1,0.014966086
SLC16A1-AS1,0.011038913
LRIG2,0.0569693
MAGI3,0.06876328
PHTF1,0.04039337
RSBN1,0.13563788
PTPN22,0.010111512
AP4B1,0.02888531
DCLRE1B,0.011661338
HIPK1-AS1,0.004690188
HIPK1,0.16722684
OLFML3,0.0
TRIM33,0.15725663
BCAS2,0.28684998
DENND2C,0.027465964
NRAS,0.09574436
CSDE1,0.6975337
SIKE1,0.17549665
TSPAN2,0.021889059
NGF,0.0
VANGL1,0.03781886
CASQ2,0.015447282
SLC22A15,0.025244564
ATP1A1,1.6718621
CD58,0.10234131
CD2,0.01664555
PTGFRN,0.03456271
TTF2,0.030104106
TRIM45,0.013694422
VTCN1,0.043066937
MAN1A2,0.20847759
TENT5C,0.044661183
GDAP2,0.07533437
WDR3,0.043139618
WARS2,0.044802524
PHGDH,0.30695534
HMGCS2,0.2549055
NOTCH2,0.0757906
SEC22B,0.27660954
LINC00623,0.073641546
FCGR1BP,0.0
SRGAP2C,0.092441395
LINC02591,0.02813464
LINC02802,0.06885083
NBPF15,0.028870752
SRGAP2B,0.07193157
ENSG00000276216,0.0038236955
GPR89A,0.04885415
PDZK1,0.2860005
CD160,0.0
RNF115,0.32258904
POLR3C,0.03014682
NUDT17,0.016307576
PIAS3,0.057551943
ITGA10,0.010177854
PEX11B,0.06726062
RBM8A,0.6007933
LIX1L,0.06300933
POLR3GL,0.18948926
TXNIP,1.5843728
NOTCH2NLA,0.0059325825
NBPF12,0.0333235
PRKAB2,0.0529292
ENSG00000237188,0.02025745
FMO5,0.043130774
CHD1L,0.050922647
BCL9,0.06874854
ACP6,0.051269937
GJA5,0.086958215
NBPF11,0.038617026
NBPF14,0.0252139
PDE4DIP,0.21732636
NBPF9,0.010462589
ENSG00000274265,0.11989705
NBPF19,0.021540912
FCGR1A,0.00493536
H2BC18,0.0069458554
H2AC19,0.0
H2AC20,0.08496467
BOLA1,0.10902233
SF3B4,0.20186824
MTMR11,0.029012611
OTUD7B,0.07303635
VPS45,0.09517505
PLEKHO1,0.08485934
ANP32E,0.23824283
APH1A,0.39714053
C1orf54,0.20567961
MRPS21,0.8327859
PRPF3,0.07835378
RPRD2,0.14227828
TARS2,0.05080266
ECM1,0.039818447
ADAMTSL4-AS2,0.0
MCL1,0.43553686
ENSA,0.51430523
GOLPH3L,0.08577034
CTSS,0.06999675
CTSK,0.008723588
ARNT,0.06508845
SETDB1,0.052345518
CERS2,0.30918914
ANXA9,0.05289113
MINDY1,0.060618833
C1orf56,0.1915446
CDC42SE1,0.2484798
MLLT11,0.021562401
GABPB2,0.053929705
TNFAIP8L2,0.0052770027
SCNM1,0.11541848
LYSMD1,0.021172877
VPS72,0.15809745
PIP5K1A,0.09833771
PSMD4,0.39434156
ZNF687,0.04293371
PI4KB,0.1256973
RFX5,0.04096266
SELENBP1,0.20473252
PSMB4,0.51378757
POGZ,0.22788775
CGN,0.09442951
TUFT1,0.08406571
SNX27,0.17881034
MRPL9,0.12899609
OAZ3,0.0073382547
TDRKH,0.010574327
TDRKH-AS1,0.0042684083
THEM4,0.16001172
S100A10,1.7957811
S100A11,1.6081129
TCHH,0.0
S100A9,0.013657851
S100A12,0.0
S100A8,0.009150578
S100A7,0.0
S100A6,2.8090332
S100A5,0.010282621
S100A4,0.5799526
S100A16,0.4102509
S100A14,0.10620335
S100A13,0.7874965
CHTOP,0.21041916
SNAPIN,0.18180598
ILF2,0.3944391
NPR1,0.16054577
INTS3,0.14853783
SLC27A3,0.08376407
GATAD2B,0.104841106
DENND4B,0.057973582
CRTC2,0.07029447
SLC39A1,0.24670798
CREB3L4,0.046757173
JTB,0.61475044
JTB-DT,0.0040223743
RAB13,0.58816767
RPS27,2.8600438
TPM3,0.4702359
C1orf43,0.5539597
UBAP2L,0.16473553
HAX1,0.42959562
ATP8B2,0.028737368
IL6R,0.04788528
SHE,0.05360835
UBE2Q1,0.17009111
ADAR,0.28582928
KCNN3,0.06611209
PMVK,0.40264297
PBXIP1,0.26041734
PYGO2,0.07973003
SHC1,0.13885203
CKS1B,0.1650088
FLAD1,0.07076889
ZBTB7B,0.089420296
ADAM15,0.106366724
EFNA4,0.031712767
EFNA3,0.0014103744
EFNA1,0.13636677
SLC50A1,0.15652387
DPM3,0.69197166
KRTCAP2,0.5107435
MUC1,0.7396506
THBS3,0.023583435
MTX1,0.2650295
GBA1,0.102602735
ENTREP3,0.06178689
SCAMP3,0.13675314
CLK2,0.043258596
FDPS,0.4277909
RUSC1,0.09065286
ASH1L,0.33594647
MSTO1,0.021650605
YY1AP1,0.12863305
DAP3,0.16428106
GON4L,0.1237563
SYT11,0.058623046
RIT1,0.13315843
KHDC4,0.071657054
ARHGEF2,0.0561199
SSR2,0.6850121
UBQLN4,0.041177854
LAMTOR2,0.4975395
RAB25,0.2525131
LMNA,0.6474295
SEMA4A,0.03597715
SLC25A44,0.061492804
PMF1,0.32489347
SMG5,0.0899588
TMEM79,0.008208046
GLMP,0.100339286
CCT3,0.43552157
MEF2D,0.17912622
NAXE,0.3958128
GPATCH4,0.053470016
NES,0.15653315
CRABP2,0.070199564
ISG20L2,0.08075134
METTL25B,0.06592938
MRPL24,0.23254874
HDGF,0.28273234
PRCC,0.14112976
SH2D2A,0.0062996196
PEAR1,0.059079364
ARHGEF11,0.05840973
ETV3,0.04306414
CD5L,0.0
KIRREL1,0.053417396
CD1D,0.0046759774
CD1C,0.0
MNDA,0.024785487
PYHIN1,0.008321824
IFI16,0.20043184
ACKR1,0.004595897
FCER1A,0.010079731
ENSG00000228560,0.0
APCS,0.0
DUSP23,0.3998879
FCRL6,0.0
TAGLN2,0.6032831
PIGM,0.06195768
IGSF8,0.17311682
ATP1A2,0.039941862
PEA15,0.20208652
DCAF8,0.17879368
PEX19,0.16638133
COPA,0.31558472
NCSTN,0.23393495
SLAMF6,0.0048758704
CD84,0.0071339607
SLAMF1,0.0005748538
CD48,0.031186473
SLAMF7,0.0
LY9,0.0
CD244,0.0
ITLN1,0.016464453
F11R,0.1631876
TSTD1,0.81236976
USF1,0.05325931
ARHGAP30,0.011406534
NECTIN4,0.022680346
KLHDC9,0.12091137
PFDN2,0.7127436
NIT1,0.15786363
DEDD,0.062011775
UFC1,0.56727153
USP21,0.017099075
PPOX,0.062056024
B4GALT3,0.10938019
ADAMTS4,0.0
NDUFS2,0.62780374
FCER1G,0.046239033
APOA2,0.0
TOMM40L,0.027628541
SDHC,0.6227935
FCGR2A,0.015578062
HSPA6,0.014894452
FCGR3A,0.030942785
FCGR3B,0.0
FCGR2B,0.012397649
FCRLB,0.025071671
DUSP12,0.093246706
ATF6-DT,0.0
ATF6,0.20564793
OLFML2B,0.0063495403
SH2D1B,0.0059855576
UHMK1,0.27989575
UAP1,0.22640716
DDR2,0.031742584
HSD17B7,0.067375526
RGS4,0.0021081064
RGS5,0.0
ENSG00000232995,0.0
PBX1,0.39605662
MGST3,1.5987132
ALDH9A1,0.31314576
TMCO1,0.58089143
UCK2,0.040512368
POGK,0.15025185
TADA1,0.01991506
POU2F1,0.07947043
CD247,0.01984795
CREG1,0.22935717
RCSD1,0.03716429
MPZL1,0.14272085
MPC2,0.88767236
DCAF6,0.10422091
GPR161,0.016766092
TIPRL,0.16975245
SFT2D2,0.13412012
XCL2,0.0
DPT,0.0024071254
ATP1B1,2.0023806
NME7,0.099187806
BLZF1,0.10185797
SLC19A2,0.09697211
F5,0.0089468295
SELP,0.028719561
SELL,0.005329043
METTL18,0.041079488
SCYL3,0.042167455
KIFAP3,0.080732144
GORAB,0.031952202
FMO3,0.0
FMO2,0.0071062176
FMO4,0.14344989
PRRC2C,0.47908828
VAMP4,0.07756834
METTL13,0.049206603
DNM3,0.049140017
DNM3OS,0.039378285
PIGC,0.116627194
SUCO,0.14307027
PRDX6-AS1,0.008009878
PRDX6,1.153936
KLHL20,0.05304037
CENPL,0.0054344963
DARS2,0.0385759
ZBTB37,0.07129509
RC3H1,0.10846519
RABGAP1L,0.10599322
CACYBP,0.2775544
MRPS14,0.22959189
KIAA0040,0.099181406
COP1,0.062925026
SEC16B,0.022712328
RASAL2,0.17860141
RALGPS2,0.06937764
ANGPTL1,0.06889315
FAM20B,0.093472876
TOR3A,0.084700614
ABL2,0.051504705
SOAT1,0.06698936
TOR1AIP2,0.24492188
TOR1AIP1,0.19602114
ENSG00000260360,0.0023307302
CEP350,0.22570723
QSOX1,0.15230139
ACBD6,0.14674051
XPR1,0.08624941
STX6,0.0641322
MR1,0.060410473
IER5,0.097379535
GLUL,0.5325172
RNASEL,0.021534089
RGS16,0.040885046
NPL,0.07112508
DHX9,0.34155902
LAMC1,0.105590016
SMG7,0.11908702
NCF2,0.010342604
ARPC5,0.3983135
RGL1,0.10377102
TSEN15,0.14140603
C1orf21,0.041853134
EDEM3,0.092778854
NIBAN1,0.061689932
RNF2,0.0887138
TRMT1L,0.06885228
SWT1,0.016114265
IVNS1ABP,0.61562395
ENSG00000273004,0.0
HMCN1,0.015906874
TPR,0.304964
ODR4,0.117972605
PTGS2,0.0026862079
RGS18,0.011263981
RGS1,0.028614866
RGS13,0.0
RGS2,0.08422446
UCHL5,0.13203613
RO60,0.27654943
GLRX2,0.123694934
CDC73,0.14158115
KCNT2,0.008106197
CFH,0.039013263
CFHR1,0.0
ZBTB41,0.10137197
DENND1B,0.06810028
NEK7,0.13896011
PTPRC,0.06734702
MIR181A1HG,0.009497796
NR5A2,0.002624138
ZNF281,0.08158088
DDX59,0.05806545
CAMSAP2,0.14275011
KIF21B,0.0025932824
TMEM9,0.3097106
PKP1,0.012908729
PHLDA3,0.13000612
CSRP1,0.6401347
NAV1,0.053365566
IPO9-AS1,0.0017370976
IPO9,0.085780494
SHISA4,0.066946775
ENSG00000223774,0.0055120103
LMOD1,0.052670643
TIMM17A,0.22245792
RNPEP,0.11459417
ELF3,0.22291388
ARL8A,0.22112711
PTPN7,0.007259123
LGR6,0.014058391
UBE2T,0.013598423
PPP1R12B,0.11898617
KDM5B,0.09346994
PCAT6,0.013727677
RABIF,0.08095514
KLHL12,0.05951021
ADIPOR1,0.2178044
CYB5R1,0.21301346
TMEM183A,0.19457157
LINC01353,0.0025986894
BTG2-DT,0.0
BTG2,0.6245561
PRELP,0.015748797
ATP2B4,0.21960191
LAX1,0.0
ZC3H11A,0.00413949
ZBED6,0.002058828
SNRPE,0.6643581
SOX13,0.07777125
ETNK2,0.18637677
PLEKHA6,0.0875192
PPP1R15B,0.14915363
PIK3C2B,0.027187027
MDM4,0.2507365
NFASC,0.05167605
RBBP5,0.07875184
DSTYK,0.10022837
CDK18,0.0661222
ELK4,0.17742659
SLC45A3,0.009195236
NUCKS1,0.8494385
RAB29,0.085084304
SLC41A1,0.04458201
PM20D1,0.0
RHEX,0.03614611
FAM72A,0.004521621
SRGAP2,0.08746798
RASSF5,0.015187232
EIF2D,0.107486226
MAPKAPK2,0.25100234
IL10,0.0
IL20,0.0
FCMR,0.0068084667
PFKFB2,0.10961174
YOD1,0.026437266
CD55,0.15530165
CR1,0.005591238
CD46,0.7699221
MIR29B2CHG,0.10326606
CD34,0.28129134
PLXNA2,0.07109829
G0S2,0.28598884
TRAF3IP3,0.02778449
IRF6,0.109953694
UTP25,0.035586406
SERTAD4-AS1,0.19341473
HHAT,0.022551069
RCOR3,0.15694931
TRAF5,0.03575474
LINC00467,0.09798331
SLC30A1,0.16907589
NEK2,0.0
LPGAT1,0.10846286
INTS7,0.028299032
PPP2R5A,0.17584199
PACC1,0.030019559
NENF,0.71370316
ENSG00000260805,0.037353087
ATF3,0.46604845
BATF3,0.005812348
NSL1,0.14830805
TATDN3,0.07964829
FLVCR1,0.027494205
ANGEL2,0.07589657
RPS6KC1,0.02614798
SMYD2,0.060229976
PTPN14,0.10056211
CENPF,0.0037198523
KCTD3,0.1411155
